run	log_F	b5H1_log_P	b5H1_weight	b5F2_log_P	b5F2_weight	b5G4_log_P	b5G4_weight	b5H3_log_P	b5H3_weight	b5H7_log_P	b5H7_weight	b5H2_log_P	b5H2_weight	b5H6_log_P	b5H6_weight	b5G9_log_P	b5G9_weight
samp_71	-0.25433470604329217	-2.5521977544704995	1.0	-1.179758525701808	1.0	-4.55433506014003	2.0	-4.069363126491739	2.0		0.0	-2.7381957508930372	1.0		0.0	-5.021809890996571	1.0
samp_72	-0.19066317514904785		0.0	-1.1640619722969967	1.0	-4.540269534132143	3.0		0.0	-2.2226250740760345	1.0	-2.723676864827472	1.0		0.0	-5.0078580222691995	2.0
samp_73	-0.23298639813261704	-2.547370717068855	1.0	-1.174572079323	2.0		0.0		0.0	-2.2325247359934113	1.0	-2.733388762352574	2.0	-1.2143542027388707	1.0	-5.017185338328963	1.0
samp_74	-0.34589961081865345	-2.572209185546278	2.0	-1.2011748897994299	1.0		0.0	-4.088858295353096	2.0	-2.257718066242949	1.0		0.0	-1.2411573525311768	2.0		0.0
samp_75	-0.25031606779310617	-2.551293419788323	1.0	-1.1787787077009688	2.0	-4.553463157262712	1.0		0.0	-2.236505615708395	1.0		0.0	-1.2186094889306616	2.0	-5.02094515538102	1.0
samp_76	-0.22476047284413714	-2.545494777792443	3.0		0.0		0.0	-4.062846916762884	1.0	-2.230620556540294	1.0	-2.731520155515939	2.0		0.0	-5.015388862556348	1.0
samp_77	-0.39019580954993094		0.0	-1.211058439171118	1.0	-4.582716878537294	1.0	-4.097923063933847	2.0	-2.2671258586404983	2.0		0.0	-1.2511178648416668	2.0		0.0
samp_78	-0.2616057206871088	-2.553827355861463	1.0	-1.1815094368731371	1.0		0.0		0.0	-2.239076583472789	1.0	-2.739819931594857	2.0	-1.2213444596446341	2.0	-5.0233733124513495	1.0
samp_79	-0.24215481107854994		0.0	-1.176808083588242	2.0	-4.551681866309117	1.0	-4.06669297080515	1.0		0.0		0.0	-1.2166075941675996	1.0	-5.01917831043255	3.0
samp_80	-0.2690228294731394		0.0	-1.1832855330750647	3.0		0.0		0.0	-2.240756641388654	2.0	-2.7414683977292262	1.0	-1.223133146488289	1.0	-5.024961370347616	1.0
samp_81	-0.34367161686348485	-2.5717353683036523	1.0	-1.2006693270828181	3.0		0.0	-4.088396261125575	2.0		0.0		0.0	-1.2406476979199714	2.0		0.0
samp_82	-0.26835553352088154	-2.555333931951439	2.0	-1.1831241936528514	1.0	-4.557365108819807	1.0	-4.072414022915166	2.0	-2.2406096405597817	1.0		0.0		0.0	-5.02481807922566	1.0
samp_83	-0.25323061722178036	-2.5519496230092447	1.0		0.0	-4.554095229255658	2.0		0.0	-2.237171832196717	1.0	-2.737949531007189	2.0	-1.219312202915122	2.0		0.0
samp_84	-0.2714208561671937	-2.5560135426881416	1.0		0.0		0.0	-4.073081088460656	1.0	-2.2412980716194952	2.0	-2.741999680100587	3.0		0.0	-5.025474981468541	1.0
samp_85	-0.2737599675667326	-2.5565363091131292	2.0		0.0	-4.558527816759334	1.0	-4.073585388340612	1.0	-2.241825437705114	2.0		0.0	-1.224271187578889	1.0	-5.025972182446906	1.0
samp_86	-0.3365127800595434		0.0	-1.1990410808345107	3.0		0.0	-4.086907186395871	1.0	-2.255689451350427	1.0	-2.756140410563951	1.0	-1.2390072143013642	2.0		0.0
samp_87	-0.25433470604329217	-2.5521977544704995	1.0	-1.179758525701808	1.0	-4.55433506014003	2.0	-4.069363126491739	2.0		0.0	-2.7381957508930372	1.0		0.0	-5.021809890996571	1.0
samp_88	-0.24939558935172304	-2.551085367804511	1.0		0.0	-4.553261270524292	2.0	-4.068283950921025	1.0		0.0	-2.737089028894715	3.0	-1.218377645341646	1.0		0.0
samp_89	-0.20132022514717052		0.0	-1.1667375936099256	3.0	-4.54265795603978	1.0		0.0	-2.225141017837878	1.0	-2.7261455098526866	1.0		0.0	-5.010226544604713	2.0
samp_90	-0.20929552204504864	-2.541942834686342	2.0		0.0	-4.544436833592676	1.0		0.0	-2.2270141328389665	2.0	-2.7279826582539046	2.0		0.0	-5.011989681759716	1.0
samp_91	-0.26740048437578673		0.0	-1.1828977560644174	1.0	-4.557160628572177	2.0		0.0	-2.240390131208061	1.0	-2.7411089895915848	2.0	-1.2227425080787921	2.0		0.0
samp_92	-0.35064869220193473		0.0	-1.2022497454966743	3.0		0.0	-4.089842223723991	2.0	-2.2587384654591336	1.0	-2.7591394747966587	1.0	-1.2422397946443733	1.0		0.0
samp_93	-0.23903875617674464		0.0	-1.1760478977306104	2.0	-4.550999654271618	2.0		0.0	-2.2339201906434396	1.0	-2.7347562599944033	2.0	-1.2158450575481818	1.0		0.0
samp_94	-0.2760789326555095	-2.557052298844419	1.0	-1.184964150972146	1.0	-4.559027400896954	1.0		0.0	-2.242348393827667	3.0	-2.743031478441925	1.0	-1.2248253058724532	1.0		0.0
samp_95	-0.2774492964762482		0.0	-1.185292934006559	1.0	-4.559319234479364	1.0	-4.074381740106833	2.0		0.0	-2.7433331058907977	3.0		0.0	-5.026757467026725	1.0
samp_96	-0.2238454116814757		0.0	-1.1723262543902015	2.0	-4.547660855928982	1.0		0.0	-2.2304077342295203	2.0	-2.731312227613085	1.0		0.0	-5.015189160765376	2.0
samp_97	-0.2574854520318329	-2.5529050287957555	2.0		0.0	-4.555019025303004	1.0	-4.070050002316404	1.0	-2.2381409396900063	2.0	-2.7389004736845544	2.0		0.0		0.0
samp_98	-0.23667125370306893	-2.5482080761494688	1.0	-1.1754789601142341	2.0	-4.5504791099224935	1.0	-4.065482199108975	1.0		0.0		0.0	-1.2152598296811066	1.0	-5.01798835729552	2.0
samp_99	-0.3123536056755843	-2.5650081715937625	1.0	-1.1934846456113406	1.0		0.0	-4.081835568246681	2.0	-2.2504162621628496	2.0	-2.7509569171159467	1.0		0.0	-5.0341041696249595	1.0
