run	log_tsat	log_tbg	log_F	b5A8_log_P	b5A8_weight	b5B2_log_P	b5B2_weight	b5B3_log_P	b5B3_weight	b5B5_log_P	b5B5_weight	b5B7_log_P	b5B7_weight	b5B8_log_P	b5B8_weight	b5B9_log_P	b5B9_weight	b5C1_log_P	b5C1_weight	b5C2_log_P	b5C2_weight	b5C3_log_P	b5C3_weight	b5C4_log_P	b5C4_weight	b5C5_log_P	b5C5_weight	b5C7_log_P	b5C7_weight	b5C8_log_P	b5C8_weight	b5C9_log_P	b5C9_weight	b5D1_log_P	b5D1_weight	b5D2_log_P	b5D2_weight	b5D3_log_P	b5D3_weight	b5D4_log_P	b5D4_weight	b5D5_log_P	b5D5_weight	b5D6_log_P	b5D6_weight	b5D7_log_P	b5D7_weight	b5E4_log_P	b5E4_weight	b5F2_log_P	b5F2_weight	b5F3_log_P	b5F3_weight	b5F5_log_P	b5F5_weight	b5F6_log_P	b5F6_weight	b5F7_log_P	b5F7_weight	b5F8_log_P	b5F8_weight	b5G1_log_P	b5G1_weight	b5G3_log_P	b5G3_weight	b5G4_log_P	b5G4_weight	b5G6_log_P	b5G6_weight	b5G9_log_P	b5G9_weight	b5H1_log_P	b5H1_weight	b5H2_log_P	b5H2_weight	b5H3_log_P	b5H3_weight	b5H4_log_P	b5H4_weight	b5H5_log_P	b5H5_weight	b5H6_log_P	b5H6_weight	b5H7_log_P	b5H7_weight
samp_78	2.0832896274405113	-6.059292432596855	3.591304986843523		0.0	-5.189906350200432	1.0	-4.7557369964043135	1.0		0.0		0.0	-3.063186213826497	1.0		0.0	-8.075823396481367	3.0		0.0	-2.5167590220615077	2.0	-9.079876269556594	3.0	-21.7152558703912	1.0		0.0		0.0	-7.656207021370159	1.0		0.0	-11.249418883422043	1.0	-9.788873585607684	2.0	-7.413384694483108	1.0		0.0	-22.538687575858557	1.0	-9.746360993408931	1.0	-0.12798411586401856	2.0	-0.18115589414954714	1.0	-0.5920909099918981	1.0	-5.769464630930508	1.0	-5.083810210114246	3.0		0.0	-4.9993112708009715	3.0	-4.324936402003994	4.0		0.0		0.0	-5.796206719850901	1.0	-4.264193550267165	1.0		0.0	-1.788545885071609	1.0		0.0		0.0	-5.737666980612144	2.0	-0.3515567538183505	2.0		0.0
samp_79	3.8205785437981934	-5.958420126128717	3.2672133604404126	-6.365426826118194	2.0	-6.993245371250642	1.0		0.0	-8.352497894082363	1.0	-11.520632889109109	1.0		0.0		0.0		0.0		0.0	-4.44524434026139	2.0		0.0		0.0	-20.840850694668635	1.0	-10.063780793921428	1.0		0.0	-8.922711389326157	2.0	-21.17637817134568	1.0	-12.295642479422739	2.0	-9.200517942783735	1.0	-8.346223863820576	3.0	-22.55889042868655	1.0	-12.335913228022106	3.0	-2.2905330107599213	2.0	-2.34203925120551	1.0		0.0	-7.5703744930366526	1.0	-6.902284311105748	1.0	-2.9218505581100787	3.0		0.0	-6.178564369318342	2.0	-8.126020468625917	1.0	-5.633376856631512	1.0	-7.572998984337662	3.0		0.0		0.0		0.0	-5.162033728678734	1.0		0.0	-7.539657444334765	1.0	-2.4785735021086728	1.0	-3.3207117277637224	1.0
samp_80	8.473426061872436	-5.908982587997248	3.170693158635261	-11.05189014618271	2.0	-11.673457473409382	2.0	-11.256527619407652	1.0	-13.019745423219215	1.0	-16.530357771866917	1.0	-9.665077497787307	1.0	-14.291284735828693	1.0		0.0	-14.884740131414118	1.0		0.0	-16.028868383921054	1.0		0.0	-53.336421951091026	1.0	-14.795349728200868	1.0	-14.153683645916768	1.0	-13.607540866400926	3.0		0.0	-25.19206321719274	2.0	-13.886591920491782	2.0	-13.017064434739186	2.0	-25.267521982958332	1.0	-59.68306722304998	2.0		0.0		0.0	-7.394440812428761	2.0		0.0	-11.584957455937921	1.0	-7.642587709101892	1.0	-11.502633233582664	1.0	-10.868303416810779	1.0	-12.805145593392735	1.0		0.0	-12.247487778953573	1.0	-10.801340690151298	2.0	-8.247994540696894	2.0	-8.474089497351427	1.0	-9.860073139525776	1.0		0.0		0.0		0.0	-8.039993259211183	1.0
samp_81	4.365992558361613	-5.841378959651252	3.236775788444192	-6.951277057229893	2.0	-7.576945701295768	1.0	-7.159811387688795	2.0		0.0		0.0		0.0		0.0	-10.65473295934798	1.0		0.0	-5.01526626658855	1.0	-12.412417508301443	2.0		0.0	-18.50911713561735	1.0	-10.806544129951627	2.0	-10.122134353015696	1.0	-9.535494837620694	3.0		0.0	-21.18310442807297	2.0	-9.84249194610502	2.0	-8.95566831118259	1.0		0.0		0.0	-2.8746492088833495	2.0		0.0	-3.237997340189804	2.0		0.0		0.0	-3.4925539946144784	2.0	-7.395558933363796	2.0	-6.745629241107056	1.0		0.0		0.0	-8.163825065297889	1.0	-6.689507945518581	2.0	-4.10286232398745	1.0	-4.3319520126866555	4.0	-5.734871370816909	1.0		0.0	-8.115643731047339	1.0	-3.0588207678285624	1.0		0.0
samp_82	5.335173125938835	-5.9671530162387505	3.2085720722491216		0.0	-8.513129465354629	1.0	-8.094211516857838	2.0	-9.848730435608335	1.0	-12.984432824466593	2.0		0.0		0.0	-11.445714258287577	1.0	-11.647831897375964	2.0		0.0	-12.620828572439551	1.0	-21.941033105975453	3.0	-17.607205737610943	1.0		0.0	-10.961056218493452	2.0	-10.435582638610471	2.0	-17.90534219521182	1.0		0.0	-10.703927805255436	2.0	-9.849156091462161	2.0		0.0		0.0	-3.8753964211161485	1.0	-3.9256878121197096	1.0	-4.23089663096847	1.0		0.0		0.0	-4.481379821394783	2.0	-8.344473248866874	1.0	-7.712039949152939	2.0		0.0	-7.167650574153906	1.0	-9.085705428788597	2.0	-7.641352719155233	1.0	-5.087235586215687	1.0	-5.313974425239668	1.0	-6.700304944322859	2.0		0.0	-9.061224327037364	1.0	-4.055906668775725	1.0		0.0
samp_83	7.764847200256514	-6.147853356956398	3.1531444209456128	-10.28265464757887	2.0		0.0	-10.480218146529776	2.0		0.0		0.0		0.0	-13.396148394568037	1.0	-13.686410960991754	1.0		0.0	-8.433977119831297	3.0	-14.53470209103577	1.0	-21.950757829691533	2.0	-15.737035615690292	1.0		0.0	-13.231654010239918	3.0	-12.778109262806314	1.0	-15.863764663013903	1.0		0.0	-12.995172296628672	1.0	-12.164592325126952	1.0	-22.759189918377487	2.0		0.0		0.0	-6.390459901837914	1.0		0.0	-11.487816066534663	1.0		0.0	-6.939596804608356	2.0	-10.748636443889298	2.0	-10.143419389675303	3.0	-12.03915839506663	1.0	-9.591816709280561	2.0	-11.445124589006014	2.0		0.0	-7.541068885959596	1.0	-7.765840016074094	1.0	-9.133018251668345	1.0		0.0		0.0	-6.518926410474813	1.0	-7.334338240182391	1.0
samp_84	7.503767950854208	-6.052197426830511	3.095540941731268	-10.05930996443175	1.0		0.0	-10.257666955967462	1.0	-11.929672505773555	1.0	-14.781261107348268	1.0	-8.710670021177435	1.0		0.0	-13.522385695183935	3.0		0.0	-8.202873408091612	4.0	-14.502185294430081	1.0	-21.8281851465235	1.0		0.0	-13.625788867597901	1.0	-13.04358453949591	1.0	-12.565919297933902	1.0		0.0	-15.153272120493	2.0		0.0	-11.953195996210518	3.0	-22.77445571139043	3.0	-15.260668465380046	2.0	-6.107209556858913	2.0		0.0	-6.458276595078653	2.0		0.0		0.0		0.0		0.0	-9.910781440071386	2.0		0.0		0.0	-11.22435064783616	1.0	-9.826472431630332	2.0		0.0	-7.5335867525719	2.0		0.0	-9.828647331305831	2.0	-11.228765115337604	1.0		0.0		0.0
samp_85	3.799869614051163	-6.184463980461058	3.1894859121435415	-6.2982071132279325	1.0	-6.915367057943711	1.0	-6.496183316140091	1.0		0.0	-10.704114829725425	1.0		0.0		0.0	-9.687924089791544	4.0		0.0	-4.444122291141524	2.0		0.0	-21.726701480151707	1.0		0.0		0.0		0.0	-8.794842567144483	2.0	-11.662748347853164	4.0	-10.940024753136434	2.0	-9.008986979162245	1.0	-8.182562700805416	1.0		0.0	-11.015078011453655	1.0	-2.3074049829930736	2.0	-2.358647618456613	2.0	-2.6780628830952384	2.0	-7.508109963877484	1.0	-6.851031127608639	1.0	-2.936544278952836	1.0	-6.7669472082430735	2.0		0.0	-8.059913300574316	3.0		0.0		0.0		0.0	-3.5419828790315684	1.0		0.0	-5.146623571672539	1.0	-6.074884483289536	1.0	-7.478799680857544	1.0		0.0	-3.3321274526816995	1.0
samp_86	8.163025509937732	-6.092726680895451	3.202599462635963	-10.684225020776026	2.0	-11.304755170128056	3.0		0.0		0.0	-15.303060953344279	3.0		0.0		0.0		0.0		0.0		0.0	-15.05977397970356	2.0		0.0		0.0	-14.236865014269164	1.0	-13.67867897058926	1.0		0.0		0.0		0.0	-13.437359970820902	1.0	-12.60298122581487	2.0	-22.67138809520588	2.0	-15.705055443127119	1.0	-6.716056251290178	1.0	-6.765942684984035	1.0	-7.0670636011142385	2.0	-11.891489684371633	1.0	-11.230961188645493	1.0	-7.315143371199801	3.0	-11.147363037968542	2.0		0.0	-12.44400133207761	2.0	-9.980005518409577	1.0		0.0	-10.447261270801224	1.0	-7.917963145313802	2.0	-8.14321869856771	1.0	-9.517486064718621	1.0	-10.448582927429596	1.0	-11.861670485313331	1.0	-6.894440305307651	1.0	-7.710784563210736	1.0
samp_87	2.8699357891843276	-6.026069003549648	3.385292031425761		0.0	-6.007555113372365	1.0	-5.581482078383261	2.0	-7.381464555678905	1.0	-10.234592201442853	1.0		0.0		0.0	-8.904020824916216	1.0		0.0		0.0		0.0		0.0	-12.46279248855292	1.0	-9.021009213558235	1.0	-8.456107056559336	3.0	-7.932714942447705	1.0	-14.312638729980854	1.0	-10.74144079027512	1.0		0.0	-7.371509747428	1.0	-22.591204241120767	2.0	-10.745611846210753	1.0		0.0	-1.2447913305273026	1.0	-1.5978577808734908	3.0		0.0	-5.914221676893893	1.0		0.0	-5.830542785429468	1.0	-5.181736170477422	3.0	-7.1433049975776814	1.0	-4.629649851718243	3.0	-6.594502718950628	2.0		0.0		0.0	-2.730632133119834	2.0	-4.1525584030558775	2.0		0.0	-6.557062578239548	4.0		0.0		0.0
samp_88	8.500254703212908	-6.173397725664978	2.9563762766926036		0.0	-11.660894423731552	1.0		0.0	-12.795037295147957	1.0		0.0	-9.753960138919588	1.0	-14.132458383490212	2.0	-14.406354383513245	1.0		0.0	-9.253729022043105	1.0		0.0	-21.86174914470938	2.0	-16.338437282154892	1.0	-14.488806289513963	4.0	-13.924665472409226	2.0	-13.509633854438661	1.0	-16.43443644810478	3.0	-15.628557847610487	1.0		0.0	-12.854738506530936	1.0		0.0	-15.76679730457218	2.0		0.0	-7.219075616021328	3.0		0.0	-12.2509032434171	1.0		0.0		0.0	-11.527179447675925	1.0		0.0	-12.798368704134191	1.0	-10.395895168173885	3.0	-12.180341525335809	2.0		0.0	-8.366473076253694	1.0		0.0	-9.944543806238938	2.0		0.0	-12.222833837332873	1.0	-7.347315475787442	2.0		0.0
samp_89	2.7500806597222853	-6.010307896574988	3.2819481196650386		0.0	-5.9037267766495685	1.0		0.0	-7.249064330812838	1.0	-10.183981795976813	2.0		0.0		0.0		0.0		0.0		0.0		0.0	-21.79733080601424	3.0		0.0	-8.922136385461902	1.0		0.0		0.0		0.0	-10.712109384324865	1.0	-8.091215021965207	3.0	-7.247406506830697	2.0	-22.550088006396468	1.0		0.0	-1.1186705132507497	1.0	-1.171716294323535	3.0	-1.5258007967905707	1.0	-6.485200169748182	1.0	-5.816839849228178	2.0	-1.8042832063209042	1.0	-5.73338080839727	1.0	-5.096206698123359	2.0	-7.040125943213646	1.0	-4.5452736671504415	1.0	-6.481042382882305	2.0	-5.023629983325708	1.0	-2.4199544481076196	4.0	-2.656795024320859	2.0	-4.072289813160694	2.0	-5.020416751186466	1.0		0.0		0.0		0.0
samp_90	12.619347683538722	-5.998852952496342	3.082813085233323	-15.191526136461983	1.0	-15.80613646669814	2.0	-15.39087918124033	1.0	-17.08201477267405	2.0		0.0	-13.83629559312436	1.0		0.0	-18.700027370198182	2.0		0.0		0.0		0.0	-31.9085945987164	2.0	-68.1003762865454	2.0	-18.80895161296536	1.0		0.0	-17.709410102181472	3.0	-52.975054661339044	1.0	-20.621629544122804	3.0		0.0	-17.09944471026303	1.0		0.0		0.0	-11.230375727218906	1.0	-11.28024422660179	1.0	-11.581104041359836	1.0		0.0	-15.732155549354555	1.0	-11.828988309299538	1.0		0.0	-15.035518244997915	1.0		0.0	-14.490267238134033	1.0		0.0	-14.955202833956912	1.0	-12.431623129814323	3.0	-12.656697708242026	1.0	-14.02946986033413	4.0		0.0	-16.358571871816633	1.0	-11.408470722652755	2.0		0.0
samp_91	3.540406054215306	-6.024183243206972	3.163751797874513	-6.086364282669615	1.0	-6.706755217366254	2.0	-6.288165319841324	2.0	-8.002909764798268	1.0		0.0		0.0	-9.25971692719788	1.0	-9.586194854843674	2.0	-9.764563405061539	2.0	-4.202882305360778	1.0	-10.625823812397462	1.0	-21.77221601502517	1.0	-13.34574244703478	1.0	-9.696251949147893	2.0	-9.110696784490758	1.0	-8.613213024632568	1.0		0.0	-11.37659292256366	1.0	-8.861035628474461	1.0	-8.01511565970421	2.0	-22.61688821323327	2.0		0.0	-2.0481735122162603	2.0	-2.099773434630864	2.0		0.0	-7.29009776924629	1.0		0.0	-2.685475738213286	1.0		0.0	-5.925675178231937	1.0	-7.8435013928988075	1.0	-5.377195422229257	1.0		0.0	-5.846416812884732	1.0	-3.2937925242165136	2.0		0.0		0.0	-5.846354777263308	2.0	-7.260098822735763	1.0	-2.2378065425816205	1.0		0.0
samp_92	13.56716009772242	-6.150836975123524	3.1298476020327923	-16.089753508269908	2.0	-16.702773089429055	1.0	-16.286357787408555	1.0	-17.927926288768045	1.0		0.0	-14.751841208620707	2.0	-19.19853850696148	2.0	-19.48735071649457	1.0		0.0		0.0	-20.32909192702987	2.0		0.0		0.0		0.0	-19.029135940298872	1.0	-18.579797030176174	1.0	-21.645891170639743	2.0		0.0	-18.79309777780824	1.0		0.0		0.0	-20.893175685121896	2.0	-12.154885911121882	2.0		0.0		0.0	-17.293020353027412	2.0	-16.639261102450085	4.0	-12.753305765932105	2.0	-16.55569613230492	2.0		0.0		0.0	-15.401976407721078	1.0		0.0	-15.86260084479674	3.0	-13.354322639185312	2.0	-13.578892749723488	2.0	-14.944273148504692	1.0		0.0	-17.263966205509735	1.0		0.0		0.0
samp_93	2.3697565813310844	-5.915535808753788	3.427376253515004		0.0		0.0	-5.111450935264575	2.0		0.0	-10.342525732145594	1.0		0.0		0.0	-8.53631161221389	1.0	-8.778294792261322	1.0	-2.902138343487042	2.0	-9.899692525294968	1.0	-21.72441913791855	1.0	-18.787769302473706	1.0	-8.674776685110848	2.0	-8.059322990401629	2.0		0.0		0.0	-11.820279202898744	2.0	-7.794483543891309	4.0	-6.935834921438679	1.0	-22.542000711346155	1.0	-23.123226041712634	1.0	-0.5884500991364717	1.0	-0.6421395661376548	1.0	-1.024109019787862	1.0	-6.107235821233209	1.0	-5.429201205027477	1.0		0.0	-5.346376959848538	1.0	-4.6792367522087925	2.0	-6.665072996907237	1.0	-4.131097839775461	2.0	-6.135683333574816	2.0		0.0	-1.9440197939822506	1.0		0.0		0.0		0.0	-6.0755750049108626	2.0	-0.802490893349055	2.0		0.0
samp_94	2.525515465235294	-6.009537025191951	3.1807727894471127		0.0	-5.691902311148934	2.0		0.0	-7.0017311751480085	1.0	-9.967150022042127	1.0	-3.6863190882617953	2.0	-8.254693499723432	1.0	-8.587049361090978	1.0	-8.771585566405355	2.0	-3.165323124330572	1.0	-9.657549057114592	2.0		0.0	-15.201424969263465	3.0		0.0	-8.11004390314464	2.0	-7.604715655795424	1.0	-22.46117955217194	3.0	-10.464167974879137	1.0	-7.85864708899174	2.0		0.0	-22.577967826693484	1.0		0.0		0.0	-0.9788069108535385	1.0		0.0	-6.275097084304548	1.0	-5.612470617277597	1.0		0.0		0.0	-4.90441499209978	1.0	-6.829407062546061	1.0	-4.353289870706539	1.0	-6.258250623473797	1.0	-4.825880474628273	3.0	-2.234509535072469	1.0		0.0	-3.8840082571669443	2.0		0.0	-6.244979979084148	1.0		0.0	-2.0164590037148793	1.0
samp_95	8.37627894493141	-6.206384630341907	2.9383677736956315	-10.93555067551865	2.0	-11.531787969835305	1.0	-11.1242223585803	4.0	-12.639273883188189	2.0	-15.236088079241524	1.0		0.0	-13.988828052278297	1.0	-14.253695713226056	2.0	-14.361513459637495	1.0	-9.13618272611245	1.0		0.0	-21.812485413649455	3.0	-16.049978364894024	1.0	-14.332106574156533	2.0		0.0		0.0		0.0		0.0		0.0	-12.706942280299833	2.0		0.0		0.0		0.0	-7.103323760052506	2.0		0.0	-12.122699410006417	3.0	-11.484894660879165	1.0		0.0	-11.401908620932666	2.0	-10.826673356655322	1.0	-12.669238118131572	2.0		0.0	-12.04470873877004	1.0		0.0		0.0	-8.473814255581008	2.0	-9.825336136776333	1.0	-10.734071508174047	2.0		0.0		0.0	-8.044462279214333	1.0
samp_96	19.644105351825026	-5.993920076692035	3.183524255624581		0.0	-22.81770595320981	1.0	-22.399337660995513	3.0	-24.13344539524556	3.0	-27.15711622599565	1.0		0.0		0.0		0.0		0.0	-20.309314152940125	2.0		0.0		0.0	-45.055256019743354	2.0	-25.839680182276716	1.0	-25.243355321038106	1.0	-24.731698760027736	1.0	-36.99219356064538	1.0		0.0		0.0		0.0		0.0	-27.79437716315093	2.0	-18.207584376699344	1.0	-18.257495164509756	1.0	-18.558497930618614	2.0	-23.398252277439948	1.0	-22.736096199048223	2.0	-18.806499469330944	4.0	-22.653182858387417	2.0		0.0	-23.95231174605192	1.0		0.0		0.0	-21.95229098795172	2.0		0.0		0.0	-21.01641637603858	3.0		0.0		0.0	-18.385976566654648	1.0	-19.203015423086235	3.0
samp_97	3.1742438463739946	-6.002007327730971	3.223772244019875		0.0		0.0	-5.917903508359884	1.0	-7.666377937144037	2.0	-10.647634260022748	3.0	-4.3267092816530015	2.0	-8.905597690413398	2.0		0.0		0.0	-3.8078745372390137	1.0	-10.332491137533754	1.0		0.0	-17.824763239109767	3.0		0.0	-8.76942580100955	1.0		0.0		0.0	-11.186013427988277	1.0	-8.516966053137894	2.0	-7.669414492136214	1.0	-22.571010592653916	1.0	-11.25134259681027	1.0	-1.6223857424449037	1.0		0.0		0.0	-6.9198722772073	1.0	-6.254995755655338	1.0	-2.278136845607012	1.0	-6.171776403701582	1.0	-5.541135042509339	2.0		0.0	-4.992524751557675	2.0	-6.909957335265121	1.0	-5.466840995695175	1.0	-2.88995818703942	2.0	-3.1226044487186493	1.0		0.0	-5.464531243971398	1.0	-6.889548284274641	1.0	-1.8172202313300547	2.0	-2.676177572534834	1.0
samp_98	2.5871375530791036	-5.988863059184722	3.2995587474212758		0.0		0.0		0.0		0.0		0.0	-3.703698930664356	2.0	-8.322427570648424	2.0	-8.666976165363055	1.0	-8.869545593938968	1.0	-3.1770296814290586	1.0		0.0		0.0		0.0	-8.7873413568519	1.0	-8.199423835875999	3.0	-7.671876408879042	1.0		0.0		0.0	-7.945832530267157	3.0	-7.098739583111723	1.0		0.0	-10.7618886123357	1.0	-0.9228915930527881	2.0		0.0		0.0	-6.324602349489054	3.0	-5.654566434739257	1.0	-1.6224931975809178	1.0	-5.571274549692236	3.0		0.0	-6.880162457208588	1.0	-4.378571530200293	1.0		0.0		0.0	-2.2399470265833403	4.0	-2.4790201208713953	1.0	-3.903238212142102	1.0	-4.855088843316328	2.0	-6.293826462947905	1.0	-1.129192270816339	2.0	-2.020651364106794	1.0
samp_99	7.646262900006244	-6.109380834006798	3.1145921348488823	-10.182853582442172	1.0	-10.796330950627953	1.0	-10.38022154363749	1.0		0.0	-14.740060931687003	2.0	-8.840535754661044	1.0		0.0		0.0	-13.755191162209572	1.0		0.0	-14.49958331777582	1.0	-21.985133395740274	1.0		0.0	-13.702155055811994	1.0	-13.139984183646439	1.0	-12.679282645834832	3.0	-16.090925510916293	1.0		0.0	-12.89966720013773	2.0	-12.063639496521535	1.0		0.0	-15.126928152039865	2.0	-6.240428676981045	1.0	-6.290282563646882	1.0	-6.591393018748165	1.0		0.0	-10.730120726990817	3.0	-6.839435645851616	1.0	-10.64677507173386	1.0		0.0	-11.93558358133674	2.0	-9.491746791718834	1.0		0.0		0.0		0.0	-7.66584647043633	2.0	-9.033157509577215	4.0	-9.957171244001351	1.0		0.0		0.0	-7.234273126427365	3.0
