run	log_tsat	log_tbg	log_F	b5A8_log_P	b5A8_weight	b5B2_log_P	b5B2_weight	b5B3_log_P	b5B3_weight	b5B5_log_P	b5B5_weight	b5B7_log_P	b5B7_weight	b5B8_log_P	b5B8_weight	b5B9_log_P	b5B9_weight	b5C1_log_P	b5C1_weight	b5C2_log_P	b5C2_weight	b5C3_log_P	b5C3_weight	b5C4_log_P	b5C4_weight	b5C5_log_P	b5C5_weight	b5C7_log_P	b5C7_weight	b5C8_log_P	b5C8_weight	b5C9_log_P	b5C9_weight	b5D1_log_P	b5D1_weight	b5D2_log_P	b5D2_weight	b5D3_log_P	b5D3_weight	b5D4_log_P	b5D4_weight	b5D5_log_P	b5D5_weight	b5D6_log_P	b5D6_weight	b5D7_log_P	b5D7_weight	b5E4_log_P	b5E4_weight	b5F2_log_P	b5F2_weight	b5F3_log_P	b5F3_weight	b5F5_log_P	b5F5_weight	b5F6_log_P	b5F6_weight	b5F7_log_P	b5F7_weight	b5F8_log_P	b5F8_weight	b5G1_log_P	b5G1_weight	b5G3_log_P	b5G3_weight	b5G4_log_P	b5G4_weight	b5G6_log_P	b5G6_weight	b5G9_log_P	b5G9_weight	b5H1_log_P	b5H1_weight	b5H2_log_P	b5H2_weight	b5H3_log_P	b5H3_weight	b5H4_log_P	b5H4_weight	b5H5_log_P	b5H5_weight	b5H6_log_P	b5H6_weight	b5H7_log_P	b5H7_weight
samp_48	2.185211323968609	-5.705731739836498	3.513282085997836	-4.770230888932306	1.0		0.0	-4.990001863330564	1.0	-6.922344360464176	1.0		0.0		0.0		0.0	-8.717617406139123	1.0		0.0		0.0	-29.938676254631908	1.0		0.0		0.0	-8.934671356881484	2.0		0.0		0.0	-19.33860237534178	2.0	-28.10406138005124	4.0	-7.807304882835148	3.0	-6.873701564822789	4.0		0.0		0.0		0.0	-0.3656952912310269	2.0	-0.765306312644083	1.0		0.0	-5.273685092948359	2.0		0.0	-5.193070830196305	1.0		0.0	-6.525463888789392	2.0	-3.9615787777847866	2.0		0.0		0.0	-1.7059486569241895	1.0		0.0	-3.4605830651452534	1.0	-4.446001233256345	3.0		0.0	-0.5324120651413193	5.0	-1.4751190318690628	1.0
samp_49	17.148987196265345	-5.997843924489794	3.142522165803744	-19.708610765429267	1.0		0.0	-19.910082234317393	2.0	-21.62612953535031	2.0	-24.645880160009508	2.0		0.0	-22.89148438058268	1.0	-23.226077203262967	1.0		0.0	-17.831354074950493	1.0		0.0	-35.98062620527182	1.0	-41.184269013076545	1.0		0.0	-22.74113884174261	2.0	-22.23650062663491	1.0	-48.57995908784756	1.0	-25.166662071292425	1.0	-22.488273078661557	3.0	-21.63708269174928	1.0	-31.737385776279712	1.0	-25.277305100269523	3.0		0.0		0.0	-16.08267475694286	1.0	-20.90854206861029	2.0		0.0	-16.330610928785635	1.0	-20.166030523301995	1.0		0.0		0.0	-18.99966779659139	2.0		0.0		0.0		0.0	-17.159548553902233	3.0	-18.536475211202788	1.0	-19.467005032574498	4.0		0.0		0.0	-16.72673562254305	1.0
samp_50	2.719508994606454	-6.118097477931003	3.490017915104634	-5.173573169308679	1.0		0.0	-5.385790651518785	1.0		0.0	-9.780814368157891	1.0		0.0	-8.345761879676877	2.0	-8.658409668644707	1.0	-8.838764255320736	1.0		0.0	-9.567947528455727	2.0		0.0	-10.87080261857028	2.0	-8.7650963890202	1.0	-8.240105628793478	1.0	-7.7361400054826595	2.0		0.0	-10.132859690901174	1.0		0.0	-7.1849024371423855	1.0	-22.55267276735028	1.0	-10.135540753145879	1.0	-0.9540599193250663	1.0		0.0	-1.373193052593549	2.0	-6.403615043699005	2.0		0.0	-1.6583415371526662	2.0		0.0	-4.987606483724433	1.0	-6.958945271049265	1.0		0.0	-6.408606851474111	2.0	-4.91600993356218	1.0		0.0	-2.5188703130908676	1.0		0.0	-4.9118265652644615	5.0	-6.3725465014899845	2.0	-1.1622357745403256	2.0		0.0
samp_51	2.9006471027640277	-5.949623960641347	3.35506691814731		0.0	-6.065028679462193	2.0		0.0		0.0		0.0		0.0	-8.664186330437735	1.0		0.0		0.0	-3.4764433797621073	1.0	-10.26482013024837	4.0		0.0		0.0		0.0	-8.553119427863654	4.0		0.0	-27.157610470840783	2.0		0.0	-8.293750903605641	1.0	-7.440771461455425	3.0	-22.597254975053872	3.0		0.0	-1.2449019555890026	1.0	-1.2980900160263138	1.0	-1.648644743074427	2.0	-6.6401719343975145	1.0		0.0	-1.9251154769038255	1.0	-5.88383372441885	1.0	-5.23034111267917	1.0	-7.196660750834966	1.0		0.0	-6.654798322104845	2.0		0.0		0.0	-2.780083196066981	1.0	-4.204748783390624	2.0	-5.160841967557009	2.0	-6.608953642619774	2.0	-1.4466331242957748	1.0	-2.3257108794669628	1.0
samp_52	3.785985602642489	-6.281487303557891	3.2126987563582263	-6.254174048422813	1.0		0.0	-6.449870999063476	2.0		0.0	-10.50223867527742	3.0	-4.9212871952189685	3.0	-9.33142134034609	1.0	-9.595645597256505	1.0	-9.718216746106405	1.0		0.0	-10.323457727745629	1.0	-21.646634062648076	1.0	-11.162376559149244	2.0		0.0		0.0	-8.737188847636437	2.0		0.0	-10.683734579884664	1.0		0.0	-8.112838463442792	1.0	-22.55031626424294	2.0	-10.759322292957116	2.0		0.0	-2.3313471691899803	1.0	-2.65129554462719	1.0	-7.46727703884515	1.0		0.0	-2.9100785772211224	1.0		0.0	-6.130499055415954	2.0	-8.019167401196924	2.0		0.0		0.0	-6.032101103067486	1.0		0.0	-3.742711478340463	1.0		0.0	-6.039812216614458	2.0	-7.438359264574216	2.0	-2.4675010873816383	3.0		0.0
samp_53	2.9882923998457565	-5.891915637883037	3.250803356889965		0.0		0.0	-5.761984784198985	1.0	-7.56171292006431	1.0	-11.200918073999187	1.0	-4.140551890172246	1.0		0.0		0.0	-9.435504584288857	1.0	-3.6150352403588437	1.0	-10.646638451510858	2.0	-21.734099602231257	1.0	-24.704873913461906	2.0		0.0	-8.690965388061011	3.0	-8.127461798885788	2.0		0.0		0.0	-8.421310165242572	1.0	-7.5497517711660125	2.0		0.0		0.0	-1.4040611329303967	2.0		0.0		0.0	-6.755042537798648	1.0		0.0	-2.0721144687352386	1.0		0.0	-5.356961948737019	1.0		0.0	-4.813842097372273	3.0		0.0	-5.295134533382705	1.0	-2.687673662371291	1.0	-2.9226673761143354	1.0	-4.33905279762356	3.0	-5.287611067714003	2.0	-6.724017002932879	2.0	-1.6023655537026325	2.0	-2.4717813583541868	2.0
samp_54	4.981013302441126	-6.042806633587267	3.145894425881842		0.0	-8.145327192438334	1.0	-7.727793073137537	2.0	-9.42630887670449	1.0		0.0	-6.167573123521455	1.0	-10.687654369951103	1.0	-11.007264203202997	1.0		0.0	-5.657103430307036	1.0	-12.008204108742985	1.0		0.0	-14.207584913524148	1.0	-11.113655249143735	1.0	-10.533544533781647	1.0	-10.045405510306116	1.0	-14.749662350833585	1.0	-12.693183549331627	1.0		0.0	-9.44265539889749	1.0		0.0	-12.785799028367219	2.0	-3.546267930778095	2.0	-3.5966194595350065	1.0	-3.9031238532470325	1.0	-8.729540872971198	5.0		0.0	-4.154248658590962	1.0	-7.987862442503051	1.0	-7.371475567370302	1.0		0.0	-6.823642300438281	4.0	-8.703425210457642	3.0		0.0		0.0	-4.984633375657767	1.0	-6.361326616907549	2.0		0.0		0.0		0.0	-4.550256551775314	1.0
samp_55	13.399705450478724	-5.903550334690404	3.146097614231611	-15.984412541846632	2.0		0.0	-16.188345277069576	1.0	-17.944733148382753	3.0	-21.507392764168955	1.0	-14.601454592403963	2.0		0.0	-19.599318702903105	2.0		0.0	-14.086552483566047	1.0	-20.985276887113002	1.0	-67.90333607324091	2.0	-51.40430564395819	1.0		0.0		0.0	-18.53803939162504	1.0	-49.18497175233829	1.0		0.0	-18.815772455861747	4.0	-17.94396170413806	1.0		0.0	-57.93233654073938	1.0		0.0		0.0	-12.33262127932273	3.0		0.0		0.0	-12.580619762704215	1.0	-16.435170170449897	1.0	-15.8031804385887	2.0		0.0	-15.26263596777953	1.0	-17.176432063643894	1.0	-15.73528177657704	1.0	-13.185792050780012	1.0	-13.411741614102334	3.0	-14.796156471728802	1.0	-15.730613122987762	1.0		0.0		0.0	-12.977863781046924	1.0
samp_56	2.7505444250973863	-6.073730206553411	3.2707063486196635		0.0	-5.886236524158187	1.0	-5.46285802705304	2.0	-7.203100397086746	1.0		0.0	-3.8720455359625148	2.0		0.0		0.0	-8.913462704360134	1.0		0.0	-9.696998735186233	1.0		0.0	-11.374896837866528	2.0		0.0		0.0	-7.794179821717983	1.0	-11.662460757880178	1.0		0.0	-8.044406194267177	2.0	-7.210080370414487	1.0	-22.543425308099774	1.0	-10.373654370893094	2.0	-1.1253892272510169	1.0	-1.1783691970088819	3.0	-1.53191561648617	1.0	-6.472447503284185	3.0	-5.8061811358092354	2.0		0.0	-5.722351860291728	1.0	-5.093853190847485	2.0		0.0	-4.539906565149042	1.0		0.0	-5.01448289578679	1.0	-2.424222392318105	1.0		0.0	-4.069739356047188	2.0	-5.0141152213618145	1.0	-6.442230139583836	1.0	-1.3279080031205919	2.0	-2.2073743429331154	1.0
samp_57	5.180178418133691	-6.1273043032053955	3.3081622489328044	-7.669482877821363	1.0	-8.297137138695843	2.0	-7.8733781012707045	1.0	-9.605725535373773	1.0	-12.22094058989242	2.0		0.0		0.0	-11.11572507213487	1.0	-11.279693382968679	1.0	-5.781920429562724	2.0		0.0	-21.707766383985604	1.0	-13.280606018089165	1.0	-11.216342206764935	2.0		0.0	-10.197678297141856	1.0	-13.435216510811362	1.0	-12.531272095703285	2.0		0.0		0.0		0.0	-12.574469451916816	3.0	-3.668761761165816	1.0	-3.7191081036068474	1.0	-4.025351258576274	2.0	-8.885494545229186	2.0		0.0	-4.276391094958237	4.0		0.0	-7.508275945915952	2.0		0.0		0.0		0.0	-7.427768300491728	1.0		0.0	-5.1078323924642	1.0		0.0	-7.4278869206820275	1.0	-8.855324287112907	2.0		0.0	-4.672958450354643	2.0
samp_58	8.31062260610233	-6.042896244911637	3.0553694943569116	-10.87773371142079	1.0		0.0		0.0	-12.73349840203028	1.0	-15.622885531813866	1.0	-9.534423656757475	1.0		0.0	-14.341353083812821	2.0		0.0	-9.027604445747576	1.0	-15.334638798241002	1.0		0.0	-17.528677376764296	1.0	-14.44459396921358	2.0	-13.854781078966614	1.0		0.0	-18.033525007423112	1.0		0.0	-13.60722413158349	2.0	-12.760381705319267	4.0	-22.942346605095423	2.0	-16.12780446004173	2.0	-6.933756876762045	1.0	-6.983604701890341	1.0	-7.28453580631418	2.0	-12.073879540134762	1.0		0.0		0.0	-11.338207311888693	3.0		0.0	-12.62554324405882	2.0	-10.185463549255546	1.0		0.0		0.0	-8.13422515039884	2.0		0.0	-9.72695276770361	1.0	-10.649663131363306	1.0	-12.04459628688969	1.0	-7.112003671128493	1.0	-7.927430345368653	1.0
samp_59	17.28067400201626	-6.010900204708147	3.153778768189707	-19.834361954685004	1.0		0.0		0.0		0.0	-24.7185020475745	4.0	-18.468539976362667	2.0	-23.01154848032311	3.0		0.0	-23.523652958668947	2.0		0.0	-24.406681810536497	1.0		0.0	-27.945211336470635	1.0		0.0	-22.862058827847015	2.0	-22.3609874680267	1.0		0.0		0.0		0.0	-21.76240586099518	3.0		0.0	-25.304274998761503	1.0	-15.858110874340236	2.0		0.0	-16.208888325238643	1.0	-21.035440907571054	1.0	-20.37552231923353	1.0	-16.456847312715343	3.0		0.0		0.0		0.0	-19.125671435025154	2.0	-21.015626737360687	2.0	-19.593992701639312	2.0		0.0	-17.285684732786386	2.0		0.0		0.0	-21.0054933654094	1.0	-16.036417587286536	2.0	-16.852929150488016	1.0
samp_60	3.0369106802876535	-6.244235963727017	3.2608949065585624		0.0	-6.122505986264171	4.0		0.0		0.0	-9.819389951707484	1.0	-4.1498589711731855	1.0	-8.600231864974926	2.0	-8.874052646161294	1.0		0.0		0.0	-9.6353388240387	1.0	-21.693616010608253	1.0	-10.538262559657285	2.0	-8.960724632658147	2.0	-8.443066869609195	1.0		0.0		0.0	-10.02793477291224	1.0		0.0		0.0	-22.537886086613682	1.0		0.0	-1.4490675885171884	1.0	-1.501561408672662	3.0		0.0	-6.7196717998930895	1.0		0.0	-2.1138042200897353	2.0		0.0	-5.367137154084039	1.0	-7.272630662614395	1.0	-4.807858591225445	1.0		0.0	-5.272809754736289	2.0		0.0	-2.956294075362863	1.0	-4.345081313053213	2.0	-5.278711983507898	3.0	-6.690305387863906	1.0	-1.6462745511261503	2.0	-2.509793869414268	2.0
samp_61	2.7031319650549674	-5.991020455549508	3.4343551521396316		0.0		0.0		0.0	-7.247398340785198	1.0	-10.216202672758211	3.0		0.0	-8.425679387961706	2.0	-8.774960104813898	1.0	-8.987894182212115	2.0	-3.236605117855768	1.0		0.0		0.0	-16.470213671846377	1.0		0.0		0.0	-7.78150591798173	1.0	-17.953091084531255	1.0	-10.869882150632195	2.0		0.0	-7.229528920677064	4.0	-22.555179451259274	1.0	-10.834507538657862	2.0	-0.9715800494055938	1.0	-1.0252951088971034	1.0		0.0	-6.423074372880952	1.0	-5.7461727746745375	1.0	-1.6729189305634864	2.0	-5.662700672182198	2.0	-5.0032214765840894	2.0	-6.979184786352112	1.0	-4.452038030457125	2.0	-6.4411874656337105	1.0	-4.941900072568599	2.0		0.0	-2.5342147208354433	2.0		0.0	-4.933599922639744	1.0		0.0		0.0		0.0
samp_62	8.593427653483177	-6.091374455165914	3.2130923463241485	-11.112790307294194	2.0	-11.734091458127525	1.0		0.0		0.0	-15.73786702684549	1.0		0.0	-14.258593943808679	1.0		0.0	-14.730660221843081	2.0	-9.239981392548245	2.0	-15.494105098132843	2.0		0.0	-17.01834309680372	3.0		0.0	-14.111211785694715	3.0		0.0	-17.238691069980067	2.0		0.0	-13.86979748454319	1.0	-13.035623667908663	1.0	-22.904860559100147	1.0	-16.13971943699694	2.0	-7.141731616349128	1.0		0.0	-7.492668568804109	1.0		0.0	-11.659396326118856	2.0	-7.74072793955563	2.0		0.0	-10.956886885326194	1.0	-12.873324817285154	2.0	-10.406995110265449	1.0	-12.29510012992549	1.0	-10.874962175091252	1.0		0.0	-8.568971087091263	1.0		0.0		0.0	-12.2907559629075	2.0		0.0	-8.136425435177685	2.0
samp_63	8.235806921345981	-6.209855485399288	3.154305329540374	-10.737776810499275	1.0	-11.350381311438701	2.0	-10.933466004219994	1.0		0.0	-15.085957211625045	1.0	-9.405635910834325	1.0	-13.827577322069763	1.0		0.0	-14.234718595526237	1.0		0.0	-14.886474277537214	1.0	-21.74923896799385	1.0	-15.880183891407183	1.0	-14.189822516527462	2.0	-13.655182270295864	1.0	-13.220451183992013	1.0	-15.967774431334181	1.0		0.0		0.0	-12.597765412747185	1.0	-22.66599360380043	1.0	-15.382847716403237	2.0		0.0	-6.860763931776535	1.0		0.0		0.0		0.0	-7.409628004154775	2.0	-11.206564072396407	2.0	-10.60830781545167	1.0	-12.494722555523074	1.0	-10.054667239145243	2.0	-11.890774342525534	1.0	-10.513783837905308	2.0		0.0	-8.234691823708948	1.0	-9.597814048569074	1.0	-10.520075529121648	2.0	-11.914928602351125	1.0	-6.9891466133896785	2.0	-7.803787926506342	2.0
samp_64	8.05842379940415	-6.043856797699544	2.892982771544865	-10.665465151194143	3.0		0.0		0.0	-12.439713573854858	2.0		0.0	-9.34760509440063	2.0	-13.790838191862322	4.0	-14.09692539317613	2.0	-14.23942459527693	3.0		0.0		0.0	-21.940294447908656	1.0	-17.366827133697537	3.0		0.0	-13.585916050492992	3.0	-13.13606102616686	1.0	-22.371749512425424	2.0	-15.70211537501136	1.0		0.0	-12.486685051134288	2.0		0.0	-15.898088953019116	1.0	-6.757898053462816	1.0		0.0		0.0	-11.850627879416935	1.0	-11.208160044761048	1.0		0.0	-11.12572754108941	1.0		0.0		0.0		0.0	-11.79361177993857	2.0		0.0	-7.9561608493691125	1.0	-8.180238878888343	1.0		0.0	-10.450949868387998	2.0	-11.822130311464859	1.0		0.0		0.0
samp_65	2.2765083837540074	-5.802703615947664	3.5182192318987355	-4.82921436427746	1.0	-5.469052262501421	1.0	-5.048406865916274	1.0	-6.9525223321821565	1.0	-30.97303533228311	2.0	-3.3281903315693158	1.0	-8.169642455677671	2.0		0.0		0.0		0.0	-23.037504168986036	1.0		0.0		0.0		0.0	-8.091310149501014	1.0	-7.454290441135838	1.0		0.0	-19.34196248392787	1.0	-7.802836574767999	2.0	-6.911679206647759	2.0		0.0		0.0		0.0	-0.47071024064016437	2.0	-0.864701544846526	2.0		0.0	-5.344957520033193	3.0	-1.1676231013644103	1.0	-5.2634020355325655	1.0	-4.572124175452095	3.0		0.0	-4.03240925479836	2.0		0.0	-4.538396080484757	3.0	-1.799103959397245	1.0	-2.0488855686559617	1.0	-3.5353310198798797	2.0		0.0	-5.995767566074557	1.0	-0.6355878877953693	1.0	-1.5704472595980703	1.0
samp_66	8.121268872159845	-6.134470936857626	3.066243566460882	-10.663254453525466	1.0	-11.27226218042199	2.0	-10.858220890679414	2.0		0.0		0.0		0.0		0.0	-14.05856070348028	2.0		0.0		0.0		0.0	-22.726388692956945	1.0	-16.193879751325948	2.0		0.0		0.0	-13.144224412016692	1.0	-16.326295789637214	1.0	-15.401345647077273	1.0	-13.35129384394378	2.0	-12.516335315479633	1.0	-24.095957650528582	2.0	-15.51064366916663	1.0	-6.738535169535088	2.0		0.0	-7.0892252605372414	2.0		0.0		0.0	-7.337125563795739	1.0		0.0	-10.531348602974255	1.0		0.0	-9.98100223567948	2.0	-11.810351833887658	2.0		0.0	-7.937811563337681	2.0	-8.162241831728238	3.0	-9.524903879473362	3.0	-10.444536915615819	2.0		0.0		0.0	-7.7313574626860255	2.0
samp_67	2.6531766548717015	-6.125850834833792	3.3711185162632913		0.0	-5.760310620182844	2.0		0.0		0.0		0.0		0.0	-8.282069918263359	2.0		0.0		0.0	-3.2035654332952177	1.0	-9.479556612867503	1.0	-21.714255579672322	1.0	-10.75549986893438	1.0	-8.690571380307595	2.0		0.0	-7.669190836099718	1.0	-10.923037153293674	1.0		0.0	-7.920454058431264	3.0	-7.097228897031111	1.0		0.0	-10.04647301897933	1.0	-0.952587093855844	1.0	-1.005990384002625	2.0		0.0	-6.349343567203856	1.0	-5.67777825263945	1.0	-1.6523085583258583	2.0	-5.593251815539821	2.0	-4.957790445280815	2.0		0.0		0.0	-6.337581660245338	1.0	-4.878550118035948	3.0	-2.269345317658149	1.0		0.0	-3.9263028842913363	2.0		0.0	-6.318891067710628	3.0	-1.1591387791738703	2.0	-2.050415160692245	1.0
samp_68	2.4890268545404015	-6.10532852497152	3.208068512804969		0.0	-5.622948022848451	2.0	-5.201211957810707	1.0	-6.90271876030342	1.0	-9.591011995662116	1.0	-3.6287733021632844	3.0	-8.144280644682828	1.0	-8.448420295517359	1.0		0.0	-3.1097705109200033	3.0		0.0	-21.737254392227396	1.0	-10.767860400439355	1.0	-8.549039974067508	1.0	-7.994739504298667	2.0		0.0		0.0	-9.9097327074361	2.0		0.0	-6.9212775484498525	1.0	-22.606613521369642	3.0		0.0		0.0	-0.919610567220154	1.0		0.0		0.0	-5.550382490364638	1.0		0.0	-5.466434274824538	2.0	-4.8494676376835075	2.0	-6.76530913623599	1.0		0.0		0.0		0.0		0.0	-2.417559226908327	3.0	-3.826069657435273	1.0	-4.765928340130954	3.0	-6.182298120800652	1.0	-1.07258027623597	1.0	-1.961163906546434	1.0
samp_69	8.380835138724716	-6.111370022025073	3.069101761835398		0.0	-11.537923638898281	1.0	-11.123513733735185	4.0	-12.755394760505565	2.0		0.0	-9.593374107028788	2.0	-14.044489958374992	3.0		0.0		0.0		0.0		0.0		0.0	-16.63902393259435	3.0	-14.43450267636987	3.0	-13.86852411927273	1.0	-13.41511465172684	1.0	-16.804417803504737	2.0	-15.74784936421995	1.0	-13.627955269631357	1.0	-12.790648613736677	1.0	-22.670047947385036	2.0		0.0	-6.9970655139139355	2.0		0.0	-7.347776360410713	1.0	-12.125989817106296	1.0	-11.474883491568772	1.0	-7.595650345521077	1.0	-11.391588292314449	2.0	-10.791829051814293	1.0		0.0		0.0		0.0	-10.70149589420344	1.0		0.0	-8.421200720371067	1.0		0.0		0.0	-12.096917626792417	2.0		0.0	-7.990114566382904	1.0
samp_70	2.410265172153074	-5.810300810686609	3.481098768506344	-4.965487798998723	2.0		0.0	-5.18332065779368	2.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	-10.806825058553708	2.0		0.0		0.0	-8.903886431189187	3.0	-8.214396244576879	2.0	-7.585253206330471	2.0	-20.391093178990772	1.0	-27.906758267291377	2.0		0.0	-7.038461472403053	1.0		0.0		0.0	-0.6013384576799943	1.0	-0.6554171878717577	2.0	-1.0386158255030908	1.0		0.0	-5.4832983766613355	1.0	-1.3346926096639111	2.0		0.0	-4.716154460466803	2.0		0.0	-4.1766090173372135	3.0	-6.2146543264455225	1.0	-4.678935414307576	2.0	-1.963843504769417	1.0	-2.2103220495413796	1.0	-3.683224517037963	1.0	-4.660454017478774	2.0	-6.132480029182037	1.0	-0.8164213027235898	2.0	-1.73793699380534	1.0
samp_71	8.64463768008945	-6.204136081388838	2.929853536987087	-11.206763229605706	2.0	-11.802508143901221	1.0	-11.395250996783336	2.0		0.0	-15.50867780555775	1.0	-9.907157105970445	2.0	-14.259531091154397	1.0	-14.524276946344505	1.0	-14.631842286272194	1.0	-9.408385342043296	1.0	-15.292064593154418	2.0	-21.79052867345923	2.0		0.0	-14.602708529073052	1.0	-14.041110210363899	1.0		0.0	-16.408118993097656	2.0		0.0		0.0	-12.975545196459812	2.0		0.0	-15.82265289504224	2.0		0.0		0.0		0.0	-12.393196427452917	1.0		0.0		0.0		0.0	-11.098384712749894	1.0	-12.939572263657478	2.0		0.0	-12.314669522119004	3.0	-10.995544906138432	1.0	-8.522521459968596	1.0	-8.74610955712524	2.0	-10.09730693307981	1.0		0.0	-12.365432941154408	3.0	-7.503990494354891	1.0	-8.316825550019367	1.0
samp_72	2.3735903972375527	-6.233218924482343	3.4831391202073902	-4.78998735501569	1.0		0.0		0.0		0.0	-9.176065292477821	1.0		0.0	-7.92956028846334	2.0		0.0	-8.370289598197104	1.0		0.0	-9.000922929963272	1.0	-21.681465267073982	3.0	-9.907432205434297	1.0		0.0	-7.810805146718406	2.0		0.0	-9.997589666511962	1.0	-9.424355788166022	2.0		0.0		0.0		0.0	-9.444969044013744	4.0	-0.5523666914227051	1.0	-0.606023317392656	2.0	-0.9907283734014444	1.0	-6.02996413272031	1.0	-5.352202682618853	1.0	-1.2876701366637266	2.0	-5.266457936042628	1.0	-4.6286101495138015	2.0	-6.586157759254005	2.0	-4.062431793619047	1.0		0.0	-4.544023910786365	1.0	-1.9083327864668362	1.0	-2.1523467085408354	2.0		0.0	-4.545272225466283	2.0	-5.999357831177186	1.0		0.0	-1.6848698129388338	1.0
samp_73	8.137787140170559	-6.056624232817774	3.2260434229489556		0.0	-11.287028994942833	1.0	-10.866809791305927	1.0		0.0	-15.39260033574136	1.0	-9.29273520180362	1.0		0.0		0.0	-14.320489182323858	2.0	-8.780902213286513	2.0	-15.12950770944276	1.0		0.0		0.0	-14.253084905292582	1.0	-13.685583368239195	1.0	-13.191894364075909	2.0	-17.428758855583432	3.0		0.0	-13.44036693145445	2.0		0.0	-22.732435693420822	1.0	-15.853320448984853	2.0	-6.6799213010892435	1.0		0.0	-7.031060789904774	2.0		0.0		0.0	-7.279226052608626	2.0		0.0	-10.50030508805744	2.0	-12.424343119401183	1.0	-9.9517917833432	2.0	-11.852917773805093	2.0	-10.422274542301965	1.0	-7.8828364760663945	3.0	-8.108471168334185	1.0	-9.487082265759025	1.0	-10.421555733788496	2.0		0.0		0.0		0.0
samp_74	2.842690066406333	-5.935436110713115	3.1477530534121394	-5.414268274596557	2.0	-6.036103478446615	1.0	-5.618171014806594	1.0	-7.364519134982032	3.0		0.0	-4.028699954252254	3.0	-8.638339489631734	1.0	-8.997833495261855	1.0	-9.205863891955213	2.0	-3.5085526816161146	1.0	-10.26598035596226	1.0	-21.748717242428516	1.0		0.0		0.0		0.0	-7.963180913397767	1.0	-21.963761291257274	2.0		0.0	-8.231873401284668	3.0	-7.367448843284767	1.0		0.0	-11.769761139944482	2.0		0.0	-1.3545478234158757	2.0		0.0	-6.6146791298554595	1.0	-5.952077479733827	1.0		0.0		0.0	-5.2404076317949535	1.0		0.0	-4.694560068611574	2.0		0.0	-5.167816730523855	1.0	-2.5854220397744396	2.0		0.0		0.0	-5.164962272143074	2.0	-6.5843999721625295	3.0		0.0		0.0
samp_75	3.8930826586810903	-6.255861985151819	3.1882892030804206	-6.373836784164829	1.0	-6.987770068805024	2.0	-6.569456740612664	1.0		0.0		0.0	-5.041035609338131	2.0	-9.454857459485769	1.0	-9.722753498901895	2.0	-9.847953814099135	1.0	-4.534820268267766	1.0		0.0		0.0	-11.355385748819339	1.0	-9.805871811935882	3.0		0.0	-8.856102587337778	1.0		0.0	-10.844729107211355	1.0		0.0		0.0		0.0	-10.924463207125342	2.0	-2.4052138584345415	1.0	-2.45629531655682	3.0	-2.7740199163934913	1.0	-7.584399933112669	1.0		0.0	-3.031535049869529	2.0	-6.8456114229449865	1.0	-6.248665199014726	2.0	-8.1358328557777	2.0	-5.691877312987407	1.0		0.0	-6.1513236167719425	2.0		0.0		0.0	-5.234082201927969	3.0		0.0		0.0	-2.591563855546035	2.0	-3.426410369838388	1.0
samp_76	2.199362317775499	-5.96031862829211	3.4731023108559334		0.0	-5.347232249669258	4.0		0.0		0.0	-9.867346374256769	1.0		0.0	-7.944102315059353	1.0		0.0	-8.53344825725625	2.0	-2.7007405747905784	2.0		0.0	-21.725427094261264	1.0	-18.194555320752556	2.0	-8.436676783760802	1.0	-7.849229474915056	1.0		0.0		0.0	-10.718357775423684	5.0		0.0	-6.746086618600532	1.0	-22.543441848258706	1.0	-10.642369139388308	1.0	-0.3542998214216108	1.0	-0.4077206023640972	3.0	-0.8029471353730426	1.0	-5.921018271483221	1.0	-5.241088646285094	2.0		0.0	-5.157753689716994	1.0	-4.489074103694826	2.0	-6.478114690951223	1.0	-3.9362822620569125	1.0	-5.948330486190456	1.0	-4.432327762723436	1.0	-1.7325434234523958	1.0	-1.9812318298248444	1.0		0.0	-4.421950396200081	1.0		0.0		0.0		0.0
samp_77	8.739164593496756	-6.192174848918779	3.024406798668562	-11.278296515621758	2.0	-11.881654208599137	3.0		0.0	-13.037981886810234	1.0		0.0		0.0	-14.352830449049375	2.0	-14.62592494472756	1.0		0.0		0.0	-15.414513709337998	2.0	-21.75596878214373	1.0	-16.474798595500587	2.0	-14.709402050880925	1.0	-14.15668907082927	1.0	-13.736592972372282	3.0		0.0		0.0	-13.923276805010136	1.0		0.0		0.0	-15.943555233147263	1.0	-7.376135992704795	2.0	-7.425883822761851	1.0	-7.726566555827668	1.0	-12.473113100714205	2.0		0.0		0.0	-11.74512305760048	1.0		0.0		0.0		0.0	-12.407334614049653	1.0	-11.060945743495482	3.0	-8.573845182519621	1.0	-8.797842858073086	1.0	-10.154591145782273	1.0	-11.069100730059395	1.0	-12.444783052947693	2.0	-7.554149954229257	1.0	-8.367796607428515	2.0
