run	log_tbg	log_alphap	log_betap	b3G3_log_P	b3G3_weight	b8A2_log_P	b8A2_weight	b8A3_log_P	b8A3_weight	b8A4_log_P	b8A4_weight	b8A5_log_P	b8A5_weight	b8A6_log_P	b8A6_weight	b8A7_log_P	b8A7_weight	b8A8_log_P	b8A8_weight	b8A9_log_P	b8A9_weight	b8B1_log_P	b8B1_weight	b8B2_log_P	b8B2_weight	b8B3_log_P	b8B3_weight	b8B5_log_P	b8B5_weight	b8B6_log_P	b8B6_weight	b8B7_log_P	b8B7_weight	b8B8_log_P	b8B8_weight	b8B9_log_P	b8B9_weight	b8C1_log_P	b8C1_weight	b8C2_log_P	b8C2_weight	b8C3_log_P	b8C3_weight	b8C6_log_P	b8C6_weight	b8C7_log_P	b8C7_weight	b18H6_log_P	b18H6_weight	b18H7_log_P	b18H7_weight	b18H9_log_P	b18H9_weight	b18I4_log_P	b18I4_weight	b18I6_log_P	b18I6_weight	b18I7_log_P	b18I7_weight	b19A3_log_P	b19A3_weight	b19A4_log_P	b19A4_weight	b19A5_log_P	b19A5_weight	b19A8_log_P	b19A8_weight
samp_88	-5.68095489467275	2.596699221199419	-0.14024401475459605		0.0		0.0	-9.539370586117464	1.0		0.0		0.0		0.0	-10.611525845551109	1.0	-9.582374333273512	2.0	-10.566857377769194	1.0	-9.922000837444951	1.0		0.0	-9.73975747128452	2.0		0.0	-4.918092083597506	2.0	-4.834288930704744	1.0	-5.570041543986556	1.0	-5.5357067645027085	1.0	-4.912782881151998	1.0	-6.543684800788786	1.0	-5.409141282354879	1.0	-5.664623058000513	2.0	-5.221860233153199	1.0	-5.208944372504143	1.0		0.0	-0.5689682204279345	1.0	-5.393250483077669	2.0	-2.3424756328737426	3.0	-5.424406737265606	1.0	-5.298423751885963	1.0	-8.568781803115476	1.0	-1.8982326868214925	1.0	-3.9194639833735097	2.0
samp_89	-5.743319788541799	2.659112517824645	-0.21564274312669854	-4.605299335239077	4.0	-5.689211063937207	1.0	-9.49754545573138	1.0	-6.5915405674101475	1.0		0.0		0.0	-10.535225558704546	1.0	-9.530559458735862	3.0	-10.514731849457458	1.0		0.0	-8.882363470007826	3.0	-9.68600683104132	2.0	-11.297085061172671	2.0	-4.907435636509399	1.0		0.0	-5.560046789295733	1.0	-5.525574192455724	1.0		0.0		0.0		0.0		0.0	-5.21149544191853	1.0		0.0	-4.860071633126197	1.0	-0.5532305318089213	1.0		0.0		0.0		0.0	-5.287864226112534	2.0	-8.536482968194445	1.0	-1.8734425829857333	2.0	-3.9058334953799245	2.0
samp_90	-5.62781130610671	2.6408981154476754	-0.15399207508870297	-4.630223644275258	2.0		0.0	-9.592977584593699	1.0	-6.627266821605312	1.0	-5.772066828937754	1.0		0.0	-10.699904598868388	2.0	-9.646626055679512	2.0	-10.628128417254462	1.0		0.0	-8.961559842606611	2.0	-9.80584620271395	3.0		0.0		0.0		0.0	-5.5866503446707725	1.0		0.0	-4.927460603621945	4.0		0.0	-5.425317035898719	1.0	-5.681724595550433	2.0		0.0	-5.224495548908416	2.0		0.0	-0.5680642759709613	1.0	-5.409448850732229	1.0	-2.344881884834068	1.0	-5.440699642322448	1.0		0.0	-8.612812560915845	1.0	-1.8961845857289856	1.0	-3.930517615562263	1.0
samp_91	-5.622657252829336	2.6033778536565744	-0.09706340857946294	-4.642514277133041	2.0	-5.727778326418954	3.0	-9.61302705233404	2.0		0.0		0.0	-1.4253966737647548	1.0	-10.724938632717501	2.0		0.0		0.0	-10.00723446292907	3.0		0.0	-9.82890968331014	2.0	-11.590188529875611	1.0		0.0		0.0		0.0		0.0		0.0		0.0	-5.436764303996581	1.0	-5.693201767037577	1.0	-5.249069647354842	2.0	-5.235948158458284	3.0		0.0	-0.5811633834746945	3.0	-5.421095535393944	1.0		0.0	-5.452296679394124	3.0		0.0	-8.63098264705036	1.0	-1.9162467410537003	1.0		0.0
samp_92	-6.2947835120952975	2.7078568929366162	-0.26144113393049284	-4.59834680740734	1.0	-5.676325634164035	1.0		0.0		0.0	-5.730215868109196	2.0		0.0		0.0	-9.221539208935301	2.0	-10.250329146030799	3.0	-9.568134136877129	1.0	-8.703971477881888	3.0		0.0	-10.696457199284826	2.0	-4.899538828933589	1.0		0.0	-5.548841669668633	3.0	-5.514178534988809	2.0	-4.894550801729815	1.0		0.0	-5.388320483259891	1.0		0.0	-5.201996758561393	3.0		0.0	-4.852521050267946	1.0		0.0		0.0	-2.311308376718385	1.0	-5.40219263568055	2.0		0.0	-8.374577210761403	1.0	-1.8592593731841995	1.0		0.0
samp_93	-5.90778773001504	2.5967118359384	-0.16034170582087093		0.0	-5.682097537635813	1.0	-9.41486110751896	2.0	-6.575473402234586	1.0		0.0	-1.403263646154362	3.0	-10.380166729156148	1.0		0.0	-10.41264000982723	1.0	-9.76602855764537	3.0	-8.818689926499538	2.0	-9.576231945663658	1.0	-11.055155053883707	3.0		0.0	-4.820579893208808	2.0	-5.553698789145744	1.0	-5.519313634416922	1.0	-4.898989047816349	1.0		0.0	-5.393278427543845	1.0		0.0		0.0	-5.194264495345017	1.0		0.0		0.0		0.0	-2.3334013350145213	1.0	-5.407998718816585	4.0		0.0	-8.476945111127467	1.0		0.0	-3.907838401482065	1.0
samp_94	-5.7851900626419726	2.671320742854556	-0.17752026336091983		0.0		0.0	-9.522819616296879	1.0	-6.616660937259184	1.0	-5.769316517545307	1.0	-1.402999061745756	1.0		0.0		0.0		0.0	-9.892768549027714	1.0	-8.909154086314212	2.0	-9.710257396814315	1.0	-11.27611866949653	2.0	-4.93208221855018	1.0	-4.847982438166631	2.0	-5.58496943045675	2.0	-5.5504848262207735	2.0	-4.9268549359436875	2.0		0.0	-5.423797156721039	2.0		0.0	-5.236291914518611	3.0	-5.223668015202662	1.0		0.0	-0.5636950827490219	1.0		0.0		0.0	-5.4387440308208355	2.0	-5.312708110576558	2.0		0.0	-1.888864589265584	1.0	-3.929444167456867	1.0
samp_95	-5.80389310624689	2.376642016443047	-0.011992160329251569	-4.579729803019135	1.0	-5.651430477750413	1.0		0.0	-6.545025402137518	2.0	-5.706182890284934	1.0		0.0	-10.398235882061883	1.0	-9.41555601436977	2.0	-10.420229241427585	1.0	-9.75909110119832	1.0	-8.796786041238574	1.0	-9.568766013530059	1.0	-11.128725782823178	1.0		0.0	-4.795111966694397	2.0		0.0	-5.489238400703943	1.0		0.0	-6.485516242078411	1.0		0.0		0.0		0.0		0.0	-4.830871439508513	1.0	-0.594540181935987	5.0	-5.348250243492598	2.0		0.0	-5.3790841030630165	1.0	-5.254372738763302	2.0	-8.45436976941278	2.0	-1.9322043350040596	1.0	-3.8933253298331443	1.0
samp_96	-5.907542986649049	2.6371954856234385	-0.14088327879640974		0.0	-5.712650385920403	3.0	-9.468639928746862	2.0		0.0	-5.76745268674813	1.0		0.0	-10.441933091824989	2.0		0.0	-10.457292376128773	1.0	-9.823705489566512	1.0	-8.867752232654752	1.0		0.0		0.0		0.0	-4.849284321413521	3.0	-5.583973765529621	3.0		0.0	-4.927895924940466	3.0	-6.549391180508703	1.0		0.0	-5.6774117606990435	1.0		0.0	-5.223817060352915	1.0	-4.885846560566523	1.0		0.0	-5.406885222340546	2.0	-2.3491553636319606	1.0	-5.438027120811671	3.0		0.0	-8.524177089323913	1.0		0.0	-3.9336425516087092	1.0
samp_97	-5.771566437870139	2.4341787072074568	0.006235536261293275	-4.6160196834372655	1.0	-5.691173067635283	1.0	-9.481535286139936	2.0	-6.5899025233885995	1.0		0.0		0.0		0.0	-9.510464298063154	1.0	-10.494452296369197	1.0	-9.850238300720122	1.0	-8.869994259567353	2.0	-9.665053374732096	2.0		0.0	-4.915144083387728	2.0	-4.832141362205791	2.0		0.0	-5.5284515120495685	1.0	-4.909733363071423	1.0		0.0		0.0	-5.6566561539461215	1.0	-5.216725580141628	2.0	-5.203622394741514	2.0		0.0	-0.603290368738364	4.0	-5.387141056719199	1.0	-2.374950673149659	1.0		0.0	-5.292927672538646	1.0	-8.52492381581876	2.0		0.0		0.0
samp_98	-5.814738837900091	2.513910539254361	-0.08535798714520142		0.0		0.0	-9.450634857713029	3.0	-6.578923570931593	1.0	-5.737077735510771	1.0	-1.4233045387068206	3.0	-10.452912282299346	1.0		0.0		0.0	-9.812889246068675	2.0	-8.844766688682906	2.0	-9.625795214731736	1.0	-11.171710391958742	4.0	-4.905137131919791	1.0	-4.821828953256676	1.0	-5.553639650449112	1.0	-5.5194126528403	1.0		0.0	-6.5190938548270125	2.0	-5.393507193320165	1.0	-5.647366298407833	1.0	-5.207236600608889	1.0		0.0		0.0	-0.5794407038878996	2.0		0.0	-2.349973851325232	1.0	-5.408571245129277	1.0		0.0	-8.500924401510192	1.0		0.0		0.0
samp_99	-5.853317253050811	2.6817038386528824	-0.17737195804605632	-4.633620536876627	1.0	-5.717429797238115	2.0	-9.500681239112426	1.0		0.0	-5.772407179706437	1.0	-1.4036317855238127	2.0	-10.495800722941414	1.0	-9.52557204919516	3.0	-10.49259256425002	2.0	-9.862615316798317	2.0		0.0	-9.678443310773808	1.0	-11.188751755359293	1.0		0.0	-4.851805625354213	1.0	-5.588444707839909	4.0	-5.553932095715095	1.0	-4.93070405049465	2.0	-6.557016498630865	2.0	-5.427331208927403	1.0		0.0		0.0		0.0	-4.888545605089366	1.0		0.0		0.0		0.0		0.0		0.0	-8.548397604831093	2.0		0.0	-3.9330981893238324	1.0
