run	log_tbg	log_alphap	log_betap	b3G3_log_P	b3G3_weight	b8A2_log_P	b8A2_weight	b8A3_log_P	b8A3_weight	b8A4_log_P	b8A4_weight	b8A5_log_P	b8A5_weight	b8A6_log_P	b8A6_weight	b8A7_log_P	b8A7_weight	b8A8_log_P	b8A8_weight	b8A9_log_P	b8A9_weight	b8B1_log_P	b8B1_weight	b8B2_log_P	b8B2_weight	b8B3_log_P	b8B3_weight	b8B5_log_P	b8B5_weight	b8B6_log_P	b8B6_weight	b8B7_log_P	b8B7_weight	b8B8_log_P	b8B8_weight	b8B9_log_P	b8B9_weight	b8C1_log_P	b8C1_weight	b8C2_log_P	b8C2_weight	b8C3_log_P	b8C3_weight	b8C6_log_P	b8C6_weight	b8C7_log_P	b8C7_weight	b18H6_log_P	b18H6_weight	b18H7_log_P	b18H7_weight	b18H9_log_P	b18H9_weight	b18I4_log_P	b18I4_weight	b18I6_log_P	b18I6_weight	b18I7_log_P	b18I7_weight	b19A3_log_P	b19A3_weight	b19A4_log_P	b19A4_weight	b19A5_log_P	b19A5_weight	b19A8_log_P	b19A8_weight
fit	-5.851906689689746	2.609118880954933	-0.15309320653381575	-4.613425907224675	1.0	-5.6936673503823405	1.0	-9.457886667864877	1.0	-6.590563642885244	1.0	-5.748516474210822	1.0	-1.406691170430704	1.0	-10.447743993388135	1.0	-9.4777465260662	1.0	-10.457722269684325	1.0	-9.817100498296156	1.0	-8.854119431335343	1.0	-9.630338668843573	1.0	-11.145231079762537	1.0	-4.914524278564933	1.0	-4.830797160113899	1.0	-5.5649768952943885	1.0	-5.530583931569447	1.0	-4.909296190959914	1.0	-6.53094466507848	1.0	-5.404355018830174	1.0	-5.658530978378682	1.0	-5.217553657802133	1.0	-5.204964501765945	1.0	-4.867292039046242	1.0	-0.5660982402213715	1.0	-5.388085974032251	1.0	-2.338973264863186	1.0	-5.419200084744972	1.0	-5.293671188257236	1.0	-8.510376997758652	1.0	-1.8936821366991206	1.0	-3.9167558865830308	1.0
samp_00	-5.6108473474016645	2.6931376616490295	-0.18405418465537277	-4.63858841582625	3.0		0.0		0.0	-6.641258403926845	3.0	-5.783461535746626	1.0	-1.4026006049996542	2.0	-10.741237744660936	1.0	-9.679781168976428	1.0		0.0	-10.017757369296456	1.0		0.0		0.0	-11.620046318554675	1.0	-4.942056427042409	3.0	-4.857673881333326	1.0	-5.597640846068541	4.0	-5.56314255834436	1.0	-4.9367570536419	1.0	-6.578475771315398	1.0	-5.435909150006732	3.0		0.0		0.0		0.0	-4.894433345126391	2.0		0.0		0.0	-2.34157706012489	1.0		0.0	-5.324547393380997	1.0	-8.637424656780137	1.0		0.0		0.0
samp_01	-5.940385046454087	2.653365459593053	-0.17087427596371382	-4.623273870213512	2.0	-5.70416836147204	1.0		0.0	-6.598351724317979	1.0		0.0	-1.4037614836043781	2.0	-10.400948318558504	2.0	-9.452308815897837	1.0	-10.430033725014486	2.0	-9.791782382198182	3.0		0.0	-9.603186535512544	1.0		0.0		0.0		0.0	-5.575617896745434	3.0	-5.541140275937629	3.0		0.0		0.0	-5.414881675180524	1.0		0.0		0.0		0.0		0.0	-0.5641088564752661	1.0	-5.398370427774438	2.0	-2.3393357682030786	2.0	-5.429519976607855	1.0		0.0		0.0	-1.8898790018743086	1.0	-3.924738463019474	3.0
samp_02	-5.590170849780476	2.60787492035796	-0.08628485830529924		0.0	-5.737055760318789	3.0		0.0	-6.651731448018114	1.0		0.0	-1.4293800001361696	1.0	-10.777999155301151	2.0	-9.705816048299521	1.0		0.0	-10.043553602913773	2.0	-9.00544788862584	1.0	-9.866423745717158	1.0	-11.681940711610038	1.0	-4.953036295013523	2.0		0.0	-5.606981941399189	1.0	-5.572657995519406	2.0	-4.947635179606529	2.0	-6.58849431586697	2.0	-5.445676526577158	1.0	-5.70257370629147	1.0		0.0	-5.244554774423148	2.0	-4.9054651601655905	1.0	-0.5843642673636232	1.0		0.0		0.0	-5.461327765980432	1.0	-5.334818151003752	2.0		0.0		0.0	-3.9519267205016706	1.0
samp_03	-5.7867561462708315	2.6742129239078403	-0.18566242286293663	-4.626844805572177	1.0		0.0	-9.517311227859219	1.0	-6.6134962096784715	1.0	-5.766413755399763	1.0	-1.4006168620763788	3.0		0.0		0.0		0.0	-9.886787163543007	1.0	-8.904197667330056	2.0		0.0	-11.26885367471728	1.0	-4.929208952081153	1.0	-4.845101159619212	1.0		0.0	-5.547613244602755	5.0	-4.923992732964849	1.0	-6.552975784932971	1.0	-5.420927947757187	2.0	-5.676131695139572	1.0	-5.2334225139622905	1.0	-5.220817517880419	1.0		0.0		0.0	-5.404618850576155	1.0	-2.3372010055475663	1.0	-5.4358511337518305	2.0	-5.309824290583569	1.0	-8.55817791946657	1.0		0.0	-3.9264785370999316	1.0
samp_04	-5.74873790415576	2.8100528930335704	-0.3374076147474847	-4.610160329312268	2.0		0.0	-9.520884602636201	1.0	-6.6058193523358115	1.0	-5.756058270758177	2.0	-1.3652685730455545	1.0	-10.559066507216924	1.0	-9.556430818536366	1.0	-10.532188192195434	1.0	-9.894611785643484	4.0		0.0	-9.711824286505573	2.0	-11.314679651652856	1.0	-4.914634226404734	1.0		0.0	-5.571293008048442	1.0		0.0		0.0	-6.545085204836518	1.0	-5.409177243698493	1.0	-5.665255901178089	1.0	-5.220612161686724	3.0		0.0	-4.8670867810289415	1.0		0.0		0.0		0.0	-5.4237962316264685	1.0		0.0	-8.557909738116916	1.0	-1.8405998995187032	2.0	-3.903091824091196	2.0
samp_05	-5.926359297900285	2.667100677539241	-0.2232929042610991	-4.60286366568573	1.0	-5.683997410314874	1.0	-9.413034838806716	3.0		0.0	-5.738628936741652	1.0		0.0	-10.372419185108253	1.0	-9.42166041431837	1.0	-10.40832781417208	1.0		0.0	-8.818261626745207	4.0		0.0	-11.039695710993177	1.0	-4.904467767659645	2.0	-4.820517923001213	2.0		0.0	-5.520984946936672	1.0	-4.899334708212874	1.0	-6.518680269166185	1.0		0.0	-5.6485311289305224	1.0		0.0	-5.1954595953713545	1.0	-4.85725387622793	1.0	-0.5515610128549885	1.0		0.0		0.0	-5.409229841495558	1.0	-5.283706826401151	2.0	-8.476732258455248	1.0	-1.8708423940713588	2.0	-3.903961283374183	1.0
samp_06	-5.887815814361388	2.5761194930627935	-0.1308378126259556		0.0		0.0		0.0		0.0	-5.742448440248597	1.0		0.0	-10.405994499483853	1.0	-9.445757649635484	2.0	-10.429940607630101	2.0	-9.78601438525267	3.0	-8.832825905838348	1.0	-9.597428740422332	2.0	-11.088181712285923	1.0		0.0	-4.826437738528429	1.0		0.0	-5.524913287950433	1.0	-4.904732429909897	2.0	-6.522963538182127	1.0	-5.398909816865078	2.0		0.0	-5.212448454979021	2.0	-5.19983822852755	1.0	-4.86282288078661	3.0	-0.5700579506507728	1.0		0.0	-2.3421801235063415	1.0	-5.4137399839111815	1.0	-5.288448746896313	2.0		0.0	-1.8999044457659624	1.0		0.0
samp_07	-5.845374000364171	2.646961535618853	-0.1745757587810169	-4.619567607998289	2.0	-5.701631736364972	2.0		0.0		0.0		0.0	-1.4022411254379576	2.0	-10.470120052756387	2.0	-9.498041653419216	1.0	-10.47347222316296	1.0	-9.836584113652647	3.0	-8.869818564249762	1.0		0.0	-11.169428709156335	1.0	-4.921270339223772	1.0		0.0	-5.572785395865272	1.0		0.0		0.0	-6.540081046571971	1.0		0.0	-5.6664219247019805	2.0	-5.224815055862874	2.0	-5.212268826796045	2.0	-4.873974045279891	1.0		0.0	-5.395567469679432	3.0	-2.3368372050542585	1.0	-5.426739147629862	3.0		0.0		0.0		0.0		0.0
samp_08	-6.1399601611979	2.4319678055562632	-0.07787209536901944	-4.5684758506227245	1.0		0.0	-9.242658175025744	1.0	-6.517250961298825	2.0	-5.6911455466522165	1.0		0.0	-10.116545459219177	3.0		0.0	-10.241818789289528	3.0	-9.561225769972527	2.0		0.0	-9.359392252340946	1.0	-10.733885105454117	2.0		0.0	-4.7834912160038225	1.0		0.0		0.0		0.0		0.0	-5.350863779069194	2.0		0.0		0.0	-5.15357411744015	1.0	-4.819449154078056	1.0	-0.5764906424669226	1.0	-5.334576422307476	2.0	-2.335611990872943	2.0	-5.365364533563968	1.0	-5.241267996633081	2.0	-8.348328915076667	1.0	-1.908481099482771	1.0	-3.881306837767726	1.0
samp_09	-5.449467413193744	2.8180663584426426	-0.2838047068599155	-4.645744811758915	1.0		0.0		0.0	-6.6721010257928715	1.0	-5.801224924831582	2.0	-1.381345463728922	2.0	-10.981419007842824	2.0	-9.81276190410797	4.0		0.0		0.0	-9.070834452096204	1.0	-9.980169910691489	1.0	-12.16401800821943	1.0	-4.952071252203769	1.0		0.0		0.0	-5.578735775750934	4.0		0.0		0.0	-5.450397265766007	1.0	-5.709973087295331	1.0	-5.2603727864716125	1.0	-5.247370948152972	2.0		0.0		0.0		0.0		0.0	-5.466012089481234	1.0	-5.338057855018542	1.0	-8.719208995552322	2.0	-1.8602195333261817	1.0	-3.9353810743649023	2.0
samp_10	-5.563039464296359	2.809003178109202	-0.27087087572291	-4.646434092967678	1.0	-5.742307164840656	1.0		0.0		0.0		0.0	-1.3842353245006032	1.0	-10.827360363796235	1.0		0.0		0.0	-10.07768686184953	1.0	-9.02972640762678	2.0	-9.901668434388831	3.0	-11.767991932494702	1.0	-4.952033702084966	2.0	-4.866964748968424	1.0	-5.611576590729032	1.0	-5.5768805301504045	2.0		0.0		0.0	-5.44891526474122	1.0		0.0	-5.259456522601597	1.0	-5.246676206286268	3.0		0.0		0.0	-5.432668268068821	1.0	-2.3260203452397104	3.0	-5.4642250060824775	1.0	-5.33674793266088	3.0		0.0	-1.86389291217697	1.0	-3.937347897675177	1.0
samp_11	-6.081028609272603	2.62516337614704	-0.19325395612618385		0.0		0.0	-9.334720846206945	1.0	-6.561207990020666	1.0	-5.729236009769528	2.0		0.0		0.0		0.0	-10.325517406508427	1.0		0.0	-8.757795096697249	3.0	-9.469111032417239	1.0		0.0	-4.898400515229163	1.0	-4.8147628214711204	2.0		0.0		0.0	-4.893280335292876	1.0	-6.503767375616382	2.0	-5.386805026450929	1.0	-5.639415579856363	1.0	-5.200569554328829	2.0	-5.188376470293874	2.0	-4.851348023776071	2.0		0.0	-5.370085632321482	1.0	-2.3245682916585464	3.0	-5.401147220972673	1.0		0.0	-8.421382931699203	1.0	-1.8788401134290482	1.0	-3.9016759217182133	2.0
samp_12	-5.789383735519467	2.6428204653917704	-0.17094270884039617	-4.620236381546193	1.0		0.0	-9.501134392745355	1.0	-6.604135444415281	1.0		0.0	-1.4031971717671807	3.0		0.0		0.0		0.0		0.0	-8.889390202561003	2.0	-9.685391269497169	1.0	-11.249451247150603	2.0	-4.922084991617118	1.0	-4.838141635361977	1.0	-5.574065967077082	1.0	-5.539628572319251	3.0	-4.916848232130097	3.0	-6.543760743454045	2.0		0.0		0.0	-5.2258550766740735	1.0	-5.21321143981009	1.0		0.0	-0.5635877217237754	1.0	-5.39686600810118	1.0	-2.337723462507214	2.0	-5.428052585824585	2.0		0.0	-8.543809292924172	1.0	-1.889366830543088	1.0		0.0
samp_13	-5.639374293616906	2.685817089621629	-0.17830572376197976	-4.637820456570896	2.0	-5.726017550245775	1.0	-9.605682713983915	2.0	-6.637620793917759	1.0	-5.781645525995919	2.0	-1.403923116953792	1.0		0.0	-9.65999051740799	3.0		0.0	-9.997282981401241	2.0		0.0		0.0	-11.553829048596437	2.0	-4.941046541619279	3.0		0.0	-5.596078426942337	1.0	-5.5616017320922	1.0		0.0		0.0	-5.434463810747942	3.0		0.0	-5.246301105964859	1.0		0.0	-4.893464532738768	2.0		0.0		0.0	-2.3426269965979207	1.0		0.0	-5.323182254652005	1.0	-8.62573627920241	1.0		0.0	-3.935824732001425	2.0
samp_14	-5.907644709143132	2.5703982575983915	-0.11337508628161383	-4.615574703737924	1.0	-5.693444709928345	1.0	-9.433378683253261	1.0		0.0		0.0	-1.4173283186884993	1.0	-10.401499257230075	2.0		0.0	-10.428001264876249	1.0	-9.785909522790632	2.0		0.0		0.0	-11.074905302650071	1.0	-4.915972568033383	1.0	-4.832474806506717	1.0		0.0	-5.53069705584614	1.0	-4.910724852757047	2.0	-6.52827032219554	2.0	-5.404731541738038	1.0		0.0		0.0	-5.205728738501956	2.0	-4.868818069116232	1.0	-0.5746083202616401	2.0	-5.3885229501560685	1.0	-2.3485681145734474	3.0		0.0	-5.294315710414407	2.0	-8.493243922423593	2.0	-1.9065968585966682	1.0		0.0
samp_15	-6.2220042725079	2.483096440397272	-0.051936639014569984	-4.604331847659129	2.0	-5.674483655358101	1.0		0.0	-6.554368052369429	1.0	-5.728460427109631	2.0		0.0		0.0		0.0	-10.266409525967745	1.0		0.0	-8.71406858610841	2.0	-9.388901327166824	1.0		0.0	-4.902665342247979	1.0		0.0	-5.5472465648514815	1.0	-5.513018884808941	3.0	-4.897448607277652	1.0	-6.49786867804035	2.0	-5.387938718637672	1.0	-5.639180264714339	1.0	-5.2028746174130935	2.0		0.0	-4.855829897450823	1.0	-0.5873763501899993	3.0	-5.371544991390047	1.0	-2.357889102116819	1.0	-5.40237650397712	1.0		0.0	-8.38270468364595	1.0	-1.924551327682406	1.0	-3.9149482155488124	1.0
samp_16	-6.3099091746761795	2.373655029870782	-0.01736809210954968	-4.571205652045976	2.0	-5.63619879717882	1.0		0.0	-6.5105291262082385	3.0		0.0		0.0		0.0	-9.130853168775362	1.0	-10.1760567393231	2.0		0.0	-8.63319547549752	4.0	-9.270196227063925	1.0	-10.594750756033443	1.0	-4.867919170373397	2.0	-4.785504020553282	2.0		0.0	-5.475423880498056	1.0	-4.8626756803766265	2.0	-6.45488959316354	1.0		0.0		0.0	-5.166681173498843	2.0	-5.154276746340817	1.0	-4.821280239585449	1.0	-0.5922509490413087	3.0		0.0		0.0		0.0	-5.241659020296063	1.0		0.0	-1.92873021161993	1.0		0.0
samp_17	-5.871382147511766	2.551972705692484	-0.11454183381621898	-4.607019683279719	1.0	-5.684538525724787	1.0	-9.432361190874587	1.0	-6.579225181432316	1.0	-5.739289757416007	1.0	-1.4156714855718504	2.0	-10.412024809333152	2.0	-9.447593526162633	1.0	-10.433216336167085	1.0		0.0		0.0	-9.599588341990197	1.0	-11.102091114171005	2.0		0.0		0.0		0.0	-5.521789449020699	1.0	-4.901973906269957	1.0	-6.519899417971232	2.0	-5.395851553563962	2.0	-5.649513650325283	1.0		0.0	-5.196835707298481	1.0	-4.860093583138264	1.0	-0.5732379850897131	2.0	-5.3797137120143494	1.0		0.0	-5.410738348027388	1.0	-5.285505167200053	1.0	-8.48947472050589	1.0	-1.9046918044355468	1.0	-3.9131674410010926	2.0
samp_18	-5.894096612267371	2.5677266511266463	-0.1476860020208275		0.0		0.0	-9.40657010613303	1.0	-6.567615482635582	1.0	-5.729159754027805	3.0	-1.405395346801151	1.0	-10.374931991382839	2.0		0.0	-10.408012813527394	1.0	-9.758307229080485	1.0		0.0	-9.568148138603323	1.0	-11.056673237215518	1.0	-4.897305283269306	2.0		0.0		0.0		0.0	-4.89207675551992	2.0	-6.5086375028144925	4.0		0.0	-5.63936877278246	2.0	-5.199564505181238	2.0		0.0	-4.850181743301121	1.0	-0.5649193419324603	1.0	-5.369635977684485	1.0		0.0	-5.4006759084494	3.0		0.0	-8.46857557360115	1.0	-1.892453698242774	1.0		0.0
samp_19	-5.6828536977877055	2.7153891616525736	-0.1883393124029102	-4.64530744681329	2.0	-5.73416877905217	1.0	-9.601882215052843	1.0		0.0		0.0	-1.4025425105347085	1.0	-10.679860283010987	1.0		0.0		0.0	-9.987788786897049	1.0	-8.974889653958028	2.0	-9.809751842694007	3.0	-11.482032465128418	3.0	-4.948851193489764	2.0	-4.864434149363466	1.0	-5.604285173236967	1.0	-5.569751478603865	2.0	-4.943606681810701	1.0		0.0	-5.44256526492178	1.0	-5.69915727053775	1.0	-5.254291433996931	2.0	-5.241521901961503	1.0	-4.901268350527525	1.0		0.0		0.0	-2.3434271817460015	3.0		0.0		0.0	-8.626279022685479	1.0		0.0		0.0
samp_20	-6.596987851234988	2.5625885732007525	-0.11023793464000513		0.0	-5.677720406380878	1.0		0.0	-6.548090022197329	1.0		0.0	-1.417294885457891	1.0		0.0		0.0	-10.151894520733956	1.0		0.0		0.0	-9.216753569083927	1.0		0.0		0.0		0.0		0.0	-5.516733273828382	4.0	-4.901797210450758	5.0		0.0	-5.391813474398006	3.0	-5.641878620047198	2.0	-5.206930616216177	1.0	-5.195022161031035	1.0	-4.860137810651102	1.0	-0.574636972267637	2.0	-5.374839576822339	3.0	-2.347449234982474	3.0	-5.405696374580645	1.0		0.0		0.0	-1.9064352921836416	1.0		0.0
samp_21	-5.645513654070824	2.7423509903048613	-0.26838318312248305	-4.61686153341891	1.0		0.0	-9.57244796575686	2.0		0.0	-5.762177162698182	2.0	-1.3801817596426698	1.0	-10.667240358838214	1.0	-9.62221731433117	1.0		0.0	-9.961455811714767	3.0	-8.943814805941184	4.0	-9.780847367855383	1.0	-11.51093106838118	1.0		0.0	-4.836148528997955	1.0		0.0	-5.542177922968504	1.0		0.0	-6.554788206971674	1.0		0.0		0.0		0.0	-5.213822968808018	1.0		0.0		0.0	-5.398543584708694	1.0	-2.3157901877466824	1.0	-5.429933584246137	3.0	-5.303232985508978	1.0	-8.595447303994563	2.0	-1.8602302256277974	1.0	-3.9125100766733705	2.0
samp_22	-6.004624449126934	2.728653070343077	-0.2675792839880291		0.0	-5.689626116909098	2.0	-9.393574830150628	1.0	-6.5809576154630065	1.0	-5.74411723963046	1.0		0.0		0.0	-9.393685086683323	1.0	-10.382448528669222	1.0	-9.735303012836289	1.0		0.0		0.0	-10.969165610018258	1.0	-4.909217110035778	3.0	-4.825003932806299	2.0		0.0	-5.526568664087722	1.0		0.0	-6.522763126626125	1.0	-5.400142335284389	1.0	-5.653872148160678	4.0		0.0	-5.200902878843873	2.0		0.0		0.0		0.0	-2.312965650099354	1.0	-5.4144287248377205	1.0		0.0	-8.46579730010706	2.0	-1.8589103327090373	1.0	-3.9052609192490193	4.0
samp_23	-6.346599236766376	2.4370083186756095	-0.0204844488061348		0.0	-5.66550792032129	3.0	-9.213110375595312	2.0	-6.540704812671975	1.0	-5.719248010067745	1.0	-1.441133698067521	1.0	-10.039102613616867	1.0		0.0	-10.208440947341458	2.0	-9.514597098592308	1.0		0.0		0.0		0.0	-4.895858741850085	1.0	-4.813210112532076	1.0		0.0	-5.504508659732664	3.0		0.0	-6.485031990985524	2.0	-5.379767616884932	1.0	-5.630180343550783	1.0	-5.195223647374136	2.0		0.0		0.0	-0.5945990988902113	3.0	-5.363363182898462	1.0	-2.3623493925813435	1.0		0.0	-5.270273072786365	2.0	-8.341463379649253	1.0		0.0	-3.911400007740006	1.0
samp_24	-5.77239388236689	2.667094078425256	-0.23633808667739137	-4.597944141334938	2.0		0.0		0.0	-6.5817929878948505	2.0	-5.736455396140567	1.0	-1.3841166560855611	2.0	-10.494365011185081	2.0	-9.500014731719572	3.0	-10.486908678905753	1.0	-9.840373459905686	3.0	-8.861400135479695	1.0		0.0	-11.237948698259709	2.0		0.0	-4.815972329164605	1.0	-5.552430999449018	2.0		0.0	-4.894854750367163	2.0	-6.52157704034292	1.0	-5.391349961665986	1.0	-5.646217354574789	2.0		0.0		0.0		0.0		0.0		0.0		0.0	-5.406166632270625	2.0		0.0	-8.516366927402428	1.0	-1.866206554185636	1.0		0.0
samp_25	-6.257753237477491	2.5468915805064842	-0.12660743326595886	-4.595063937919439	2.0	-5.666963498502797	2.0		0.0		0.0		0.0	-1.4107284189382752	4.0		0.0	-9.216218546382445	1.0	-10.244258497075487	2.0		0.0	-8.695205622821582	2.0	-9.358644806079022	1.0	-10.699454890422887	2.0	-4.894083339124538	1.0	-4.810913321124038	1.0		0.0	-5.505388894525907	2.0		0.0	-6.489731914306984	4.0	-5.3801424695260875	1.0		0.0	-5.19479712543562	1.0	-5.182622536405272	1.0		0.0	-0.569276592639893	2.0	-5.363472066756275	1.0		0.0		0.0		0.0		0.0	-1.8987818712823843	1.0	-3.9030874037940237	1.0
samp_26	-5.865566546815394	2.802954999742324	-0.3216721529778141	-4.61363914921682	1.0	-5.702077053743549	1.0	-9.474063684964456	2.0	-6.601323801027384	1.0		0.0		0.0	-10.46166200291437	3.0		0.0	-10.468642437316461	1.0		0.0		0.0	-9.647286640949643	1.0	-11.150885756341296	1.0	-4.917599586345795	1.0	-4.83287047958569	1.0	-5.572946061431042	2.0	-5.538173039210917	1.0		0.0	-6.541742871816369	2.0		0.0		0.0	-5.222956033554125	3.0	-5.210865702523778	1.0	-4.870153026856489	1.0		0.0	-5.394106849349525	1.0	-2.304682998773512	1.0	-5.425517426426328	3.0	-5.299198381353129	2.0		0.0	-1.8452788285866508	1.0	-3.907442098729003	1.0
samp_27	-5.761362790183257	3.026720326311576	-0.4812382987093978		0.0	-5.73282974901225	2.0	-9.580510054100053	1.0	-6.643255096513481	1.0		0.0		0.0	-10.620401328140964	3.0	-9.622386011107407	1.0	-10.577342629322933	1.0	-9.956525452499081	1.0	-8.96080437823561	3.0		0.0		0.0	-4.9387642391952875	1.0	-4.852541475052585	1.0		0.0	-5.567195881289922	4.0		0.0		0.0		0.0	-5.696441094300654	1.0	-5.248089720245563	1.0	-5.236431215162307	2.0	-4.890886640549805	2.0		0.0		0.0		0.0	-5.452772710597148	1.0		0.0	-8.612766689259546	1.0	-1.80974172904071	4.0	-3.910779232423158	1.0
samp_28	-5.583728360616134	2.659319725354975	-0.1525770249917776	-4.639938797646078	1.0		0.0	-9.633106162986088	2.0	-6.6430412974808855	2.0		0.0		0.0	-10.77114690044818	1.0	-9.694973011847361	1.0		0.0		0.0	-8.995144570592844	3.0		0.0		0.0	-4.943033368827642	2.0	-4.858800103819864	2.0	-5.598117353492822	1.0	-5.563702860083934	1.0		0.0	-6.579899192665099	1.0	-5.4365266339145055	1.0	-5.69360371617815	1.0	-5.2483197950437885	1.0	-5.235251436110004	3.0	-4.895419158850105	2.0		0.0		0.0	-2.348898502628087	2.0		0.0	-5.325357199648184	1.0	-8.645505838020021	2.0		0.0	-3.938872624631078	2.0
samp_29	-5.724771188054319	2.7012674018160947	-0.2230109971574408	-4.620654618811082	1.0	-5.707219641092348	3.0		0.0		0.0	-5.762494927807104	1.0	-1.3908524060054026	2.0	-10.588304762292504	2.0	-9.576970899437397	1.0	-10.552023120737852	1.0	-9.914859555537415	1.0		0.0	-9.733038932187029	2.0	-11.360699407968305	1.0	-4.923613687108431	1.0	-4.839314396849685	1.0		0.0	-5.543217649072571	2.0	-4.918405923054454	2.0		0.0		0.0		0.0	-5.228419965551625	1.0		0.0	-4.876146052715733	1.0	-0.5543278710891922	1.0	-5.399967533090754	1.0		0.0		0.0	-5.304964335105789	2.0	-8.571077883589242	3.0	-1.8738350951367455	2.0		0.0
samp_30	-5.808099857068359	2.4335000328876486	-0.03486786172989767		0.0	-5.668162307329202	1.0	-9.42722989953136	1.0	-6.563327092220844	2.0	-5.722970108340014	3.0	-1.4359315131952528	1.0		0.0	-9.446661170368856	1.0	-10.44180598497495	1.0	-9.788504777605985	2.0		0.0	-9.599962236251606	3.0	-11.153826488310509	3.0	-4.893098763041766	1.0		0.0		0.0	-5.505700771086666	2.0	-4.88773290550706	1.0	-6.503619590402298	1.0	-5.380110287118268	1.0		0.0		0.0		0.0	-4.8460444446918585	1.0	-0.5902732273411536	1.0		0.0		0.0	-5.395271667846239	1.0	-5.270343152478242	1.0	-8.4795721572397	4.0		0.0		0.0
samp_31	-5.474199410624129	3.384875081854611	-0.7510703923900127	-4.644681925322492	2.0	-5.778216830227582	4.0		0.0	-6.718900877636262	1.0	-5.834995056061017	1.0		0.0	-11.039869125986765	3.0	-9.894922243619312	2.0		0.0	-10.231279448362473	1.0	-9.146504668218732	1.0		0.0		0.0		0.0	-4.873065421009301	2.0	-5.644755369347554	4.0	-5.608448897667241	2.0		0.0		0.0		0.0		0.0	-5.280557920214145	1.0	-5.26960635758109	4.0		0.0		0.0		0.0		0.0	-5.490314918767838	2.0	-5.358871852795137	2.0		0.0		0.0		0.0
samp_32	-5.447085415001732	2.8790260627348645	-0.3352059049070805	-4.646231817704155	1.0	-5.748438532123743	4.0		0.0	-6.677276509070245	1.0	-5.804928214353255	2.0	-1.3713640169915378	1.0	-10.994241661173575	1.0	-9.823908057436139	1.0		0.0	-10.167926879827164	1.0	-9.079927106840689	2.0	-9.99138362578647	2.0		0.0	-4.953623424489463	2.0	-4.867997542404015	1.0		0.0		0.0	-4.948421352440262	1.0	-6.61184178756559	3.0	-5.453373633195723	2.0	-5.713420512755616	2.0	-5.262819886778318	1.0	-5.2499738574928765	1.0		0.0		0.0	-5.437122293667114	1.0		0.0		0.0		0.0	-8.728211377755901	1.0	-1.8464997686288709	1.0		0.0
samp_33	-6.229058499612591	2.390493783590091	0.014456639862032297	-4.595675788098223	2.0	-5.662445394499876	1.0	-9.249903927927503	2.0		0.0		0.0		0.0	-10.106655155311516	2.0		0.0	-10.243717214718483	3.0	-9.562868473339336	1.0	-8.692191859094882	1.0	-9.359619969002326	1.0		0.0		0.0		0.0	-5.53542601820589	2.0	-5.501344603994198	1.0		0.0		0.0	-5.376604099860767	2.0	-5.627342744174738	2.0	-5.192092380679881	1.0		0.0	-4.846102202069017	1.0	-0.6036429558708197	1.0		0.0	-2.368538336011629	2.0	-5.3911526185113505	1.0	-5.26727378347439	1.0	-8.362148714790939	2.0		0.0	-3.9102495394530643	3.0
samp_34	-5.865782167266474	2.493888070200833	-0.08777548664278402	-4.594282977406425	1.0	-5.669396981851302	1.0		0.0	-6.56264455515278	1.0	-5.724089442585205	1.0	-1.4208706558114486	2.0	-10.384953034266733	1.0		0.0	-10.413524227988484	1.0	-9.761487722356616	3.0	-8.8087529455085	1.0	-9.571551760492753	1.0		0.0		0.0	-4.810515588477122	2.0		0.0		0.0		0.0	-6.50345793010056	3.0	-5.381228531137083	2.0	-5.634501209053524	3.0	-5.19527440134909	1.0		0.0		0.0	-0.5775553476748159	1.0	-5.365230715020412	3.0	-2.3447272962906878	1.0	-5.39617974110932	2.0		0.0	-8.466818903498025	1.0		0.0		0.0
samp_35	-5.737683879794488	2.6997035569093537	-0.18569169857357926		0.0	-5.725745261956164	1.0	-9.563580919597891	3.0	-6.63204665381244	1.0	-5.781075687715614	3.0	-1.4023267518912588	2.0	-10.611503998671521	1.0		0.0		0.0	-9.941032615751322	1.0		0.0	-9.761000183999332	1.0	-11.371043255476128	2.0	-4.9419126752037865	1.0		0.0	-5.596198226710574	1.0	-5.561675139020323	2.0	-4.936681468048372	1.0	-6.570773805592337	1.0		0.0	-5.690636293460921	1.0	-5.2468019670618125	2.0	-5.234118191529098	2.0		0.0	-0.5634250918732494	1.0		0.0	-2.341727239094448	1.0		0.0	-5.323419253322973	1.0	-8.59598576179327	1.0	-1.8877396498200887	1.0	-3.9367502251338564	1.0
samp_36	-6.0657828760092	2.3784443003022977	0.02584379181636952	-4.597256116977858	1.0	-5.665629351910515	1.0	-9.317279638619206	1.0	-6.549492589620828	3.0	-5.719858819063265	3.0		0.0		0.0		0.0	-10.311684881468706	1.0	-9.64798509007516	1.0		0.0	-9.450725184404487	1.0	-10.852363330091334	1.0	-4.894697339177725	2.0	-4.81213452974502	1.0		0.0		0.0	-4.889367894185567	1.0	-6.49198094730393	2.0	-5.379195459051292	2.0		0.0	-5.194392443078698	1.0		0.0	-4.847875847931136	1.0	-0.6069133932240739	4.0	-5.363265842364803	1.0		0.0	-5.3940111211356365	1.0		0.0	-8.405593162884845	1.0		0.0	-3.9117344472254865	2.0
