run	log_tbg	log_alphap	log_betap	b1A1_log_P	b1A1_weight	b2C6_log_P	b2C6_weight	b2C7_log_P	b2C7_weight	b2C8_log_P	b2C8_weight	b2C9_log_P	b2C9_weight	b2D1_log_P	b2D1_weight	b2D2_log_P	b2D2_weight	b2D3_log_P	b2D3_weight	b2D4_log_P	b2D4_weight	b2D5_log_P	b2D5_weight	b2D6_log_P	b2D6_weight	b2D7_log_P	b2D7_weight	b2D8_log_P	b2D8_weight	b2D9_log_P	b2D9_weight	b2E1_log_P	b2E1_weight	b2E3_log_P	b2E3_weight	b2E6_log_P	b2E6_weight	b2E7_log_P	b2E7_weight	b2E8_log_P	b2E8_weight	b2E9_log_P	b2E9_weight	b2F1_log_P	b2F1_weight	b2F2_log_P	b2F2_weight	b1B8_log_P	b1B8_weight	b1B9_log_P	b1B9_weight	b1C1_log_P	b1C1_weight	b1C2_log_P	b1C2_weight	b1C3_log_P	b1C3_weight	b1C4_log_P	b1C4_weight	b1C5_log_P	b1C5_weight	b1C6_log_P	b1C6_weight	b1C7_log_P	b1C7_weight	b1C8_log_P	b1C8_weight	b1C9_log_P	b1C9_weight	b1D1_log_P	b1D1_weight	b1D2_log_P	b1D2_weight	b1D3_log_P	b1D3_weight	b1D4_log_P	b1D4_weight	b1D5_log_P	b1D5_weight	b1D6_log_P	b1D6_weight	b1D7_log_P	b1D7_weight	b1D8_log_P	b1D8_weight	b1D9_log_P	b1D9_weight	b1E1_log_P	b1E1_weight	b1E2_log_P	b1E2_weight	b13G3_log_P	b13G3_weight	b13G4_log_P	b13G4_weight	b13G5_log_P	b13G5_weight	b13G6_log_P	b13G6_weight	b13G8_log_P	b13G8_weight	b13G9_log_P	b13G9_weight	b13H1_log_P	b13H1_weight	b13H2_log_P	b13H2_weight	b13H3_log_P	b13H3_weight	b13D7_log_P	b13D7_weight	b13D8_log_P	b13D8_weight	b13D9_log_P	b13D9_weight	b13E1_log_P	b13E1_weight	b13E2_log_P	b13E2_weight	b13E3_log_P	b13E3_weight	b13E5_log_P	b13E5_weight	b13E7_log_P	b13E7_weight	b13E8_log_P	b13E8_weight
samp_09	-5.547587727176482	6.692271786230684	-0.010380190133621741	-4.368424770357615	2.0	-8.165368555689806	4.0	-1.536931056661081	1.0		0.0	-4.941428512096599	3.0		0.0	-7.8250804651820935	1.0		0.0		0.0	-3.7234853319076993	4.0	-11.177770541916574	1.0	-12.095671627911734	1.0	-5.960309814211336	2.0	-11.016736775285151	1.0	-4.8509270532353295	1.0	-10.68388512060165	2.0		0.0	-6.103957197178242	2.0	-4.015614150025791	1.0		0.0	-11.926348907861453	1.0		0.0	-10.975195879977035	1.0	-8.88418848826461	1.0	-10.502602773377605	1.0	-5.849347367412683	2.0	-3.6195806522174734	1.0		0.0	-10.677308906404022	1.0	-11.629500112815176	2.0	-9.769947384953804	2.0	-10.96439534569981	1.0	-10.180076534288208	1.0		0.0		0.0		0.0		0.0		0.0	-6.818305183067992	2.0	-10.78464474399717	2.0	-8.613842998098582	2.0		0.0	-10.974077113643181	1.0	-3.8146495598416936	3.0	13.984961285504475	2.0	1.276679840523182	1.0	0.8822311009594167	2.0	1.5242109479479118	2.0	-3.09988381845397	1.0		0.0	-2.689985170252886	3.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	11.943022154975155	1.0
samp_10	-5.529554144439843	6.8910783887687534	-0.05641131576912871		0.0	-8.270153914531207	1.0		0.0		0.0	-4.943046525962418	2.0	-4.749839421367223	1.0	-7.912499103984721	2.0	-4.49635052423217	2.0		0.0	-3.7227796341618333	1.0		0.0	-12.251807601502852	3.0	-5.9642130673788225	1.0	-11.166806207879345	3.0		0.0	-10.826412707627657	3.0	-5.905466514096419	2.0		0.0	-4.012197269239232	2.0	-5.424618336569038	1.0	-12.078415426938866	1.0		0.0	-11.125084798672978	1.0	-9.016802786868578	2.0		0.0	-5.850563714080313	1.0	-3.619588266339447	2.0		0.0	-10.835129987148648	1.0		0.0	-9.920080760248794	2.0		0.0	-10.336999015337282	2.0	-7.955756287830416	1.0	-8.099898528284259	1.0		0.0		0.0	-6.2884161693227965	1.0		0.0	-10.943749326069645	2.0		0.0		0.0		0.0	-3.814018491786433	1.0	10.301967485571337	1.0	1.27517095446677	2.0	0.8826202156780191	1.0	1.5251421135325571	2.0	-3.0981005603058627	3.0		0.0	-2.6881244409383327	1.0	0.06387887211242733	1.0	-3.2376308411433214	1.0		0.0		0.0	-12.082223752565769	1.0	7.458516935649464	1.0	0.8594123369742628	1.0	0.9292696342194603	2.0		0.0	0.8649119926820147	2.0	8.414199385237223	1.0
samp_11	-5.774476379894337	6.490494293409042	-0.027140342224443236	-4.358095821174571	2.0		0.0	-1.5361670963167855	1.0	-5.2291833085729	3.0	-4.921931984211236	1.0		0.0		0.0	-4.4836825051222	1.0	-5.560718225778462	3.0		0.0	-10.9650615745656	1.0		0.0	-5.9127678642145325	1.0	-10.785694130645735	3.0	-4.832836264441839	1.0	-10.47356072162469	2.0	-5.854972762583699	1.0	-6.048367976965913	2.0		0.0	-5.3938204460358765	1.0	-11.69466600581445	1.0		0.0	-10.744079484223942	2.0		0.0	-10.238728899995161	1.0	-5.8076555217664225	1.0	-3.6144620646256684	2.0	-7.9218312171194345	1.0	-10.412039264151685	1.0		0.0	-9.509778502505768	1.0	-10.718568624771093	1.0	-9.906995023596512	2.0		0.0		0.0	-3.1765783751184977	1.0		0.0		0.0		0.0	-10.516842131669144	1.0		0.0		0.0		0.0	-3.8092939307896843	1.0	9.387905090491424	1.0	1.275097443470176	1.0	0.8831541091318251	2.0	1.5263159838420852	1.0	-3.0989000072369914	2.0	1.6089961768519698	3.0	-2.690125375932138	2.0	0.06427602890101207	3.0		0.0	0.5817132476709345	1.0		0.0		0.0	6.405165478901457	1.0		0.0		0.0	0.7859523549950389	2.0	0.8652005844593569	3.0	7.478567026083288	1.0
samp_12	-5.5488005977393104	6.960828385926074	-0.0748993936044676		0.0	-8.29829246923531	1.0	-1.5367607381735373	1.0		0.0	-4.942402226901398	3.0		0.0		0.0	-4.495801545782276	2.0	-5.5876198497364005	1.0	-3.7222581342350654	1.0	-11.37157492616397	1.0	-12.301846819432125	2.0	-5.961598123108723	3.0	-11.215832584246002	1.0		0.0	-10.873871739543963	2.0	-5.903488281109629	1.0		0.0	-4.010740737663946	1.0	-5.423068139199959	2.0	-12.127915609829444	1.0	-1.9561381531732642	2.0	-11.174090593995768	1.0	-9.055618921761457	1.0		0.0		0.0	-3.619361284658367	1.0		0.0		0.0	-11.833021943982482	2.0	-9.966516820949106	5.0	-11.167958977220426	1.0	-10.385766005710256	3.0		0.0		0.0		0.0	-11.87845446198454	3.0		0.0		0.0	-10.994032698382368	1.0		0.0		0.0		0.0	-3.813490492517676	1.0	12.383413354453209	1.0	1.2749208027381884	1.0		0.0	1.5250958364277363	1.0	-3.0973628730802036	2.0		0.0	-2.6874218958322116	1.0	0.0642474562179856	3.0	-3.2370118136255934	1.0		0.0	0.35198443061513945	3.0		0.0		0.0	0.8596887257817738	1.0	0.9289289678450835	1.0	0.7863927056154988	2.0	0.8650936955712486	1.0		0.0
samp_13	-5.363402090474075	7.110483140338324	-0.07797923144775774	-4.373973079200333	1.0	-8.461544443536111	1.0	-1.5373158156206685	1.0	-5.257228058709289	1.0	-4.9536741443476355	1.0	-4.756285755832072	1.0	-8.078345906645843	1.0	-4.503009283332188	2.0	-5.605175195093019	1.0	-3.7252711307075725	2.0	-11.516487072139496	1.0	-12.466221802041124	1.0		0.0	-11.3686194506858	1.0		0.0		0.0		0.0	-6.143815530682276	2.0		0.0	-5.439751387298014	2.0		0.0	-1.9561342971052815	3.0		0.0	-9.229071070123332	1.0	-10.874943798780151	1.0	-5.871377677246952	2.0	-3.6224960315605235	3.0		0.0		0.0	-11.99124043749671	1.0	-10.135558022057197	2.0	-11.326975939465607	2.0	-10.557264980920134	1.0		0.0	-8.29754159291637	1.0		0.0	-12.037592368836249	1.0		0.0		0.0		0.0		0.0	-4.441043228406878	1.0	-11.355102627555885	2.0	-3.816830524991158	1.0	9.395492518525229	2.0	1.2755133126153315	2.0		0.0	1.5248881029410355	3.0		0.0	1.6087723291737244	1.0	-2.687687410372512	2.0	0.06398088541080311	1.0	-3.238415526026312	1.0		0.0	0.35164397865285657	1.0	-12.29382017344149	1.0	6.320980696749963	1.0	0.8596405055412725	1.0	0.9289346163240257	3.0	0.7862234379214672	1.0	0.864953666849842	1.0		0.0
samp_14	-5.615431575091969	6.562033854428718	-0.023622517608439645		0.0		0.0		0.0	-5.2397204406367965	2.0	-4.930948081376823	1.0	-4.74444007800072	2.0	-7.726126714687079	1.0	-4.489422828336711	1.0	-5.575879674607278	1.0		0.0	-11.040385853059258	1.0	-11.943107074227605	2.0	-5.934846187627447	2.0	-10.87198617921712	2.0	-4.84120095686894	2.0	-10.548848523803649	1.0		0.0		0.0		0.0		0.0		0.0		0.0	-10.830535734853761	3.0	-8.746796868271366	1.0	-10.345951895527643	1.0	-5.827350673112936	2.0	-3.6169006066354776	1.0	-8.009457721338444	2.0	-10.519504966392244	1.0	-11.480686721071466	2.0		0.0	-10.813658543503523	2.0		0.0	-7.753181486030068	1.0	-7.887479762113443	1.0	-3.177810677735235	1.0	-11.524809447718306	1.0		0.0	-6.760970941044794	2.0		0.0	-8.467626700601254	2.0	-4.429305704364783	1.0		0.0		0.0	15.029986201687642	3.0	1.2752762084377685	2.0	0.8826781126878149	2.0	1.5240906735824107	1.0	-3.099594805309644	1.0		0.0	-2.6903208009032515	1.0	0.06404075236641646	1.0	-3.238204650741489	3.0	0.5817082787648835	2.0		0.0		0.0		0.0		0.0	0.9289988383520389	1.0	0.7860530397659887	2.0	0.8653271061161045	1.0		0.0
samp_15	-5.463247885887188	6.770298031756513	-0.058103118695027184	-4.367448158685256	1.0		0.0	-1.5368047291769085	1.0	-5.247649136278342	1.0		0.0	-4.749348199608902	3.0	-7.8533686463752	1.0		0.0	-5.589467625543099	1.0	-3.7226198559216934	1.0	-11.208003710226654	2.0	-12.134170776944847	1.0		0.0	-11.050527015312005	1.0	-4.8502153714539125	1.0	-10.713344776219696	1.0	-5.90033798226248	1.0		0.0		0.0	-5.421646693321316	1.0		0.0		0.0	-11.008976025018857	1.0	-8.924641014826317	1.0		0.0	-5.847637618872123	3.0		0.0	-8.166631830638986	2.0		0.0	-11.665447285505156	1.0	-9.810943632624156	1.0	-11.001070073198479	4.0	-10.222515388998849	2.0	-7.898450575924521	1.0		0.0		0.0	-11.710736645387145	3.0	-6.279923098730715	1.0	-6.8286045311852375	1.0		0.0		0.0	-4.434152541103966	2.0	-11.015645070588015	4.0		0.0		0.0	1.275754468767147	2.0	0.8827785980555095	2.0	1.5221467157032718	1.0	-3.0988109165286972	2.0	1.610436602096103	1.0	-2.6889959384470123	1.0	0.06417195557110637	1.0		0.0	0.581670652190317	2.0	0.351338104246538	1.0		0.0	3.832108469457798	1.0	0.8598819298138016	1.0	0.9290676441510549	1.0		0.0	0.865012375262159	2.0		0.0
samp_16	-5.607379208713142	6.594189427849314	-0.054242398456862344	-4.36085184151197	2.0		0.0	-1.5362739341466523	1.0	-5.234799864269085	2.0		0.0	-4.74119504508214	5.0		0.0	-4.487111760669851	1.0		0.0		0.0	-11.041740145379011	1.0		0.0	-5.9284950109555155	1.0		0.0		0.0		0.0	-5.8701691944524645	1.0	-6.0674345224780595	1.0	-4.011912174132831	1.0	-5.402839998716002	1.0	-11.781878221869812	1.0	-1.957544226920493	2.0	-10.832198110481805	1.0	-8.74713627185486	1.0		0.0	-5.820971908027727	5.0	-3.6157704594992954	1.0		0.0	-10.521710539930405	2.0	-11.482646988576894	1.0	-9.619434906773266	1.0		0.0	-10.02298797630646	1.0	-7.750012127128501	1.0		0.0		0.0	-11.526814399614576	1.0	-6.236083506785401	2.0	-6.7549754009537235	2.0		0.0	-8.467281236794264	1.0	-4.427021882549858	1.0		0.0	-3.810460705356928	2.0	9.971540581795082	1.0		0.0	0.8830493934586756	2.0	1.5249791584780041	3.0		0.0	1.608545455651114	1.0	-2.6894225852506537	3.0	0.06421551739499481	2.0	-3.2371017883056736	1.0	0.581811816178114	2.0	0.35168252006947787	1.0		0.0	7.0430906752212215	1.0	0.8595656386763207	1.0		0.0		0.0		0.0	8.119690165040886	1.0
samp_17	-5.507036760923685	6.736536370781832	-0.01262587585295795	-4.36988928331689	1.0		0.0	-1.5370067441162436	1.0		0.0	-4.944252722320209	3.0		0.0	-7.858799578107904	2.0	-4.497635551147999	1.0		0.0		0.0	-11.218658924028695	1.0		0.0	-5.967788376718447	2.0	-11.060201113244029	1.0	-4.853626593280401	4.0	-10.72404149241732	1.0		0.0	-6.113035052619022	1.0		0.0	-5.427345676300265	1.0		0.0		0.0		0.0	-8.929481713100783	5.0		0.0	-5.855689760274452	2.0	-3.6203020518356257	1.0	-8.170318352336537	2.0		0.0	-11.674469094676338	1.0	-9.817555550351177	2.0		0.0	-10.229272525992956	2.0	-7.9025397345810235	2.0	-8.040273473598914	2.0	-3.1792096634657234	1.0		0.0		0.0		0.0	-10.833225591363728	1.0		0.0		0.0	-11.023176890070085	1.0	-3.8153727236544914	2.0		0.0		0.0	0.8828273858893418	1.0	1.5248043031771614	1.0	-3.0998947799562537	1.0		0.0		0.0	0.06392261153010506	2.0	-3.2391882350000083	1.0	0.5815897396099746	2.0	0.35144857677276725	3.0	-11.972857703683896	2.0	3.8302382118059173	1.0	0.8590652539780096	2.0		0.0	0.7858699864589908	2.0		0.0	22.491151561275885	1.0
samp_18	-5.497918937059482	6.5618020960414185	0.03584725076680426	-4.371584450868863	2.0	-8.124882434585736	2.0		0.0	-5.258735711657344	1.0	-4.944971220055208	1.0		0.0		0.0	-4.4989765402470345	3.0	-5.600924613806393	2.0	-3.7258594886650442	3.0	-11.099690236314837	2.0		0.0	-5.967223513542502	3.0	-10.938127342986522	1.0	-4.854188228080852	2.0	-10.607696833919704	2.0		0.0	-6.108843110817794	1.0		0.0		0.0		0.0		0.0		0.0	-8.82765977013817	1.0	-10.424848556192753	1.0	-5.857608551492718	2.0	-3.6212137706886365	1.0	-8.090767888548314	1.0		0.0		0.0	-9.698945467062751	3.0	-10.885210295224198	1.0	-10.104358062022989	1.0		0.0	-7.966059927194705	1.0		0.0	-11.594165407682672	2.0		0.0	-6.81323834359336	3.0	-10.705175774203687	2.0	-8.564222469902077	1.0	-4.438404195831355	2.0	-10.893487713164944	3.0		0.0	16.08251844416895	2.0		0.0		0.0	1.5234609521817486	1.0		0.0		0.0		0.0	0.06368248433940263	2.0		0.0	0.5809759282985221	1.0		0.0	-11.846817689349006	2.0		0.0	0.8578860669482571	1.0	0.9276099212936079	1.0	0.7851917176842141	1.0		0.0	14.882938434306816	1.0
samp_19	-5.355496280793797	6.845347903991472	-0.07115970953159945	-4.370319796781214	1.0	-8.268729702562823	1.0	-1.5370580923274426	2.0		0.0		0.0	-4.753012279074074	2.0		0.0	-4.498393442385166	1.0	-5.598174191511997	1.0		0.0		0.0	-12.207057390189375	1.0	-5.973710963026109	1.0	-11.116368788792292	1.0	-4.855321117803894	3.0	-10.773076123412165	2.0		0.0	-6.121735459986045	1.0	-4.014346501753006	3.0	-5.429865682204268	1.0	-12.030042127830576	1.0		0.0		0.0		0.0	-10.616439135653584	1.0	-5.8597169271661755	3.0		0.0		0.0	-10.79161800344702	2.0	-11.734571885320186	1.0	-9.885324492619636	2.0	-11.070534241967529	2.0	-10.298827095682968	2.0		0.0	-8.109543356603895	1.0	-3.1788777184379304	1.0		0.0		0.0	-6.8646168582024245	2.0	-10.900184610087207	3.0	-8.752355653441262	1.0		0.0	-11.091325808421962	2.0		0.0		0.0		0.0	0.882925235205904	1.0	1.5235771760118901	1.0	-3.0990386236250793	1.0	1.609391424449072	2.0	-2.6889222176753504	3.0	0.06402367459074201	2.0	-3.238572097114217	2.0	0.5818193204807878	1.0	0.3515746920395799	2.0		0.0		0.0		0.0	0.9292593016134711	1.0	0.7862129345148113	1.0		0.0		0.0
samp_20	-5.465723954562812	6.878556568601607	-0.060451931515475524	-4.369260947272442	1.0	-8.27461627251737	2.0		0.0		0.0	-4.944384213473335	1.0	-4.7511637535222135	1.0	-7.917254208072539	3.0		0.0	-5.59376118641644	2.0	-3.723256657429448	2.0	-11.308855720824862	1.0	-12.24091772491677	1.0		0.0	-11.153922603460176	1.0		0.0		0.0		0.0	-6.116185638731244	2.0	-4.013025536349218	1.0		0.0		0.0	-1.956781533213434	1.0	-11.112272274822768	1.0	-9.016432143665279	1.0	-10.649534638593604	1.0		0.0	-3.6200062121315453	2.0	-8.24318932818439	1.0	-10.825231248106439	1.0	-11.770938038539924	1.0	-9.913519323982346	1.0	-11.106598897152688	1.0	-10.329220176746984	3.0		0.0	-8.108287170401539	1.0	-3.178411943727349	1.0	-11.816474841696087	2.0	-6.293675164775938	2.0		0.0		0.0	-8.756533631003624	1.0	-4.436019260613294	1.0		0.0	-3.8145446181338842	1.0	14.845682224919422	1.0	1.2758787948072812	1.0	0.8828643951091248	3.0	1.5251850097274564	2.0	-3.098435367151068	2.0	1.6098174044261246	2.0		0.0		0.0	-3.237992368645049	3.0	0.5817817428523354	2.0	0.3515701211383606	1.0		0.0		0.0	0.8595281446501254	2.0		0.0	0.7862517465009151	1.0	0.8649680053375752	1.0		0.0
samp_21	-5.729575619135083	6.501096585481005	-0.04834261548906808		0.0	-7.969932366954785	1.0	-1.53607298518778	3.0		0.0		0.0		0.0		0.0		0.0	-5.557721160009943	2.0	-3.7179052653528886	2.0	-10.956383582491908	3.0		0.0		0.0	-10.779032067038596	2.0		0.0	-10.465527929783251	1.0	-5.851854106332235	1.0	-6.045138389948806	3.0	-4.010872742075197	2.0	-5.391231528876141	1.0		0.0	-1.9578176515853358	2.0	-10.737501857854856	2.0	-8.648673183739755	1.0	-10.236516882866892	2.0	-5.804433044452792	1.0	-3.6137734555186465	1.0	-7.9224113809175805	2.0	-10.409536386673018	1.0	-11.38464010707329	2.0		0.0	-10.713476886100096	1.0	-9.906656959214153	1.0	-7.67108240547458	2.0		0.0	-3.1760465067984947	1.0		0.0	-6.21018672292198	2.0	-6.71404493564584	1.0	-10.514368262106277	1.0		0.0		0.0	-10.699814565510216	1.0	-3.8084307583141035	1.0	9.366367133227495	1.0		0.0	0.8831195688563571	1.0		0.0	-3.0983328885547157	1.0	1.610459329626071	1.0		0.0	0.06424855399870824	2.0		0.0	0.5818760764233275	1.0	0.35182060260857156	2.0		0.0	6.031157302125483	1.0		0.0	0.9293211946522356	1.0	0.7863935781960907	3.0	0.8651349647335709	1.0	7.4722064176888825	1.0
samp_22	-5.6920228816074	6.434427886779688	0.0013190315593710215		0.0		0.0	-1.5365499392115647	3.0	-5.236088376894151	1.0	-4.925980851819071	1.0		0.0		0.0	-4.486847524343329	2.0		0.0	-3.7207564871823036	3.0	-10.942152121183517	2.0	-11.830282605615247	1.0	-5.921058252707392	1.0	-10.766259285594405	4.0	-4.836567895403047	2.0		0.0		0.0	-6.056266083710066	2.0		0.0	-5.3998473374538625	2.0	-11.67337540150288	1.0	-1.9589493890867982	1.0		0.0	-8.648310793294929	1.0	-10.227661801583963	1.0	-5.81618894673758	1.0	-3.6160654801821686	1.0	-7.927837615029682	2.0		0.0		0.0	-9.504198464424597	1.0		0.0	-9.900039509759674	1.0	-7.679222486611096	3.0	-7.810527549359237	1.0	-3.1780195401451268	1.0		0.0	-6.222094514156142	1.0		0.0	-10.504771750860417	2.0		0.0	-4.427215683874619	1.0		0.0		0.0	14.452423527474473	1.0	1.2754233513944582	2.0	0.8831819984123762	1.0	1.5247294855009967	4.0		0.0		0.0	-2.6916127398146212	1.0	0.06405872005259115	3.0	-3.2388394422179516	2.0	0.581475878090488	2.0		0.0		0.0		0.0		0.0	0.9292722044641064	2.0		0.0	0.8652034328805731	1.0		0.0
samp_23	-5.804299475205842	6.474551148679828	-0.03463013055809393		0.0	-7.9494522164309265	2.0	-1.5360364500654813	2.0		0.0	-4.918927105090947	1.0		0.0		0.0		0.0	-5.55580166791663	1.0	-3.7178294148040263	2.0	-10.941978177749439	2.0		0.0	-5.905987051831845	1.0	-10.75978959223397	1.0	-4.8300368515959216	2.0		0.0	-5.848462944100852	1.0		0.0	-4.011140390798429	2.0	-5.389385331807538	1.0	-11.6692434459103	2.0	-1.9580207731169061	1.0		0.0	-8.621956938473826	1.0		0.0	-5.801484900193919	1.0	-3.613603540732898	2.0	-7.899561824998977	1.0		0.0		0.0	-9.479447951302644	1.0		0.0		0.0		0.0	-7.7834251780454355	1.0	-3.1760776488128024	6.0	-11.407664524588789	1.0		0.0	-6.70466761088943	1.0	-10.485106211091013	1.0	-8.32697513302998	2.0		0.0		0.0	-3.8083203667216363	1.0	14.712309926808523	1.0	1.274681794392583	1.0	0.8831374222660359	2.0		0.0	-3.098541411088489	4.0	1.6090861798969238	2.0		0.0	0.06449871491695953	1.0	-3.236640241501645	2.0	0.5816578015678711	1.0		0.0	-11.657565429063792	1.0		0.0	0.8593388964250607	1.0	0.9290613671691882	1.0	0.7862513105894389	4.0	0.8652355162732335	1.0		0.0
samp_24	-5.450079617333982	6.720669102606707	-0.035552233087254505	-4.3687401184825605	1.0	-8.18712123027855	1.0	-1.5370150723939937	1.0	-5.251231099424203	2.0		0.0	-4.751576654411048	3.0		0.0	-4.49631366779338	3.0		0.0	-3.7235175345705667	1.0	-11.182866053238529	1.0		0.0	-5.963710567159085	2.0	-11.02511496078935	1.0		0.0		0.0	-5.903953823778516	3.0	-6.108308086313617	1.0	-4.015316237742881	1.0	-5.424491593830675	3.0		0.0	-1.957592486223926	1.0	-10.983655042086381	2.0	-8.906175631252449	1.0	-10.517585733417377	2.0		0.0		0.0		0.0	-10.692114217311897	2.0	-11.639591639655823	1.0		0.0		0.0	-10.197821305597989	1.0		0.0	-8.02589161235149	2.0	-3.178890173300118	2.0	-11.68477919868155	2.0	-6.2837348493904335	1.0	-6.82957722017729	1.0	-10.79971860543105	1.0	-8.646565471168499	1.0	-4.435442508710885	1.0	-10.989479630272607	1.0		0.0	19.87175243090647	1.0		0.0		0.0	1.5253527125114164	2.0		0.0	1.6101822231226743	1.0		0.0	0.06421767246664843	1.0	-3.2388923428842986	2.0	0.5816010361837425	1.0	0.35133509295421184	1.0		0.0		0.0	0.8594829179048072	3.0	0.9286943178936001	1.0	0.7857725313373516	1.0		0.0	13.155240780444105	2.0
samp_25	-5.669482418715537	6.591715583053835	-0.09542102175681003	-4.355564900747703	5.0	-8.003044154360676	1.0		0.0	-5.223301252054309	1.0		0.0	-4.733693717299076	1.0		0.0		0.0	-5.554968172613523	1.0		0.0	-10.99854035010317	3.0	-11.894193305014594	1.0		0.0	-10.82591058448983	1.0		0.0	-10.507115889014571	1.0		0.0	-6.046320136978299	1.0	-4.007983229653761	3.0	-5.3899482196325055	1.0	-11.734225460415079	2.0	-1.956933550647284	3.0		0.0		0.0	-10.291602358000313	1.0		0.0	-3.613076325866385	1.0	-7.956735046230811	1.0	-10.465157128924398	2.0	-11.433376624177733	2.0	-9.562504693811336	2.0	-10.764148912527457	2.0		0.0	-7.7005436971670385	1.0		0.0		0.0		0.0		0.0		0.0	-10.570756587031815	2.0	-8.405428761939474	1.0	-4.421385091592522	1.0		0.0	-3.807227157347553	1.0		0.0		0.0	0.8832223413834335	1.0		0.0	-3.096812477893558	4.0	1.6107464412141959	1.0	-2.6882596234161995	2.0	0.06450488064260736	2.0	-3.2352303511812583	1.0	0.5821214331437231	2.0	0.3519095125769704	1.0		0.0	3.783110541648465	3.0		0.0	0.9294806673493381	1.0	0.7855817186525028	1.0		0.0	7.425734418560371	1.0
samp_26	-5.349066537441627	6.901732521486954	-0.07223726304519784	-4.371461661012074	2.0	-8.311170438798438	2.0		0.0		0.0	-4.9482881555912455	1.0	-4.754202878358935	1.0	-7.950705159863339	2.0		0.0	-5.60097892930954	2.0		0.0		0.0		0.0	-5.979015228952523	3.0	-11.170594884786496	3.0	-4.857488463324393	1.0		0.0		0.0		0.0	-4.014282852460965	2.0		0.0		0.0	-1.956824328481389	1.0		0.0		0.0	-10.672533026283881	1.0	-5.863975692293691	1.0	-3.6211140687326626	1.0	-8.287066201610983	1.0	-10.848104451151531	1.0	-11.790024748295913	1.0		0.0	-11.1259065043672	2.0	-10.355003798728674	3.0	-8.013791015689788	1.0	-8.151458345444846	1.0	-3.179045294289757	1.0	-11.835964239705593	3.0	-6.308733534652602	1.0	-6.8816626757465915	1.0	-10.957004685413938	1.0	-8.804804894221817	1.0	-4.438366334177289	2.0	-11.148709933386089	1.0		0.0	14.942196179004256	2.0		0.0		0.0		0.0	-3.098927211637773	1.0		0.0	-2.6886760532683596	1.0	0.06416499469683531	1.0	-3.238615822670823	1.0		0.0		0.0	-12.091612442153489	3.0	12.77884085521467	1.0	0.8596610468847683	1.0		0.0	0.7860549640734368	5.0	0.8651643393005128	1.0	14.196870589235235	1.0
samp_27	-5.310546372318224	6.9312290843309965	-0.05347647322916968	-4.374370382426374	1.0		0.0		0.0	-5.261412208162737	2.0	-4.95343364527409	3.0	-4.758210270330119	1.0	-7.995471343725808	1.0	-4.503133164033159	1.0	-5.609964239191618	1.0	-3.7259046472909865	1.0	-11.36941985775028	1.0	-12.315657266323084	1.0	-5.9922435844367365	1.0	-11.219747702442252	1.0	-4.862258442385529	1.0		0.0		0.0	-6.143959063489681	1.0		0.0		0.0		0.0		0.0	-11.178038114210318	2.0	-9.101517004937842	2.0	-10.724680419658311	2.0	-5.87568808487373	2.0	-3.6225605060634782	3.0		0.0	-10.900522379858318	5.0		0.0	-9.991701429839175	1.0	-11.17660301453117	1.0	-10.408185112138934	1.0		0.0		0.0	-3.179911038622441	1.0	-11.886916122654558	1.0		0.0	-6.911016876391979	2.0		0.0	-8.864606920742322	1.0		0.0	-11.202017635413668	3.0		0.0		0.0		0.0	0.8827220323705752	2.0		0.0	-3.0996084542005593	1.0	1.6068250348541184	1.0	-2.689069594421166	3.0		0.0	-3.2394657981436747	2.0	0.5813587952618178	1.0		0.0		0.0	5.959125312062136	1.0		0.0	0.9285763579064114	1.0	0.7858153267537545	2.0	0.8648599813648831	2.0	7.100723897476287	2.0
samp_28	-5.192016109345502	7.0555655204766	-0.06079951653477188	-4.378954334350864	1.0	-8.480765871679552	2.0	-1.5377448771367488	1.0	-5.27033049561244	4.0		0.0	-4.763978012133919	1.0	-8.104613051913416	1.0	-4.50853860486219	4.0	-5.623403159976583	1.0	-3.728079644876244	3.0		0.0	-12.444893474190813	3.0		0.0	-11.339046855276004	1.0	-4.870272706110839	4.0		0.0	-5.953145857816603	1.0	-6.17120510236176	2.0	-4.0175717226055445	2.0		0.0	-12.259794197268	1.0	-1.956962557968186	2.0		0.0		0.0	-10.850452009460751	1.0		0.0	-3.6248881195301723	1.0	-8.47236965612771	1.0		0.0		0.0		0.0		0.0	-10.53578177119296	2.0		0.0	-8.332311433918056	4.0	-3.18104353964856	2.0	-12.011696169490603	1.0	-6.360179016691641	1.0	-6.974736033554237	1.0		0.0	-9.008455182560214	1.0		0.0	-11.330955448069414	2.0		0.0		0.0	1.2755227267784386	1.0		0.0		0.0	-3.1001374943447066	1.0		0.0	-2.68911569260303	1.0	0.06374445458039149	3.0		0.0	0.5812879559831453	1.0	0.35126492643471796	2.0		0.0	3.8131063524395152	1.0	0.8590815869136844	1.0		0.0		0.0		0.0		0.0
