run	log_F	b1I8_log_P	b1I8_weight	b2F5_log_P	b2F5_weight	b2G8_log_P	b2G8_weight	b2B1_log_P	b2B1_weight	b2G4_log_P	b2G4_weight	b2H8_log_P	b2H8_weight	b2A5_log_P	b2A5_weight	b2G3_log_P	b2G3_weight	b2H3_log_P	b2H3_weight	b2F3_log_P	b2F3_weight	b2G7_log_P	b2G7_weight	b2A6_log_P	b2A6_weight	b2B6_log_P	b2B6_weight	b2B4_log_P	b2B4_weight	b2B2_log_P	b2B2_weight	b2B7_log_P	b2B7_weight	b2B5_log_P	b2B5_weight	b2A2_log_P	b2A2_weight	b2B9_log_P	b2B9_weight	b2A7_log_P	b2A7_weight	b2A9_log_P	b2A9_weight	b2A4_log_P	b2A4_weight	b2A8_log_P	b2A8_weight
samp_87	0.38912454160411963	-4.98715223662383	2.0	-2.1632623732772434	1.0		0.0		0.0	-0.5922911663105528	1.0	-4.745340667789078	1.0		0.0		0.0	-1.5130304516696567	1.0		0.0	-4.613608346692995	1.0	-7.87167757428494	3.0	-4.955725232123142	1.0		0.0	-4.232523692178824	2.0		0.0	-5.312711824571572	2.0	-6.345326632076914	1.0		0.0	-10.11062653893701	2.0	-7.278737487606623	1.0	-5.378900105773821	1.0	-10.033169395756586	3.0
samp_88	-0.18593803214890386		0.0		0.0	-4.756733047884705	1.0	-4.5260426871384185	1.0	-0.5923485609929375	1.0	-4.654670837462927	2.0	-4.643678447970372	1.0	-5.114126986762614	2.0	-1.5243314786791387	2.0	-4.075496898715083	2.0		0.0		0.0		0.0	-0.3524309679034209	2.0		0.0		0.0	-5.203002107367887	1.0		0.0	-9.602839596316336	1.0	-9.847461516426064	3.0	-7.114792506200708	2.0	-5.271647080095218	1.0	-9.774644379436843	1.0
samp_89	0.1523557215773444	-4.952324205488168	1.0		0.0	-4.813885319526879	1.0	-4.576913708192831	2.0	-0.5923503960445001	1.0	-4.712367197353942	1.0		0.0	-5.17823969920815	3.0	-1.5171168891290951	2.0		0.0	-4.587671448940029	1.0	-7.8014636355597435	1.0	-4.920491507579463	1.0	-0.3531712743547038	2.0	-4.206847322552746	1.0		0.0	-5.272124832898814	2.0	-6.293978959038975	1.0		0.0	-10.011145412313006	1.0	-7.216311042045221	2.0		0.0		0.0
samp_90	0.44164466205943115	-4.994093334995703	1.0		0.0		0.0	-4.6109110813926035	1.0	-0.5922722147708405	1.0	-4.751892249551574	1.0		0.0	-5.22288593393915	2.0	-1.5122256175530864	1.0		0.0		0.0	-7.8861955927405685	2.0		0.0	-0.3535734154370386	3.0	-4.237545089474902	1.0		0.0	-5.320887350455759	1.0	-6.355810133459146	3.0	-9.889915750947726	3.0	-10.130987890438002	2.0		0.0		0.0	-10.053215448791732	1.0
samp_91	-0.04359958789346239	-4.918867392291239	2.0		0.0	-4.782374223136171	1.0		0.0		0.0		0.0	-4.668136619394682	2.0	-5.142734996607938	2.0	-1.5210912128773468	2.0		0.0	-4.561853318133019	3.0		0.0	-4.886688845445193	1.0		0.0	-4.181462210373449	1.0	-4.664858538440164	1.0		0.0	-6.246377109165432	2.0	-9.675502092653046	1.0	-9.919350664200838	3.0		0.0		0.0	-9.845170213818594	2.0
samp_92	-0.15326262726792306	-4.898204750781971	2.0	-2.179703612828857	1.0		0.0		0.0		0.0		0.0	-4.649501924094087	1.0	-5.120908381657012	3.0	-1.52356282158744	5.0		0.0	-4.545545487341091	1.0		0.0		0.0		0.0	-4.165474548502477	1.0	-4.645580765104707	3.0	-5.21026672238465	1.0		0.0	-9.619892928614119	2.0		0.0	-7.125207751984227	1.0	-5.278770099982835	1.0	-9.791198187447414	1.0
samp_93	0.022671552137427248	-4.930665767899577	1.0	-2.1738630005251696	3.0	-4.793512225803933	2.0	-4.558912220346065	2.0		0.0	-4.691781371434002	1.0	-4.6787273652031045	1.0	-5.155232580175651	1.0	-1.519682060905192	2.0		0.0		0.0	-7.759776360448554	2.0	-4.898609122587176	1.0	-0.3529250204795679	1.0		0.0	-4.675841551110783	1.0		0.0	-6.2629948320624935	1.0		0.0	-9.951347098995411	3.0		0.0	-5.314952574045937	1.0		0.0
samp_94	0.008813253742256328	-4.92823785801117	1.0		0.0	-4.791224295711008	2.0	-4.556880375000816	1.0		0.0	-4.689468722966529	1.0	-4.676554796035822	3.0	-5.152658357945835	1.0		0.0	-4.093452733364271	2.0		0.0	-7.755191709428209	2.0	-4.896157721348485	3.0	-0.35289593955285564	1.0		0.0		0.0		0.0		0.0	-9.7011746965652	1.0	-9.944734825406684	2.0	-7.174975716978681	3.0		0.0		0.0
samp_95	0.08011498396257984		0.0	-2.1720523444856905	2.0		0.0		0.0		0.0		0.0		0.0	-5.165665617036627	1.0		0.0		0.0	-4.578635690931227	5.0		0.0		0.0	-0.3530393507000228	3.0	-4.197944904639305	4.0	-4.684970959167823	1.0	-5.258485262314401	2.0	-6.2769685748782	2.0		0.0		0.0	-7.195830022286664	1.0	-5.325981897470817	1.0	-9.903058636900214	1.0
samp_96	-0.005422371249949384	-4.925722899500664	1.0	-2.1747662083280352	2.0	-4.788851745599457	2.0		0.0	-0.5923676582096221	1.0		0.0	-4.67429574248078	1.0	-5.149994429425395	1.0	-1.5202725513766822	2.0	-4.092274118104714	1.0	-4.567216519319452	1.0		0.0	-4.8936172690640145	2.0		0.0	-4.186717837122804	1.0	-4.67124485250319	1.0	-5.24155615610335	2.0	-6.256015534535309	1.0		0.0		0.0	-7.170728118368648	1.0	-5.30941867382429	2.0	-9.863373915075355	1.0
samp_97	0.32984656585790284		0.0		0.0	-4.838836673576111	1.0	-4.598729864965704	1.0		0.0	-4.737622381709	4.0	-4.72160756673875	1.0		0.0		0.0	-4.115119228103883	1.0	-4.607617000594157	1.0		0.0	-4.947456051015406	2.0	-0.3534374859642701	1.0	-4.226573514498114	2.0	-4.720492143658343	1.0	-5.303131314816458	1.0	-6.3330997454945965	2.0		0.0	-10.08690270423447	2.0	-7.263790768844975	1.0	-5.369564481100859	2.0		0.0
samp_98	0.11544307657730384		0.0	-2.170952614539524	1.0		0.0	-4.571971794229106	1.0	-0.5923514567919923	1.0	-4.7066952536838125	2.0		0.0		0.0	-1.5178263902108315	1.0	-4.1016610121120705	2.0	-4.5831225729367135	1.0		0.0	-4.914452841055396	1.0		0.0	-4.202362877464449	2.0	-4.690389136392469	2.0		0.0	-6.285369962926883	2.0	-9.751558235976375	1.0	-9.994509682977185	1.0	-7.20593090707224	3.0	-5.3325755107440855	2.0		0.0
samp_99	0.11439152855305826		0.0		0.0	-4.8081134067171	2.0	-4.571831108979822	2.0		0.0		0.0		0.0	-5.171702604055842	2.0		0.0		0.0		0.0		0.0	-4.91428052158248	2.0	-0.3530986841419269	3.0	-4.2022334015008775	1.0	-4.690230007383461	1.0	-5.2650332215783555	1.0	-6.28512126331269	1.0	-9.751076432980764	1.0	-9.994032486213667	1.0	-7.20563289626544	3.0	-5.332380234974177	2.0	-9.918497768266768	1.0
