run	log_tbg	log_alphap	log_betap	b9E5_log_P	b9E5_weight	b9E8_log_P	b9E8_weight	b9F3_log_P	b9F3_weight	b9F4_log_P	b9F4_weight	b9F5_log_P	b9F5_weight	b9F6_log_P	b9F6_weight	b18F3_log_P	b18F3_weight	b18F8_log_P	b18F8_weight	b18F9_log_P	b18F9_weight	b18G1_log_P	b18G1_weight	b18G2_log_P	b18G2_weight	b18G6_log_P	b18G6_weight	b18G7_log_P	b18G7_weight	b18G9_log_P	b18G9_weight	b18H1_log_P	b18H1_weight	b18H3_log_P	b18H3_weight	b17E2_log_P	b17E2_weight
fit	-7.022816782613206	1.7255409369166042	-0.007317468418050279	-0.5519466291744751	1.0	-9.747156911701099	1.0	-8.844054072762141	1.0	-9.606393231098572	1.0	-9.038502132459065	1.0	-7.133316858079102	1.0	-6.313664654146297	1.0	-7.94998333950579	1.0	-3.1145676294708027	1.0	-7.329799664822093	1.0	-3.6220307186046345	1.0	-1.2244750493098473	1.0	-6.415563524563026	1.0	-5.135020233307101	1.0	-4.656620220715288	1.0	-3.6756052355988076	1.0	-5.523330350557421	1.0
samp_00	-20.24873630093264	1.3829507159732584	0.09541883896819112	-0.5499179950923558	2.0	-9.218559326448412	1.0	-8.532909546327081	2.0		0.0	-8.699363522209424	2.0	-6.977986018515139	1.0		0.0	-7.7186784049184425	2.0		0.0	-7.148679205255675	2.0	-3.515733808542907	1.0	-1.2235709328808146	1.0	-6.274277129642584	1.0	-5.013069142767893	1.0		0.0		0.0	-5.397225558746969	1.0
samp_01	-6.813921592587276	1.7462658750560305	-0.07816628201750371	-0.5194690353207553	2.0		0.0	-8.853174532301034	1.0	-9.657268020250834	2.0	-9.052109910149252	1.0		0.0	-6.292253713669897	1.0	-7.946097122849606	1.0		0.0		0.0	-3.5957382051871694	1.0	-1.189795641700472	2.0		0.0	-5.110641229575239	1.0		0.0	-3.6490553095091993	3.0	-5.4996450598651645	2.0
samp_02	-6.970414648859063	1.7531733632042075	0.22113617946378775	-0.67242664437799	1.0	-9.960181939575222	2.0		0.0	-9.83237454498535	1.0	-9.217610264081447	4.0		0.0	-6.447211498871908	1.0		0.0	-3.2414475318528218	3.0		0.0		0.0		0.0	-6.5497790013195525	1.0		0.0	-4.78581344627534	3.0		0.0	-5.654033354865821	1.0
samp_03	-7.230274147138198	1.556108076918223	0.11065478547137429		0.0	-9.641464599845229	3.0		0.0		0.0		0.0	-7.100242557246588	1.0	-6.2844238057098	2.0	-7.900296542298952	2.0	-3.098819142338164	2.0	-7.291089636671305	1.0	-3.60471870226059	1.0	-1.265098173895552	1.0		0.0	-5.110398510769439	1.0		0.0	-3.6590430180597897	2.0	-5.497347318191742	1.0
samp_04	-6.931363263856157	2.161648099649914	-0.1655945871644267	-0.5345921810817431	1.0	-9.993344423270624	3.0	-9.041193537642796	1.0	-9.868584943810378	1.0	-9.241749103992554	2.0	-7.283277786553786	1.0	-6.4566941205654445	1.0		0.0	-3.217968990460141	1.0		0.0	-3.7319342244401863	3.0	-1.185133112306376	1.0		0.0		0.0	-4.785477052412339	1.0	-3.783553484654308	1.0		0.0
samp_05	-7.085085690744458	2.0043113957491103	-0.22372894368723778	-0.49201248278117987	1.0	-9.769808305764071	1.0	-8.871559590869696	1.0	-9.62943512897276	1.0	-9.065442724504836	2.0	-7.163253909833436	1.0		0.0	-7.978688194862038	1.0	-3.1257304594530457	1.0		0.0		0.0	-1.1474985535542759	3.0	-6.444718385434124	1.0		0.0	-4.680852514952808	1.0		0.0	-5.550769322643845	3.0
samp_06	-7.209004243463312	1.8615298866940913	-0.0856345232604149	-0.5327204371581742	1.0		0.0		0.0		0.0	-9.039304829459173	2.0	-7.1570924550417425	1.0	-6.339021911757901	3.0	-7.96347471275963	1.0	-3.1339204290955087	2.0	-7.349919384843978	1.0	-3.6426860964245455	2.0	-1.1996124441607698	2.0		0.0		0.0	-4.681931248239945	1.0		0.0	-5.549378376847126	1.0
samp_07	-6.915944783854888	1.8108706063448798	0.021187323143219403	-0.5772869185197649	2.0	-9.872682634006807	1.0		0.0		0.0		0.0	-7.197319867014616	2.0	-6.374346758670041	2.0	-8.029911491239918	1.0	-3.165764729802079	2.0		0.0	-3.674849774403427	3.0	-1.2493026221514898	1.0	-6.476793447614574	1.0		0.0		0.0		0.0	-5.581325947358882	2.0
samp_08	-6.820540082919589	1.8050807126063624	-0.1444375156075534	-0.4966816162901977	1.0	-9.785484646809445	1.0		0.0	-9.648424814512955	1.0		0.0	-7.110602504087633	1.0	-6.287892037412561	2.0	-7.940724984991805	1.0		0.0	-7.3116586779135035	1.0	-3.588463956779342	1.0	-1.1634027664892739	2.0		0.0	-5.105786873860191	2.0	-4.626489056302001	1.0	-3.6413539926959455	2.0	-5.495064667493912	1.0
samp_09	-7.030292444256004	1.6327847824863193	0.02760015691801424	-0.5562810919891256	3.0	-9.703173148156594	1.0	-8.807210970096014	2.0	-9.560136083031441	2.0	-9.000808476046961	1.0	-7.102954105176545	1.0		0.0	-7.915960072856072	2.0		0.0		0.0	-3.597792917940375	1.0	-1.2305476443548053	1.0		0.0		0.0		0.0		0.0	-5.494903126579044	3.0
samp_10	-7.125712480869862	1.5206139380649866	0.16333729511109266	-0.6147299452432357	2.0	-9.686784939618851	3.0		0.0	-9.542282600321842	2.0	-8.997417041237444	1.0	-7.112324057346434	1.0	-6.2951445289480175	2.0		0.0	-3.1095660336685316	1.0	-7.305760126208436	1.0		0.0		0.0	-6.396673260190141	1.0	-5.120127797404792	1.0		0.0	-3.669894440891066	1.0	-5.507194639605743	1.0
samp_11	-6.832713957672099	1.5970870550649694	0.04731561266010524	-0.5614187524071316	1.0	-9.768663412801663	1.0		0.0		0.0		0.0	-7.101920902881964	1.0	-6.280358834276135	1.0	-7.92987258798071	2.0	-3.0855121814233284	1.0	-7.302381563035289	1.0	-3.591812815939837	1.0	-1.2360899034078099	1.0	-6.382580591935992	2.0	-5.1008155875510255	2.0	-4.622674852335591	1.0	-3.645938253242091	1.0	-5.489019665200029	1.0
samp_12	-7.250751482795973	1.8270717057129922	-0.24373578582637584		0.0	-9.578746561260644	1.0	-8.727102979957264	1.0	-9.429440144561504	1.0	-8.915275972800854	1.0		0.0	-6.2399796227535065	2.0	-7.85162304007521	1.0		0.0	-7.245018454434707	2.0	-3.5475753721656145	2.0	-1.116615576680582	2.0	-6.341235793137768	1.0	-5.063769073662848	1.0	-4.585591721518195	1.0		0.0	-5.451913962188807	1.0
samp_13	-7.184321031069893	1.9939499698545595	-0.3231421349079099		0.0	-9.658424102625768	3.0	-8.788345760760333	1.0	-9.512293779645542	1.0		0.0	-7.102815838617998	2.0	-6.284627479676133	1.0	-7.906003758305436	1.0		0.0	-7.294318115217604	2.0	-3.5807957355376416	1.0	-1.101016215874485	2.0		0.0	-5.105030683594319	1.0	-4.625511507132891	1.0	-3.632170303812842	1.0		0.0
samp_14	-7.236703380974637	1.7103976072705909	0.07364512564164204	-0.5914575660976669	1.0	-9.721430013131998	1.0	-8.8488495939817	3.0	-9.577200363430183	1.0	-9.039553505861097	3.0		0.0		0.0	-7.965688546569818	1.0		0.0		0.0	-3.6560671280609656	1.0		0.0		0.0		0.0	-4.689514999333107	2.0	-3.709906361081482	3.0	-5.5551690663598245	1.0
samp_15	-6.716704983199471	1.709858817452369	0.14680966500982678		0.0	-9.979318239922712	1.0		0.0	-9.85781017228909	1.0		0.0		0.0	-6.393116072948199	1.0		0.0	-3.185417806626203	4.0		0.0	-3.6938978838441727	1.0	-1.306345575464232	1.0	-6.496264187099285	3.0	-5.207972646389416	1.0	-4.72834977131438	2.0		0.0	-5.597523307759726	2.0
samp_16	-6.645466889931632	1.784375157551098	-0.17606195669292712		0.0		0.0	-8.852663718103308	1.0		0.0		0.0		0.0	-6.265341906475872	2.0		0.0	-3.0565156820163155	1.0	-7.296396205002254	3.0	-3.563561595878065	1.0	-1.144618346841349	2.0	-6.368151937542492	3.0	-5.080941184341974	2.0	-4.601311698060884	1.0		0.0	-5.470654618413391	1.0
samp_17	-7.534739033506444	1.362472452238843	0.1094159705161615	-0.55442604844315	2.0	-9.43580082773599	1.0	-8.630600079728815	1.0	-9.28254974728007	1.0	-8.812948935630745	1.0		0.0	-6.182101263882288	1.0	-7.772093639106689	3.0		0.0		0.0	-3.5140102173597305	1.0	-1.2275879948829467	1.0	-6.282651721566182	3.0	-5.0131915039789146	1.0		0.0	-3.5687922035900352	1.0		0.0
samp_18	-6.845841395061332	1.7187544811275546	0.13400288573986613	-0.6239696314108499	2.0	-9.917921046643164	1.0		0.0	-9.78980593647298	2.0	-9.165628818278535	3.0	-7.2116004167986745	1.0		0.0	-8.052399469715619	1.0	-3.1827093993399798	2.0		0.0		0.0		0.0	-6.490081817501949	2.0	-5.2047303670477465	1.0	-4.72554836912345	1.0	-3.745216143431912	1.0		0.0
samp_19	-7.38484921004897	1.6037338339771754	-0.0010208469597644293	-0.5359994614674646	1.0	-9.55480314995632	1.0		0.0		0.0	-8.907041063116305	1.0	-7.063148808752597	1.0		0.0	-7.852394620589189	2.0		0.0	-7.250189355649277	1.0	-3.5696293299293504	1.0	-1.210097461434795	1.0	-6.3502307120196315	2.0	-5.076647262489309	1.0	-4.599814550422878	1.0	-3.623497852280101	3.0	-5.463445330709433	1.0
samp_20	-7.889453671786983	1.59921139744089	0.018292062171806657	-0.5456618971905367	2.0	-9.458368273970779	1.0	-8.680281590737073	1.0		0.0	-8.859036021759406	1.0		0.0	-6.251649543230177	4.0	-7.831752736850811	1.0		0.0		0.0		0.0	-1.2199866153325765	1.0	-6.351965249433492	1.0	-5.082603569167902	1.0	-4.60646300513329	2.0	-3.6308835685560465	1.0	-5.46864105072988	1.0
samp_21	-6.983171682915882	-12.46572676256346	14.101825187773928		0.0		0.0		0.0	-9.56068986108903	3.0	-8.995359760882083	3.0	-7.093518352621669	1.0	-6.277835734203604	2.0	-7.908445185621879	1.0		0.0		0.0	-3.643152241465345	1.0		0.0	-6.379311850196192	3.0	-5.110416889425163	2.0		0.0		0.0	-5.493653913083356	1.0
samp_22	-7.026321210870214	2.244822292681956	-0.354213374767483		0.0	-9.873294546157803	2.0		0.0	-9.739154800030704	1.0	-9.148669071078524	2.0	-7.222754917183197	2.0	-6.398811472794886	1.0		0.0	-3.1590537217691343	1.0		0.0	-3.6713515509846593	1.0	-1.112312991609133	2.0	-6.501289671702035	1.0	-5.21135035193774	2.0	-4.728818785395586	1.0		0.0	-5.603239111599183	1.0
samp_23	-7.551215442648276	2.459406253002546	-0.6321947696634584		0.0	-9.662149221835536	1.0	-8.831198692454938	2.0		0.0	-9.016744559860667	1.0	-7.1729244085112835	3.0	-6.354929519607282	1.0		0.0		0.0		0.0		0.0		0.0	-6.456335084774106	1.0	-5.169936821395304	2.0	-4.686812749278015	1.0	-3.6659885755817103	3.0	-5.5623770202046305	2.0
samp_24	-7.253677859237802	1.7040536229359222	0.07378839585137377	-0.5907619475106098	4.0	-9.711693985056629	1.0		0.0		0.0	-9.032779565896586	1.0	-7.157097993862009	1.0	-6.3402046024207115	1.0	-7.960591367119095	1.0		0.0		0.0	-3.653281539071039	1.0		0.0		0.0	-5.164310500184314	2.0	-4.686475444874136	3.0	-3.7071168646327215	1.0	-5.5519608339309885	1.0
samp_25	-6.658965745144603	2.5129422009219704	-0.29159742708728476	-0.5258627373917841	1.0	-10.305123311213695	1.0	-9.272206991018969	3.0	-10.213176495532794	1.0	-9.482218974046996	2.0	-7.421111182557389	1.0		0.0		0.0	-3.289467857406866	3.0		0.0		0.0	-1.1481262591874613	2.0		0.0		0.0	-4.8873243606851435	2.0	-3.860496811782842	1.0		0.0
samp_26	-7.687181957083184	-14.22487470187217	15.838355074814503		0.0	-9.492917075885794	1.0		0.0		0.0	-8.876689234151526	3.0		0.0	-6.256372892760431	1.0	-7.840768403795699	2.0	-3.138924845489805	3.0	-7.247766252099176	2.0	-3.630850797819721	1.0		0.0	-6.356574027914345	3.0		0.0	-4.624694629492424	1.0		0.0		0.0
samp_27	-7.888982767475673	1.658924610669406	-0.02781247282000702	-0.5309051843047985	1.0	-9.46670576778844	1.0		0.0		0.0	-8.866645388849445	3.0		0.0	-6.258229514446535	2.0	-7.838905856301338	2.0	-3.0746616389450967	2.0		0.0		0.0	-1.2039490475785644	2.0	-6.3585880667765675	1.0		0.0		0.0		0.0	-5.47487682971774	3.0
samp_28	-6.548576766154823	1.5939066712375025	0.06091248196263942	-0.5684506193245992	2.0		0.0	-8.906620318556653	1.0	-9.784791345133089	1.0		0.0	-7.120671773145638	1.0	-6.293383057484929	1.0	-7.978407813617663	1.0	-3.0912354848257255	1.0	-7.331623698547881	2.0	-3.5977937161278266	1.0	-1.2433174741478217	1.0	-6.396585379735834	1.0	-5.1084864778971335	1.0		0.0	-3.6520481761076	2.0	-5.497788914926259	1.0
samp_29	-6.9116138768946795	2.097628511553131	-0.025626224965262585	-0.5836748922551669	2.0	-10.062761153590506	1.0	-9.09737599726887	1.0		0.0	-9.299631978413682	2.0		0.0		0.0		0.0	-3.2614944127530063	5.0	-7.5334280195139804	1.0	-3.775941416118565	2.0	-1.245065120741298	1.0		0.0	-5.308413541234761	1.0	-4.8261998677990725	1.0		0.0		0.0
samp_30	-7.29109617258061	1.283484376892738	0.20153466136569995	-0.5956101884012618	2.0	-9.502943446633985	1.0	-8.665193600475924	1.0	-9.351188830846047	2.0	-8.851681070813038	1.0		0.0	-6.191907401648991	2.0	-7.795032683783758	2.0		0.0	-7.1925627682541595	1.0		0.0		0.0	-6.292808120964259	1.0	-5.021571202573221	2.0		0.0	-3.5791789979056623	1.0	-5.4072856394025335	1.0
samp_31	-6.779422993526661	-14.329238897184426	16.058411794598637		0.0	-9.853927115034335	1.0		0.0	-9.722022601941442	1.0		0.0	-7.150612720629243	1.0		0.0		0.0	-3.2000497710947315	1.0	-7.355521068941004	2.0	-3.6913135975147373	3.0		0.0	-6.4327212756945755	1.0	-5.159076618771194	1.0	-4.685909720661935	3.0	-3.750024857958598	1.0	-5.543074082419539	2.0
samp_32	-7.974925669038416	-11.007770134544073	12.62716670158401		0.0	-9.446130669850215	1.0	-8.675468966484093	1.0		0.0	-8.853206268398631	1.0	-7.0629557729106445	2.0	-6.256949047133366	2.0	-7.8305210104282414	1.0		0.0	-7.243416713509361	1.0		0.0		0.0	-6.356859226740158	1.0	-5.098209144245351	2.0	-4.627269558524027	1.0	-3.692398702360581	2.0	-5.479633863571984	2.0
samp_33	-7.522698477370244	1.5835578604964515	0.007983892886288054	-0.5374080352415982	1.0	-9.513920073867839	3.0		0.0	-9.362182078972692	1.0	-8.882546539706802	2.0	-7.054480066923962	1.0	-6.242019695699357	1.0	-7.837100555161936	1.0		0.0	-7.239262808275498	2.0	-3.5648629916010037	2.0	-1.2117584487266806	1.0		0.0	-5.070787815376352	1.0		0.0	-3.6187998937471533	1.0		0.0
