run	log_tbg	log_alphap	log_betap	b1A1_log_P	b1A1_weight	b2C6_log_P	b2C6_weight	b2C7_log_P	b2C7_weight	b2C8_log_P	b2C8_weight	b2C9_log_P	b2C9_weight	b2D1_log_P	b2D1_weight	b2D2_log_P	b2D2_weight	b2D3_log_P	b2D3_weight	b2D4_log_P	b2D4_weight	b2D5_log_P	b2D5_weight	b2D6_log_P	b2D6_weight	b2D7_log_P	b2D7_weight	b2D8_log_P	b2D8_weight	b2D9_log_P	b2D9_weight	b2E1_log_P	b2E1_weight	b2E3_log_P	b2E3_weight	b2E6_log_P	b2E6_weight	b2E7_log_P	b2E7_weight	b2E8_log_P	b2E8_weight	b2E9_log_P	b2E9_weight	b2F1_log_P	b2F1_weight	b2F2_log_P	b2F2_weight	b1B8_log_P	b1B8_weight	b1B9_log_P	b1B9_weight	b1C1_log_P	b1C1_weight	b1C2_log_P	b1C2_weight	b1C3_log_P	b1C3_weight	b1C4_log_P	b1C4_weight	b1C5_log_P	b1C5_weight	b1C6_log_P	b1C6_weight	b1C7_log_P	b1C7_weight	b1C8_log_P	b1C8_weight	b1C9_log_P	b1C9_weight	b1D1_log_P	b1D1_weight	b1D2_log_P	b1D2_weight	b1D3_log_P	b1D3_weight	b1D4_log_P	b1D4_weight	b1D5_log_P	b1D5_weight	b1D6_log_P	b1D6_weight	b1D7_log_P	b1D7_weight	b1D8_log_P	b1D8_weight	b1D9_log_P	b1D9_weight	b1E1_log_P	b1E1_weight	b1E2_log_P	b1E2_weight
samp_09	-5.541298007048435	6.500940195793946	0.02199426149791259		0.0		0.0		0.0		0.0		0.0	-4.751797691510972	3.0	-7.73721538708752	1.0	-4.494661964782989	1.0	-5.58947028640656	1.0	-3.724167235307639	3.0	-11.028136607691572	1.0		0.0	-5.950084436769778	2.0	-10.862511842578149	1.0	-4.847757886058429	1.0	-10.537453871330278	1.0	-5.8902137395481455	3.0		0.0		0.0	-5.418151880558878	3.0		0.0	-1.9592162379072262	2.0		0.0		0.0	-10.342713595520046	1.0	-5.842479266362212	2.0	-3.6194282448225925	2.0	-8.025207925829738	1.0		0.0	-11.471399479493993	1.0	-9.61905981008566	1.0		0.0		0.0		0.0	-7.903372423645266	5.0		0.0		0.0	-6.259584495828207	1.0		0.0	-10.62168939495849	2.0	-8.485210574777446	2.0		0.0	-10.80882004277276	1.0	-3.815219974624499	2.0
samp_10	-5.65352551275635	6.413993915398513	0.07806759639448962		0.0	-8.025892474147847	4.0	-1.5374325879152075	3.0		0.0		0.0	-4.755515962766715	1.0		0.0	-4.496979778481737	2.0	-5.593178488477995	1.0		0.0	-10.996738712476116	2.0	-11.892376459753342	1.0		0.0	-10.82520678484778	2.0		0.0	-10.506391802976927	1.0		0.0		0.0	-4.023147509937396	1.0	-5.420681903808184	1.0	-11.732102240900543	2.0		0.0	-10.783803022301466	2.0	-8.708681076812368	1.0		0.0	-5.844437899474713	3.0		0.0	-7.984559070098027	1.0	-10.467191449206702	1.0		0.0	-9.569813785825351	1.0	-10.764241490223382	1.0		0.0		0.0		0.0		0.0	-11.475557263986053	2.0	-6.256358353307152	2.0	-6.765544376602234	1.0	-10.572486606941107	1.0	-8.430632470679935	1.0	-4.436951560579827	2.0	-10.758585843767376	2.0	-3.8172530993150673	2.0
samp_11	-5.339369267754151	6.569040458878251	0.06592428231683636	-4.378570739656145	2.0		0.0	-1.537993789647014	1.0	-5.27497110966619	1.0	-4.956779881298587	2.0		0.0	-7.8514250705375455	1.0		0.0		0.0		0.0		0.0		0.0	-5.9965292067415135	2.0		0.0	-4.865015421621079	4.0		0.0		0.0		0.0	-4.025647162227182	3.0		0.0		0.0		0.0	-10.941950361822459	1.0	-8.893318480207297	1.0		0.0		0.0	-3.6246897259822197	1.0		0.0	-10.65515037249045	1.0	-11.598181211640526	1.0	-9.759185784023249	3.0	-10.935307212035534	2.0		0.0	-7.911942792118764	3.0		0.0	-3.1830275730327084	2.0	-11.643622271194602	2.0		0.0	-6.863376917389485	1.0	-10.762530281865669	2.0	-8.650189462674918	1.0	-4.445837966158308	1.0	-10.951945349342632	1.0	-3.8212875366833927	5.0
samp_12	-5.506307035098943	6.555454960049291	0.018715689134549577		0.0	-8.104541270183692	1.0		0.0		0.0		0.0	-4.753691094035422	4.0	-7.77362958043624	1.0	-4.496595440756333	2.0	-5.594788478276438	2.0	-3.72469129551163	1.0	-11.07719784567237	2.0	-11.990690879161265	2.0	-5.959102332526144	2.0		0.0		0.0		0.0	-5.8989802201481965	3.0	-6.09993944797259	1.0		0.0	-5.423341821569553	1.0		0.0	-1.9589473077263562	1.0	-10.873123000281938	1.0		0.0	-10.39956350612672	2.0	-5.850107697823693	2.0	-3.620138081721964	1.0	-8.069265673753616	1.0	-10.572998833744009	2.0	-11.525241558662639	2.0		0.0		0.0	-10.078680361113626	1.0	-7.813279024071083	1.0	-7.945317185076421	3.0		0.0		0.0	-6.272483830746773	2.0	-6.799730333525566	1.0		0.0		0.0	-4.436133730446805	1.0		0.0	-3.8158568003075093	1.0
samp_13	-5.444614575372499	6.66405110546884	0.033029414312099874	-4.374270887547793	1.0		0.0		0.0	-5.264206879190443	2.0	-4.950813767345335	1.0	-4.759887502904319	2.0	-7.863609369893555	3.0	-4.502340092875234	1.0	-5.610091641596256	2.0		0.0		0.0	-12.121134685082982	2.0	-5.983258696051257	1.0	-11.037986467986462	3.0	-4.859597230135615	1.0		0.0	-5.922230917421036	1.0	-6.128573763824324	3.0	-4.0204738829412525	1.0		0.0	-11.948369680819619	1.0		0.0	-10.996495813464769	2.0		0.0	-10.531787216245398	2.0	-5.871008801808053	1.0	-3.622505409401132	2.0		0.0		0.0	-11.652383995117912	2.0	-9.803139392555234	1.0		0.0		0.0		0.0	-8.048517520688112	1.0	-3.181047208283633	2.0	-11.697619061859976	1.0		0.0		0.0		0.0	-8.668347074901313	1.0	-4.441302218286372	1.0	-11.003543344982724	2.0	-3.8182840449159197	1.0
samp_14	-5.490329916003952	6.743420189934414	-0.013779908944191743		0.0	-8.212382245233728	1.0		0.0		0.0	-4.944944211954203	1.0		0.0	-7.8657857005425	2.0		0.0		0.0		0.0	-11.224466675844514	4.0		0.0	-5.969670678622401	1.0	-11.066667537819708	1.0		0.0	-10.729716622478202	1.0	-5.909803748844912	1.0	-6.115253610710811	1.0	-4.016019909820686	1.0	-5.428415351437626	2.0		0.0	-1.9576485152862027	2.0		0.0	-8.9380815475386	1.0	-10.558280557292704	4.0		0.0	-3.620498795378956	3.0		0.0	-10.73320748821694	4.0		0.0	-9.825737038684043	1.0	-11.016925177638345	1.0	-10.237621756420017	2.0		0.0		0.0		0.0		0.0	-6.291573521528671	1.0		0.0	-10.841045912208209	1.0	-8.675324369389113	1.0	-4.437053195017422	2.0	-11.031172121901415	3.0	-3.8155617982876717	2.0
samp_15	-5.648791576765524	6.595786356559042	-0.002893427892601196		0.0	-8.082791747770306	2.0	-1.5367198393606871	1.0	-5.244214321676312	1.0	-4.9350455034506195	1.0	-4.747412735949282	5.0	-7.754097207104433	1.0	-4.492080296722158	1.0		0.0		0.0	-11.091056893782564	2.0	-11.995348390157638	1.0	-5.94378387181419	1.0		0.0		0.0	-10.598383452769724	2.0	-5.884826862547804	2.0	-6.083962920317274	2.0	-4.015194865423275	1.0	-5.413396850994537	1.0		0.0	-1.9581077381536283	2.0		0.0	-8.785818902414308	1.0	-10.39677945753953	1.0		0.0	-3.6180515937268365	1.0		0.0	-10.57101707872005	1.0	-11.53278153570952	2.0		0.0	-10.86525817249754	1.0		0.0	-7.780939243149072	2.0		0.0	-3.178406854632235	3.0		0.0		0.0		0.0	-10.677517897735902	2.0	-8.503938499307647	1.0	-4.431744006263633	2.0		0.0	-3.813179789411963	1.0
samp_16	-5.395167774047093	6.503699697039661	0.1025759332606163	-4.380179789261042	2.0		0.0	-1.5381500355384619	1.0	-5.2783577137197195	1.0		0.0		0.0	-7.827237738523166	1.0	-4.508390675674389	2.0		0.0	-3.7309741797158105	1.0	-11.110752218669338	1.0	-12.03460432706724	1.0		0.0		0.0	-4.866421890654833	2.0	-10.618770139531808	1.0	-5.9343471940160075	1.0	-6.139556437092016	2.0		0.0	-5.44874818536358	6.0		0.0		0.0		0.0	-8.861095362028067	3.0		0.0		0.0		0.0	-8.134791928129452	3.0	-10.620758802085472	1.0		0.0	-9.725605711304944	1.0	-10.903099294176686	1.0	-10.130511640473387	1.0		0.0	-8.009921555869616	1.0		0.0	-11.611047946256644	1.0	-6.316646932572995	1.0	-6.852293230623064	3.0	-10.72772129579657	1.0	-8.612300628524826	2.0	-4.447503786421412	1.0	-10.916432803700243	2.0		0.0
samp_17	-5.544314501888127	6.356449213158586	0.11628179366347977	-4.375984471750781	2.0	-8.039332053918168	1.0		0.0	-5.267952263705191	1.0	-4.948443059136894	1.0		0.0	-7.71936205875447	1.0		0.0	-5.607848769694883	1.0	-3.729725588467662	1.0	-10.981771199494606	1.0		0.0	-5.966625325006671	1.0		0.0	-4.857341173091723	2.0	-10.492599120075148	1.0		0.0	-6.103462340317133	1.0		0.0	-5.432402555610901	1.0	-11.720697658338171	2.0		0.0	-10.773346153514677	1.0	-8.71976209152744	1.0		0.0	-5.860437621590766	2.0	-3.6238176306859495	1.0	-8.003320122950916	4.0	-10.46546407105158	2.0		0.0	-9.574315901992335	1.0	-10.757024015621925	1.0	-9.972291747059629	1.0		0.0	-7.884061976424708	1.0	-3.1838136754107276	1.0	-11.465767871025891	3.0		0.0	-6.783281879655645	1.0	-10.570785094209736	2.0	-8.45381055332342	1.0	-4.442920532124065	2.0	-10.756945733315307	1.0	-3.8210979444182946	1.0
samp_18	-5.684665212087739	6.404704129984475	0.10911081345259745	-4.373309508842507	1.0	-8.037478677265986	4.0	-1.5377017688467163	1.0	-5.261710679515039	1.0	-4.944927852962541	1.0	-4.75973033194507	2.0	-7.71831137596333	1.0	-4.500266904176888	1.0		0.0	-3.727895996218494	1.0	-11.016561183290012	1.0	-11.911479318668126	1.0	-5.959237218240179	1.0	-10.844413015921313	2.0	-4.854131202565599	2.0		0.0		0.0		0.0		0.0		0.0	-11.751611589041664	4.0		0.0	-10.802956787606465	3.0		0.0	-10.311873729360759	2.0		0.0		0.0	-7.995735320232478	2.0	-10.48498699630184	2.0		0.0	-9.585394258971133	1.0		0.0		0.0		0.0	-7.876619359850772	4.0	-3.1825266878398617	1.0	-11.494917821023094	2.0		0.0	-6.775907591091072	1.0		0.0		0.0	-4.440114650733575	1.0		0.0	-3.8191657570590376	1.0
samp_19	-5.339267726810541	6.667444342886265	0.07211438758635765		0.0	-8.268314383571449	2.0	-1.5380677757305594	2.0	-5.2790770846586925	2.0	-4.961610273682467	2.0		0.0	-7.920362167012509	1.0	-4.509517773694388	2.0		0.0	-3.730324416021342	1.0		0.0	-12.174386009806565	1.0	-6.010452802845484	1.0	-11.08516955641094	1.0		0.0	-10.743259045368161	2.0	-5.94775563032436	1.0	-6.158555902176374	1.0		0.0	-5.454532773185259	1.0	-11.997696729192366	1.0		0.0		0.0		0.0	-10.586395805925152	3.0	-5.8961305870917124	1.0	-3.6256633439854227	1.0	-8.246535676608765	1.0		0.0	-11.702206240191348	1.0	-9.859975278444267	1.0	-11.039187962113743	1.0		0.0		0.0	-8.11656093352624	2.0	-3.183148679935879	1.0	-11.747933528600255	1.0		0.0		0.0	-10.868985310898243	2.0	-8.745050902847277	1.0	-4.448082573962947	3.0	-11.059485713118606	4.0		0.0
samp_20	-5.476649204766953	6.668959244238793	0.04496192554319096	-4.374796136354495	2.0	-8.213188743267342	1.0	-1.537527104007813	1.0		0.0		0.0		0.0	-7.869084937368639	3.0	-4.5029418797748155	1.0	-5.611372220912445	1.0	-3.727103763827312	1.0		0.0	-12.135131781596357	2.0		0.0	-11.052825050527229	4.0		0.0	-10.716322610599725	1.0		0.0		0.0		0.0	-5.438923900323953	1.0		0.0	-1.95870252353949	1.0	-11.011307969229144	1.0	-8.932736490547889	3.0	-10.545329164489827	2.0		0.0	-3.6227708917977988	2.0	-8.182281007137503	2.0	-10.71987185276345	1.0	-11.667015320451709	1.0	-9.81511848973902	1.0	-11.003166004804285	1.0		0.0		0.0	-8.053199007452879	1.0		0.0		0.0	-6.308151243296479	1.0	-6.856779248554736	2.0	-10.827588095843904	2.0	-8.674222773081707	2.0	-4.441859793282617	1.0		0.0	-3.818581510897423	2.0
samp_21	-5.643719769792399	6.3965401044087775	0.0993299073629323	-4.3727130024396015	1.0		0.0	-1.5377323792523063	1.0	-5.260648690536767	1.0	-4.943874174429042	1.0		0.0	-7.713721385143423	2.0		0.0		0.0	-3.727596303214249	2.0	-11.000789053473735	1.0	-11.897400423347557	1.0	-5.957367829177054	1.0	-10.829916455191931	1.0	-4.853146916952802	1.0	-10.51057948695379	3.0	-5.8970690306053735	1.0	-6.094362671429182	1.0		0.0		0.0	-11.736620375186806	1.0		0.0	-10.78853102046267	1.0	-8.715723143938549	2.0	-10.300480629765271	1.0		0.0	-3.622092940397324	1.0	-7.992467015941156	1.0	-10.473238493013383	4.0		0.0		0.0	-10.769490935467196	3.0		0.0		0.0	-7.87337227140213	2.0	-3.1823714113271784	1.0		0.0	-6.26369211057882	1.0	-6.773138207629481	4.0	-10.578550475718549	1.0	-8.43948722618679	1.0		0.0		0.0	-3.8188338693226584	2.0
samp_22	-5.369782821076392	6.467233922827528	0.1065461212889832	-4.3806824180207835	1.0	-8.144316033260607	1.0	-1.5382640113287283	1.0		0.0	-4.95850235580166	2.0	-4.770275835197594	1.0		0.0	-4.508800749646645	4.0	-5.626427720362451	1.0		0.0		0.0	-12.004412014421911	1.0		0.0		0.0	-4.866592702158004	2.0	-10.589199627812052	2.0		0.0	-6.138035373254798	1.0		0.0		0.0		0.0		0.0	-10.881524443781979	1.0	-8.838373532055646	1.0		0.0	-5.88621141461229	2.0	-3.625908001600628	1.0		0.0	-10.590764660021199	2.0	-11.535447132343723	1.0		0.0		0.0	-10.101599506864389	1.0	-7.8683129368288895	2.0	-7.99416814195984	1.0	-3.184463323787063	3.0	-11.580587500860913	2.0		0.0	-6.846319650262285	4.0	-10.697531561316005	2.0		0.0	-4.448012220629082	2.0	-10.885954665872578	2.0		0.0
samp_23	-5.536356196336261	6.56599004439862	-0.015192846787623358	-4.3655191030057265	1.0	-8.077667173616426	1.0	-1.5367751585831904	1.0	-5.245405787376541	1.0		0.0		0.0	-7.749104352602375	1.0		0.0	-5.583535968544933	1.0	-3.722446386815983	1.0	-11.054113653345391	1.0	-11.963791495597505	3.0		0.0	-10.889494611742867	1.0	-4.8450637090358475	1.0	-10.562684797321365	1.0	-5.885669493556007	1.0	-6.084885609226322	1.0		0.0		0.0	-11.797599529808949	1.0	-1.9583474845893842	2.0	-10.848111047816744	3.0		0.0	-10.370874171753517	1.0	-5.836801555886492	3.0	-3.6181486227616886	2.0		0.0		0.0	-11.499380292607631	1.0	-9.645077757920072	3.0	-10.834130997717274	1.0		0.0	-7.783581735399362	2.0	-7.9165914252000436	1.0	-3.178627686602572	3.0		0.0		0.0	-6.778748381099021	1.0	-10.650582590884795	1.0	-8.505235959512222	2.0		0.0	-10.838266656010186	1.0		0.0
samp_24	-5.481261229898236	6.617795088984779	-0.0053136532827858	-4.368831956670842	2.0	-8.13332923392486	1.0	-1.5370116466321895	1.0	-5.252415517649022	2.0		0.0		0.0	-7.797938123893304	1.0	-4.496102859340013	1.0	-5.593683145898102	5.0	-3.7240303508493815	2.0		0.0	-12.03183499669402	1.0	-5.960094055988387	1.0	-10.953016019734935	1.0	-4.85073338944683	1.0	-10.621173390930934	1.0		0.0	-6.102321200470698	1.0	-4.017373848497383	1.0		0.0	-11.862215398009837	1.0	-1.9583599090281267	2.0	-10.911599751385546	2.0	-8.840228515828345	2.0		0.0		0.0	-3.6197925475391526	3.0		0.0		0.0		0.0	-9.714204068275818	2.0		0.0	-10.120751514520839	1.0	-7.8401127660848875	2.0		0.0		0.0		0.0	-6.275926503453361	2.0		0.0	-10.72186552364096	1.0	-8.577083141903447	1.0		0.0	-10.910560696888917	2.0	-3.8151919453690915	1.0
