run	log_tbg	log_alphap	log_betap	b1A1_log_P	b1A1_weight	b2C6_log_P	b2C6_weight	b2C7_log_P	b2C7_weight	b2C8_log_P	b2C8_weight	b2C9_log_P	b2C9_weight	b2D1_log_P	b2D1_weight	b2D2_log_P	b2D2_weight	b2D3_log_P	b2D3_weight	b2D4_log_P	b2D4_weight	b2D5_log_P	b2D5_weight	b2D6_log_P	b2D6_weight	b2D7_log_P	b2D7_weight	b2D8_log_P	b2D8_weight	b2D9_log_P	b2D9_weight	b2E1_log_P	b2E1_weight	b2E3_log_P	b2E3_weight	b2E6_log_P	b2E6_weight	b2E7_log_P	b2E7_weight	b2E8_log_P	b2E8_weight	b2E9_log_P	b2E9_weight	b2F1_log_P	b2F1_weight	b2F2_log_P	b2F2_weight	b1B8_log_P	b1B8_weight	b1B9_log_P	b1B9_weight	b1C1_log_P	b1C1_weight	b1C2_log_P	b1C2_weight	b1C3_log_P	b1C3_weight	b1C4_log_P	b1C4_weight	b1C5_log_P	b1C5_weight	b1C6_log_P	b1C6_weight	b1C7_log_P	b1C7_weight	b1C8_log_P	b1C8_weight	b1C9_log_P	b1C9_weight	b1D1_log_P	b1D1_weight	b1D2_log_P	b1D2_weight	b1D3_log_P	b1D3_weight	b1D4_log_P	b1D4_weight	b1D5_log_P	b1D5_weight	b1D6_log_P	b1D6_weight	b1D7_log_P	b1D7_weight	b1D8_log_P	b1D8_weight	b1D9_log_P	b1D9_weight	b1E1_log_P	b1E1_weight	b1E2_log_P	b1E2_weight
samp_25	-5.719791306457755	6.256950666302972	0.08543838039799136	-4.366400105990504	1.0	-7.9183037174351005	2.0		0.0	-5.246356300070732	1.0	-4.930823047542888	1.0		0.0	-7.61302732441711	1.0		0.0	-5.57743720386813	1.0	-3.725168331277149	1.0	-10.854904698243061	1.0		0.0	-5.924241548210638	2.0	-10.673861517611433	2.0	-4.841069388299534	1.0		0.0	-5.865076992525304	1.0	-6.055976859022985	3.0	-4.024486582885416	3.0		0.0	-11.579538625458168	1.0		0.0	-10.632549089990635	1.0		0.0	-10.127947382082601	1.0		0.0	-3.619227322365162	2.0	-7.87393336175152	3.0		0.0	-11.275413788788622	1.0	-9.41293866305664	3.0	-10.605012610658783	1.0	-9.800591171151435	2.0	-7.63355327679198	1.0	-7.760436606294505	2.0		0.0		0.0		0.0		0.0		0.0	-8.293933711886968	2.0		0.0		0.0	-3.8160162722310598	3.0
samp_26	-5.646427131128936	6.5734019842219205	-0.01786852795436759	-4.363302356356899	1.0	-8.05671483120321	2.0	-1.5365292482811	1.0	-5.240146820849171	2.0		0.0	-4.744753107159039	1.0	-7.731079520701643	1.0		0.0	-5.5764909810433	1.0		0.0	-11.05573861899928	2.0		0.0	-5.935875415865282	1.0	-10.886572064975766	2.0	-4.841785957716154	2.0		0.0	-5.877208782389151	2.0		0.0	-4.014185518741747	1.0	-5.408230064471051	1.0		0.0	-1.9580380115988174	2.0		0.0	-8.754107792153428	3.0	-10.358447066513088	1.0	-5.828211613111746	2.0	-3.617041827309714	1.0	-8.013690501055505	1.0		0.0		0.0	-9.62819880298414	1.0		0.0	-10.03218112807712	1.0	-7.756372293849658	2.0	-7.8915343589393805	2.0		0.0	-11.53945599770598	2.0	-6.244156123526778	1.0	-6.7632055305992775	1.0	-10.638467115430744	2.0		0.0		0.0		0.0	-3.812066540075336	2.0
samp_27	-6.065086712429096	6.126668640654904	0.11612547047173162	-4.3621926238256705	1.0		0.0	-1.5372998230637285	3.0		0.0		0.0	-4.744754016902523	1.0		0.0		0.0	-5.558435723620547	1.0	-3.724177053061787	2.0	-10.74707387923428	2.0		0.0	-5.894526309769505	1.0	-10.534925221713271	2.0	-4.831725076932531	3.0	-10.255466149889896	2.0	-5.836727337436738	1.0	-6.021510194629038	1.0	-4.025356801095973	2.0	-5.388469530545266	2.0	-11.451793747682807	2.0		0.0	-10.49295203573747	2.0	-8.428484314574298	1.0		0.0	-5.795871056825581	4.0	-3.617651927976533	1.0		0.0		0.0		0.0	-9.227303267916753	2.0	-10.440674411040034	2.0		0.0		0.0		0.0	-3.181550373567554	2.0		0.0	-6.179618757674848	1.0	-6.648439942180146	1.0		0.0		0.0	-4.428021909667353	1.0		0.0	-3.8147065087937997	1.0
samp_28	-5.516135817501369	6.6056927378315935	-0.011101681089467543		0.0	-8.112403607457145	2.0		0.0		0.0	-4.93847831162449	1.0	-4.750230250862845	3.0		0.0		0.0	-5.588820327804771	1.0	-3.7232220131576512	1.0	-11.095943143351342	1.0	-12.0102504312858	2.0	-5.9532739056191994	1.0	-10.933472643919437	1.0	-4.848180926511679	1.0		0.0	-5.893646922409818	1.0	-6.094613970463137	4.0	-4.0164512784725	3.0		0.0	-11.84220272415795	1.0	-1.9582849538459757	1.0		0.0		0.0	-10.418234102823517	2.0		0.0	-3.6190084399625517	1.0	-8.076123526885084	2.0		0.0	-11.54467059885727	1.0	-9.690902231749872	2.0	-10.879849956641694	1.0		0.0	-7.817397979187042	2.0	-7.9511800694097685	3.0	-3.1789913013566364	3.0	-11.589342551671768	1.0		0.0		0.0		0.0		0.0		0.0		0.0	-3.8142959879108242	2.0
samp_29	-5.515082095926847	6.38477234372673	0.13418170727871648		0.0		0.0	-1.538318734522746	2.0		0.0	-4.9544679434713155	2.0		0.0	-7.754603860651928	1.0	-4.506930707671705	1.0	-5.618308342157399	1.0		0.0	-11.026039651790096	1.0		0.0		0.0	-10.861625464515187	2.0	-4.8629279409349655	2.0	-10.536029751454269	2.0		0.0	-6.119563238262323	1.0		0.0		0.0	-11.768290470713696	1.0		0.0		0.0	-8.765515270486718	2.0	-10.344865182587533	3.0		0.0	-3.6254710748292416	2.0	-8.045087893809225	3.0	-10.517388704719819	2.0	-11.470179033267506	1.0	-9.62438212722985	1.0		0.0		0.0		0.0	-7.924174027469466	2.0		0.0	-11.514563319694107	1.0	-6.291942131030573	3.0	-6.808444036433139	1.0	-10.623242237808533	1.0		0.0	-4.446523022603121	1.0	-10.810164184550256	3.0	-3.8229620517685152	2.0
samp_30	-5.399839303627566	6.601519859389358	0.0312586043683306		0.0	-8.170770789457194	1.0	-1.537530563402134	1.0	-5.264416500162268	2.0		0.0	-4.760015890830675	1.0	-7.832507036729588	1.0	-4.501886668438899	1.0	-5.6094194852627375	1.0	-3.7269983508184548	3.0	-11.13507544144324	1.0		0.0	-5.9801715180273645	1.0	-10.977734489880179	2.0	-4.858510567242803	2.0		0.0	-5.918943191250866	1.0	-6.123918635266765	2.0		0.0	-5.436114979793194	1.0		0.0	-1.9591284529559685	1.0		0.0		0.0	-10.472113735412105	3.0		0.0	-3.6224071877595163	1.0	-8.142269693422064	2.0		0.0	-11.591473160187594	1.0		0.0	-10.928195533446825	2.0	-10.15441616048438	1.0	-7.885289391882217	1.0		0.0	-3.1813024185525816	3.0		0.0	-6.300427265180973	1.0	-6.8411951362301435	1.0	-10.753131281882665	3.0		0.0	-4.441038377253078	1.0	-10.942282036997955	1.0	-3.818410082907303	1.0
samp_31	-5.4578194133747	6.462602199438538	0.05883002185978988		0.0	-8.08344419692558	1.0	-1.537581393850322	4.0	-5.262378457764937	1.0		0.0		0.0	-7.756532086619954	1.0	-4.500198074820232	1.0	-5.603731076935197	1.0	-3.727239150339039	1.0	-11.028994327835292	1.0	-11.942345982208742	2.0	-5.966844167407586	1.0		0.0		0.0	-10.538592208635524	2.0	-5.905877821952034	2.0	-6.1063037586138	1.0	-4.023954568559387	1.0	-5.429700254932116	1.0		0.0		0.0	-10.825375931183128	3.0		0.0	-10.353622984787886	2.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	-10.034752121349806	1.0	-7.8003949624085385	2.0		0.0	-3.181891601879278	3.0	-11.521226710569682	1.0	-6.278760274525616	1.0	-6.8000616487161025	2.0	-10.632421708603744	1.0	-8.514728580074074	2.0	-4.439849040776398	1.0	-10.81981922162624	3.0	-3.818528960868973	1.0
samp_32	-5.4149183839011	6.45325325872095	0.08475600795687231	-4.37680403336743	2.0		0.0	-1.5379660840937663	2.0	-5.270851565699922	1.0	-4.951861376904437	1.0		0.0		0.0	-4.504409700638943	2.0		0.0		0.0	-11.04575965987057	1.0	-11.963586836267138	3.0		0.0		0.0	-4.8604713730498466	2.0		0.0		0.0	-6.1205973990999105	1.0	-4.027036080075039	2.0	-5.438779549406493	2.0	-11.79376323152049	1.0		0.0		0.0	-8.797907416155638	1.0	-10.376259079905072	1.0		0.0	-3.6239781299627185	1.0	-8.077230272435168	2.0		0.0		0.0	-9.656784518641464	4.0		0.0		0.0	-7.8276234477606055	1.0	-7.954541298958022	1.0	-3.183253591062975	2.0		0.0	-6.294719545400438	4.0	-6.819637102184202	1.0	-10.655301246030419	1.0	-8.544930574084402	1.0	-4.443884741891019	2.0		0.0	-3.8208965146099034	2.0
samp_33	-5.689770959136173	6.315940300035647	0.10673373455690806		0.0	-7.976999675059865	2.0	-1.5376124956593735	1.0	-5.256726424025495	1.0	-4.939665902798199	1.0		0.0		0.0	-4.497468365204272	2.0	-5.592074144479022	2.0	-3.72738485566134	1.0	-10.930942170256364	2.0	-11.817631458049137	1.0	-5.944695430882053	2.0	-10.754949539472324	1.0	-4.8492875407733935	2.0	-10.441913728213148	1.0	-5.884811237983439	2.0		0.0		0.0	-5.418760455700591	1.0		0.0		0.0	-10.71359006686599	3.0		0.0	-10.217090291493879	1.0	-5.840436736663352	1.0	-3.6214931600263185	2.0	-7.934481812979515	1.0		0.0	-11.359115787781661	2.0	-9.496794598558997	1.0		0.0		0.0		0.0		0.0	-3.1825678153207977	3.0	-11.402439310918474	1.0		0.0	-6.743986433938205	1.0	-10.493313323428199	1.0	-8.367373647572009	1.0		0.0	-10.67792618718012	1.0	-3.8184937494159574	3.0
samp_34	-5.529023140646045	6.360805222992215	0.0816540349783443	-4.3720113990863165	2.0	-8.018068349058911	2.0	-1.5377058721087555	2.0	-5.259704031994156	3.0		0.0	-4.758337816557389	1.0		0.0		0.0	-5.597617880042245	1.0	-3.7274376838293573	1.0	-10.953450940990598	1.0		0.0		0.0	-10.785824969927932	1.0		0.0	-10.464792524365112	1.0	-5.8937968550024165	3.0	-6.0904688889239935	2.0		0.0	-5.423487617049129	2.0		0.0		0.0	-10.744606215460747	1.0		0.0	-10.264311008191212	2.0	-5.8487046646377685	1.0		0.0	-7.981667653091328	1.0		0.0		0.0		0.0		0.0	-9.943585162808741	1.0	-7.7358274699388785	2.0	-7.862942924083745	1.0	-3.1823850235627065	1.0		0.0	-6.259610958225566	3.0	-6.766778960659426	3.0	-10.541207352986973	1.0	-8.429663414522324	1.0		0.0	-10.727039139550039	2.0	-3.8186239959759414	2.0
samp_35	-5.475309656396999	6.522149329098591	0.04860276242184417	-4.372664081442406	1.0		0.0	-1.5375072760983246	1.0		0.0	-4.946210446262773	1.0	-4.758459166457536	4.0	-7.781860970178349	1.0		0.0	-5.60371119041795	3.0		0.0	-11.074943461896114	1.0	-11.990442365131855	2.0	-5.969277826990315	1.0	-10.913423466541031	1.0	-4.8552732786247015	1.0		0.0	-5.908452116236994	4.0		0.0		0.0	-5.430469321727825	3.0	-11.821713917758279	1.0	-1.9596189574575364	1.0	-10.872065430533473	2.0		0.0	-10.400867250356619	1.0		0.0	-3.621801818481348	3.0	-8.079709954309635	1.0		0.0		0.0	-9.677304807150032	1.0		0.0		0.0	-7.825636904553816	1.0		0.0	-3.181359881277028	1.0	-11.569076411781538	2.0	-6.283751753432511	2.0	-6.8114973867938	1.0		0.0		0.0	-4.439530587922554	1.0	-10.86867455420567	2.0		0.0
samp_36	-5.723615574010942	6.230759177545877	0.13528199641957045	-4.37255198663697	1.0	-7.937662398225723	1.0		0.0	-5.2584721396055505	1.0	-4.939753618254083	1.0	-4.759217175765238	2.0	-7.631307137356275	1.0	-4.498537791997098	1.0	-5.5916798956242175	2.0	-3.7289811903764916	1.0	-10.877221152988879	1.0	-11.755855513393549	1.0		0.0	-10.697115103447008	1.0	-4.8494148960445	1.0	-10.389217204958431	1.0	-5.880223565759132	2.0	-6.07206945389197	1.0		0.0	-5.417741528494671	3.0	-11.60284213851758	2.0		0.0	-10.655798369193423	3.0		0.0	-10.152616719113102	1.0	-5.8374965241179835	1.0	-3.6225464154613496	1.0	-7.894245872323651	1.0		0.0	-11.299186854247473	1.0		0.0	-10.629066325803068	2.0	-9.825358696677238	3.0	-7.654002774764038	1.0	-7.780433164177441	1.0		0.0		0.0	-6.236780143426308	1.0	-6.726399348874187	1.0		0.0		0.0	-4.439129773173071	1.0		0.0	-3.820059393340489	2.0
samp_37	-5.438355279745761	6.643488535161068	0.039527989827855756	-4.37471928242513	3.0	-8.199250492414324	2.0	-1.537504620678098	1.0	-5.265385010424574	1.0	-4.951300502576436	2.0	-4.760654552462004	1.0	-7.857215383547757	1.0		0.0		0.0	-3.727179003449055	1.0	-11.181881311305682	1.0	-12.107558509515696	1.0		0.0	-11.02466262190778	1.0	-4.860029156009211	2.0	-10.68824270991265	1.0		0.0		0.0	-4.021218678645717	1.0	-5.438417561364987	3.0		0.0	-1.9588694466431242	1.0	-10.98319582494302	1.0		0.0	-10.518469300786363	2.0	-5.872107506759071	1.0		0.0		0.0	-10.69270409273703	4.0		0.0	-9.790727635075772	1.0		0.0	-10.199745191241332	2.0	-7.908979922825889	1.0	-8.041612327589045	2.0	-3.181308087518863	1.0		0.0		0.0	-6.852701741204167	1.0	-10.80021742962227	1.0	-8.658767235002578	1.0		0.0		0.0	-3.8186407430451546	3.0
samp_38	-5.513286582396391	6.499455751013293	0.07013686442442994	-4.373810149191043	1.0	-8.106497629428345	4.0	-1.5376043627871372	1.0		0.0	-4.947661400506943	1.0	-4.760171453139153	1.0		0.0	-4.501243761125933	1.0	-5.606126255992061	1.0	-3.727486895325839	1.0		0.0		0.0		0.0		0.0	-4.856608983649126	2.0	-10.581892886937819	1.0		0.0	-6.111700298461769	2.0	-4.023662734052341	2.0	-5.432398358156463	1.0	-11.81810648224873	2.0		0.0	-10.868902387771248	2.0	-8.80346354267206	2.0	-10.395075690908829	1.0	-5.862311818687571	1.0	-3.6224320393688156	1.0	-8.072089116668272	1.0	-10.568325187815931	2.0		0.0	-9.670755602969964	1.0	-10.856224712991489	1.0		0.0	-7.818338751178474	2.0	-7.948861113093362	1.0		0.0	-11.565066863395092	2.0	-6.284901475005256	1.0	-6.8103362452064555	1.0		0.0	-8.539554233445404	1.0	-4.4407291462297405	1.0	-10.862540083206206	2.0		0.0
samp_39	-5.423030375739459	6.5473181142269645	0.031806132858796375		0.0		0.0	-1.5373554786974677	1.0	-5.261255415591596	2.0	-4.94640170487646	2.0	-4.758155138941279	1.0		0.0	-4.499977703922098	4.0	-5.604170402061151	1.0		0.0		0.0	-12.004142162401106	1.0		0.0	-10.924338249728512	2.0		0.0	-10.592085097643121	1.0	-5.910219520926318	1.0	-6.112899802569805	3.0	-4.0216462375439095	1.0		0.0	-11.83346647021286	2.0	-1.9593510662820408	1.0		0.0	-8.826981119999937	2.0	-10.415496682150755	2.0		0.0	-3.621693813738749	1.0	-8.097008876242727	3.0	-10.588737652668133	1.0		0.0		0.0	-10.872990694732724	3.0	-10.097274748245464	2.0		0.0		0.0	-3.1811480718313576	1.0		0.0	-6.287339604257778	1.0	-6.819023968295763	1.0	-10.695518969698266	1.0	-8.571699695913605	1.0		0.0	-10.883937310070488	2.0		0.0
samp_40	-5.504808074019294	6.6612332215332914	-0.00927164790952783	-4.368837473757828	2.0	-8.15487859768903	2.0	-1.5370321118707835	1.0		0.0		0.0	-4.752106213702842	2.0		0.0	-4.496226883616501	1.0	-5.593573741151278	1.0	-3.7238336094600006	1.0	-11.15047252370672	2.0	-12.069493346703917	1.0	-5.961379640391371	1.0	-10.990089921900458	2.0	-4.851228333333117	3.0		0.0		0.0	-6.10456376068008	1.0	-4.016502610592719	2.0	-5.42371281179388	1.0		0.0	-1.958047415112468	2.0		0.0	-8.868396592941508	1.0	-10.477903304039504	1.0	-5.850743256910559	3.0	-3.619775434404036	1.0		0.0	-10.652191650663996	1.0	-11.60278363833243	2.0		0.0	-10.938213123812933	1.0	-10.156790526194436	1.0		0.0	-7.992802817741744	2.0		0.0	-11.647690389941836	2.0		0.0		0.0	-10.759450768022928	1.0	-8.602809342234279	1.0		0.0	-10.948565871789045	1.0	-3.815012776713512	1.0
samp_41	-5.805607326880015	6.4871071000449145	-2.2818903345776865e-05	-4.360477613875167	1.0	-7.982542926773131	5.0	-1.5364052988032726	1.0		0.0		0.0		0.0		0.0	-4.486332229353449	3.0	-5.566856366303583	2.0	-3.720095635496345	3.0	-10.986512167923383	2.0	-11.870490866857743	1.0		0.0	-10.806436039671855	1.0	-4.836312711809554	1.0	-10.494260426471646	2.0	-5.86204984923991	2.0	-6.05618262564833	1.0	-4.013965080496	2.0		0.0		0.0	-1.9584294487638172	3.0		0.0	-8.661677853126058	1.0		0.0	-5.81467713930328	2.0	-3.6157098026933734	3.0		0.0		0.0	-11.412537736939043	1.0		0.0		0.0	-9.924376495410613	2.0		0.0	-7.816038995954433	1.0		0.0		0.0		0.0		0.0	-10.536102495522382	1.0	-8.367011253709688	2.0		0.0		0.0	-3.8107874141492344	1.0
samp_42	-5.41126831044841	6.60406872939976	0.03835640365338879		0.0	-8.176098653634009	2.0	-1.5374644296529199	1.0	-5.265436146444976	1.0		0.0		0.0	-7.837317344143071	1.0	-4.502454521965065	2.0	-5.610785097975181	1.0	-3.7272746203456872	3.0	-11.144017134767273	2.0	-12.069215780006823	1.0		0.0		0.0	-4.8592928930691155	1.0		0.0	-5.92070968679826	4.0		0.0	-4.02190515782073	2.0		0.0		0.0		0.0	-10.945141037437002	1.0	-8.883891713346351	2.0		0.0	-5.870701369471479	1.0	-3.622662657345407	2.0		0.0	-10.654491662639899	2.0	-11.600333965640052	1.0		0.0	-10.936962303379955	1.0	-10.162714689074017	2.0	-7.88975759963853	2.0	-8.020523716697527	1.0	-3.181478910374804	1.0		0.0	-6.302676114871776	2.0	-6.844206498232335	1.0	-10.761797418614977	3.0		0.0		0.0	-10.950998867685419	1.0		0.0
samp_43	-5.302941533974669	6.645985865607113	0.03302038558524924		0.0	-8.226044219011317	1.0	-1.5377764928090023	1.0		0.0	-4.955955362422078	1.0	-4.764644931094979	1.0	-7.882415366769199	1.0	-4.505812787206023	3.0	-5.620730454215322	1.0	-3.7286289756838995	1.0		0.0	-12.116920076999325	1.0	-5.997138206733296	1.0		0.0	-4.8642842462720886	2.0		0.0	-5.934968956388205	3.0		0.0	-4.023165275664247	1.0	-5.445990843975194	1.0		0.0	-1.9591754411318143	1.0	-10.98604576712135	3.0		0.0	-10.528527748868896	1.0		0.0		0.0	-8.203948996939593	1.0	-10.702583113809299	1.0		0.0		0.0	-10.981108297299564	1.0	-10.213083859503897	1.0	-7.947565607528969	1.0	-8.0756179030269	2.0	-3.1821699339221983	1.0	-11.68998500932741	1.0	-6.323638687823659	2.0		0.0	-10.810451978498971	2.0	-8.696344026790555	3.0	-4.444644572816969	1.0	-11.0006021158995	1.0	-3.8202196314109518	2.0
samp_44	-5.249228724588196	6.789340990592846	0.0005830841317295982	-4.378173867387552	1.0		0.0	-1.5377178949085355	1.0		0.0	-4.958839568371454	2.0		0.0	-7.96203019834134	1.0	-4.507086020059965	1.0		0.0		0.0		0.0	-12.233765839972257	2.0		0.0	-11.137495117456647	1.0	-4.867030143397721	3.0		0.0	-5.944639802991988	1.0	-6.157441079500766	2.0		0.0	-5.450352526825658	1.0		0.0	-1.9582916328545439	2.0	-11.095886328404955	1.0	-9.039022432752649	2.0	-10.643339328137127	1.0	-5.890873857668302	1.0	-3.6243873684374917	1.0	-8.299978471869588	1.0	-10.818350491999624	2.0		0.0	-9.915771651323308	1.0		0.0	-10.328482405125005	2.0	-8.03845996488434	2.0		0.0	-3.181711653490519	1.0	-11.80413118439655	2.0	-6.341529024450501	2.0	-6.917045813419024	3.0		0.0		0.0		0.0	-11.118756912795762	2.0	-3.8201153478239607	2.0
samp_45	-5.759012047472752	6.071612133287175	0.094315607918833	-4.361255546327484	1.0		0.0		0.0	-5.2334464268718435	3.0	-4.918030770488981	1.0	-4.743908690662296	3.0		0.0	-4.485107970897374	2.0	-5.556226150258044	1.0		0.0	-10.690469478985847	3.0		0.0	-5.890710023384688	1.0		0.0	-4.829272352950314	1.0	-10.206703299233977	1.0	-5.832419406696215	1.0	-6.01676244316549	2.0	-4.026528617074265	2.0		0.0		0.0	-1.9634522489026967	1.0	-10.457671480000714	2.0	-8.433883063619986	1.0	-9.937839124393244	2.0	-5.792797298314223	1.0		0.0		0.0	-10.105080439739604	2.0		0.0		0.0	-10.420833914199907	2.0		0.0		0.0	-7.6503226632800745	1.0		0.0		0.0	-6.175153529263832	2.0		0.0	-10.205052503501292	2.0	-8.154099349465634	4.0		0.0		0.0	-3.814606163114639	2.0
samp_46	-5.566440539721492	6.6752604077581426	-0.0651321754376353		0.0		0.0	-1.5364369501163058	2.0		0.0		0.0		0.0	-7.770110470721445	1.0	-4.489289281004069	3.0	-5.575117786087093	1.0	-3.7202910773863787	1.0		0.0		0.0	-5.937652948399653	4.0	-10.944768205799784	2.0	-4.841858113517542	1.0		0.0	-5.879220329915539	1.0	-6.078875150442944	2.0	-4.0116006625947636	1.0		0.0		0.0	-1.9571717730964624	4.0	-10.903245640079513	1.0	-8.813863452473768	2.0		0.0	-5.828484023235137	2.0		0.0	-8.063785676870276	1.0		0.0	-11.556012101928946	1.0		0.0		0.0	-10.101918849419148	1.0	-7.8010131198366395	1.0	-7.938161677007012	1.0	-3.1770293356902046	3.0		0.0	-6.249625185186033	5.0		0.0	-10.706811846011645	1.0	-8.537898446844482	1.0		0.0		0.0	-3.81117579596242	1.0
samp_47	-5.396382170620528	6.704250176756556	-0.01573399047871344	-4.371489930228263	2.0		0.0	-1.5371651978581777	1.0	-5.257726620455272	1.0	-4.946648534220903	3.0		0.0	-7.860657831023537	1.0	-4.499318804774732	1.0	-5.602252483225169	1.0		0.0		0.0	-12.11697719063651	2.0	-5.974639214667546	1.0	-11.031567160271589	3.0		0.0		0.0	-5.914138049486216	3.0	-6.120044757355061	1.0	-4.0176363231695165	4.0		0.0	-11.9429424458248	1.0	-1.958045164239049	1.0	-10.990053103938566	1.0	-8.921952753372016	1.0	-10.527457614714267	1.0	-5.862393056018961	1.0	-3.6210745195939813	1.0	-8.176622947095881	1.0	-10.70186768361322	2.0		0.0		0.0		0.0	-10.209436647228797	2.0	-7.914049129046588	1.0		0.0	-3.179887347829723	1.0	-11.692285843192936	1.0	-6.297168426740303	1.0	-6.846693871493496	2.0		0.0		0.0	-4.438336849430569	1.0	-10.99955726227305	1.0		0.0
samp_48	-5.195873053857655	6.979537014242849	-0.03904011849354124		0.0		0.0	-1.5377988716259947	3.0		0.0	-4.962238213729468	1.0	-4.765098007391074	2.0		0.0	-4.508800277623088	3.0	-5.625882949828546	1.0	-3.728469574478097	3.0		0.0	-12.390159042630252	3.0	-6.016026639956164	1.0		0.0		0.0	-10.93248507629544	1.0	-5.954158573152115	2.0	-6.171631006890831	1.0		0.0	-5.454775827552385	1.0		0.0	-1.95737902217865	3.0		0.0	-9.17857260339838	2.0	-10.796611164084585	3.0	-5.89674348182262	1.0		0.0	-8.430382596301984	1.0	-10.972853602841143	1.0	-11.910805321532	1.0		0.0		0.0	-10.482175957379757	1.0	-8.162247671383263	1.0	-8.29258868285311	1.0		0.0	-11.957532342707422	2.0		0.0		0.0		0.0		0.0	-4.446736706744543	1.0	-11.275919767460426	3.0	-3.820257248248401	1.0
samp_49	-5.416083771403812	6.670625436326303	-0.014041648606838424	-4.3705103453430185	3.0	-8.17789413033348	2.0	-1.5371614402656064	1.0	-5.255890949940213	1.0		0.0	-4.754498914813676	2.0	-7.836835849035787	1.0		0.0		0.0	-3.7247084311726075	2.0		0.0	-12.08281902843336	1.0		0.0	-10.999482160952539	1.0	-4.853931999724462	1.0		0.0		0.0	-6.113714035670129	1.0	-4.017570730080192	3.0		0.0		0.0	-1.9581630037539246	1.0	-10.958004340517034	2.0		0.0		0.0	-5.8580832034895565	2.0		0.0	-8.147774945286764	2.0	-10.667355212556247	1.0	-11.61371151680824	1.0	-9.766261391984278	1.0	-10.94999901082291	1.0	-10.174695686978794	1.0	-7.886791129889098	3.0	-8.019831269257798	1.0	-3.1797270312990085	3.0	-11.658951314149423	1.0	-6.289572700453855	2.0	-6.833277619311657	1.0		0.0		0.0		0.0	-10.964338269783543	1.0	-3.815976372195589	1.0
samp_50	-5.626895010960749	6.28885551362488	0.07073927715499607	-4.36692353696743	1.0		0.0	-1.5373215653978924	2.0		0.0		0.0		0.0		0.0	-4.492634679562426	1.0	-5.580887165828561	1.0	-3.7251585495792465	1.0	-10.873519923402663	1.0		0.0	-5.9302498232645435	2.0	-10.698259017571868	3.0	-4.842581362938809	1.0	-10.386195417852052	2.0	-5.87074483506447	2.0		0.0	-4.023963977107661	1.0	-5.408526076909214	3.0	-11.603196217555894	2.0	-1.961236026997995	1.0	-10.657048617198088	1.0		0.0	-10.163495011740558	1.0		0.0	-3.6193645431112915	1.0	-7.902892084832578	1.0	-10.334394511442728	1.0	-11.301229169603166	2.0	-9.44899679118754	1.0	-10.634046928706688	1.0	-9.839591060914431	1.0	-7.660987334968149	2.0	-7.787680859048539	1.0		0.0	-11.344543062850033	2.0		0.0	-6.7221459686034555	1.0		0.0	-8.332752980233602	1.0		0.0	-10.622014976487424	3.0		0.0
samp_51	-5.741648537595763	6.4684276856484635	0.02028097997644874	-4.363295328931063	1.0	-7.998859712590621	2.0		0.0	-5.240361943102982	3.0	-4.929967833217979	2.0	-4.745304852555692	1.0	-7.682594796880605	2.0	-4.489386279931639	1.0	-5.574666650839	2.0	-3.721793647573167	2.0	-10.990409825163278	2.0		0.0	-5.929434412248961	2.0	-10.81408337238132	1.0		0.0		0.0		0.0	-6.065859678134067	1.0	-4.016510272877562	2.0		0.0	-11.722356563117069	2.0	-1.9588977755743215	1.0		0.0	-8.68042272024471	1.0		0.0	-5.823654301404408	1.0	-3.617164917524678	1.0		0.0		0.0		0.0	-9.544375951234617	3.0		0.0		0.0	-7.701400878526521	1.0		0.0	-3.1785453189272834	3.0	-11.46371866073101	1.0		0.0	-6.73945923218299	1.0	-10.551513679522257	1.0	-8.391939209294135	1.0	-4.429546401885932	1.0	-10.737395274553734	1.0	-3.8126204921903604	1.0
samp_52	-5.598745383213587	6.480175388047075	0.05808319085437711	-4.370361054347148	1.0	-8.065389280685773	1.0	-1.5373224184289802	2.0		0.0		0.0	-4.755300892999471	2.0	-7.740773209277827	1.0	-4.497313301604453	1.0	-5.595312060729428	1.0	-3.725681614069814	1.0	-11.041488447032567	1.0		0.0		0.0	-10.874017891955146	3.0	-4.851073743315786	1.0	-10.550474691367958	1.0	-5.896219284908458	1.0	-6.0951753367838615	2.0	-4.02154916079588	2.0		0.0		0.0		0.0	-10.832616729651122	1.0	-8.757499846450838	3.0		0.0	-5.848721376847059	1.0	-3.6207329209580954	1.0		0.0		0.0	-11.482448391264576	2.0		0.0		0.0	-10.02673689211203	1.0	-7.773269703389637	1.0		0.0	-3.1808812337044023	3.0	-11.526608046213578	2.0	-6.265859049105545	1.0		0.0	-10.629462176038468	1.0	-8.483815259357558	1.0	-4.437045772092996	2.0	-10.816580018352873	2.0	-3.8168534771695253	1.0
