run	log_F	b5B8_log_P	b5B8_weight	b5D1_log_P	b5D1_weight	b5F5_log_P	b5F5_weight	b5H1_log_P	b5H1_weight	b5H5_log_P	b5H5_weight	b5B2_log_P	b5B2_weight	b5C3_log_P	b5C3_weight	b5F2_log_P	b5F2_weight	b5G4_log_P	b5G4_weight	b5H3_log_P	b5H3_weight	b5H7_log_P	b5H7_weight	b5B9_log_P	b5B9_weight	b5E4_log_P	b5E4_weight	b5F6_log_P	b5F6_weight	b5H2_log_P	b5H2_weight	b5H6_log_P	b5H6_weight	b5B3_log_P	b5B3_weight	b5C5_log_P	b5C5_weight	b5F3_log_P	b5F3_weight	b5G9_log_P	b5G9_weight	b5H4_log_P	b5H4_weight	b5G1_log_P	b5G1_weight	b5F8_log_P	b5F8_weight	b5G6_log_P	b5G6_weight	b5G3_log_P	b5G3_weight	b5B5_log_P	b5B5_weight	b5C4_log_P	b5C4_weight	b5C8_log_P	b5C8_weight	b5B7_log_P	b5B7_weight	b5C2_log_P	b5C2_weight	b5C1_log_P	b5C1_weight	b5C9_log_P	b5C9_weight	b5A8_log_P	b5A8_weight	b5C7_log_P	b5C7_weight	b5D5_log_P	b5D5_weight	b5D3_log_P	b5D3_weight	b5D7_log_P	b5D7_weight	b5D2_log_P	b5D2_weight	b5D6_log_P	b5D6_weight	b5D4_log_P	b5D4_weight	b5F7_log_P	b5F7_weight
samp_09	3.3075242009563595	-3.8277994037608893	2.0		0.0	-6.437760807536629	1.0	-2.37550995873845	1.0	-6.407354249395513	1.0		0.0	-3.305518909730336	1.0	-1.123739637461619	2.0		0.0		0.0	-2.1578766924259734	3.0	-8.388568283588175	1.0	-1.0706858524453393	4.0	-5.769256678948012	2.0	-2.6126075185095967	1.0		0.0	-5.426861585586072	1.0	-19.472727195532684	1.0		0.0		0.0	-4.973607183619837	1.0	-5.052589398021251	2.0		0.0	-6.425755702029268	1.0		0.0		0.0	-9.659531576548664	1.0	-8.811456384300426	1.0	-9.904819683404485	1.0	-8.88079004080344	2.0	-8.704561348140649	1.0	-8.258563156487075	1.0	-5.220808778336286	1.0	-11.2846246194066	2.0		0.0	-10.282470554764188	1.0	-10.321542161094206	1.0	-11.552975518677613	1.0		0.0	-8.016181467706243	1.0	-1.7600659537977277	2.0
samp_10	3.229191928817055	-3.8593185602848243	2.0	-7.765045306453583	1.0		0.0		0.0		0.0	-5.861717682556201	1.0	-3.3404120603177274	1.0	-1.1708966991756993	3.0	-4.524679345887597	2.0		0.0		0.0	-8.39476262396471	2.0	-1.1180584337235768	3.0		0.0	-2.6508823731813953	1.0	-1.3201827908245392	2.0	-5.439725188604348	1.0		0.0	-1.5239436991763415	1.0	-4.996532645587754	2.0	-4.9973481940976585	2.0		0.0	-5.701283948026938	2.0		0.0		0.0	-7.161223503821199	2.0	-9.656134937945152	1.0	-8.811714534015238	1.0		0.0	-8.876680302332181	2.0	-8.707524056197803	1.0		0.0		0.0	-11.295789880385419	1.0	-7.173237335837004	1.0		0.0	-10.328469559605391	1.0	-11.561562196141496	1.0	-20.485535002535844	1.0	-8.008966307396285	1.0	-1.801775660773948	2.0
samp_11	3.184069824184094		0.0		0.0	-6.4553087941110014	1.0	-2.4375100527570117	1.0		0.0	-5.8680580940692275	3.0		0.0		0.0		0.0	-4.074147113532065	2.0	-2.221489985385629	1.0		0.0		0.0		0.0	-2.67285152957342	1.0	-1.3462055567545317	1.0	-5.447738234249775	1.0	-22.276051283410187	1.0		0.0	-5.009516840226774	1.0		0.0	-5.093726815404974	2.0	-5.71096265323627	1.0	-6.427660246900483	3.0	-7.008366776496165	2.0		0.0	-9.654769984766649	1.0	-8.812220709405883	2.0	-9.90830238319002	3.0		0.0		0.0		0.0	-5.246304676609801	2.0	-11.307987429725333	1.0	-7.16690960315401	1.0	-10.257580797219557	2.0	-10.33370154631389	1.0	-11.568195934356268	1.0	-23.49635468353577	2.0	-8.004551524485015	3.0	-1.8256155379893482	1.0
samp_12	3.2977855620744507		0.0	-7.763272844325061	1.0		0.0		0.0		0.0	-5.852706532279664	1.0	-3.3099699801464504	2.0	-1.1296543676479587	1.0		0.0	-4.029758662509791	1.0		0.0	-8.389319663894035	1.0	-1.076548136894643	1.0	-5.7712168584857775	1.0		0.0	-1.280155859513052	1.0	-5.428364718531699	2.0	-22.995660425270447	4.0	-1.4856026267629643	1.0	-4.9772652788329586	3.0	-4.976777044589739	1.0		0.0	-5.687197096039092	2.0	-6.426041987176571	1.0	-6.993231543877112	3.0		0.0	-9.658189705255076	1.0	-8.810744779872255	1.0	-9.904370830929954	1.0		0.0	-8.704811378200032	2.0		0.0	-5.222720747600613	1.0		0.0	-7.182728516450739	3.0		0.0		0.0		0.0	-22.75119261996572	2.0		0.0	-1.7655630258573376	3.0
samp_13	3.2281716219993175		0.0		0.0	-6.448774960003096	3.0	-2.4154372494566694	1.0	-6.4187959877360505	1.0	-5.8618617103699036	2.0	-3.340868289646199	1.0		0.0	-4.525047839601111	3.0		0.0	-2.1988570578015767	1.0		0.0		0.0		0.0	-2.6513824934028873	1.0	-1.3207681873171166	1.0		0.0		0.0	-1.5245079805458892	1.0		0.0	-4.997659657014851	1.0	-5.078844340403582	1.0	-5.701493471872038	1.0	-6.426719071022967	1.0		0.0	-7.160981004287712	1.0		0.0	-8.811915309193116	3.0	-9.906788624492108	5.0	-8.876684257346579	1.0	-8.707644452153732	3.0		0.0	-5.236858831679361	1.0	-11.30026378381079	2.0	-7.1730637949548965	1.0	-10.267351164296276	2.0	-10.32885771165468	2.0		0.0		0.0	-8.008737846744006	1.0		0.0
samp_14	3.229495952220298	-3.8591865668324385	1.0		0.0		0.0	-2.414763386857552	1.0	-6.418586128849707	2.0	-5.86168539704587	1.0	-3.3402726946486583	1.0	-1.1707122358774944	1.0	-4.524566474382435	1.0	-4.056333868815303	2.0		0.0	-8.394765779997105	3.0	-1.1178597448767527	2.0	-5.7849920222765565	4.0	-2.6507301701538997	1.0		0.0	-5.43967840953645	2.0		0.0		0.0	-4.996437272400046	1.0	-4.997243987172619	1.0		0.0		0.0	-6.4266979655601855	1.0	-7.002161922642101	1.0	-7.161268027407104	1.0	-9.656321933168718	2.0	-8.811881850022452	1.0		0.0	-8.87670426020037	2.0		0.0	-8.25182442910684	1.0	-5.236577437070661	1.0	-11.299261176759515	1.0		0.0	-10.268048485164826	2.0	-10.329098672484708	1.0		0.0		0.0	-8.00889091693045	1.0	-1.8016065756810746	2.0
samp_15	3.151587923676764	-3.890892522122745	2.0	-7.7681466699731	1.0		0.0		0.0		0.0	-5.872871362626463	1.0	-3.3750375663674106	1.0		0.0	-4.551800388017166	2.0	-4.086947925843173	1.0	-2.2381092212441756	1.0		0.0		0.0		0.0	-2.688641069296577	1.0	-1.3648234555667795	1.0		0.0	-33.03724330587214	2.0	-1.566740478586266	2.0	-5.019039440678808	1.0		0.0	-5.104821126541986	2.0	-5.718133515673805	1.0	-6.42856187571127	2.0	-7.012964458452076	2.0		0.0		0.0		0.0	-9.909445535901765	1.0	-8.872295775821396	3.0	-8.710715945815707	2.0	-8.244760965663227	1.0	-5.253524978562355	2.0	-11.315517582457899	2.0	-7.162390560188144	2.0		0.0		0.0		0.0	-33.44166811763658	1.0	-8.001355524414786	4.0		0.0
samp_16	3.4566806721823746	-3.7685043123128388	1.0		0.0	-6.419216985621432	4.0		0.0		0.0	-5.835741827661476	1.0		0.0	-1.0319932120603919	1.0		0.0	-3.969273765716079	2.0	-2.0800703817695765	1.0		0.0	-0.9782662892517169	1.0	-5.741911523295828	3.0	-2.539378367870428	1.0		0.0	-5.40614614590732	1.0	-16.78514583661017	1.0	-1.3955153596158962	3.0		0.0		0.0	-5.005054644431851	3.0	-5.657631917341271	3.0	-6.426368393855963	2.0	-6.974437543814338	1.0		0.0		0.0	-8.810851556223225	2.0		0.0		0.0		0.0	-8.27081449604617	2.0	-5.194237096213015	1.0	-16.574506380974096	2.0		0.0		0.0		0.0		0.0	-19.390737780066768	2.0	-8.02910895742175	2.0	-1.6796013934397895	1.0
samp_17	3.2630470699419396	-3.845605954680339	3.0	-7.763790233698786	1.0	-6.443825951383486	1.0	-2.39791998938699	1.0	-6.413644508702902	2.0	-5.857226229827191	1.0		0.0		0.0		0.0		0.0	-2.1808856894509687	1.0	-8.391982606422008	1.0	-1.097658153888839	3.0	-5.7780952251085	3.0	-2.634362741227776	1.0	-1.3005122893515035	2.0		0.0		0.0	-1.505111484017012	1.0	-4.986977867662165	1.0		0.0		0.0	-5.694237509706213	2.0	-6.42618629922947	1.0	-6.997700717503285	1.0	-7.169601433642626	1.0	-9.657823989944232	2.0	-8.811742797146026	1.0	-9.905723835286153	2.0	-8.878448417808125	1.0		0.0		0.0	-5.22964295511603	1.0		0.0		0.0	-10.274135121772792	1.0		0.0	-11.564475085526844	4.0		0.0	-8.012093280154922	1.0	-1.7838004381646793	1.0
samp_18	3.1553315900846184		0.0	-7.768089873473896	1.0		0.0	-2.451869604116821	1.0		0.0	-5.872316993564358	2.0	-3.373369035545163	1.0		0.0	-4.55047266680487	1.0	-4.085469459648986	2.0		0.0	-8.401181483530522	2.0	-1.1620460263493515	2.0		0.0		0.0	-1.3626867293304907	1.0	-5.4530653236460385	2.0	-44.73061284628288	2.0		0.0	-5.01793420578225	2.0	-5.020420462895217	2.0		0.0	-5.7173087736016805	1.0		0.0	-7.0124195509370235	4.0	-7.142590997937293	2.0	-9.653283762967414	2.0		0.0		0.0		0.0	-8.710531401171258	1.0	-8.245046343726555	1.0	-5.252682734859097	1.0		0.0	-7.162913773474034	1.0	-10.25249842005455	2.0		0.0	-11.577199240844703	1.0	-46.94437419835511	2.0	-8.0016371409855	1.0	-1.8407425608984251	1.0
samp_19	3.2859723483286887		0.0		0.0	-6.440682372371011	1.0	-2.386480877302665	2.0		0.0	-5.854304946820177	1.0	-3.3151287690130697	1.0	-1.1368385967474484	1.0	-4.505227612204451	2.0	-4.034379756927747	1.0		0.0	-8.39023168612821	2.0	-1.0837836614040592	1.0		0.0	-2.6231724930983202	1.0	-1.2870767873763806	2.0	-5.430279214774253	2.0	-24.128735557635732	2.0	-1.4922402431565345	3.0	-4.980612599114252	1.0		0.0	-5.05965071092126	1.0		0.0		0.0	-6.994741983209188	2.0	-7.1751380808775584	1.0		0.0	-8.81154831228693	3.0		0.0		0.0	-8.705633277315767	1.0	-8.256709600930547	1.0		0.0	-11.29128017056153	1.0	-7.181081357028363	2.0		0.0	-10.322829913612384	2.0		0.0	-25.12599101169372	2.0		0.0	-1.7715953289895894	2.0
samp_20	3.2666356378010364	-3.8441785365081307	2.0		0.0	-6.443326752104025	1.0	-2.39611618201635	1.0	-6.413126760368622	2.0		0.0		0.0	-1.148473042755268	3.0	-4.511802192710272	1.0	-4.041872429245044	1.0		0.0	-8.39171378878467	3.0	-1.0954763850394043	2.0	-5.777378053741079	3.0		0.0	-1.2984139357591837	1.0	-5.43342163014272	1.0		0.0		0.0		0.0		0.0		0.0	-5.693500389431659	2.0	-6.4261390360580535	2.0	-6.997208109827823	1.0	-7.170534957295168	1.0	-9.658255675279074	1.0	-8.811755718845086	1.0		0.0	-8.87857749695678	1.0	-8.706299748382632	1.0		0.0		0.0	-11.282374413223845	1.0	-7.178405357437131	2.0	-10.274395104881222	2.0	-10.32481561803986	1.0		0.0	-21.516033690091316	1.0	-8.012356226454006	1.0	-1.7818974050844076	2.0
samp_21	3.1784919674855767		0.0	-7.7670289043460965	1.0	-6.456135505587474	3.0	-2.440194881017524	1.0		0.0		0.0		0.0		0.0		0.0	-4.0762512831906035	1.0	-2.2242382399486735	1.0	-8.39977607280608	1.0		0.0	-5.795765163193543	1.0		0.0		0.0	-5.448711664452692	3.0	-21.273512009968993	1.0	-1.5518319431418495	1.0		0.0	-5.013044039571823	1.0	-5.095552183501976	1.0		0.0	-6.427803943399952	2.0	-7.009098823899558	3.0	-7.148409865430982	1.0	-9.652872642578288	1.0		0.0	-9.90729964687406	1.0	-8.874069322369632	2.0	-8.70908523789956	1.0	-8.247207302430025	3.0	-5.247491996334877	1.0		0.0	-7.166173882710963	2.0	-10.256393715912687	1.0	-10.336454231885854	1.0		0.0	-22.863036724526452	3.0	-8.003939059059256	2.0	-1.8284142891581798	1.0
samp_22	3.1101972543036855	-3.9078375365779183	2.0	-7.77000380335217	3.0		0.0	-2.474353638145911	2.0	-6.437376463601768	1.0	-5.879278890689016	1.0		0.0		0.0	-4.566484484108595	1.0	-4.103342066978394	3.0	-2.2592183769516168	1.0		0.0		0.0	-5.810952368592417	1.0	-2.7087315658012976	3.0		0.0	-5.461753024989142	2.0	-24.649113966623304	2.0	-1.58938372899205	1.0	-5.0313634386642105	3.0		0.0		0.0	-5.7275240630152435	1.0		0.0	-7.0190015741401695	3.0	-7.131079161474338	1.0	-9.650921128021746	1.0		0.0	-9.910675378089868	1.0		0.0	-8.71238817480334	1.0	-8.240704284184455	1.0	-5.262988603292482	2.0		0.0	-7.156600648458489	1.0		0.0	-10.341673132421443	1.0		0.0	-25.75131497804307	1.0		0.0	-1.8643907753464888	1.0
samp_23	3.0460179034201302	-3.9342265185248806	2.0		0.0	-6.47750083856589	2.0	-2.506145683857215	1.0		0.0		0.0	-3.422188194856777	1.0	-1.2781600678661422	2.0		0.0	-4.1289067513060145	1.0		0.0	-8.411490008204735	1.0	-1.2259516214559483	1.0		0.0	-2.739732244485231	1.0	-1.4246561142152656	2.0	-5.474764927476487	1.0	-22.015495213121202	1.0		0.0	-5.050911434315869	1.0	-5.055686656844504	2.0	-5.14153247091736	2.0		0.0	-6.432638956225572	1.0		0.0	-7.114412186118641	1.0	-9.648516824153429	2.0		0.0	-9.912397764695202	1.0	-8.866114287524239	1.0	-8.71555351423135	1.0	-8.23442907346886	1.0	-5.278269885762858	3.0		0.0	-7.14784934679499	5.0		0.0	-10.350996913983456	2.0		0.0	-23.04885663915392	1.0	-7.990716235163069	1.0		0.0
samp_24	3.3757307454787147	-3.8004855427566	2.0	-7.760036418873344	3.0		0.0		0.0	-6.3982013145031695	1.0	-5.843851905373233	2.0	-3.275234827145775	1.0	-1.0821869020201924	1.0		0.0		0.0	-2.122427023585753	2.0		0.0	-1.0287962065108625	3.0	-5.756287004898166	1.0	-2.5791924387988714	1.0		0.0		0.0	-24.792479351735608	3.0	-1.4417477835118648	1.0		0.0	-4.953601568511312	1.0	-5.030480929787433	2.0	-5.672154342028524	1.0		0.0	-6.983688940520775	2.0		0.0	-9.661798119360911	2.0		0.0		0.0		0.0	-8.702347892707525	4.0	-8.264517576779559	1.0		0.0		0.0		0.0		0.0		0.0	-11.55651690991937	1.0	-24.683264994190523	1.0	-8.022244794669811	4.0	-1.7234769333659774	1.0
samp_25	3.1196103655393537	-3.903980308970698	3.0	-7.7696091697631955	1.0		0.0	-2.4696667308025377	2.0	-6.435890240229116	1.0	-5.8778139379165575	1.0	-3.389328935428133	1.0	-1.2356018015668986	2.0	-4.563120977942081	2.0	-4.099614008559139	2.0		0.0		0.0	-1.183106396478216	2.0	-5.808823074168866	1.0	-2.704163181928107	2.0		0.0	-5.45990816946837	2.0		0.0		0.0		0.0	-5.031819986403052	2.0	-5.115855242921517	1.0		0.0	-6.429614857219115	1.0	-7.017622395089796	1.0	-7.133504595648979	1.0	-9.651691323879103	2.0	-8.812690582237396	1.0	-9.910183637836683	2.0		0.0	-8.712159460342932	1.0	-8.241715369324863	1.0	-5.260810342717888	1.0		0.0		0.0	-10.244740078068043	2.0	-10.340667832767746	2.0	-11.580585335745134	1.0		0.0		0.0		0.0
samp_26	3.2634822148542915	-3.845445598062484	2.0		0.0		0.0		0.0		0.0	-5.857173379953642	1.0	-3.325130488489402	1.0	-1.1503597945588324	3.0	-4.512877243611857	2.0	-4.043092531149852	1.0		0.0	-8.392044108033897	1.0	-1.0973919176960676	5.0		0.0		0.0	-1.300245430276739	1.0	-5.433935845679518	2.0		0.0	-1.5048774501415703	2.0	-4.986850452201393	1.0	-4.986863014447795	2.0	-5.067065524245114	1.0		0.0	-6.4261781003422955	2.0		0.0		0.0		0.0	-8.811742146070024	1.0	-9.906009901974583	2.0		0.0		0.0	-8.25485772818104	3.0		0.0		0.0		0.0	-10.27440078250843	1.0		0.0	-11.56122377120189	1.0	-20.749421599225098	1.0	-8.012079567195746	3.0	-1.7835648786687914	2.0
samp_27	3.3772312491488887	-3.7998873233012227	1.0		0.0	-6.428709185843384	3.0	-2.3402734219187327	1.0		0.0	-5.843671309524339	1.0		0.0	-1.081237574080723	1.0	-4.474614851430073	1.0	-3.9993127039920813	2.0	-2.121646983149771	1.0	-8.383236131388424	1.0	-1.027840754181857	2.0		0.0	-2.578445864840624	1.0	-1.233245536536932	1.0	-5.416532452357918	1.0	-23.96923934853294	1.0		0.0	-4.956019079120467	2.0	-4.953163687075213	2.0	-5.030047541044904	3.0	-5.671877091230943	2.0	-6.425694508325577	1.0		0.0		0.0		0.0	-8.811142860272378	1.0	-9.902627172188936	1.0		0.0	-8.702344735538327	1.0	-8.264500253640895	1.0		0.0	-11.274308247766575	2.0		0.0		0.0	-10.314045380630375	1.0		0.0	-25.803783387052512	2.0	-8.022366783302338	3.0	-1.7226369091267395	1.0
samp_28	3.3345127004225543		0.0	-7.761334962200164	3.0	-6.434126266953114	1.0	-2.361896437856448	2.0	-6.403609989687737	1.0		0.0		0.0		0.0		0.0		0.0	-2.1438819232750466	5.0	-8.38638350591358	3.0	-1.054153179181594	1.0	-5.764022784066892	2.0	-2.59940370823564	1.0	-1.2585769299549174	1.0		0.0	-24.19112129067684	2.0	-1.4650424213413982	1.0	-4.967366574403271	3.0	-4.965623165497813	1.0	-5.043783310952826	1.0		0.0	-6.4256794275900315	1.0	-6.988630423888769	1.0	-7.1869704075998015	1.0	-9.660199836683669	1.0	-8.811308332460058	2.0		0.0	-8.88234010858014	1.0		0.0		0.0		0.0	-11.281452983408666	1.0	-7.18780954758727	1.0		0.0		0.0		0.0	-24.33693638201857	1.0	-8.018507219089381	1.0	-1.745627647105929	2.0
samp_29	3.206663995399756		0.0	-7.765960862960802	2.0	-6.451941916081423	1.0	-2.426187653707842	2.0		0.0	-5.864862469541863	1.0	-3.350447238213506	2.0		0.0		0.0	-4.065288670710191	1.0	-2.2099283805631473	1.0	-8.396436155668136	1.0	-1.1315709184703102	3.0		0.0		0.0		0.0		0.0	-22.98940383566993	3.0	-1.5364414222447653	1.0	-5.002988402001667	1.0		0.0	-5.086053304786382	2.0		0.0	-6.427125187118521	3.0		0.0	-7.155574356155274	2.0	-9.655480314016007	1.0		0.0	-9.906293264882901	1.0		0.0	-8.708410354011622	1.0	-8.249790673116417	1.0	-5.2414339080825965	1.0		0.0	-7.169879678682198	1.0	-10.262156162434296	2.0	-10.331287194389281	4.0		0.0		0.0	-8.006620275308384	1.0	-1.813740852477874	2.0
samp_30	3.239938372985326		0.0		0.0	-6.447093085679356	1.0	-2.4095223820687837	1.0	-6.4170254074545054	2.0	-5.86027536989606	2.0	-3.335608441366855	2.0	-1.1644623253145239	4.0	-4.520962783426805	2.0	-4.0522705673375095	1.0	-2.1927920137214336	1.0		0.0	-1.1115988735282978	2.0		0.0		0.0		0.0	-5.437899784952863	1.0	-24.129505288634626	1.0	-1.5179738874349316	2.0		0.0	-4.994047889143468	2.0	-5.074896191119858	1.0	-5.699051665494183	1.0	-6.4265165098824415	1.0	-7.000734361741093	1.0	-7.16384554096673	1.0	-9.656567901207854	1.0	-8.811967189076208	1.0	-9.906684594036761	1.0	-8.877256586935028	3.0	-8.707266619738652	1.0		0.0		0.0		0.0	-7.174716625361051	2.0		0.0		0.0		0.0	-27.259463548308947	3.0		0.0		0.0
samp_31	3.1297688290876895	-3.899793212614487	2.0	-7.7691109806597005	1.0		0.0	-2.464608540860604	3.0		0.0	-5.876208612048327	1.0	-3.3847825967018172	2.0		0.0	-4.559511762482586	1.0	-4.095579362603583	1.0	-2.2492423581063465	2.0	-8.403582687270504	1.0		0.0	-5.806528642645243	1.0		0.0	-1.3772573968162047	2.0	-5.457929559480246	1.0	-22.58219074344199	1.0	-1.5786919383808449	1.0	-5.025507023731686	1.0		0.0	-5.1123342519747315	2.0	-5.723045699929918	1.0	-6.429264682334753	3.0	-7.016138917423639	1.0	-7.136049074871325	1.0	-9.651793220719016	1.0	-8.812692717821529	1.0		0.0	-8.871177936195453	1.0		0.0	-8.242597480467598	2.0		0.0	-11.31918340109761	3.0	-7.159353085751044	1.0	-10.246660277391081	1.0		0.0	-11.574472197293897	2.0		0.0		0.0		0.0
samp_32	3.2542848788864407		0.0	-7.764110535355713	1.0	-6.445048360678045	2.0	-2.4023121975845303	2.0	-6.414919906970325	2.0		0.0	-3.3292299791640203	1.0	-1.1558942322412946	2.0	-4.516039818499503	2.0	-4.046673999279178	1.0	-2.1854034578322814	2.0		0.0	-1.102951201106504	1.0	-5.779890352299354	1.0		0.0	-1.3056088807752015	2.0	-5.435470798245503	1.0		0.0		0.0	-4.989429664361391	2.0	-4.989663136014013	1.0	-5.07012771162193	1.0	-5.6960391132469015	2.0	-6.4262996995815875	2.0		0.0		0.0	-9.65732124605128	2.0	-8.811746145003752	2.0	-9.906063237971184	3.0		0.0	-8.706711427753875	1.0		0.0	-5.231441515706762	1.0		0.0		0.0		0.0	-10.32595998103562	1.0	-11.565185764075082	1.0	-29.776699998498266	1.0	-8.011225556673713	1.0		0.0
samp_33	3.2097122095941706		0.0	-7.76581565560695	3.0		0.0		0.0	-6.421573839687407	1.0	-5.864422370591145	1.0		0.0	-1.1824949915592475	1.0	-4.5314285394072895	1.0	-4.064085023973881	2.0		0.0		0.0	-1.1297114935283747	1.0	-5.78914072548535	4.0	-2.660377596892956	1.0	-1.3314396476405521	1.0	-5.443122224633921	2.0		0.0		0.0	-5.00210201863774	1.0	-5.003370483733384	1.0	-5.0850569935383065	1.0		0.0	-6.427075960162586	2.0		0.0	-7.156348213227735	2.0		0.0	-8.812107611800975	2.0	-9.907395664690524	1.0		0.0	-8.708329922094858	1.0		0.0		0.0	-11.306076427880459	2.0	-7.17047440299775	1.0	-10.26341281487242	2.0	-10.33080586110617	3.0		0.0	-23.975985777821705	1.0	-8.007042888586255	2.0	-1.8120789069346126	1.0
samp_34	3.4462664094328836		0.0		0.0	-6.420401959859115	1.0		0.0	-6.389355727475426	1.0		0.0	-3.243979404476041	4.0		0.0	-4.452106768127973	1.0		0.0	-2.0855384783701174	2.0		0.0	-0.9847990785250963	2.0	-5.74369563396463	1.0		0.0	-1.1918857200433624	2.0	-5.407421756342844	1.0		0.0	-1.4014979567643442	2.0	-4.938297287668716	1.0	-4.933579849300062	1.0	-5.008288032044696	4.0		0.0	-6.42623931324132	1.0	-6.975572344850665	2.0		0.0	-9.664534831019672	1.0	-8.810872886003974	2.0		0.0	-8.887668870260377	2.0		0.0	-8.269958448334856	3.0		0.0		0.0	-7.202895813236368	1.0		0.0	-10.307884996050685	1.0		0.0	-25.510273128824267	3.0		0.0	-1.6852645484246476	2.0
samp_35	3.1970973236042974		0.0	-7.76623025475328	1.0	-6.45335611121874	2.0	-2.431003936962091	3.0		0.0	-5.866204868981747	2.0	-3.3547301692582296	1.0	-1.1899925141896903	1.0		0.0	-4.069031067383945	1.0	-2.2148163166698493	2.0	-8.39752194527631	1.0	-1.137251976125469	1.0	-5.791865713522818	1.0	-2.666521444345292	1.0		0.0		0.0		0.0	-1.5417263174121676	2.0	-5.0057418999123335	1.0	-5.007285573862358	3.0		0.0		0.0		0.0	-7.006551039186784	1.0	-7.153157886455603	2.0	-9.655786588542679	1.0	-8.812179623273718	1.0	-9.90785860909102	1.0	-8.87490821931209	3.0		0.0	-8.248900285303872	1.0	-5.243478341443149	1.0		0.0	-7.1687087136653025	1.0	-10.26055332603248	1.0		0.0	-11.57170225495364	2.0	-22.660385577149963	1.0	-8.00583368088898	1.0	-1.8187529597380827	1.0
samp_36	3.2772140543523935		0.0	-7.763311134267827	2.0	-6.441839204130676	1.0	-2.3907687551784855	1.0	-6.411602775701528	1.0		0.0		0.0		0.0	-4.50821272035264	1.0	-4.037755496855792	2.0	-2.1735590549479245	2.0		0.0	-1.089080535131046	3.0	-5.775218864905733	1.0	-2.6274320426010607	2.0		0.0		0.0	-23.63218497702392	2.0	-1.497186687428841	3.0		0.0	-4.982658815490988	1.0		0.0	-5.69133338209213	2.0	-6.426017761169454	1.0	-6.995825665008059	1.0		0.0	-9.658304533527687	3.0	-8.811730838808735	1.0		0.0		0.0		0.0	-8.255991424713708	1.0	-5.226770906686968	3.0	-11.293478935055857	1.0		0.0	-10.276063619735403	1.0	-10.323636074546513	2.0	-11.573020643351766	1.0	-24.25045557255249	1.0		0.0	-1.776261680472878	1.0
samp_37	3.1954321962821264	-3.8730034857755227	2.0	-7.76633088128363	1.0	-6.453598406265577	2.0	-2.4318394469138225	1.0	-6.423816966593592	1.0		0.0	-3.3554626304690682	2.0	-1.1909528266274985	3.0	-4.536406968757982	1.0	-4.0696895807755595	3.0		0.0		0.0	-1.1382444868717654	1.0		0.0	-2.667332851980545	1.0		0.0	-5.445683657167469	2.0	-23.93760056117504	3.0		0.0	-5.006227684430003	1.0		0.0	-5.089896482797826	1.0		0.0		0.0	-7.006788488717321	3.0		0.0	-9.655162555085692	2.0	-8.812063428678398	1.0		0.0	-8.874757168884436	1.0		0.0	-8.248765781247355	1.0		0.0		0.0	-7.168602886001086	1.0		0.0	-10.33195582208981	2.0		0.0	-24.713492935896205	2.0	-8.005567791468541	2.0	-1.81962598759544	1.0
samp_38	3.248003766279286		0.0		0.0		0.0		0.0	-6.415837633847416	2.0	-5.859201129978834	2.0		0.0		0.0	-4.518180812506621	1.0	-4.049108949696882	1.0	-2.188605082156605	2.0	-8.39322581963848	2.0	-1.1067457236839244	2.0		0.0	-2.6416952538771556	1.0	-1.3092455651545325	1.0		0.0	-22.550333844965337	2.0	-1.5134780931773972	1.0	-4.991195268253562	1.0	-4.991564238288533	2.0		0.0	-5.697322337386183	3.0		0.0		0.0	-7.166014492326705	1.0		0.0	-8.811939926305438	1.0	-9.907428655116517	1.0	-8.87765364346481	2.0	-8.706890166731279	4.0	-8.253521387354319	1.0		0.0	-11.294618850460566	1.0	-7.17582617364824	2.0	-10.270092252963844	2.0		0.0		0.0	-23.7606077176611	3.0		0.0		0.0
