run	log_tbg	log_alphap	log_betap	b9F9_log_P	b9F9_weight	b9G1_log_P	b9G1_weight	b9G2_log_P	b9G2_weight	b9G3_log_P	b9G3_weight	b9G5_log_P	b9G5_weight	b9G6_log_P	b9G6_weight	b9G8_log_P	b9G8_weight	b9H1_log_P	b9H1_weight	b9H3_log_P	b9H3_weight	b9H4_log_P	b9H4_weight	b9H5_log_P	b9H5_weight	b9H6_log_P	b9H6_weight	b9H7_log_P	b9H7_weight	b9H9_log_P	b9H9_weight	b9I1_log_P	b9I1_weight	b9I2_log_P	b9I2_weight	b17E6_log_P	b17E6_weight
samp_40	-22.08239086738219	0.631595582055286	0.06778109795833889		0.0		0.0	-5.879491802015289	1.0	-3.3672823382609502	1.0	-7.861459141966616	1.0	-5.798884480903482	2.0	-5.8314309741210835	2.0	-7.560842019724273	1.0	-8.75381528611955	1.0	-8.365765949506088	3.0		0.0	-1.6555865518580362	1.0		0.0	-6.458800812782201	1.0	-7.009860767715531	2.0		0.0	-5.703226043327499	1.0
samp_41	-20.99867984520141	1.303705067998329	-0.5207973995648778	-3.200408336668854	2.0		0.0	-5.918713429023317	1.0	-3.382511406503796	1.0	-7.902919256123423	1.0		0.0	-5.870534499495351	1.0	-7.602216589569076	1.0	-8.795484195048383	2.0	-8.407329066455613	3.0		0.0		0.0		0.0	-6.499264520912889	2.0	-7.050861953030001	2.0	-6.330659002440081	1.0		0.0
samp_42	-19.89602663440516	0.1402581768315414	0.5644166457123917	-3.2090098580083537	1.0	-5.632638712273593	1.0		0.0	-3.381825331439636	2.0	-7.864233231431441	2.0		0.0	-5.835206558222927	2.0		0.0		0.0	-8.368515397768833	1.0	-7.676337182414219	1.0	-1.7231121564912784	1.0	-1.2354939188890404	2.0	-6.462004434630423	1.0	-7.01282599936726	2.0		0.0	-5.707306697371835	1.0
samp_43	-22.05355028231372	1.0231978619315658	-0.22028158933143405	-3.227786755006865	1.0	-5.67927253253311	1.0	-5.9300886470147525	1.0	-3.4065609749683072	1.0	-7.913099502273742	1.0	-5.8494329803124545	1.0		0.0		0.0	-8.805548442559987	1.0		0.0		0.0	-1.646211775741914	2.0		0.0	-6.509974439809029	2.0	-7.061274929079053	4.0	-6.341441066595262	2.0		0.0
samp_44	-7.0562377969227414	0.8499100893708544	-0.09272313372858786		0.0	-5.6688743424068555	1.0		0.0	-3.391249307462659	1.0	-8.001139427997623	1.0	-5.841770833177919	2.0		0.0	-7.6710479695187725	1.0		0.0	-8.59852103122125	3.0	-7.800993552268337	1.0	-1.653085669842915	2.0		0.0	-6.51504076002397	1.0	-7.086959594955497	2.0	-6.341898039068811	1.0	-5.745323455376764	1.0
samp_45	-6.791730499026396	0.2531710365133343	0.46110265625686325	-3.212716681730759	1.0	-5.652426940385089	1.0		0.0	-3.3862687709107213	3.0		0.0	-5.826008590781773	1.0	-5.8593621633084245	1.0		0.0		0.0	-8.641041674281245	2.0	-7.808974116048739	1.0	-1.716585125676356	1.0	-1.223351574472809	1.0	-6.50227349661093	2.0	-7.079971311906938	2.0		0.0	-5.72975963011537	1.0
samp_46	-21.45582360634055	0.12769546457736983	0.5767378326918117		0.0		0.0	-5.883127034111747	2.0		0.0	-7.864122900106813	4.0		0.0	-5.835109228438584	1.0		0.0	-8.756406023519318	1.0		0.0	-7.676225640588035	1.0	-1.7243000584653816	1.0	-1.2373278589410048	3.0		0.0		0.0	-6.293519779942008	1.0	-5.707217444266361	3.0
samp_47	-22.289797905442843	1.1063398398265232	-0.2925475907264524	-3.2288283476394466	1.0	-5.68433633947924	1.0	-5.935183539793671	2.0	-3.4084483983792664	1.0	-7.9185061596331865	3.0	-5.854516309483755	2.0	-5.8870539697633655	1.0	-7.617822639867359	1.0	-8.810977177488175	1.0		0.0		0.0	-1.6354694164373258	1.0		0.0	-6.515239129057398	1.0		0.0	-6.3466848181693685	2.0		0.0
samp_48	-6.809687150077344	0.5650792427433797	0.21685970255012435	-3.238429543747706	1.0	-5.685675472790436	2.0		0.0	-3.4136196886965458	3.0	-8.04693818968261	1.0	-5.859349917511228	1.0	-5.892723515364142	1.0		0.0		0.0	-8.675398587317583	2.0	-7.84343549821176	1.0	-1.7149389642912285	1.0	-1.2072604142950625	1.0		0.0	-7.113918387144496	2.0	-6.3615141746996535	1.0		0.0
samp_49	-21.64750501111564	0.46368986084959535	0.28023951351802523	-3.2205354871548777	2.0		0.0	-5.90227308385452	1.0	-3.395002618129881	1.0		0.0	-5.821702821246214	1.0	-5.854216524966347	2.0	-7.583225431292858	2.0	-8.776145892287092	2.0		0.0	-7.695872632290699	1.0	-1.7067174024514637	1.0	-1.2032156500508793	1.0		0.0	-7.032294722437089	2.0		0.0	-5.7261400213138	1.0
samp_50	-21.34005370793996	0.3703159147420656	0.40026599318253675		0.0	-5.665215015311644	2.0	-5.915831560029124	3.0	-3.4110179250206727	1.0	-7.89716302083325	1.0		0.0		0.0	-7.596573250667598	1.0	-8.78946962065603	1.0	-8.401470692217659	1.0	-7.709261923741442	1.0	-1.7349334020327538	1.0	-1.238314015805584	3.0	-6.49479378333994	1.0		0.0	-6.326388599883904	1.0		0.0
samp_51	-19.863413698097254	0.25904723372182414	0.44431734747399526	-3.2053064254282275	2.0		0.0	-5.88238059220555	2.0	-3.378782338071668	1.0		0.0		0.0	-5.834301608203464	1.0	-7.562968128852745	1.0		0.0		0.0	-7.675722831936018	1.0	-1.7089999516246435	1.0	-1.2150645836527367	1.0	-6.461207573664954	1.0	-7.012115357247826	2.0	-6.292828515360697	3.0	-5.706377928013941	1.0
samp_52	-21.923059138985533	0.4736458553151521	0.30096631007281915	-3.23619076365152	2.0	-5.667006137158987	1.0	-5.917628486407737	1.0		0.0	-7.899183721348788	1.0	-5.837064727322554	2.0		0.0		0.0	-8.79149396027508	2.0		0.0		0.0	-1.7233870176363832	1.0	-1.2209521586679641	2.0	-6.496700383588285	1.0	-7.047615098034522	2.0	-6.328286213546293	1.0	-5.741508539889199	1.0
samp_53	-24.026958964744193	-21.23333139388701	21.935366006547653	-3.2316208763136522	1.0	-5.633195947639346	1.0	-5.883608303309861	3.0		0.0	-7.863116888893005	1.0		0.0	-5.835664137547129	3.0	-7.56260519534666	2.0	-8.755275766880521	1.0		0.0	-7.675303167418575	1.0		0.0	-1.4078947393158663	1.0	-6.461555216679997	1.0	-7.01201908244956	1.0		0.0	-5.708239301111948	1.0
samp_54	-21.097967809182983	0.29459935890228406	0.4755103426001529		0.0		0.0	-5.915757390651022	1.0	-3.412508079689282	1.0		0.0		0.0	-5.867717828833752	2.0		0.0	-8.789236428180345	4.0		0.0	-7.709023148679005	3.0		0.0	-1.2517239641720341	1.0	-6.494634883817029	1.0	-7.045485328400834	1.0	-6.326237309172203	2.0	-5.7397628533173615	1.0
samp_55	-21.32511747860619	0.2833701936603976	0.45134667225437053	-3.2210396798585674	1.0	-5.647428914956794	1.0	-5.898027382651573	1.0	-3.3944576529812824	2.0	-7.879232861161883	2.0	-5.817470649287514	2.0		0.0	-7.578651377111818	1.0		0.0		0.0	-7.6913222392290255	1.0	-1.72460224007509	1.0	-1.2309579211077986	2.0	-6.4769203468856755	2.0		0.0		0.0	-5.72203048730666	1.0
samp_56	-21.825301741425218	0.5489042609811675	0.2222127016067279	-3.2318474334142024	1.0		0.0	-5.915677720128295	1.0	-3.4067343552955927	1.0		0.0	-5.835100528126268	2.0		0.0	-7.596779877405752	2.0	-8.789727995096023	2.0	-8.401666444471479	1.0		0.0	-1.710533736204759	1.0	-1.2033741845796273	1.0	-6.494838785394067	1.0	-7.045825805801389	2.0	-6.326410805957672	1.0	-5.739501003368883	1.0
samp_57	-21.414070776469416	-21.755019709937205	22.44291007328428	-3.2242798760173708	1.0	-5.626100656291032	1.0	-5.876515463678854	1.0		0.0	-7.856039406442178	3.0		0.0	-5.828570770219514	3.0	-7.555531307539911	2.0		0.0		0.0	-7.668226971372421	2.0		0.0	-1.3994009192280117	1.0		0.0	-7.004946467847845	1.0		0.0	-5.701138892166929	2.0
samp_58	-7.086923760716054	0.32125468133862645	0.4291777566161553		0.0		0.0	-5.921311291336499	1.0	-3.4030496131219423	4.0		0.0		0.0		0.0	-7.665204360499411	1.0		0.0	-8.588215411476678	1.0	-7.794531461932564	1.0	-1.7295798205313364	1.0	-1.2345671023820648	2.0	-6.511462330186768	1.0	-7.082393345167782	1.0	-6.338573823460964	3.0	-5.743321797961184	1.0
samp_59	-21.484323080458392	-21.12550914105104	21.820074737531673	-3.22775977480519	1.0	-5.629442108994622	1.0	-5.879861404316685	3.0	-3.395800489553616	1.0	-7.8593391222169755	1.0		0.0	-5.831923880744909	3.0		0.0	-8.751496314856494	1.0		0.0	-7.67158181773572	2.0		0.0	-1.403413812154114	1.0	-6.457834278743612	1.0	-7.008293824778407	1.0	-6.289552282975365	1.0		0.0
samp_60	-19.71632523123951	0.8324691370540209	-0.08920112899170295		0.0	-5.6501320148406915	2.0	-5.900891132141724	3.0		0.0	-7.883352686151475	2.0	-5.820266958352141	2.0	-5.852793899615562	1.0	-7.582708505339002	2.0		0.0	-8.38767210222566	1.0	-7.695340843404159	1.0	-1.6477138692947648	1.0		0.0	-6.480472577407176	1.0	-7.031634092472177	1.0		0.0		0.0
samp_61	-7.1535162303807995	0.5160822152363626	0.2519257273400123	-3.232419465903	1.0	-5.674324880086647	4.0		0.0	-3.407257525066438	1.0	-7.996381704975823	1.0		0.0	-5.880035414518856	1.0		0.0		0.0	-8.584641610166084	1.0	-7.797519643076261	1.0	-1.7138196325499582	1.0	-1.2083894493202636	1.0	-6.518470930534217	1.0	-7.088281808044918	2.0	-6.345812326116435	1.0	-5.750802327434828	1.0
samp_62	-24.05294301057857	1.4414714987987955	-0.6143900404007198	-3.213428302757732	1.0		0.0		0.0	-3.397115153575544	2.0		0.0	-5.859369819158538	1.0		0.0	-7.624151781790593	2.0	-8.817573421850447	3.0	-8.429365256441287	1.0	-7.736775122072499	2.0		0.0		0.0	-6.520988941923316	2.0	-7.072707763287228	2.0	-6.352322006087715	1.0		0.0
samp_63	-8.737246221702714	0.08855045842572054	0.6374549952094435		0.0	-5.645614567299121	2.0		0.0		0.0		0.0	-5.816130107185623	1.0	-5.8487795444279165	3.0	-7.589068420044151	3.0		0.0	-8.414750468211782	2.0		0.0		0.0	-1.257309558783672	2.0	-6.477778897188022	1.0	-7.03233120781605	2.0		0.0	-5.720672489459877	1.0
samp_64	-22.57292822636189	0.7799496651647895	-0.051598536865253355		0.0	-5.642840968181775	2.0		0.0		0.0	-7.8759078932234345	2.0	-5.812950450920321	1.0	-5.845479150125292	1.0	-7.57528090689704	1.0	-8.768291238216051	1.0	-8.380221236972101	2.0	-7.687927796452845	1.0	-1.6482064261981273	2.0		0.0	-6.473083133111106	1.0	-7.024220891060545	1.0		0.0	-5.717178432965696	2.0
samp_65	-7.610543940136781	0.5021457334578782	0.18823988362203276	-3.192098351880403	2.0		0.0		0.0	-3.367059753015092	2.0		0.0	-5.802902099355221	3.0	-5.835789244357611	1.0	-7.601806300083907	1.0		0.0	-8.472498205668856	2.0		0.0	-1.6698696896996488	1.0		0.0		0.0		0.0	-6.298935971573397	3.0	-5.706954018084205	2.0
samp_66	-7.070460113096188	0.10686697988094061	0.5941329797664927	-3.2090056041455357	2.0		0.0	-5.896896654763069	1.0		0.0		0.0	-5.814987249264735	2.0		0.0		0.0		0.0	-8.563789384594202	2.0		0.0	-1.7248007648832606	1.0	-1.2386021627324841	3.0	-6.486919820651291	1.0	-7.057788493149157	1.0	-6.31407621827823	3.0	-5.718994285625232	1.0
samp_67	-22.67890156125074	0.1671937355547976	0.5735691458500914		0.0	-5.6506937943763065	1.0	-5.901256859848603	1.0		0.0	-7.882292531714866	3.0		0.0	-5.853235671536056	1.0		0.0	-8.77457345211229	2.0	-8.386574625371942	3.0	-7.69438482454817	2.0		0.0	-1.2543560608675908	1.0	-6.480052611697253	2.0		0.0		0.0	-5.72531900771278	1.0
samp_68	-22.868762622738615	0.9087269380841904	-0.12912334079189428		0.0		0.0	-5.918839589117145	1.0	-3.3992320055009935	2.0	-7.901490422359559	1.0	-5.838208155859537	1.0	-5.870736931685041	1.0	-7.600849235480651	1.0	-8.793918944862451	1.0		0.0	-7.713495288968044	2.0	-1.654926443251647	1.0		0.0	-6.498534611349066	2.0	-7.049745210987068	1.0	-6.330013246185388	3.0		0.0
samp_69	-23.6747610138255	0.3628444327825923	0.34407904970436953		0.0		0.0	-5.883912037230003	1.0	-3.378338457739028	2.0	-7.865233053308284	1.0	-5.803346577418493	1.0	-5.835872544581696	1.0	-7.564656267924198	1.0	-8.75756282048163	1.0	-8.3696941691003	2.0	-7.677373116117541	1.0	-1.6982946171390405	2.0	-1.1987183680733309	1.0	-6.462895121634074	1.0	-7.013790874474278	1.0		0.0	-5.707848272452412	1.0
samp_70	-25.979498974168155	-30.654080192622395	31.327884979597354		0.0		0.0		0.0		0.0	-7.849008994367554	1.0	-5.788975776812124	2.0	-5.821554647477075	3.0		0.0	-8.741149057013347	1.0		0.0	-7.661187427793623	2.0		0.0	-1.3909446086432318	1.0	-6.447410053085204	2.0	-6.997886490021018	1.0	-6.27913720673076	2.0	-5.694083010754869	2.0
samp_71	-21.86671983202682	0.6429924410925083	0.15726736276681746	-3.243595273830295	1.0	-5.679381826984407	2.0	-5.930057229126491	1.0	-3.419040698809727	1.0	-7.91192348823624	1.0	-5.849460203011375	1.0		0.0	-7.611308077727429	1.0	-8.804273385067976	2.0	-8.416223106709836	2.0		0.0	-1.713206503525253	1.0	-1.2018845584031392	1.0		0.0	-7.060334912554198	3.0		0.0		0.0
samp_72	-21.199862327278165	0.9168339972978825	-0.1748826788400418	-3.201527503054543	2.0	-5.649164054811477	2.0	-5.899927729688185	1.0	-3.3794901752934745	1.0		0.0	-5.819312038670241	2.0		0.0	-7.581992176097415	1.0	-8.775064473675231	1.0		0.0	-7.694645659497091	2.0		0.0		0.0	-6.479651184788743	1.0	-7.030889845276872	2.0	-6.3111393895095595	1.0	-5.723391321987543	1.0
samp_73	-24.42084077112869	0.14409831254263547	0.5272998867893991		0.0		0.0	-5.866536168056992	3.0		0.0	-7.847596797266555	2.0	-5.785980991592533	3.0	-5.818510278305911	2.0	-7.547021561117317	1.0		0.0		0.0		0.0	-1.7030595228115182	1.0	-1.2133779234813904	1.0	-6.445344550128805	1.0		0.0	-6.276954918816387	1.0	-5.690603532936241	2.0
samp_74	-20.38092688643438	-42.64075751993957	43.35003022305766	-3.2353677952907907	1.0	-5.636830773775426	1.0	-5.887243937593052	2.0	-3.403385476657448	3.0	-7.866736009667469	1.0	-5.806780014876737	2.0	-5.839296372263628	2.0	-7.566227771194367	1.0		0.0	-8.370979477496011	1.0		0.0		0.0		0.0	-6.465179423951853	1.0	-7.015613161286755	2.0		0.0		0.0
samp_75	-21.064904929107062	0.6286720752322973	0.07589706258323049	-3.1943905756852464	2.0	-5.631408049794541	1.0	-5.882108767349338	1.0	-3.3700548141250564	1.0	-7.864073574164034	1.0		0.0	-5.834030325468162	3.0		0.0	-8.756436527407047	1.0	-8.368364135535922	2.0	-7.676106458456904	2.0	-1.6591291106294508	1.0		0.0	-6.461411246626173	2.0		0.0		0.0		0.0
samp_76	-8.480550252726363	0.2605426572843921	0.4611182342111866	-3.21514072400917	4.0		0.0	-5.89530000255855	1.0	-3.3885236099986447	1.0		0.0		0.0	-5.847086629671857	1.0	-7.591125416843913	1.0		0.0	-8.423052608573528	1.0		0.0	-1.7197198715684077	1.0	-1.2265699826811607	2.0	-6.47691277937697	1.0	-7.032629541110858	3.0	-6.307433515212986	1.0		0.0
samp_77	-20.097470926508908	0.4052133791167162	0.38905748602594	-3.248538767521011	1.0	-5.677026629099874	3.0	-5.927637003219441	2.0		0.0	-7.908994220720776	2.0		0.0		0.0	-7.608405352745876	1.0	-8.80130631194383	2.0	-8.413280977535715	3.0	-7.721075590379538	1.0		0.0	-1.2468589257735383	1.0		0.0		0.0	-6.338206948082767	1.0		0.0
samp_78	-18.687129102726836	0.6761462552094828	0.047785403230405546		0.0	-5.640981741655308	1.0	-5.891679558013524	5.0	-3.378608364156423	2.0		0.0		0.0	-5.843611828889629	2.0	-7.5731126421009	3.0		0.0	-8.378026235758949	1.0		0.0	-1.6629929263089789	1.0		0.0		0.0	-7.022116615611869	1.0	-6.302581767466064	1.0		0.0
samp_79	-21.252593414472944	0.4979968843188835	0.26483671554175725	-3.2292461014688416	1.0	-5.66102043187773	1.0	-5.911649557499788	1.0	-3.4038492694416154	2.0		0.0		0.0	-5.863603998560416	2.0	-7.592648927140828	1.0	-8.785578424622292	1.0	-8.397530213346004	1.0		0.0	-1.7130079668099816	1.0	-1.208484821822503	1.0	-6.490747401562774	3.0	-7.041713679654397	1.0	-6.322339653176434	1.0		0.0
samp_80	-20.903345518745155	0.001057942836117577	0.6633265009110925	-3.191118481563485	1.0		0.0	-5.863250515910771	1.0	-3.363434391405111	2.0		0.0	-5.7827068352400905	1.0	-5.81523004981382	2.0	-7.543545856658617	1.0	-8.736391363631883	1.0	-8.348381325689028	1.0	-7.656213338167289	5.0	-1.7133607240530306	1.0	-1.2304910374415903	1.0		0.0		0.0		0.0		0.0
