run	log_tbg	log_alphap	log_betap	b2F3_log_P	b2F3_weight	b2F5_log_P	b2F5_weight	b2F6_log_P	b2F6_weight	b2F7_log_P	b2F7_weight	b2F8_log_P	b2F8_weight	b2F9_log_P	b2F9_weight	b2G2_log_P	b2G2_weight	b2G3_log_P	b2G3_weight	b2G4_log_P	b2G4_weight	b2G5_log_P	b2G5_weight	b2G6_log_P	b2G6_weight	b2G7_log_P	b2G7_weight	b2G8_log_P	b2G8_weight	b2H1_log_P	b2H1_weight	b2H3_log_P	b2H3_weight	b2H4_log_P	b2H4_weight	b2H5_log_P	b2H5_weight	b2H7_log_P	b2H7_weight	b2H8_log_P	b2H8_weight	b1I8_log_P	b1I8_weight	b2A1_log_P	b2A1_weight	b2A2_log_P	b2A2_weight	b2A4_log_P	b2A4_weight	b2A5_log_P	b2A5_weight	b2A6_log_P	b2A6_weight	b2A7_log_P	b2A7_weight	b2A8_log_P	b2A8_weight	b2A9_log_P	b2A9_weight	b2B1_log_P	b2B1_weight	b2B2_log_P	b2B2_weight	b2B4_log_P	b2B4_weight	b2B5_log_P	b2B5_weight	b2B6_log_P	b2B6_weight	b2B7_log_P	b2B7_weight	b2B9_log_P	b2B9_weight
fit	-5.5989242154569965	4.724535700620012	-0.06619497920418164	-3.9485654326943775	1.0	-2.092368692348014	1.0	-12.311140857605707	1.0	-5.044871474045808	1.0	-4.979196202009326	1.0	-11.70865855598077	1.0	-10.58973851420989	1.0	-5.046879677746128	1.0	-0.5845460483259286	1.0	-6.691710792199644	1.0	-5.111062832778142	1.0	-4.441360384823231	1.0	-4.757281665070615	1.0	-6.655283610770002	1.0	-1.4761359061499324	1.0	-6.915595193687069	1.0	-7.79286426545714	1.0	-6.897496358692378	1.0	-4.706806166076146	1.0	-4.888390402963639	1.0	-7.402364037539524	1.0	-6.449151569943031	1.0	-5.362478325743783	1.0	-4.671196871950679	1.0	-7.9797026230871015	1.0	-10.387564841932354	1.0	-10.535041003639614	1.0	-7.330236941520377	1.0	-4.503469678098212	1.0	-4.296423330435206	1.0	-0.3470978486419827	1.0	-5.323821931295436	1.0	-5.000763022677817	1.0	-4.703679538310123	1.0	-10.161540614888771	1.0
samp_00	-5.513270269455898	4.645981085953734	0.006098674202660412		0.0	-2.100369083833733	1.0		0.0		0.0	-4.9942260568198735	2.0		0.0	-10.600769543991364	2.0	-5.061608566490691	1.0	-0.5871155499758193	4.0	-6.702472791391217	2.0	-5.124926369003506	1.0		0.0		0.0	-6.664530938968919	1.0	-1.4814587828936792	1.0		0.0	-7.803850380073167	1.0	-6.907213274815763	2.0	-4.718846682113588	1.0	-4.9024659518092575	1.0		0.0	-6.458195188603664	1.0	-5.37972959461115	2.0	-4.687321362065103	1.0	-7.9940496643455905	1.0	-10.398679271435338	2.0	-10.545729019905783	2.0	-7.343243262415465	2.0		0.0	-4.312402724551728	1.0	-0.3493237808471448	2.0		0.0		0.0	-4.71778026142469	1.0		0.0
samp_01	-5.496952660141952	4.821351568817908	-0.09843385351562145	-3.945577440162598	1.0	-2.0888379966687944	2.0		0.0	-5.05764672373021	1.0	-4.991689954289194	1.0	-11.804633792105223	1.0		0.0	-5.06044747546057	2.0	-0.5840368297746782	1.0		0.0		0.0	-4.445200694321456	1.0	-4.767252769781771	2.0		0.0	-1.4737857164613675	1.0		0.0	-7.852864246938655	2.0		0.0	-4.718652799945723	1.0		0.0	-7.467972870180146	1.0	-6.486342893215144	1.0		0.0	-4.679150912831827	1.0		0.0	-10.471803354130023	1.0	-10.618597609131129	2.0	-7.3863578632363796	2.0	-4.510578739957132	1.0	-4.300478342826203	2.0	-0.34694584363600234	1.0	-5.343070420244153	2.0		0.0	-4.7137323193406315	2.0	-10.249071873806312	3.0
samp_02	-5.552633250679001	4.595319021015824	-0.014062797068434883	-3.9572791974013373	1.0	-2.099300988533915	1.0	-12.260766442817168	2.0	-5.035575324625215	2.0		0.0		0.0		0.0	-5.036369515804792	1.0	-0.5860217543225417	3.0	-6.659299615836468	1.0	-5.098851963747782	1.0	-4.4416461698230965	2.0	-4.7501698244329615	4.0		0.0	-1.480786626549222	1.0	-6.879905192971469	2.0	-7.748986087893498	1.0		0.0	-4.696685970955373	1.0	-4.8788173386832865	3.0	-7.364178468106338	2.0		0.0	-5.3512568916284	1.0		0.0		0.0	-10.320403134961694	2.0	-10.467902293138303	2.0		0.0		0.0		0.0	-0.34808791036189307	1.0		0.0	-4.9922681158497495	1.0		0.0		0.0
samp_03	-5.517496912433654	4.424403033210552	0.07510020153102051	-3.97451759661285	3.0		0.0	-12.200880601062483	2.0	-5.028556617712935	2.0		0.0		0.0	-10.44898883275766	1.0	-5.027859752737241	2.0	-0.5897929416730735	3.0	-6.624485814704231	1.0		0.0	-4.447069731198657	1.0	-4.745953194125236	2.0	-6.5873308379891515	1.0		0.0		0.0		0.0	-6.824532515627782	1.0	-4.68868768204379	2.0		0.0	-7.321648137899271	2.0	-6.385592558437922	1.0	-5.341761745475179	1.0	-4.665530548202767	1.0		0.0	-10.246948214271999	2.0	-10.394520831379388	1.0	-7.249164375778709	2.0	-4.498976815029875	1.0		0.0	-0.35102476724989085	1.0		0.0		0.0	-4.69146081014138	1.0	-10.02073992899232	1.0
samp_04	-5.727089645140977	4.744026092037676	-0.09233960354817018	-3.940079347252814	1.0	-2.089606842017595	2.0		0.0		0.0	-4.969127245697983	1.0	-11.664823999671722	2.0	-10.556406966363896	1.0		0.0	-0.5835274118970852	3.0	-6.674250712793676	2.0	-5.100968881325521	1.0		0.0	-4.748030980761327	1.0		0.0	-1.4743037728234771	1.0	-6.8989269753494655	3.0		0.0	-6.879762711121077	1.0	-4.698740266573632	2.0	-4.879014435942144	1.0		0.0	-6.4348935666139555	1.0	-5.349729461682235	3.0	-4.661786954686005	1.0	-7.949151325610214	1.0		0.0	-10.502164196310623	1.0	-7.305810465667381	2.0	-4.494958460869165	1.0		0.0		0.0		0.0	-4.990224060297637	1.0	-4.694886664415359	1.0	-10.123319174977865	1.0
samp_05	-5.611440767046205	4.919596146364909	-0.11954776327637673		0.0	-2.085949382081353	1.0	-12.445612524656042	2.0	-5.0673227025844705	1.0		0.0		0.0		0.0	-5.071215214422459	2.0		0.0		0.0	-5.13824801393876	1.0	-4.447826802509614	3.0		0.0	-6.723180882712348	1.0	-1.4719215897231575	2.0	-6.989415022367001	1.0	-7.886614126544298	2.0		0.0	-4.729479901025345	1.0	-4.910742851119592	1.0		0.0	-6.51240445608828	2.0	-5.3893224822032835	1.0	-4.685463804428178	2.0		0.0		0.0	-10.673754648694842	2.0		0.0	-4.516687411047135	2.0		0.0	-0.34699897001331526	2.0	-5.359156100226931	1.0	-5.021828779602899	1.0	-4.722405174907965	4.0		0.0
samp_06	-5.6324877785686445	4.5099928249319525	0.09125749947677456		0.0		0.0	-12.236103242083907	3.0	-5.0592245957626005	1.0	-4.992940680288978	1.0	-11.642936810237495	1.0	-10.526246581602084	3.0	-5.059071455729206	2.0	-0.5904881062440803	1.0	-6.669331416747506	1.0	-5.120601349324577	1.0	-4.468550467157773	1.0	-4.773611380516268	1.0		0.0		0.0		0.0	-7.7533775424728235	1.0	-6.8711243099316235	1.0	-4.717305333864352	2.0	-4.901255518491185	1.0		0.0		0.0	-5.374895689836624	2.0	-4.691362645047887	2.0	-7.936015565074027	2.0		0.0		0.0	-7.296686701158439	1.0	-4.523117411440439	1.0		0.0		0.0	-5.3260894581574725	3.0	-5.016280083216738	1.0	-4.718868604358808	1.0	-10.096263155266524	1.0
samp_07	-5.571536585443374	4.779440494873018	-0.12337089039248673	-3.9347275328995375	1.0		0.0	-12.324201931546037	1.0	-5.0333002531166935	1.0		0.0		0.0		0.0		0.0	-0.5827908966236193	1.0	-6.688791283073399	2.0	-5.10077445084546	1.0	-4.428347131580256	3.0	-4.746164569284576	3.0		0.0	-1.4726068082409858	2.0		0.0	-7.793898213002282	3.0	-6.8956138484649765	1.0		0.0	-4.877835313731051	1.0	-7.40341792477009	1.0		0.0	-5.350476159597291	2.0	-4.659272052276203	1.0	-7.981841015112584	2.0	-10.390642962864867	1.0	-10.53799770928541	2.0		0.0	-4.492366282905637	2.0	-4.284790817897824	3.0		0.0		0.0	-4.988986400169887	1.0		0.0		0.0
samp_08	-5.67783930199945	4.782265032455421	-0.07902141349661113	-3.946934366959657	1.0	-2.0903676608718	2.0	-12.314668225717085	1.0	-5.051369597490971	1.0	-4.98580141436651	2.0	-11.729112648562111	1.0		0.0	-5.0539706674703115	1.0		0.0	-6.7063498431332675	2.0	-5.118938704064793	1.0		0.0		0.0		0.0		0.0	-6.932021393020107	3.0	-7.81052869149687	1.0	-6.9132472766078745	1.0	-4.7138147344723595	3.0	-4.895110717805209	1.0	-7.413913880455912	1.0		0.0		0.0	-4.675651565456252	4.0		0.0		0.0		0.0	-7.34521119565336	1.0	-4.5077033170910825	2.0	-4.298962205901669	1.0	-0.34707104666639355	1.0		0.0	-5.006907642117156	2.0	-4.709470208042028	1.0	-10.18861159967766	1.0
samp_09	-5.642010398462641	4.672343720597158	-0.048580056333724586	-3.950269169890514	1.0		0.0	-12.253497731941193	3.0	-5.038049459648148	1.0	-4.972501654704081	1.0	-11.661922034383828	3.0		0.0		0.0		0.0	-6.670833375908201	1.0	-5.103073008752549	1.0	-4.439227419038665	4.0	-4.751884006917909	1.0	-6.635046959994118	1.0		0.0	-6.893576432096901	1.0	-7.763519046341995	1.0		0.0		0.0		0.0	-7.371531806299745	1.0	-6.430555575726469	2.0		0.0	-4.6668666662232345	2.0		0.0	-10.344052220760231	1.0	-10.492002739010232	1.0	-7.3031805388655435	1.0	-4.499598222269534	2.0		0.0		0.0	-5.313688637329648	1.0		0.0	-4.6982353624617375	1.0	-10.116255142030223	4.0
samp_10	-5.432551184775521	4.8713152214621145	-0.10128666305744766	-3.9481113707504565	1.0	-2.088273557838475	2.0		0.0	-5.070711338885208	1.0	-5.004386145633973	1.0		0.0		0.0		0.0		0.0		0.0		0.0	-4.452239653384587	2.0	-4.778072806592098	1.0	-6.727552031009006	2.0		0.0	-6.994050383451028	1.0	-7.897146730658341	1.0		0.0	-4.730160608247959	1.0	-4.912785418432183	1.0		0.0	-6.515307592612341	1.0	-5.394759303362517	1.0	-4.688778023992077	2.0	-8.097107171174695	1.0	-10.530469032220298	2.0	-10.677027006858733	1.0	-7.428661564806202	3.0		0.0		0.0	-0.34735666862260295	2.0	-5.359919708417776	4.0	-5.02533550420039	1.0	-4.724416201140797	2.0	-10.309452912284405	1.0
samp_11	-5.7666736155246605	4.622127168379198	-0.03166173544311456	-3.950776429886115	1.0		0.0	-12.159735624623409	2.0	-5.0290908272162955	2.0		0.0	-11.594170315654758	3.0	-10.48605893546391	2.0	-5.030383656417113	3.0	-0.5851833345093924	3.0	-6.644078414181393	1.0		0.0	-4.435558360104744	4.0	-4.744827408132634	1.0	-6.609750060887672	1.0	-1.4790009037971048	1.0		0.0		0.0	-6.8469006363861045	2.0		0.0		0.0	-7.327068898522311	1.0	-6.4076601167041325	3.0		0.0	-4.660866885223976	1.0		0.0	-10.28274614154202	1.0		0.0	-7.266554965820296	1.0	-4.494309513381427	1.0		0.0		0.0	-5.301505634116029	1.0		0.0		0.0		0.0
samp_12	-5.45233979908828	4.80634964127812	-0.05529832127211561	-3.958524883800962	1.0		0.0		0.0	-5.075665035180139	3.0		0.0		0.0		0.0	-5.078077034948815	2.0	-0.5855065308334084	1.0	-6.758174455742629	1.0	-5.14371257344709	2.0	-4.460482580067939	2.0	-4.78334226266406	1.0	-6.718890277412618	1.0	-1.4762397540732202	2.0	-6.983640277459603	1.0		0.0	-6.96693395236532	1.0	-4.733435937877532	2.0		0.0		0.0	-6.508098081560413	1.0		0.0		0.0		0.0	-10.50819855629224	4.0		0.0	-7.414913052626955	1.0		0.0	-4.314309400621201	3.0	-0.34829124882702217	2.0	-5.360866240154659	2.0		0.0	-4.729233607389766	2.0		0.0
samp_13	-5.637184611177912	4.5812947171681815	-0.03901092413449024	-3.946604141872386	2.0	-2.096853877196381	1.0		0.0	-5.017427370310146	1.0	-4.952183851817184	2.0	-11.583975194624584	2.0	-10.465988778700734	1.0	-5.018337532468311	1.0		0.0	-6.629498237460252	1.0		0.0	-4.42754928867574	1.0	-4.73408195727155	1.0	-6.594071799803466	1.0		0.0	-6.850004385013008	1.0		0.0	-6.831767013143384	1.0		0.0	-4.861942916382673	3.0	-7.320410160061863	3.0	-6.391670450043612	4.0	-5.330472454752257	1.0		0.0	-7.890167767861343	1.0	-10.263603218935438	1.0		0.0		0.0		0.0	-4.282888964418727	1.0	-0.3468827617946865	1.0		0.0	-4.974400006280611	2.0		0.0	-10.034646644492039	2.0
samp_14	-5.699451581668452	4.4494821818201755	0.055736450561426315	-3.967438878248563	1.0		0.0		0.0	-5.022128008651307	1.0		0.0	-11.529663444535236	2.0	-10.4155292671322	1.0	-5.021857707379175	1.0		0.0	-6.611033094050629	1.0		0.0	-4.440702445157759	1.0	-4.740423329838832	3.0		0.0	-1.487721537409496	1.0		0.0	-7.679996901385269	2.0	-6.8109190399200745	1.0	-4.684310291236414	1.0		0.0	-7.290086286341246	1.0	-6.3758870724975765	1.0	-5.333441859998965	3.0		0.0		0.0	-10.212840348926392	1.0	-10.36182184490966	4.0	-7.227762478828186	2.0	-4.4936337403471835	1.0		0.0	-0.350038957125376	3.0	-5.28512242979216	1.0	-4.9798242755544	2.0		0.0		0.0
samp_15	-5.514811675034173	5.103699440886336	-0.2054728190765843		0.0	-2.0793690393656736	1.0		0.0		0.0		0.0	-11.969714433106795	1.0	-10.844644161623501	1.0	-5.0767066995006775	2.0		0.0		0.0	-5.146439317784513	1.0	-4.440154333093954	3.0	-4.776915926880797	3.0		0.0	-1.4677306785242163	1.0		0.0	-7.970937440598846	3.0	-7.031299354041473	3.0	-4.736020141312725	2.0		0.0		0.0		0.0		0.0	-4.683454810987947	2.0	-8.174630082652063	1.0	-10.642703518195168	1.0	-10.78889455414181	1.0	-7.490819573845897	1.0	-4.515264626654988	1.0	-4.2986708469489345	3.0		0.0	-5.375146754754044	2.0		0.0		0.0	-10.421990875225488	2.0
samp_16	-5.624519427630192	4.898539975975883	-0.15269614322477834		0.0	-2.083729282372181	1.0	-12.384502603602234	2.0		0.0	-4.981976499502489	2.0	-11.786271731020591	1.0	-10.671901843412106	2.0		0.0		0.0	-6.727465085729634	1.0		0.0	-4.4330570407582375	1.0	-4.7578150381337	1.0	-6.691397580528236	2.0		0.0	-6.956074012939361	2.0	-7.845797942891244	3.0		0.0		0.0		0.0	-7.449054179834422	1.0	-6.482099772690229	1.0	-5.366299467364143	1.0	-4.668549642267182	2.0		0.0		0.0		0.0	-7.376172211853492	1.0		0.0	-4.290207324984954	4.0		0.0	-5.336736064474054	3.0	-5.002022159558368	2.0	-4.705120374069385	1.0	-10.244318019782579	1.0
samp_17	-5.727963827348217	5.048405949690594	-0.2080906884365305	-3.9224660596793233	3.0	-2.0789633910481684	4.0	-12.427810884822003	2.0		0.0		0.0	-11.849519167099116	1.0		0.0	-5.057482589227153	1.0		0.0		0.0		0.0	-4.429616316322885	2.0	-4.761616594385252	1.0	-6.7244426243799165	1.0		0.0		0.0	-7.8907168647324335	4.0	-6.97268712387101	1.0	-4.720224984670909	3.0	-4.89813169636265	1.0		0.0		0.0	-5.371375630237492	1.0		0.0		0.0		0.0	-10.691556483330453	1.0	-7.4139841200427865	1.0		0.0	-4.288755442843805	4.0	-0.34554964459285814	1.0	-5.351025377973154	2.0	-5.005922261802106	1.0		0.0		0.0
samp_18	-5.3894563042286	5.159250914782798	-0.2913875338926844	-3.9110822951782183	3.0	-2.074758149574486	2.0		0.0	-5.049119413694771	2.0	-4.984767657654203	1.0		0.0	-10.83704452120345	2.0	-5.055885585319216	1.0		0.0	-6.806483170441542	1.0	-5.126049941051186	2.0	-4.420896589823874	2.0		0.0		0.0	-1.4646647675584235	1.0	-7.042037470695276	1.0		0.0	-7.024487416295304	1.0		0.0	-4.895847199830142	1.0		0.0	-6.5478948107621155	2.0	-5.372042356077425	1.0	-4.663730186872982	1.0	-8.176807928051598	1.0	-10.634283594740168	1.0		0.0		0.0	-4.497530385574808	2.0	-4.281791303229448	2.0		0.0	-5.356009844669718	1.0	-5.002448513741946	2.0		0.0	-10.41477845211456	2.0
samp_19	-5.486221264129858	4.618722559997568	0.03145597910741523	-3.975489479886148	2.0		0.0	-12.370288090060816	1.0	-5.066107552575591	4.0	-4.999491255420129	2.0		0.0	-10.604265267197407	1.0		0.0	-0.5880884578599009	1.0		0.0	-5.129763129225338	2.0		0.0		0.0	-6.667651645047041	1.0		0.0	-6.927146281358284	2.0	-7.807398508446269	1.0	-6.9104800323919005	2.0	-4.723150762376383	1.0		0.0	-7.427944650217876	1.0		0.0		0.0		0.0	-7.998649116391355	3.0		0.0	-10.549096638063446	1.0	-7.347546774071217	1.0		0.0	-4.31817442533532	2.0	-0.3501793516501525	2.0		0.0	-5.022352173751574	1.0	-4.722799036136457	2.0	-10.178719393249722	2.0
samp_20	-5.618882217291454	4.551859056835785	0.01875062027752483		0.0		0.0	-12.212790054125303	2.0		0.0		0.0		0.0		0.0	-5.037322931575993	2.0	-0.5872428333109128	3.0	-6.649717302550407	3.0	-5.099250078717744	2.0	-4.446106569675198	3.0		0.0	-6.613604575271513	2.0	-1.483467055065306	1.0	-6.869710159644685	1.0		0.0	-6.8518844435485615	1.0		0.0	-4.880149004562053	1.0	-7.3452985701110824	1.0	-6.410815524808982	1.0	-5.351466806366328	2.0	-4.6694701708165285	2.0		0.0		0.0	-10.444009106372555	1.0		0.0	-4.50231309296839	1.0	-4.300012348369432	2.0	-0.349107085741299	1.0		0.0	-4.993859431155635	2.0	-4.6981309785490994	1.0		0.0
samp_21	-5.435298973943547	4.848310742666513	-0.1142369561919634	-3.943201308258044	1.0	-2.0875167354129562	2.0	-12.487636922388823	1.0		0.0	-4.993032887346749	4.0		0.0	-10.69671953418673	1.0	-5.062095905246964	1.0		0.0	-6.746090180239806	1.0	-5.128143672772691	1.0	-4.444312580743508	1.0		0.0	-6.707073036089468	1.0		0.0	-6.972394501474666	3.0		0.0		0.0	-4.719899249616349	2.0		0.0	-7.490490661726245	1.0		0.0	-5.381423142924927	1.0		0.0	-8.068473299173357	1.0	-10.494331643690566	2.0		0.0		0.0	-4.510592129053494	2.0	-4.299781073907326	3.0	-0.3467460733740351	1.0		0.0	-5.01397690209118	2.0	-4.714465462405101	1.0	-10.272789403958072	2.0
samp_22	-5.528427783807027	4.661196008529036	-0.0012396051579254392		0.0	-2.0993673265544954	2.0	-12.353512034966862	1.0	-5.060803116056815	3.0		0.0	-11.732821799517279	1.0		0.0		0.0	-0.5868048972523758	1.0		0.0	-5.125454220185898	1.0		0.0		0.0		0.0		0.0	-6.926791324889979	1.0		0.0	-6.909605614475168	1.0	-4.7192808164585465	2.0	-4.9027475227399435	1.0	-7.42305273311167	1.0	-6.460394781665083	2.0		0.0	-4.687062217181491	3.0		0.0		0.0	-10.550586529322329	2.0	-7.345485389090908	2.0		0.0		0.0	-0.34908389236843645	2.0	-5.3365231684439856	2.0	-5.016865494325209	2.0	-4.717877940930025	2.0	-10.179313519202474	3.0
samp_23	-5.640447211100577	4.890236054706446	-0.1853924156097263	-3.922327041061369	1.0	-2.0813774023581404	3.0	-12.335202681112804	2.0	-5.03008782806436	1.0	-4.965451621298343	2.0	-11.741429188317012	2.0	-10.62753157173499	1.0	-5.0340538847941	1.0	-0.5814979254725389	1.0	-6.70184601062487	1.0	-5.100233980787836	2.0	-4.42003682601474	1.0	-4.742793159318578	1.0	-6.666471204379524	1.0	-1.4688716068256387	2.0	-6.930089552022412	1.0		0.0		0.0	-4.697598415924121	2.0		0.0	-7.4160674006248914	1.0	-6.4582654048592465	1.0	-5.346931512702611	1.0		0.0	-8.001526520430279	1.0		0.0	-10.572817917265901	1.0		0.0		0.0		0.0		0.0	-5.318422911987248	1.0	-4.985251170678722	1.0	-4.690515247342131	1.0	-10.198612876949062	2.0
samp_24	-5.640624936683051	4.8709039089417985	-0.11194123451965093		0.0		0.0	-12.389184339430694	1.0	-5.058724344064083	4.0	-4.993149875960475	2.0	-11.794382715987402	2.0	-10.68200594159199	2.0	-5.06217670083535	1.0	-0.5836633235812593	1.0	-6.7361766031974275	2.0		0.0	-4.443983192132423	1.0	-4.768439966565557	1.0		0.0	-1.4725418127688636	1.0	-6.964183182733773	2.0	-7.853457730896428	3.0		0.0	-4.72143856049385	2.0		0.0		0.0	-6.490944128048761	2.0	-5.3789140542012115	1.0		0.0		0.0	-10.479816188560852	2.0	-10.627150365351017	1.0		0.0		0.0	-4.299976270943567	1.0		0.0	-5.34704277151829	2.0		0.0		0.0	-10.254232962302542	1.0
samp_25	-5.530356668616921	4.872097046050431	-0.1667923375491447	-3.9279408529114503	2.0		0.0	-12.397378663523304	1.0	-5.037510042367593	1.0	-4.972387741338258	1.0	-11.77624949324314	1.0	-10.649803801041914	2.0		0.0		0.0		0.0		0.0		0.0	-4.749018441807868	1.0	-6.678268682222949	4.0	-1.469979714722871	1.0		0.0	-7.832930368577504	1.0	-6.924478461479697	1.0		0.0	-4.882373825881319	3.0	-7.443175205391883	1.0	-6.468789341824904	1.0	-5.356301792845602	2.0		0.0	-8.025202702334244	2.0	-10.44764590983009	3.0		0.0		0.0	-4.493458464796756	1.0	-4.283652093072016	4.0		0.0		0.0		0.0		0.0	-10.223906552472002	2.0
samp_26	-5.646838922439663	4.473385964935366	0.05017861929653768		0.0	-2.1082894474172797	1.0		0.0	-5.0280080722124705	1.0		0.0	-11.56293792312188	2.0	-10.445462077554561	3.0	-5.027847298086468	1.0		0.0	-6.624545967698017	1.0	-5.0887668254832406	1.0	-4.443931113603363	3.0	-4.7453140366023305	1.0		0.0		0.0		0.0	-7.698834686488611	1.0		0.0	-4.689421073317789	1.0		0.0	-7.311053039863896	1.0		0.0	-5.340566838037059	2.0	-4.66403385362739	2.0	-7.877423736734027	1.0		0.0		0.0	-7.24543420477153	2.0	-4.497574348018486	3.0	-4.297833181920656	1.0	-0.34997299470918114	1.0	-5.292406429611369	2.0	-4.985501779441117	1.0	-4.691104731882997	1.0	-10.013623406687511	2.0
samp_27	-5.413131676760296	4.676631009026194	-0.06620454180726007	-3.948055540272592	2.0	-2.0935362761876135	2.0	-12.380873330801444	1.0	-5.037939275614957	2.0		0.0		0.0		0.0	-5.03935710731134	1.0		0.0	-6.685553500763255	1.0		0.0	-4.437468797148168	1.0	-4.75060872871916	1.0		0.0	-1.4769119081733393	1.0		0.0		0.0		0.0	-4.698796655656605	1.0	-4.880879925919826	2.0	-7.412377070840892	2.0	-6.439758658966894	1.0		0.0	-4.665469403254485	1.0	-7.980831055424269	1.0		0.0	-10.523689370785444	1.0	-7.329571079528524	2.0	-4.49782640437871	1.0	-4.292221903465545	3.0	-0.34692274673293516	2.0	-5.314142578441659	2.0	-4.99405398369839	2.0		0.0	-10.153892057550419	2.0
samp_28	-5.616675617855449	4.924443124868961	-0.17683077406121533	-3.9267133959126386	1.0	-2.0818813210769616	1.0		0.0	-5.042449836965181	3.0	-4.977519433432609	1.0	-11.790337081841908	1.0	-10.675139398213435	2.0	-5.0466463486901825	1.0	-0.582059944771539	1.0		0.0	-5.113438179294747	3.0		0.0	-4.753461214604611	2.0		0.0		0.0	-6.956300452138533	3.0	-7.847511272948828	1.0	-6.9373705971336195	2.0	-4.708651633710782	1.0	-4.887747996317836	1.0		0.0	-6.481286049913753	2.0	-5.361270287264256	3.0		0.0		0.0	-10.472965006974928	1.0	-10.620205932860204	2.0	-7.377204841664191	1.0		0.0		0.0		0.0	-5.333479464266811	1.0	-4.997244484891475	1.0		0.0		0.0
samp_29	-5.588139016837214	4.654021065610796	-0.031748059431386956	-3.9551902733427946	1.0		0.0	-12.28116283584314	1.0	-5.042516137227348	2.0		0.0		0.0	-10.556048215758892	1.0	-5.043834072154692	2.0	-0.5855390435467553	2.0	-6.676354331315042	1.0		0.0	-4.443870369129762	2.0	-4.755927481106234	2.0	-6.639821283970347	2.0	-1.4788997076858188	2.0	-6.898505124028005	1.0	-7.771017233074868	2.0	-6.880665979420003	1.0		0.0		0.0	-7.382828690407056	1.0	-6.43487705692629	1.0	-5.3591962294184725	1.0	-4.671177465213689	1.0		0.0		0.0	-10.5014356468951	1.0	-7.311024453646921	3.0		0.0	-4.298321312533606	2.0	-0.3478245484392077	2.0		0.0		0.0	-4.7020503733293015	1.0		0.0
samp_30	-5.394326644477581	4.903203998843486	-0.1430911344105921		0.0	-2.085022942207063	1.0		0.0	-5.0603883664481755	2.0	-4.994402196384838	1.0		0.0	-10.73013651664038	1.0	-5.063965349423877	1.0	-0.5832315030673036	1.0	-6.762777408119788	2.0	-5.13080065744883	1.0		0.0		0.0	-6.723069531598258	1.0	-1.471287881284652	3.0	-6.990313457042551	3.0	-7.895261796397348	2.0	-6.9736698927825795	2.0	-4.721766581658253	1.0	-4.903290244007129	1.0	-7.518103145744027	1.0	-6.510086916709487	1.0	-5.383938170115078	2.0		0.0		0.0	-10.527449535052234	1.0		0.0	-7.426997491544417	1.0	-4.510035754069103	1.0	-4.297966541310021	1.0	-0.34640201575070406	1.0		0.0		0.0	-4.715162255181985	1.0	-10.30678450100917	2.0
samp_31	-5.52449711578519	4.839896778111779	-0.15468844955675487	-3.9297064613414254	1.0	-2.0842534919117592	2.0	-12.380975861235212	1.0	-5.03543353171498	2.0	-4.970241246629603	1.0	-11.75859497764374	1.0		0.0	-5.0386962648194356	1.0		0.0	-6.706398422978703	1.0	-5.104325691721947	1.0		0.0		0.0	-6.669375835763385	2.0		0.0	-6.932804330143419	1.0	-7.820361044424382	1.0	-6.914801108847523	1.0	-4.700311916291178	1.0		0.0	-7.431780445920887	2.0		0.0		0.0		0.0	-8.01184478079935	1.0	-10.428841767570871	3.0	-10.575883995146116	3.0	-7.354563047424666	1.0		0.0	-4.283416638593025	2.0		0.0	-5.321114166052254	1.0	-4.990731791264037	1.0	-4.694552428547286	2.0	-10.20493880051208	2.0
samp_32	-5.615125075392067	4.609890955002869	-0.0390799033578028		0.0	-2.0964705096993925	2.0	-12.214970831490712	2.0	-5.026073975251935	1.0	-4.960642804841506	3.0	-11.618440893225008	1.0	-10.499140356991063	2.0		0.0	-0.5848544172990728	1.0	-6.646303135684421	3.0		0.0		0.0	-4.7415696141348525	1.0	-6.610467827666871	2.0	-1.4788983307325154	1.0		0.0		0.0	-6.849333550887942	1.0		0.0	-4.870150430595946	2.0	-7.3431339671448015	2.0	-6.407112287510084	2.0		0.0		0.0		0.0	-10.296854984805153	1.0	-10.444816926513665	2.0	-7.27496059962721	2.0		0.0	-4.288024500446195	1.0	-0.34716631833537115	2.0		0.0	-4.982800779173464	1.0		0.0		0.0
