run	log_tbg	log_alphap	log_betap	b2F3_log_P	b2F3_weight	b2F5_log_P	b2F5_weight	b2F6_log_P	b2F6_weight	b2F7_log_P	b2F7_weight	b2F8_log_P	b2F8_weight	b2F9_log_P	b2F9_weight	b2G2_log_P	b2G2_weight	b2G3_log_P	b2G3_weight	b2G4_log_P	b2G4_weight	b2G5_log_P	b2G5_weight	b2G6_log_P	b2G6_weight	b2G7_log_P	b2G7_weight	b2G8_log_P	b2G8_weight	b2H1_log_P	b2H1_weight	b2H3_log_P	b2H3_weight	b2H4_log_P	b2H4_weight	b2H5_log_P	b2H5_weight	b2H7_log_P	b2H7_weight	b2H8_log_P	b2H8_weight	b1I8_log_P	b1I8_weight	b2A1_log_P	b2A1_weight	b2A2_log_P	b2A2_weight	b2A4_log_P	b2A4_weight	b2A5_log_P	b2A5_weight	b2A6_log_P	b2A6_weight	b2A7_log_P	b2A7_weight	b2A8_log_P	b2A8_weight	b2A9_log_P	b2A9_weight	b2B1_log_P	b2B1_weight	b2B2_log_P	b2B2_weight	b2B4_log_P	b2B4_weight	b2B5_log_P	b2B5_weight	b2B6_log_P	b2B6_weight	b2B7_log_P	b2B7_weight	b2B9_log_P	b2B9_weight
samp_63	-5.705578955068861	4.902172929919017	-0.1562135603320071		0.0	-2.083256618786812	1.0	-12.343844806388239	2.0	-5.044043596486595	1.0		0.0	-11.76307265588367	4.0	-10.655793963511565	2.0	-5.0480460843069626	1.0		0.0		0.0		0.0	-4.430849068017528	1.0		0.0	-6.683934044904298	2.0	-1.470124862838675	1.0		0.0	-7.832404312013535	1.0	-6.928388607859841	2.0		0.0	-4.889326822739687	1.0		0.0	-6.475681835604243	1.0		0.0	-4.6661521136121795	1.0	-8.018844191554683	4.0	-10.453179280151943	1.0		0.0	-7.362917210025339	1.0	-4.499114240834604	2.0		0.0		0.0	-5.3336155660984135	2.0		0.0	-4.702871361393178	2.0	-10.2253572299703	2.0
samp_64	-5.541988733293561	4.5830347992352	0.016196845975115264	-3.9668646403710603	1.0		0.0	-12.28498666986516	2.0	-5.046854484302905	1.0	-4.980757370033347	1.0		0.0	-10.542621866676948	2.0	-5.047408826443785	1.0	-0.5873046965166552	1.0	-6.671929827316542	2.0	-5.109813417207119	1.0		0.0		0.0	-6.6346967764031834	1.0		0.0		0.0	-7.763502128194762	3.0	-6.875072894404352	1.0	-4.706363633408844	1.0	-4.889380120887542	1.0	-7.380011691046181	2.0		0.0		0.0	-4.677124951698633	1.0	-7.949891924420773	2.0	-10.340523955049603	4.0		0.0	-7.305701838410978	1.0		0.0	-4.305548365936366	1.0		0.0	-5.317715714818077	1.0	-5.003520270655976	4.0		0.0		0.0
samp_65	-5.535672866502683	4.850477916103474	-0.13447765793448455		0.0	-2.0857092615870325	1.0	-12.404817699605031	1.0	-5.046857229285622	1.0	-4.981378936464424	3.0		0.0	-10.659491186277435	1.0		0.0	-0.5829293836144025	1.0	-6.7230960382616525	1.0	-5.116016821260323	1.0		0.0	-4.7575356578936905	4.0	-6.685871551377235	3.0	-1.4717003859700348	2.0		0.0	-7.840505238558398	1.0		0.0	-4.710294886745512	1.0	-4.890889737943144	1.0	-7.451355938284231	1.0	-6.4764902107827655	1.0	-5.36657501220761	1.0	-4.669110474406446	2.0		0.0		0.0	-10.60433762216652	2.0	-7.373318931333641	1.0		0.0	-4.291445154452906	2.0		0.0	-5.333614350103756	1.0	-5.001963528306597	2.0		0.0		0.0
samp_66	-5.481873066796561	4.5372017114268095	0.06648658176370022		0.0	-2.1088960103220327	1.0		0.0	-5.0597326298077885	1.0	-4.993177309188336	2.0		0.0	-10.559209225303977	2.0	-5.059683475731295	1.0		0.0	-6.683664924972801	1.0	-5.121611758733167	1.0		0.0	-4.772868808473058	1.0	-6.6453382732041835	2.0		0.0	-6.902866386661638	1.0		0.0		0.0	-4.716862319440768	1.0	-4.90118284452017	1.0	-7.398842050216848	2.0	-6.440483606343816	1.0		0.0	-4.690064081880943	1.0	-7.965851329981817	1.0	-10.357080351654927	2.0	-10.504183400832778	2.0		0.0	-4.521427063762572	2.0	-4.318296888487321	1.0	-0.35121648914152487	2.0		0.0	-5.016526839988378	3.0	-4.7180508427675365	3.0		0.0
samp_67	-5.546338258576825	4.602754364319468	-0.03719601444700949	-3.9501301174338748	1.0	-2.0969415632368964	1.0	-12.24888368455197	2.0	-5.026880598196198	1.0	-4.961300100987205	1.0		0.0	-10.50817349503655	1.0		0.0	-0.5850812554242667	2.0	-6.650006574329196	1.0	-5.090344232771574	3.0	-4.433720110695632	3.0		0.0	-6.613352513941825	1.0	-1.4791924176470361	1.0		0.0	-7.738722961746285	1.0		0.0		0.0	-4.870636410827998	1.0	-7.353885023863598	2.0	-6.409349763925137	2.0	-5.341911060614994	1.0		0.0		0.0	-10.306035953952959	2.0	-10.453580385295089	1.0	-7.281710601203679	2.0		0.0	-4.288586803549756	3.0	-0.3472395306380634	1.0	-5.298417062725092	1.0		0.0		0.0		0.0
samp_68	-5.752521104672616	4.459084372915028	0.014908862315674468	-3.9529614893095686	2.0	-2.1044607207544437	1.0	-12.049362137620504	1.0	-5.004291902651997	1.0		0.0	-11.484238101179402	2.0	-10.371943757198562	1.0	-5.004308039274583	1.0		0.0	-6.588449044347686	3.0		0.0	-4.424660500371343	3.0	-4.723938395786311	1.0	-6.554266650363661	1.0	-1.4844151964355912	1.0		0.0	-7.652217906187258	1.0		0.0		0.0	-4.849357172314527	1.0	-7.259601222606468	2.0		0.0	-5.313912192266034	1.0	-4.6431496114280195	2.0		0.0		0.0	-10.318515827433155	2.0		0.0	-4.478127654436568	1.0	-4.279873347524542	2.0	-0.34813917471157446	3.0	-5.26746227351456	1.0		0.0	-4.6702444216525905	1.0		0.0
samp_69	-5.47861491260218	4.763562521136258	-0.07444494392584824	-3.9499957195225313	2.0		0.0		0.0	-5.0549169223057175	1.0	-4.988844397058716	1.0		0.0		0.0	-5.057117569193564	2.0	-0.584570378882605	1.0	-6.7201004643632825	1.0	-5.121957750249096	2.0	-4.446443851254886	2.0		0.0		0.0		0.0	-6.944433552361919	4.0		0.0	-6.927311957640563	2.0	-4.715222708647768	2.0	-4.8975524258977945	1.0	-7.450606118739486	1.0		0.0	-5.375355529276679	2.0	-4.678330315398144	2.0	-8.026528424519656	1.0	-10.44183934197156	2.0	-10.588702861233235	1.0	-7.368964615369204	1.0	-4.509798708586415	2.0		0.0		0.0		0.0	-5.010398481028495	1.0	-4.711555703307263	1.0		0.0
samp_70	-5.617696113196145	5.070924228503745	-0.21792298257887183	-3.9221630459397367	2.0		0.0		0.0	-5.055396830726687	1.0	-4.990729924275623	1.0	-11.893134975262775	1.0	-10.780425957651598	1.0		0.0		0.0	-6.777010612688906	1.0	-5.130159007309062	1.0		0.0	-4.764171230529319	1.0	-6.740647476506044	1.0	-1.4671439892105984	1.0	-7.010995891236543	4.0		0.0	-6.991697192701087	1.0	-4.72314588232085	1.0	-4.901297615182495	1.0		0.0		0.0	-5.3766028991636405	1.0	-4.671704308034879	2.0		0.0	-10.578432588051136	1.0	-10.725196113526275	2.0		0.0	-4.504635699333469	2.0	-4.289863206960907	2.0		0.0	-5.356455449953384	2.0	-5.0092311947047925	3.0	-4.712358067449795	2.0		0.0
samp_71	-5.424697468199313	4.468899903811251	0.1280134664200394	-3.9999326268803963	1.0		0.0	-12.359283334704374	1.0		0.0		0.0		0.0		0.0	-5.070465394611811	4.0	-0.5925593942193075	1.0	-6.689777638617309	1.0	-5.1316176839018866	1.0	-4.480805209905166	1.0		0.0		0.0		0.0	-6.907323549747896	1.0		0.0	-6.891576295259402	1.0	-4.726254162395896	1.0	-4.911791951695174	2.0	-7.410167794325074	2.0	-6.445553477378084	1.0		0.0		0.0		0.0		0.0		0.0		0.0	-4.5336652196608735	3.0	-4.331919281915946	3.0	-0.35378643915880065	3.0	-5.336332909366124	4.0	-5.028373275633387	1.0	-4.7290920745727485	2.0	-10.138785612251333	1.0
samp_72	-5.509949940604558	4.673895394091189	-0.02953176863174042	-3.9583452021809937	1.0		0.0	-12.349427081083784	1.0	-5.051374530864066	2.0	-4.985253003999012	1.0		0.0	-10.593671842649968	1.0	-5.052728517755354	2.0	-0.5858508309769016	1.0	-6.696111034248562	1.0	-5.116340840453992	1.0	-4.44952599167681	2.0	-4.763360701047494	2.0		0.0		0.0	-6.918415232502416	1.0	-7.798090032011121	1.0	-6.901232659136872	2.0	-4.711110636075757	1.0		0.0	-7.4151075732310865	1.0	-6.45187291842378	1.0	-5.369998080303202	1.0		0.0	-7.9880698509407715	2.0	-10.391556517760776	1.0	-10.538648599736444	2.0	-7.337238210447884	1.0	-4.509785203172879	2.0		0.0		0.0	-5.327640708522599	1.0	-5.007442088567607	2.0		0.0	-10.167514695808817	1.0
samp_73	-5.6940676406127695	4.831353701943947	-0.09591890394182351	-3.9442225237771096	2.0		0.0		0.0		0.0	-4.989626658687441	1.0	-11.756028791677577	3.0	-10.647713528030726	2.0		0.0	-0.5839629743909325	3.0		0.0		0.0	-4.44373756630997	2.0		0.0	-6.684443263305515	1.0	-1.4735170294875422	2.0		0.0	-7.829141354153886	2.0		0.0	-4.717974021236591	1.0	-4.899021222345564	1.0		0.0	-6.477028773655645	1.0		0.0		0.0	-8.015555769086777	1.0	-10.445228848473816	1.0	-10.593087657664965	2.0		0.0		0.0	-4.299503359222471	2.0		0.0	-5.340751071423879	1.0	-5.010356247698085	3.0	-4.712610669934513	3.0	-10.21760597808445	1.0
samp_74	-5.527908409215017	4.683122679964579	-0.07739181138729812	-3.943219160868566	1.0	-2.0921260910615724	2.0	-12.299937934024062	1.0		0.0	-4.965213290281355	1.0	-11.68022860483539	1.0		0.0		0.0	-0.583933388230946	2.0	-6.670212720635917	1.0	-5.0959738763027955	2.0	-4.431772768314418	1.0		0.0	-6.633287009264995	1.0		0.0		0.0	-7.767581921629548	1.0		0.0		0.0	-4.874631879632174	1.0	-7.382307064874767	2.0	-6.427623091028657	3.0	-5.347207156252924	2.0		0.0		0.0	-10.349496606434936	1.0	-10.496830849371083	3.0		0.0	-4.492471540962913	2.0		0.0		0.0	-5.306961683835074	2.0	-4.986968142546956	1.0	-4.691067473065329	1.0	-10.124455897762328	3.0
samp_75	-5.763867013402899	4.821617777005648	-0.12716444514585648	-3.933741402100297	1.0	-2.0859313045724828	2.0	-12.265300957374588	2.0	-5.036695801153598	1.0	-4.971788825665662	1.0	-11.696761163462204	2.0		0.0	-5.039928954669953	3.0	-0.582748623314945	1.0		0.0	-5.105236697943371	1.0	-4.429699799646361	2.0	-4.749668464707161	1.0		0.0	-1.4718840492092884	1.0	-6.916659907599123	1.0		0.0	-6.897013087617645	2.0		0.0		0.0		0.0		0.0	-5.352750592299358	1.0	-4.662001109514114	1.0		0.0		0.0	-10.537331154197604	2.0	-7.324493201345886	1.0	-4.495253643709115	2.0	-4.286629501581008	2.0	-0.3457564374522993	1.0	-5.320950910388345	2.0	-4.992218170570303	2.0		0.0		0.0
samp_76	-5.61601022876078	4.528190201307734	0.009851194880370506	-3.959203867581838	1.0		0.0		0.0	-5.025806750235486	2.0	-4.960242539142863	2.0	-11.586339867090178	1.0	-10.466419487733704	1.0	-5.026128898998118	2.0		0.0	-6.632284715446643	1.0		0.0	-4.4381139139505805	1.0		0.0		0.0	-1.483209560195765	2.0		0.0		0.0		0.0		0.0	-4.8695652433110475	2.0	-7.32429067704039	2.0	-6.394265936822111	1.0		0.0	-4.66011621618249	1.0	-7.89216983851857	1.0	-10.264162109958697	1.0	-10.41223144161572	2.0	-7.256826278759979	1.0		0.0	-4.2924742270509055	3.0	-0.348553436545879	2.0	-5.293131445250681	1.0	-4.9829925836366264	2.0	-4.6883754640621405	3.0		0.0
samp_77	-5.73434296878565	4.535474136806392	0.008205846723208596	-3.957819464252186	1.0	-2.1022187947753	1.0	-12.127713052431503	1.0		0.0	-4.95883232128366	1.0	-11.557291740316023	2.0		0.0		0.0	-0.5865787977543749	1.0		0.0	-5.086272766959688	1.0		0.0	-4.741256161927367	1.0	-6.590648129371775	3.0		0.0		0.0	-7.699221504739271	1.0	-6.826555236549949	2.0		0.0	-4.86843430860915	2.0	-7.305736989126459	2.0		0.0	-5.336407046530254	2.0	-4.658911988131128	2.0	-7.875124979806878	2.0	-10.243212773807231	2.0	-10.392450107903214	1.0	-7.244512932666317	1.0		0.0	-4.291489360290474	2.0	-0.3484299004893943	1.0	-5.2917235613796425	2.0	-4.981384360800473	1.0		0.0		0.0
samp_78	-5.396843246460482	4.983713927326405	-0.17717538388669987	-3.932358604381415	1.0	-2.082133189625079	1.0		0.0	-5.06303921040825	1.0	-4.997293778302531	2.0		0.0	-10.775442514251072	1.0	-5.067528202654526	2.0		0.0	-6.784466006484702	1.0	-5.135512144815637	2.0	-4.439541674620387	1.0	-4.770175334175508	1.0	-6.744602772531251	1.0	-1.4694550425651036	1.0	-7.01441626163647	1.0		0.0		0.0	-4.725794987277359	1.0	-4.906496237608248	2.0	-7.548578975680663	1.0	-6.529600960491291	1.0		0.0		0.0	-8.130902199844284	1.0	-10.572787544832833	1.0	-10.719292725905353	2.0		0.0	-4.510481880260659	2.0	-4.2966266448062775	3.0		0.0	-5.359278978086023	1.0	-5.017079519296011	1.0	-4.717373093086264	1.0	-10.352574791922109	2.0
samp_79	-5.587897538744371	4.408470395778773	-0.011678725918795874		0.0	-2.102812443160481	2.0	-12.056795798738444	1.0	-4.97988979176011	1.0	-4.915079114310365	1.0	-11.458173399899623	2.0	-10.332120864250092	2.0	-4.9795750294398315	3.0	-0.5852364645314939	1.0	-6.5592370162553095	1.0		0.0	-4.405662547903911	2.0	-4.7012617397927094	2.0	-6.523929680958999	1.0	-1.483405750026773	1.0		0.0		0.0		0.0		0.0		0.0	-7.23809166174796	4.0		0.0		0.0	-4.621531887341281	1.0		0.0	-10.130024314698428	2.0	-10.278409923627086	1.0	-7.173902914441789	1.0	-4.457621213209254	2.0		0.0	-0.3465764607576894	1.0		0.0		0.0		0.0	-9.900390243436247	3.0
samp_80	-5.432609558785902	5.019025684654279	-0.18601667429041374		0.0	-2.0812662351999935	2.0		0.0	-5.065296902935828	1.0	-4.999700106700141	1.0		0.0		0.0	-5.070203178913521	4.0	-0.5827300381484504	1.0	-6.793072895559488	1.0	-5.1387041022206015	1.0	-4.43968718746358	3.0		0.0		0.0	-1.4689184589639683	1.0	-7.024425964315112	1.0	-7.939766685800529	1.0	-7.007194626258553	3.0	-4.728762725098551	2.0		0.0		0.0		0.0		0.0	-4.680281752837443	1.0	-8.14334650899273	2.0	-10.592542201728527	2.0	-10.738950453242756	2.0	-7.465492167862422	2.0	-4.51185985694564	1.0		0.0		0.0	-5.3638925685275485	2.0		0.0		0.0	-10.3722479147612	1.0
samp_81	-5.439512630422839	5.014513422904829	-0.17200865644758093	-3.9342606294104754	2.0		0.0	-12.592310965065458	1.0		0.0	-5.00457383385411	1.0		0.0	-10.803132240329413	3.0	-5.075162643721924	1.0	-0.582995519995009	1.0	-6.798660999369034	1.0		0.0		0.0	-4.776626342094456	1.0	-6.759173513524581	2.0	-1.4694509590254072	2.0	-7.030003788527503	2.0	-7.9458791643458415	3.0		0.0	-4.732905705354315	1.0	-4.913723862958754	1.0	-7.562875075674805	1.0	-6.543615846001791	1.0		0.0		0.0		0.0	-10.600791033542928	2.0	-10.747155750014072	1.0		0.0	-4.515891646597382	2.0		0.0		0.0	-5.368909665504462	1.0	-5.024143328125231	1.0	-4.723852843327888	1.0	-10.380524762659544	3.0
samp_82	-5.636126840343997	4.885080178911584	-0.1694562294350883		0.0	-2.0825773059475674	2.0	-12.348229921280677	1.0	-5.036137753426182	1.0		0.0	-11.753251417409999	2.0	-10.639268708570539	2.0	-5.039981361126553	1.0		0.0		0.0	-5.1061658154585805	3.0	-4.425100166918007	1.0	-4.748185237217174	1.0		0.0		0.0	-6.937362445340907	1.0	-7.822711876886029	1.0	-6.918348582175162	1.0	-4.702570018856136	1.0	-4.881598029747056	1.0	-7.425226176047306	1.0	-6.465199469634334	3.0	-5.353746013744777	1.0	-4.659381286097417	2.0	-8.010792741611253	1.0		0.0	-10.58449879054983	3.0	-7.354536978041423	1.0	-4.4927479367948875	1.0	-4.2828215537884535	1.0		0.0		0.0	-4.991249349879596	1.0		0.0	-10.210723945908041	1.0
samp_83	-5.628554140979419	4.563833768018822	-0.05902151092434543		0.0		0.0	-12.14192403031432	1.0		0.0		0.0	-11.55008637376313	1.0	-10.43043190328192	1.0	-5.004113051099364	1.0	-0.5838102772743304	2.0	-6.609438055122647	1.0	-5.0659750216583515	2.0	-4.416472862711578	2.0	-4.721225570388014	1.0		0.0	-1.478092096437639	3.0	-6.829428202914625	1.0		0.0	-6.811148159292566	1.0	-4.668429289972299	1.0	-4.848426767118995	1.0	-7.297036131546326	3.0	-6.372485997319645	1.0	-5.31492438182601	3.0		0.0	-7.8649635963996865	1.0		0.0		0.0	-7.232100407078135	4.0		0.0	-4.272480791182571	2.0		0.0	-5.272018269841019	1.0		0.0		0.0	-9.998754734358885	1.0
samp_84	-5.608657204303286	4.826471219832269	-0.12565059049779048	-3.9362912058726063	4.0		0.0	-12.348110018131507	2.0		0.0	-4.977514705634889	1.0	-11.747081855807245	1.0	-10.63005929200134	2.0	-5.045933462201989	1.0		0.0	-6.7081430835923666	1.0		0.0	-4.433571834950213	2.0	-4.754469399128111	2.0		0.0	-1.4721577387126061	2.0	-6.934650315606604	1.0		0.0	-6.916133555460872	2.0	-4.7068648421000345	2.0	-4.887211821072917	2.0	-7.424629164925519	1.0	-6.464110426836046	1.0		0.0	-4.666570471464848	1.0	-8.00700958947811	1.0		0.0		0.0	-7.35215519104621	1.0	-4.499207378158253	1.0	-4.290017010894722	1.0	-0.34599093352948357	1.0	-5.3278363785669995	1.0		0.0		0.0	-10.202179265150418	1.0
samp_85	-5.569605735060123	4.880588613108124	-0.15727826499755973	-3.9305671660987183	1.0	-2.0836509703804964	2.0	-12.392250708232488	3.0	-5.042576211863713	3.0	-4.977396900067039	4.0	-11.78109754178262	1.0		0.0	-5.046234113533975	1.0	-0.5823834929070865	1.0	-6.721237333921866	1.0		0.0	-4.430091796153912	1.0		0.0	-6.684596982732873	2.0		0.0		0.0	-7.839245374857824	1.0		0.0	-4.707499762314415	1.0	-4.887283391182008	1.0		0.0		0.0		0.0	-4.6647651485933	1.0	-8.030697293857928	1.0	-10.45799723332281	3.0		0.0	-7.370960477236928	2.0		0.0		0.0		0.0	-5.3309584276821464	1.0	-4.9975724709304625	1.0	-4.700909753392314	1.0	-10.233636161142867	2.0
samp_86	-5.62664896331382	4.614461467567031	0.012718760548964737	-3.9668059358803527	1.0	-2.101340867684542	1.0	-12.265045845160882	1.0		0.0	-4.985592653096374	2.0	-11.66989630548043	1.0	-10.55318023056985	3.0		0.0		0.0	-6.678399678928864	1.0	-5.115283551432047	4.0	-4.4544792025798605	3.0	-4.764948735034021	1.0		0.0		0.0		0.0	-7.7697236536140695	1.0		0.0	-4.7114257029370865	1.0		0.0	-7.380355555243184	1.0	-6.437869705920622	1.0		0.0	-4.680818825382199	2.0	-7.95383357333272	2.0	-10.350926255124193	1.0		0.0		0.0	-4.512733888900781	2.0	-4.308038569038423	1.0	-0.34926030298035876	2.0	-5.324244965703554	2.0		0.0	-4.710730568062149	1.0		0.0
samp_87	-5.593882745310624	4.616718893873823	-0.0007193554542780021	-3.962845632006438	2.0		0.0	-12.271728886210994	2.0		0.0	-4.980813869834607	1.0	-11.66903669346021	2.0		0.0		0.0	-0.5866521924965241	1.0	-6.674672589582028	3.0		0.0	-4.449996450062352	3.0	-4.760324518636143	1.0		0.0		0.0		0.0	-7.766730642931839	1.0	-6.878319189288589	1.0	-4.70699654254207	1.0		0.0		0.0	-6.433661444379592	2.0	-5.363311009532651	1.0	-4.676201855407676	1.0		0.0	-10.34654897875564	1.0	-10.494141465246502	2.0	-7.3076569898796135	1.0		0.0		0.0	-0.3487701690902077	1.0	-5.3194714308252165	3.0	-5.0032615857341725	1.0		0.0	-10.120060324269947	4.0
samp_88	-5.519074808833119	4.607223131972136	0.04421964246104747		0.0	-2.1048486230915846	1.0	-12.350831066298033	2.0		0.0	-5.001354945482276	1.0		0.0	-10.599078960907276	2.0	-5.0685110458704195	1.0	-0.5885645171232479	1.0		0.0	-5.131368128124759	1.0		0.0		0.0	-6.666114493028768	1.0		0.0		0.0		0.0	-6.908291814207865	2.0	-4.724929410571032	3.0	-4.909288160523252	2.0	-7.421862154266482	1.0		0.0	-5.38711395521681	1.0	-4.69531064239761	1.0	-7.9933831990293704	2.0		0.0		0.0	-7.343565277852787	1.0	-4.526091801719753	1.0	-4.320646436663343	3.0	-0.35060359960969567	1.0	-5.340681331206854	2.0	-5.024292889720148	2.0	-4.72480775023547	2.0	-10.172954217421026	1.0
samp_89	-5.5733182500322656	4.790382753340439	-0.07621236482234656	-3.9495811829520124	1.0	-2.090755362981609	2.0	-12.381093318752143	1.0	-5.057798777741702	1.0	-4.99189434752907	1.0	-11.771109614362842	1.0	-10.650517113667675	1.0	-5.0603370358670015	1.0	-0.5845460714634404	2.0	-6.7229105912965155	1.0		0.0	-4.447722220884143	2.0	-4.768100355126914	1.0		0.0		0.0	-6.948472622555617	1.0	-7.834868844648581	2.0	-6.930529575421333	2.0	-4.71878674054438	1.0	-4.900791399333291	1.0		0.0		0.0	-5.377781912284781	1.0		0.0	-8.025633790907962	2.0	-10.44844180610272	1.0		0.0	-7.368913421298459	2.0	-4.512061601109619	1.0		0.0	-0.3473291022513069	1.0	-5.341170832614376	3.0		0.0		0.0	-10.223931741052775	2.0
samp_90	-5.6738448592205675	4.864802691039045	-0.1424186588388696	-3.9326614488285343	2.0	-2.0846162063451086	3.0		0.0		0.0	-4.977424529338181	2.0	-11.748925021671047	2.0	-10.638541903739146	1.0	-5.046067852237402	1.0	-0.5826474133862516	4.0	-6.711267602052648	1.0		0.0	-4.4314817159483155	3.0	-4.75414616012254	1.0	-6.675900089636471	1.0	-1.4710077705137974	2.0	-6.939038218437079	1.0		0.0		0.0		0.0		0.0		0.0	-6.468093517805564	3.0		0.0		0.0	-8.008793143972898	2.0	-10.43609334298485	1.0	-10.583883174281501	1.0		0.0	-4.498468309420855	3.0		0.0		0.0		0.0		0.0		0.0	-10.208876685793328	1.0
samp_91	-5.6320598849880605	4.6981476145969925	-0.07218648711504243	-3.944552042060327	1.0	-2.092119352706427	1.0		0.0		0.0	-4.968778329802754	2.0	-11.667008015469026	2.0	-10.550608180415969	1.0		0.0	-0.5841006977590235	2.0	-6.671164650514195	1.0		0.0	-4.43431108700687	1.0	-4.748030551715256	3.0		0.0	-1.4759705129390337	2.0		0.0		0.0	-6.876062537590969	1.0	-4.697373807164982	2.0	-4.878328901778449	2.0	-7.373655274822663	1.0		0.0	-5.350086655625527	1.0		0.0	-7.949667964376989	3.0	-10.348279541906338	1.0		0.0	-7.3048843424197925	1.0		0.0	-4.289797242819975	2.0		0.0	-5.311231093584029	1.0	-4.99034926294928	1.0	-4.69458583973765	1.0	-10.120785795176005	2.0
samp_92	-5.5289527849449245	4.6899908048064844	-0.055928898373707556	-3.9505752387633457	2.0	-2.0939087226117534	1.0	-12.327457541319356	1.0		0.0		0.0	-11.707465888550106	1.0	-10.579617687255539	3.0	-5.044266950363568	1.0		0.0	-6.686712999127251	2.0		0.0		0.0		0.0	-6.649473906086747	2.0		0.0		0.0		0.0	-6.891920030164401	1.0	-4.703903268907163	1.0	-4.885840218654586	1.0	-7.40231219215736	1.0	-6.443229379619045	1.0	-5.360381844945519	1.0		0.0		0.0	-10.377495201246305	3.0	-10.524700658360407	2.0		0.0	-4.502158191556394	2.0		0.0	-0.34720720438258	1.0	-5.319595733932986	2.0	-4.9987152941727455	3.0	-4.701546896549266	1.0	-10.152852098007694	2.0
samp_93	-5.644505277779862	4.472509430507575	0.0736551672408249		0.0		0.0		0.0		0.0	-4.973269628096543	2.0	-11.5856314653383	1.0	-10.46860877229509	1.0	-5.038863699586368	2.0		0.0	-6.6380488338428325	1.0		0.0	-4.453750741999891	1.0	-4.755653807286496	3.0		0.0	-1.4886941616518121	1.0	-6.85653892120807	1.0	-7.714592618623225	1.0		0.0	-4.699288314552427	1.0		0.0	-7.327169082721222	1.0		0.0	-5.35256741253804	2.0	-4.6742854113174594	3.0		0.0	-10.266251186737806	1.0	-10.41451380380947	2.0	-7.260421804898165	2.0	-4.5072399224886235	2.0		0.0	-0.35106838029986803	2.0	-5.3036378140852465	1.0	-4.996558674824249	2.0	-4.7012025974186065	2.0		0.0
samp_94	-5.486673984942251	4.464022496680121	0.08018743371743638	-3.9806575461778015	1.0		0.0		0.0	-5.0442275181202865	1.0	-4.977961148897414	1.0		0.0		0.0	-5.043689278023058	1.0	-0.590115317680735	4.0	-6.651772697351401	1.0	-5.104631021562477	1.0	-4.457836132211617	1.0	-4.759731613046168	1.0		0.0		0.0	-6.86939929520316	1.0		0.0	-6.852846412123654	2.0	-4.70267242990792	1.0	-4.886360752080253	1.0	-7.358092806882416	2.0		0.0	-5.359553146939576	1.0	-4.678443211702461	1.0	-7.921647080465907	2.0	-10.297399313411765	1.0	-10.44471896287741	4.0	-7.2818711158689435	2.0		0.0	-4.3105366927945585	1.0	-0.3514855889229396	1.0	-5.308542069369525	1.0	-5.0015665611798426	1.0		0.0	-10.072558839986632	1.0
samp_95	-5.568855172015293	4.712530965914349	-0.04587567935877913	-3.954683292343956	1.0	-2.0943583139736734	1.0	-12.336313669340393	3.0	-5.052147466541079	1.0	-4.986196615925061	3.0	-11.726207799159729	1.0	-10.604112092800447	2.0	-5.053933119284861	1.0	-0.5852634274969033	3.0		0.0	-5.118033228252895	1.0		0.0	-4.763873814304537	1.0		0.0	-1.4774660850695258	1.0		0.0	-7.803797270364959	1.0		0.0	-4.712714238371708	1.0	-4.895030226913359	1.0	-7.415808707154079	1.0	-6.457126893400684	1.0		0.0	-4.677894930001006	1.0		0.0	-10.402018389905736	1.0	-10.549265165697264	2.0		0.0		0.0	-4.3024384544327425	2.0		0.0	-5.33063669863863	1.0		0.0	-4.710005397697991	2.0	-10.176913052356012	2.0
samp_96	-5.824847051400268	4.659191787475725	-0.10885642672325506	-3.927926662709023	1.0	-2.088846447147903	3.0	-12.093876199718578	1.0	-5.0021145390343085	1.0	-4.937702132712007	1.0	-11.539381593840977	3.0		0.0	-5.004057577163963	1.0	-0.5820816580865716	1.0	-6.613853704632266	2.0		0.0	-4.410732525133838	1.0		0.0	-6.580730804379979	1.0		0.0	-6.836435009168275	1.0	-7.688519910522075	1.0		0.0	-4.669954848852091	2.0	-4.848548770663128	1.0	-7.287829713663829	2.0		0.0	-5.312854437592694	2.0	-4.635743643864975	2.0		0.0	-10.22760693102792	1.0	-10.378125559022136	1.0	-7.232115869645379	2.0		0.0		0.0		0.0	-5.275856244863631	1.0	-4.958886727038004	2.0	-4.667262629508347	1.0		0.0
samp_97	-5.559888206700812	4.6196117237047645	-0.018369950686755593	-3.9575631104064874	1.0		0.0	-12.276407147007529	1.0		0.0		0.0	-11.665434974287228	1.0	-10.540888267196092	2.0	-5.041150182982856	1.0		0.0	-6.668904088707819	1.0		0.0		0.0	-4.75408474380063	1.0	-6.632077646207787	1.0	-1.4801760569962146	1.0		0.0	-7.761340334624081	1.0	-6.872567044257104	1.0	-4.701036719976779	2.0	-4.883289866525245	2.0	-7.375665397873154	2.0		0.0		0.0	-4.669985212645282	1.0	-7.947084234004934	1.0	-10.33877056410073	2.0	-10.486232109753965	3.0	-7.302771635910174	1.0	-4.502469467880863	2.0	-4.29821196150575	1.0		0.0		0.0	-4.996684800023866	4.0	-4.700084348682518	1.0	-10.11291665641355	1.0
