run	log_tbg	log_alphap	log_betap	b3D3_log_P	b3D3_weight	b7G5_log_P	b7G5_weight	b7G6_log_P	b7G6_weight	b7G7_log_P	b7G7_weight	b7G8_log_P	b7G8_weight	b7G9_log_P	b7G9_weight	b7H1_log_P	b7H1_weight	b7H2_log_P	b7H2_weight	b7H3_log_P	b7H3_weight	b7H4_log_P	b7H4_weight	b7H5_log_P	b7H5_weight	b7H6_log_P	b7H6_weight	b7H7_log_P	b7H7_weight	b7H8_log_P	b7H8_weight	b7H9_log_P	b7H9_weight	b7I1_log_P	b7I1_weight	b7I2_log_P	b7I2_weight	b7I3_log_P	b7I3_weight	b7I4_log_P	b7I4_weight	b7I5_log_P	b7I5_weight	b7I7_log_P	b7I7_weight	b7I8_log_P	b7I8_weight	b7I9_log_P	b7I9_weight
samp_66	-6.175530183787482	3.838666691575765	-0.009007627022151837		0.0	-10.193103399918524	3.0	-9.140618698438775	1.0		0.0	-5.0052641441302566	3.0		0.0	-3.083530938447966	2.0		0.0	-0.06215315218622037	1.0	-4.05086536976386	1.0		0.0		0.0	-6.407601360471422	1.0		0.0		0.0	-11.423168589842733	4.0		0.0	-1.586803051450636	1.0	-8.002930457412198	3.0	-3.990364189646079	2.0		0.0		0.0	-7.623252526598194	1.0
samp_67	-7.014646301850638	3.2488977385146143	0.46683488640807	-4.606361354091957	1.0	-9.653046063156612	1.0	-8.871143320335788	1.0	-5.122800615111354	2.0	-4.9904515204396445	2.0		0.0		0.0	-4.855128294796255	1.0	-0.12410264207375042	1.0	-4.084769797078532	1.0		0.0		0.0		0.0		0.0	-5.332077798137833	1.0	-11.05320898798176	3.0	-3.8672376754596707	3.0		0.0		0.0	-4.03417039347651	2.0		0.0	-10.801532681991306	3.0	-7.44580966723677	1.0
samp_68	-6.657225211725158	3.77516372852389	0.041556456688653896	-4.589551115483101	2.0	-9.948297382496438	2.0	-9.015539286051366	3.0		0.0		0.0		0.0	-3.094970369813282	1.0	-4.860915018500809	3.0	-0.0658568537787465	1.0	-4.05337720242446	1.0		0.0	-4.049171480262674	2.0		0.0	-5.774468787109572	3.0		0.0	-11.264648636514398	1.0		0.0	-1.593954009509424	1.0		0.0	-3.993986719254201	1.0		0.0	-10.935747365106064	2.0		0.0
samp_69	-6.724926863437763	3.6852914297068877	0.0990066813343918		0.0	-9.876738099796272	2.0	-8.976351602887537	1.0		0.0	-4.992685035235467	1.0	-2.4193976550673666	1.0		0.0	-4.853784606546139	3.0		0.0	-4.053189171107991	2.0	-2.580370693825151	1.0	-4.051296253114678	1.0	-6.372792372333333	2.0		0.0		0.0	-11.212862834559406	2.0		0.0	-1.6036455558344933	1.0	-7.920574644171409	1.0		0.0	-8.500819419253682	2.0	-10.899473387655055	2.0	-7.5077190719732245	1.0
samp_70	-5.8988796756132444	3.8969797872644234	-0.028999968876429204		0.0	-10.33815907143636	2.0		0.0		0.0		0.0	-2.4019942837977015	3.0	-3.081722818737573	2.0	-4.879808970150761	1.0		0.0	-4.0594504657872035	1.0	-2.5602350570623837	1.0	-4.052363983729757	2.0	-6.438271367870626	1.0	-5.809789109345729	1.0	-5.383173718160954	2.0	-11.563260282306755	1.0		0.0	-1.5843567438047441	1.0	-8.06371873097485	1.0		0.0	-8.663536517643813	2.0		0.0	-7.7184925501590635	2.0
samp_71	-5.963907727331394	3.927179514273309	0.050245141570118		0.0	-10.4302145259057	4.0		0.0		0.0	-5.0716819236367	2.0		0.0		0.0		0.0		0.0	-4.100435463075411	3.0	-2.579598918048032	1.0	-4.0935317371119	1.0	-6.494167057047091	1.0	-5.863437172729219	2.0	-5.434873430456754	1.0	-11.639769373567026	1.0	-3.8890263715541304	2.0	-1.5943537395963543	2.0	-8.12947891922806	1.0		0.0		0.0	-11.175409819712758	1.0	-7.781683938812385	1.0
samp_72	-6.099056893454286	3.6026203708854045	0.1377640167444613	-4.581516970252168	1.0	-10.129412317810909	3.0	-9.085412081982584	1.0	-5.117364208008855	1.0	-4.983611383828982	2.0	-2.4258931458425748	2.0		0.0	-4.8449178392934185	1.0	-0.07495019333728181	1.0		0.0		0.0	-4.049240223891788	1.0		0.0		0.0		0.0		0.0	-3.8362334843497967	1.0	-1.6118453305127733	1.0	-7.9560595760876085	1.0	-3.9926486563416455	2.0	-8.547661552201712	2.0	-10.950727279298853	1.0	-7.5836934652398265	2.0
samp_73	-5.654906720336134	3.9893867675455703	0.005478742058173731		0.0	-10.548826167746077	1.0	-9.39610164100898	2.0	-5.216390312997563	4.0	-5.079169154101627	1.0	-2.4135174750678647	2.0		0.0		0.0	-0.06495424233139598	1.0		0.0	-2.572513016179353	1.0	-4.090779833270282	3.0	-6.52017034685455	2.0		0.0		0.0		0.0	-3.888863765110989	2.0	-1.588679636214721	2.0	-8.188658915118017	1.0		0.0		0.0		0.0	-7.899914704908559	1.0
samp_74	-6.407628115053298	3.639941736979209	0.15417856401703783	-4.600078800538043	1.0		0.0	-9.057117774445791	1.0	-5.13734894037987	1.0	-5.003893718020765	1.0	-2.4315742160130283	1.0	-3.12602861982289	2.0	-4.864999325149775	4.0		0.0	-4.06585039765278	3.0	-2.59388604977693	1.0		0.0	-6.387134364825727	1.0	-5.77369195322134	1.0	-5.355914026246951	1.0	-11.316202468414383	1.0	-3.8527418481955964	1.0		0.0		0.0		0.0	-8.545416214128853	1.0		0.0	-7.560023329736222	2.0
samp_75	-6.589959159944267	4.13546873669191	-0.0961982246275541		0.0	-10.232340781040909	1.0	-9.20625331088573	1.0	-5.203435149615778	3.0	-5.06933081896993	1.0	-2.398430162628186	2.0	-3.070452448234125	4.0		0.0		0.0		0.0		0.0		0.0		0.0	-5.865846916245865	2.0	-5.4381771408448625	1.0	-11.502562938190833	2.0	-3.879833328722139	2.0		0.0	-8.084209124884376	1.0	-4.018127904525865	1.0	-8.684476994175986	1.0	-11.135346358958365	1.0		0.0
samp_76	-7.359936065971212	3.9859008724831795	-0.05821796158291904	-4.60484315941745	1.0		0.0	-8.950412629886921	2.0	-5.1613066051655005	2.0	-5.028871726264307	4.0	-2.3985278126873735	2.0	-3.074098347558992	3.0	-4.8871570477439805	1.0		0.0	-4.063423695277667	1.0		0.0		0.0		0.0	-5.810537595563074	1.0		0.0	-11.143892687401687	1.0		0.0		0.0		0.0	-4.00017139199691	2.0		0.0	-10.923140621487809	3.0		0.0
samp_77	-5.84985529540137	4.2607831795450775	-0.03052207433150172		0.0	-10.730953509590305	2.0	-9.567203059193984	1.0		0.0	-5.156470484422367	1.0	-2.4143768356729303	1.0		0.0	-5.007822506842561	2.0	-0.06443079975039069	1.0		0.0	-2.571697456499442	3.0		0.0	-6.628819162583538	2.0	-5.977507618982491	1.0	-5.535475338279391	1.0	-11.927492080340357	1.0	-3.933046547307297	2.0	-1.5828075414727736	1.0	-8.327080593943561	2.0	-4.071903935326177	2.0		0.0		0.0		0.0
samp_78	-6.591477955292665	3.7730831939691214	0.13357581270467853	-4.633935250771701	2.0		0.0		0.0	-5.179361323601227	2.0	-5.045496927468862	1.0	-2.431711933747736	2.0		0.0		0.0		0.0	-4.093321841514766	1.0		0.0	-4.090167036204636	3.0	-6.437316485210591	2.0	-5.8214661376366195	1.0	-5.4015405483261	3.0	-11.371898434718595	2.0	-3.880358564098335	1.0		0.0	-8.005592221343138	1.0		0.0	-8.59650203358847	1.0		0.0	-7.599176978564092	1.0
samp_79	-6.594740136254092	4.051153772587417	-0.02863441137137873	-4.64167844657063	1.0	-10.211035837932537	1.0	-9.191721125346458	1.0	-5.205952637426325	1.0		0.0		0.0		0.0	-4.9281647419409245	2.0	-0.0625080737165155	1.0	-4.093006696067967	2.0	-2.5652149102008384	4.0	-4.082017616964877	1.0	-6.488154629342123	1.0	-5.863366504008465	1.0		0.0	-11.484789829978292	1.0	-3.8855890633482284	1.0	-1.5833211527183004	2.0	-8.074157865884985	1.0		0.0	-8.672831932562943	1.0	-11.120221863692725	1.0		0.0
samp_80	-6.7428415028378925	3.7491420252405843	0.09140559926345368	-4.60453428523175	1.0	-9.927537466907086	3.0	-9.014053615816541	1.0		0.0	-5.0142378080829895	2.0		0.0		0.0		0.0		0.0	-4.067678146046572	1.0	-2.581434327642887	1.0	-4.064487946539081	2.0	-6.3997523199396555	3.0		0.0		0.0	-11.263033759641903	1.0	-3.856397371357681	1.0	-1.6016079801791483	1.0	-7.951843909275448	1.0	-4.008759758736995	1.0	-8.534488719409001	1.0	-10.944600805607653	3.0		0.0
samp_81	-6.161842281223609	4.202493199401669	0.008395673564616565		0.0	-10.610281446329834	2.0	-9.473738305547853	3.0		0.0		0.0	-2.4187512723938376	2.0		0.0		0.0		0.0	-4.142810862101056	1.0	-2.576975279597506	1.0	-4.128539827533726	1.0	-6.600989710638382	2.0	-5.960258722763616	1.0	-5.5241649633294685	2.0		0.0	-3.933572147238084	2.0		0.0	-8.258007831653149	1.0	-4.074862621226144	1.0	-8.879536077095878	3.0	-11.34507178523969	1.0		0.0
samp_82	-6.413048318061834	3.708312752888757	0.15916002822112454	-4.6260569662516025	1.0		0.0	-9.114332882557273	2.0		0.0	-5.033932885953198	1.0	-2.4357662767278527	1.0		0.0		0.0		0.0	-4.087641756728215	2.0	-2.598343305838586	2.0	-4.086073870070247	3.0	-6.423812045175269	3.0	-5.807869427732729	1.0		0.0	-11.38526892507072	1.0	-3.8739633154750615	2.0		0.0	-8.0006979781942	2.0	-4.02947707435099	1.0		0.0		0.0	-7.60500130921976	1.0
samp_83	-6.300513657528463	3.7961639327007064	0.057764666738284294	-4.606883640704946	1.0	-10.166004879849822	2.0	-9.130680757852534	1.0		0.0		0.0	-2.415416873317806	2.0	-3.1027641119129714	1.0	-4.879425443735958	2.0		0.0		0.0	-2.5755916201875184	3.0		0.0	-6.417535120717597	2.0	-5.798367086882364	3.0	-5.376966641408167	1.0	-11.406196358724172	1.0	-3.8568714043640986	1.0		0.0		0.0	-4.007853637362207	1.0		0.0	-11.015195603267761	1.0	-7.615019124928742	1.0
samp_84	-6.869607371020494	3.7333816902527888	0.0832454989392806		0.0	-9.831395170922386	1.0	-8.968658240229196	3.0	-5.135951651421363	2.0		0.0	-2.417766025417472	1.0	-3.1061931383505987	1.0		0.0	-0.06935388339879486	1.0		0.0	-2.5784043059414827	1.0	-4.056350899247984	2.0	-6.3852023104954645	2.0	-5.774004908214589	1.0		0.0	-11.201035995370166	2.0	-3.848515044380182	1.0		0.0	-7.927716537038067	1.0	-4.000716095657421	1.0	-8.505224217735366	1.0	-10.907039367513848	2.0		0.0
samp_85	-5.567613560462189	3.698728874757667	0.11603649655794607	-4.611748342237909	1.0	-10.395445032739493	1.0	-9.256257604305755	2.0		0.0	-5.020642681148143	2.0		0.0		0.0	-4.879843268316493	1.0	-0.07313140951687758	3.0		0.0	-2.588308844608755	2.0	-4.070413066794546	1.0		0.0	-5.803977354072952	1.0	-5.377105275233364	1.0		0.0	-3.857907240758429	2.0	-1.6074750988387718	1.0		0.0	-4.01366403168184	1.0	-8.664525301189663	1.0		0.0	-7.786797348164592	3.0
samp_86	-7.520760116254347	3.737868018217769	0.07437403538249336	-4.589580955624393	1.0		0.0	-8.853024860621984	2.0	-5.129993552773871	1.0	-4.997959730013557	1.0		0.0	-3.1025677470210486	1.0	-4.858931699732988	2.0		0.0	-4.055395094338413	2.0		0.0		0.0	-6.373578743027734	2.0	-5.766160974747805	2.0	-5.3512379137052815	1.0		0.0		0.0	-1.598815252017394	1.0	-7.887141425494844	2.0	-3.9966614648473544	2.0	-8.446163553210534	1.0	-10.794326746501712	1.0	-7.455806035522727	1.0
samp_87	-6.262232050171414	4.09747440618622	-0.05064960512203634		0.0	-10.39310494393324	2.0	-9.301860486996313	2.0	-5.216546340652455	1.0	-5.081375674278056	3.0	-2.405480792000265	1.0	-3.082720632690297	2.0	-4.9368331163157775	2.0	-0.06159798394199691	1.0		0.0	-2.5628384684738936	1.0		0.0	-6.511188369549958	2.0	-5.879655233849236	1.0		0.0	-11.603325368894776	1.0	-3.889163988533569	1.0	-1.5809290203167847	1.0		0.0	-4.030506617633639	1.0		0.0	-11.186182695263687	1.0		0.0
samp_88	-6.587433450296014	3.7773872483240836	0.02351733384787858		0.0	-9.968138312501349	1.0	-9.01958546977141	4.0		0.0	-4.993315982168457	1.0	-2.406286954352752	1.0	-3.0891548846614025	1.0	-4.853517599287516	2.0	-0.06426508725070047	1.0		0.0	-2.5655684023999896	1.0		0.0	-6.381814198492223	1.0		0.0	-5.348743602570966	1.0	-11.269614783118428	1.0	-3.837258831238761	1.0	-1.5913073868281626	2.0	-7.94169986770065	2.0		0.0	-8.52708134683925	1.0	-10.931568339061869	1.0	-7.533666273027318	1.0
samp_89	-6.819914100205123	3.4614057930279922	0.11282005119604854		0.0	-9.61143414411704	2.0		0.0		0.0		0.0	-2.4088175197672594	3.0		0.0		0.0	-0.07172310030987389	2.0	-3.9913138346816623	2.0	-2.569218623534449	3.0		0.0	-6.268285024323605	1.0	-5.66447431894	1.0	-5.253151291670874	1.0	-10.977204700906054	2.0	-3.7808272974559305	1.0	-1.608332266709409	2.0		0.0		0.0		0.0	-10.712600602432639	2.0	-7.378275975339907	1.0
samp_90	-6.638989241987102	4.060000027463082	0.02396761069675557	-4.669023965820234	1.0	-10.257749980812457	1.0		0.0	-5.235030321990895	2.0	-5.100139337266157	1.0	-2.417423975487328	3.0		0.0	-4.956127940605929	1.0	-0.06610453277616017	2.0		0.0	-2.5763607857352864	1.0	-4.105953032209666	1.0		0.0		0.0	-5.466695530564823	1.0	-11.533459517920251	2.0	-3.9071634072018444	2.0	-1.5892037921197812	1.0		0.0		0.0	-8.708310075964244	3.0	-11.168072845452489	1.0		0.0
samp_91	-6.386324130142207	3.79987774714323	0.024998754829749215		0.0		0.0	-9.086166411721685	3.0	-5.137935104894644	1.0	-5.004552305574513	2.0		0.0	-3.0916755585346087	2.0		0.0		0.0	-4.05401169855983	2.0	-2.567399190221899	1.0		0.0	-6.399209437635556	2.0		0.0	-5.361202156737109	2.0	-11.35211570388886	1.0	-3.8445247108302163	1.0	-1.5915571722181072	1.0	-7.976228088465962	2.0		0.0	-8.568262750281276	1.0		0.0	-7.579946777054747	2.0
samp_92	-5.631950833956687	3.84266250781161	0.18050387255063868	-4.691757334363391	1.0	-10.584954036574706	2.0	-9.425962229571713	2.0	-5.248528824119127	3.0	-5.110472463973695	1.0		0.0		0.0	-4.9671437529954945	1.0		0.0	-4.139448963048864	1.0		0.0		0.0		0.0	-5.905609529050392	3.0		0.0		0.0	-3.9226726323237675	4.0	-1.6141037125305886	1.0		0.0	-4.078819127184119	2.0	-8.81576846130657	1.0		0.0	-7.9368588074336355	1.0
samp_93	-6.685225764815353	3.6155897601651015	0.08756532302539978	-4.557347385399818	1.0	-9.811735412019486	1.0		0.0	-5.091496420873133	1.0	-4.959253860217939	2.0		0.0	-3.0984293700930716	2.0	-4.821238633919786	2.0	-0.06939034527006	2.0		0.0	-2.573184692949797	2.0		0.0		0.0	-5.724474129128465	1.0	-5.309587647580029	2.0		0.0	-3.817386426508896	1.0	-1.6027063643672268	1.0	-7.876514195160327	1.0	-3.9713483694151512	1.0		0.0	-10.836944831292213	1.0	-7.465164606450987	2.0
samp_94	-6.356035936721098	4.009356446035911	-0.010010474986382106		0.0	-10.300881835206429	2.0		0.0		0.0	-5.067770920602277	1.0	-2.409709960112541	2.0	-3.0913315812864557	1.0	-4.924512439909596	1.0	-0.06352538255917567	2.0	-4.0922124611777	1.0	-2.568101376386749	3.0	-4.082506934647672	3.0	-6.485574384826739	2.0	-5.859094368320679	1.0		0.0	-11.529452431461866	1.0		0.0		0.0		0.0	-4.028408255358686	1.0	-8.692586296610068	1.0	-11.131813513381607	1.0		0.0
samp_95	-6.8400019516408	3.2616427292610433	0.2494497978363918	-4.5044181134068655	2.0	-9.541184842177245	2.0	-8.761904266568365	1.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	-3.993335306635073	3.0	-6.239694838350854	1.0	-5.639621119127225	1.0	-5.23071624919193	1.0	-10.909226868685208	2.0	-3.774546095362234	2.0	-1.6405560633777865	2.0	-7.757797395953606	1.0	-3.936133318004978	1.0		0.0	-10.658741934897892	2.0	-7.343485781163831	2.0
samp_96	-6.474469344283199	3.9724994510977734	0.07906655965508969		0.0		0.0	-9.248920435182331	2.0	-5.231600370929316	5.0		0.0	-2.426015773309372	1.0	-3.1172691183258316	1.0	-4.953311007574974	3.0		0.0	-4.120619268368969	1.0	-2.5864562141685465	1.0		0.0	-6.510689929733034	2.0		0.0	-5.460144326849883	2.0	-11.546558439607804	2.0	-3.9088268894549087	3.0		0.0		0.0		0.0		0.0		0.0		0.0
samp_97	-6.36448497885295	4.137920832920135	-0.11548961497267683	-4.626958349467806	1.0	-10.32244600169079	3.0	-9.25339487860544	1.0	-5.197553904337648	2.0		0.0		0.0		0.0	-4.918683613236325	2.0		0.0	-4.078196972432711	1.0	-2.5514233154094814	1.0	-4.064262063383215	1.0		0.0	-5.861560643475914	1.0	-5.432529645989638	1.0		0.0		0.0	-1.5740264863340307	4.0	-8.101189114928447	1.0	-4.012027054174225	1.0	-8.706915668630186	1.0	-11.150567544337687	2.0		0.0
samp_98	-6.317487124411913	4.059119218997493	-0.009139934977814148	-4.65566424408157	1.0	-10.373676923648947	2.0		0.0	-5.222239025297799	1.0		0.0	-2.41164373159694	3.0		0.0	-4.942864766111581	1.0	-0.06399097672718591	2.0	-4.104233578633367	1.0		0.0		0.0	-6.512248249426031	1.0	-5.882720601556251	1.0	-5.454096366379702	2.0	-11.589821683972838	1.0		0.0	-1.58570416166684	2.0	-8.126373373249272	2.0	-4.039412284599461	2.0		0.0	-11.181055054297298	1.0		0.0
samp_99	-6.632471144490487	3.7180870790546443	0.06524038241270777	-4.582091841347605	2.0	-9.925350796496737	1.0	-8.996096410863256	1.0		0.0	-4.9898983439543745	4.0	-2.412920758402642	1.0	-3.0991468476281234	2.0	-4.850687332382601	1.0	-0.06764398612319444	1.0	-4.047949765113393	1.0	-2.5731359778727243	1.0		0.0	-6.373378781793198	2.0	-5.7608472203623435	1.0		0.0	-11.239271910865709	2.0		0.0		0.0		0.0	-3.9895766225309743	1.0		0.0	-10.91086386025769	1.0	-7.518089316826981	1.0
