run	log_F	b5H1_log_P	b5H1_weight	b5F2_log_P	b5F2_weight	b5G4_log_P	b5G4_weight	b5H3_log_P	b5H3_weight	b5H7_log_P	b5H7_weight	b5H2_log_P	b5H2_weight	b5H6_log_P	b5H6_weight	b5G9_log_P	b5G9_weight
samp_43	-18.430145630855183	-2.29981286943587	1.0		0.0	-4.405845308639037	2.0		0.0		0.0	-2.538182008829438	1.0	-0.9236014176816264	1.0	-4.8488797417748675	3.0
samp_44	-19.559170423871976	-2.2998212635056423	2.0	-0.8569156985045051	1.0	-4.4058363859712015	1.0		0.0	-1.9350595133681086	1.0	-2.5382002714971943	1.0	-0.9236022078461222	2.0		0.0
samp_45	-15.964307590151472	-2.2998145525754836	4.0		0.0	-4.405833028312698	1.0	-5.0809001950794395	1.0		0.0	-2.5381924107939158	1.0		0.0	-4.8488759712280025	1.0
samp_46	-1.4230912097983266	-2.1881516570095734	1.0	-0.7332716392830367	1.0	-4.2979023786184	2.0	-4.971449056657777	2.0	-1.8203451323529185	2.0		0.0		0.0		0.0
samp_47	-16.36117169664566	-2.299812551795528	1.0		0.0		0.0	-5.080900141001412	1.0	-1.935063626640354	2.0	-2.5381815501178715	2.0		0.0	-4.848880461293206	2.0
samp_48	-18.90397609628713		0.0	-0.8569070702211766	1.0	-4.405843698741454	2.0		0.0	-1.9350635924060167	3.0	-2.538182615246834	1.0	-0.9235947939354194	1.0		0.0
samp_49	-17.17782538898402		0.0	-0.856922361368007	4.0	-4.405844108340191	1.0	-5.080911478073469	1.0	-1.9350696966738359	1.0	-2.538177906916043	1.0		0.0		0.0
samp_50	-15.63861481591991	-2.2997534708202645	1.0		0.0	-4.405851184733136	1.0	-5.080882695190661	1.0	-1.9350528167452323	1.0	-2.5381694909363066	1.0		0.0	-4.8488753168380345	3.0
samp_51	-16.9006059845967	-2.2997719417774247	2.0	-0.8568621619778176	2.0		0.0		0.0	-1.9350733125280002	1.0		0.0	-0.9235506048152525	2.0	-4.848875404497412	1.0
samp_52	-18.255335628763355	-2.2998115986070125	1.0	-0.8569199305788058	2.0	-4.405851431322347	1.0		0.0		0.0	-2.5381686666103254	1.0	-0.9235882189252885	3.0		0.0
samp_53	-21.30105132120328	-2.2998125061487866	4.0	-0.85690710821845	1.0		0.0		0.0		0.0	-2.538180654083412	3.0		0.0		0.0
samp_54	-16.456102513312292		0.0	-0.8569664851469061	2.0		0.0	-5.0808074975476005	1.0	-1.9350834555364564	1.0	-2.5381258154246433	2.0		0.0	-4.848883638716929	2.0
samp_55	-15.79748328953066	-2.2998347607903455	1.0	-0.8568966510739839	1.0		0.0	-5.080910008076277	1.0		0.0	-2.5381728549769056	2.0		0.0	-4.848866371855287	3.0
samp_56	-17.088406998540517	-2.2998010558443363	1.0	-0.8569092736968433	3.0		0.0	-5.080896342125896	1.0		0.0		0.0	-0.9236017180792346	2.0	-4.848886933192407	1.0
samp_57	-18.968885473616552	-2.299811909004459	1.0		0.0	-4.405845842336464	1.0		0.0	-1.9350624040929325	1.0	-2.538180383855273	1.0	-0.9236009849767106	1.0	-4.8488795839285705	3.0
samp_58	0.19219295950261608		0.0		0.0		0.0	-4.681384014602581	4.0	-1.4892882607721654	2.0	-2.118066628930206	1.0		0.0	-4.455325971609777	1.0
samp_59	-18.428829698065723	-2.2998046260892973	1.0	-0.8569150928925932	2.0	-4.40584466947092	1.0		0.0	-1.9350604909920475	1.0		0.0	-0.9235691803116829	3.0		0.0
samp_60	-17.063726650584723	-2.299814239969206	1.0	-0.856906483811609	2.0		0.0	-5.080898268304725	1.0	-1.9350624247525587	1.0		0.0	-0.9235916038244387	1.0	-4.848877952871153	2.0
samp_61	-18.901642996694246	-2.299818688015071	1.0	-0.8569096099192358	2.0	-4.405844228784963	1.0		0.0	-1.9350563447652145	1.0	-2.538179551212712	1.0		0.0	-4.848901509443809	2.0
samp_62	-19.771453254700326	-2.299857587377831	2.0	-0.8570053587028309	2.0		0.0		0.0	-1.9351237654792743	2.0	-2.538165921416736	2.0		0.0		0.0
samp_63	-17.023246864708273	-2.2997919278623433	3.0	-0.8569048929026216	1.0	-4.4058203692154745	1.0	-5.08087210356018	1.0		0.0		0.0		0.0	-4.848920149457525	2.0
samp_64	-20.810303462176947	-2.2998118848537326	1.0		0.0	-4.405842921716072	2.0		0.0	-1.9350632794456963	2.0	-2.5381817403039935	2.0	-0.9235973672985452	1.0		0.0
samp_65	-1.251905309883942		0.0		0.0	-4.280096049777284	1.0	-4.953456749913152	2.0		0.0	-2.4089874080842626	3.0	-0.7778012857953758	1.0	-4.723599676926964	1.0
samp_66	-18.157786570927183	-2.2998159801684253	1.0	-0.8569073187736733	3.0		0.0		0.0	-1.935067771383905	1.0		0.0	-0.9236005078623291	3.0		0.0
samp_67	-19.574292510772594		0.0	-0.8568878967726747	2.0		0.0		0.0	-1.935049976600748	2.0		0.0		0.0	-4.848885610476281	4.0
samp_68	-19.002946357112684	-2.2998119167241273	2.0	-0.8569076522627381	2.0		0.0		0.0	-1.935070638003331	2.0	-2.5381811393688154	1.0		0.0	-4.848882928160391	1.0
samp_69	-17.942272946970075	-2.299811974240783	2.0	-0.8569034802867515	1.0		0.0		0.0	-1.9350635489302066	1.0	-2.538182773386616	1.0	-0.9235999940835474	1.0	-4.8488849621065935	2.0
samp_70	-15.37262490793255	-2.2998054842349536	2.0		0.0	-4.405821564919146	2.0	-5.080915725725023	1.0	-1.9350627018521456	1.0		0.0		0.0	-4.8488800548613575	2.0
samp_71	-20.80946976589636	-2.2998132785339314	4.0		0.0	-4.405846066416115	1.0		0.0	-1.9350651752201447	1.0	-2.5381806177415642	1.0		0.0	-4.84887987216581	1.0
samp_72	-18.279664167805922	-2.2998140087188244	2.0	-0.8569033965440493	2.0	-4.405833147678351	1.0		0.0	-1.9350663398205816	2.0	-2.53818331982249	1.0		0.0		0.0
samp_73	-1.3044237191422519	-2.1754503570139705	1.0	-0.718742065729943	1.0	-4.285814560555488	1.0	-4.959237042861903	2.0	-1.8072164699202906	1.0		0.0	-0.7847555872696951	1.0	-4.72928924259679	1.0
samp_74	-18.243653269963126	-2.2998268454094215	2.0		0.0		0.0		0.0	-1.9350889735325036	3.0	-2.5381552173410937	1.0	-0.9235984063708498	1.0	-4.848916820210263	1.0
samp_75	-16.385369442305905	-2.2998048414932653	1.0	-0.8568930900729191	1.0	-4.405834551088643	1.0	-5.080894028157512	1.0		0.0	-2.538182331214149	1.0		0.0	-4.84888442889075	3.0
samp_76	-1.2525378047229894	-2.169501757183966	2.0		0.0	-4.280174152365183	1.0	-4.953539324049369	2.0		0.0		0.0	-0.7778970042765402	2.0	-4.723681351150103	1.0
samp_77	-15.767569189256104		0.0	-0.8569091968543916	1.0	-4.405845979225384	3.0	-5.080903324330356	1.0	-1.935077515438131	1.0	-2.5381445482582707	1.0		0.0	-4.84888148257977	1.0
samp_78	-1.2256780327888799	-2.1663171098558984	1.0		0.0	-4.277153756766567	2.0	-4.950479656791015	2.0		0.0	-2.405921072062618	1.0	-0.7742330528665619	1.0	-4.720671698764473	1.0
samp_79	-18.538202937955507		0.0	-0.8569055429404315	1.0	-4.405845867249158	1.0	-5.08090158864154	1.0	-1.9350640852272292	2.0	-2.538180570313925	2.0		0.0	-4.848879776005751	1.0
samp_80	-1.20731392401169		0.0	-0.7056783092189196	3.0		0.0	-4.94835935449105	2.0	-1.7954731618654316	1.0	-2.403731507589938	1.0		0.0	-4.718581641887111	1.0
samp_81	-18.75089340216312	-2.2998161064528064	2.0	-0.85690112709533	1.0	-4.405844925537359	1.0		0.0	-1.935069089144066	1.0	-2.5381667289479513	1.0	-0.9235949597402262	1.0	-4.848887387222528	1.0
samp_82	-18.686439467205467	-2.2998128604214934	1.0	-0.8569075722892115	1.0	-4.405845374374731	2.0		0.0	-1.9350644831228694	3.0	-2.5381805717535637	1.0		0.0		0.0
samp_83	-16.68046666100802	-2.299811089672895	1.0	-0.856905365831897	1.0	-4.405844035568388	1.0	-5.080900271914666	1.0	-1.9350621506371373	1.0		0.0	-0.923595306720607	2.0	-4.848881080829674	1.0
samp_84	-18.712479469965736		0.0	-0.8569089838691863	3.0	-4.405840109516043	1.0	-5.080903470349687	1.0	-1.935062894399901	2.0		0.0	-0.9235991285300548	1.0		0.0
samp_85	-1.2558554296935842	-2.169896873438346	2.0		0.0	-4.280552083860859	2.0	-4.953910948568368	2.0		0.0	-2.4094632756153853	1.0	-0.778327311427962	1.0		0.0
samp_86	-17.914799429876044		0.0	-0.8569108244436822	2.0	-4.405844184172212	3.0		0.0		0.0	-2.538171547761976	1.0	-0.9235946401533255	2.0		0.0
samp_87	-18.2630848783352	-2.2998069238356	1.0	-0.8569199793342623	3.0	-4.4058373950238074	1.0	-5.0809179926149275	1.0		0.0		0.0		0.0	-4.8488737049013135	2.0
samp_88	-18.700912009356475	-2.299810145813919	1.0	-0.8569088664623974	1.0	-4.40584581200844	1.0		0.0		0.0	-2.538178244508251	3.0	-0.923599569090391	1.0	-4.848879938652962	1.0
samp_89	-1.2889403829507242	-2.1736977292711184	1.0	-0.7167565941106812	1.0	-4.2841582890251235	2.0	-4.957556088358219	2.0	-1.8054117220925974	1.0		0.0		0.0	-4.727636307442062	1.0
samp_90	-0.3784295943854324	-2.0243587066508604	1.0		0.0	-4.144997140700701	2.0	-4.81743059319546	3.0	-1.649819830269097	1.0	-2.2662507674836725	1.0		0.0		0.0
samp_91	-17.260454734689088	-2.2997282648474417	2.0	-0.8569420358236572	2.0	-4.405887567429512	1.0	-5.08090841160918	1.0	-1.9350822853485106	1.0		0.0		0.0	-4.848881601731106	1.0
samp_92	-17.79275215076933	-2.2997899685928997	1.0	-0.8568501058911634	2.0	-4.405853645580798	1.0	-5.080871734057636	1.0	-1.9350664999367093	1.0	-2.5381896781737785	2.0		0.0		0.0
samp_93	-16.497896072696083	-2.299809747010554	2.0		0.0	-4.405846763913001	2.0	-5.080900945970724	1.0		0.0	-2.538207283797255	1.0	-0.9235947299525742	1.0	-4.848874036700046	1.0
samp_94	-15.721384909697449	-2.299809017376475	1.0		0.0	-4.405836802619602	2.0	-5.080902413869922	1.0		0.0		0.0	-0.9236052270479874	2.0	-4.8488859049664095	2.0
samp_95	-1.0441508971346147	-2.1429393435348327	1.0	-0.6811217763820931	3.0	-4.255063106967395	2.0	-4.928178921749078	2.0		0.0		0.0		0.0		0.0
samp_96	-21.017061501039077	-2.2998126454063215	1.0	-0.856901303405703	1.0	-4.405845487837486	3.0		0.0	-1.9350647333338193	1.0		0.0	-0.9235965495341444	2.0		0.0
samp_97	-19.524671197940194		0.0	-0.8569067314456144	2.0	-4.405845251066186	1.0		0.0	-1.935064366460558	2.0	-2.5381808581836656	1.0	-0.9235974651583425	2.0		0.0
samp_98	-17.210486593317484		0.0		0.0	-4.405841888670315	2.0	-5.080912060013919	1.0	-1.9350513730576095	3.0	-2.5381668531112678	1.0		0.0	-4.848874875869724	1.0
samp_99	-1.1266228477806115		0.0	-0.6939631607666524	2.0		0.0	-4.938687113939454	2.0		0.0	-2.393738958188479	1.0	-0.7599080636803177	1.0	-4.709067602095975	2.0
