run	log_F	b1I8_log_P	b1I8_weight	b2F5_log_P	b2F5_weight	b2G8_log_P	b2G8_weight	b2B1_log_P	b2B1_weight	b2G4_log_P	b2G4_weight	b2H8_log_P	b2H8_weight	b2A5_log_P	b2A5_weight	b2G3_log_P	b2G3_weight	b2H3_log_P	b2H3_weight	b2F3_log_P	b2F3_weight	b2G7_log_P	b2G7_weight	b2A6_log_P	b2A6_weight	b2B6_log_P	b2B6_weight	b2B4_log_P	b2B4_weight	b2B2_log_P	b2B2_weight	b2B7_log_P	b2B7_weight	b2B5_log_P	b2B5_weight	b2A2_log_P	b2A2_weight
samp_09	-2.88137626871323	-4.991806687355092	2.0	-2.397322428469113	1.0		0.0	-4.575703917853215	2.0		0.0	-4.808328109960944	2.0	-4.742318079626953	2.0	-5.157734484049759	1.0	-1.7586869790963242	2.0	-4.070092518298632	1.0		0.0	-7.523928147538576	1.0	-4.657192581018213	1.0	-0.2855192673583384	1.0	-3.934815840276032	1.0		0.0	-4.959759829202479	1.0		0.0
samp_10	-2.6599772221210123		0.0		0.0	-4.937689831951186	1.0	-4.661688455391929	1.0		0.0		0.0	-4.829411236601879	1.0	-5.247619222424928	2.0		0.0	-4.151086544793469	1.0	-4.656996924658176	3.0	-7.635963364072627	2.0		0.0	-0.3061385860782534	2.0	-4.017898360599809	4.0		0.0		0.0	-6.16509415177035	1.0
samp_11	-2.529231775607438	-5.133509997212608	1.0		0.0	-4.989959267300575	3.0		0.0	-0.6172844864885014	1.0		0.0	-4.881169952624584	1.0	-5.301286904205374	2.0	-1.7825152935481279	1.0		0.0	-4.707777399886775	1.0		0.0	-4.796276432828481	1.0		0.0	-4.066801370251276	3.0		0.0	-5.101617040684307	4.0		0.0
samp_12	-2.6072473230699944	-5.101903296979592	2.0	-2.447886712673747	1.0		0.0		0.0	-0.613931278295472	2.0	-4.916980009468991	1.0	-4.850268159651463	1.0		0.0	-1.7794290955112086	1.0		0.0	-4.677471951316883	1.0	-7.663545932843257	3.0	-4.765331414287416	1.0	-0.31028535286576403	2.0	-4.037650160634717	1.0	-4.473377883202488	1.0		0.0	-6.187974876506054	1.0
samp_13	-2.737116871692445		0.0	-2.425369223621159	1.0		0.0	-4.631645712987938	1.0	-0.6069437996704863	1.0		0.0	-4.798956698473627	1.0	-5.216136523847041	3.0	-1.7714866036799244	2.0	-4.122891980455556	1.0	-4.627075041611649	1.0	-7.596231837447824	2.0	-4.713941769920511	1.0		0.0	-3.98895740217392	2.0	-4.422887851361355	1.0	-5.017535686483374	1.0		0.0
samp_14	-2.6664490587173972		0.0	-2.4379550153483027	1.0	-4.935109132208663	1.0	-4.659157394469954	1.0		0.0	-4.893398449337971	1.0	-4.826853186497077	2.0	-5.244972320854322	3.0		0.0	-4.148730634023459	1.0	-4.654479413470321	1.0	-7.632600237045995	1.0	-4.741879104867054	1.0		0.0		0.0		0.0	-5.046030601083216	4.0	-6.162300479822135	1.0
samp_15	-2.6128298987768717	-5.099645767666191	1.0		0.0	-4.956519208438533	1.0	-4.680065354608993	1.0		0.0	-4.914760010831918	4.0	-4.848059756378469	1.0		0.0	-1.7791682470118368	1.0		0.0	-4.675301603261883	2.0	-7.660603888732446	1.0	-4.763117198034789	1.0		0.0	-4.035558836489021	2.0	-4.471205336007719	1.0	-5.067719644906368	2.0		0.0
samp_16	-2.7561479210390902		0.0	-2.421848004009814	3.0	-4.899403235241219	3.0		0.0		0.0		0.0	-4.791460319484296	1.0	-5.208391841403114	1.0		0.0	-4.115927176178966	2.0	-4.619706875296073	1.0	-7.586541171578144	1.0	-4.706428636201056	1.0		0.0	-3.981815415793545	1.0	-4.415496575393232	1.0	-5.009880618375158	2.0	-6.123713588498695	1.0
samp_17	-2.6089218051382774	-5.101228392510587	1.0		0.0		0.0	-4.681588610646894	2.0		0.0		0.0	-4.849607546804774	1.0	-5.268538715685353	2.0	-1.7793464961261138	1.0	-4.1697102869514175	2.0	-4.676822962874047	1.0	-7.662665222942329	1.0		0.0		0.0	-4.037025471977833	3.0	-4.472726236941452	2.0	-5.06930195375366	1.0	-6.187248854270511	1.0
samp_18	-2.6252622143641156	-5.094622834234074	1.0	-2.444930481453483	3.0	-4.9515540024149045	1.0		0.0	-0.6130804220694189	1.0	-4.9098025074533	1.0	-4.843139590892499	1.0		0.0	-1.7785342049355422	1.0	-4.1637389154560855	1.0		0.0	-7.654086591534841	1.0	-4.758193746121865	1.0		0.0	-4.030900719514005	1.0	-4.466371205821858	4.0	-5.062690144467188	1.0		0.0
samp_19	-2.498628835383539		0.0	-2.464469919741707	1.0	-5.002208640896296	1.0	-4.724604490243157	1.0	-0.6184335125717354	1.0	-4.96032630265977	1.0		0.0	-5.3138884884985655	1.0		0.0	-4.209784366095439	1.0	-4.719660488004675	2.0		0.0	-4.8084159223448495	2.0		0.0	-4.078210003170049	1.0	-4.515615901111369	2.0	-5.114044785643562	3.0	-6.2354812807870585	1.0
samp_20	-3.03440156325422	-4.931370215428134	1.0		0.0	-4.789968561258568	1.0	-4.516905459953888	2.0	-0.5834930271180103	1.0	-4.7485476187931495	1.0	-4.682865174058123	3.0	-5.09665689054357	2.0		0.0	-4.0142196906273595	4.0	-4.512734428636068	1.0	-7.450163971807591	1.0	-4.597613818422994	1.0		0.0		0.0		0.0		0.0		0.0
samp_21	-2.599062767625191	-5.105214829588103	1.0		0.0	-4.9620215797984555	3.0		0.0	-0.6143078134778266	1.0		0.0	-4.853502469922732	1.0	-5.272582482581146	2.0	-1.7798104798011944	1.0		0.0		0.0	-7.667858817625698	2.0	-4.76857574469365	2.0	-0.3109067879334675	2.0		0.0	-4.4765601991484605	2.0	-5.073292348845867	1.0		0.0
samp_22	-2.7670749444223715	-5.037483876331625	1.0	-2.4197963448751163	1.0	-4.89506387401415	1.0	-4.620000148482766	1.0		0.0		0.0	-4.787158593775035	1.0	-5.203954281772188	1.0		0.0		0.0	-4.615475347438263	6.0		0.0		0.0		0.0	-3.9777143533040125	2.0	-4.411256989673063	2.0	-5.005487872517028	1.0	-6.119039143302488	1.0
samp_23	-3.0138012018813933		0.0		0.0	-4.797979116863785	1.0	-4.524779730026218	2.0	-0.5854779034544878	1.0		0.0	-4.690821776342064	4.0		0.0	-1.7434781534199928	3.0	-4.021726288197174	1.0	-4.520592819413543	1.0		0.0	-4.605591491914532	1.0	-0.270534420903055	3.0		0.0		0.0	-4.907342367473026	1.0		0.0
samp_24	-2.9350489820379204		0.0	-2.3861551981737406	1.0	-4.828756688878636	2.0	-4.555006232828524	1.0		0.0	-4.787268289853322	1.0	-4.721375584433758	3.0	-5.136201292881305	1.0	-1.7529052089927253	2.0	-4.050464330851631	1.0	-4.550715461237574	1.0	-7.497707840304049	1.0	-4.636214421982655	2.0	-0.2797007751410205	1.0		0.0	-4.346302763608252	1.0		0.0		0.0
samp_25	-2.4919804067754816	-5.14862532447837	2.0		0.0	-5.004875995088542	2.0		0.0		0.0	-4.962983576799745	2.0		0.0	-5.316625760368524	1.0		0.0		0.0	-4.722242921492372	1.0	-7.7250100426983765	3.0		0.0	-0.31841759770137623	1.0	-4.080677604486241	3.0	-4.518196506545764	1.0		0.0	-6.238400574124066	2.0
samp_26	-2.826121400711458		0.0		0.0	-4.871668434926851	1.0	-4.597089119601595	1.0	-0.6010472375976719	2.0		0.0	-4.763951070090651	3.0	-5.180027365603104	1.0	-1.764069533283367	2.0		0.0	-4.592656319196191	2.0	-7.5513149956251215	1.0		0.0	-0.29118336854672494	2.0	-3.9555494920447947	1.0	-4.388371068387791	1.0	-4.981823695002711	1.0		0.0
samp_27	-2.803569266232283		0.0	-2.4128126829100474	2.0	-4.880594991971319	1.0	-4.605832229020833	2.0		0.0	-4.8390063554627645	1.0	-4.772807445816404	2.0	-5.189153051678407	1.0	-1.7660963733679231	1.0		0.0	-4.60136365219038	2.0	-7.562591670369871	1.0	-4.687746362338216	2.0		0.0	-3.9640132992507007	2.0	-4.397106745769369	1.0		0.0		0.0
samp_28	-2.606677333198565		0.0	-2.4479944373157663	1.0	-4.958980605457077	2.0	-4.682463019948856	2.0		0.0		0.0		0.0		0.0	-1.7794537710598815	1.0	-4.170533585450231	1.0	-4.67769199756808	2.0	-7.663840887385629	1.0	-4.765557452545798	1.0	-0.3103337485941242	1.0	-4.037860185423271	3.0	-4.4735923172423	2.0		0.0	-6.188217654698386	1.0
samp_29	-2.7364806584527006	-5.04977120115684	3.0		0.0	-4.90721795133277	3.0		0.0	-0.6069821304829998	1.0		0.0		0.0	-5.216394246798852	1.0		0.0	-4.123124491824024	2.0	-4.627323166491834	2.0	-7.596557138072053	1.0	-4.714190496815241	1.0		0.0		0.0	-4.423129556553823	2.0	-5.017788738698366	1.0	-6.1321358782012885	1.0
samp_30	-2.670252551959111	-5.076446887209657	2.0	-2.437312032268149	2.0	-4.933593930602816	3.0		0.0	-0.6107695240651431	1.0	-4.891887113742429	1.0	-4.825349890351811	1.0		0.0		0.0		0.0	-4.653009254685091	1.0	-7.630627983368523	1.0	-4.740374083145539	2.0		0.0	-4.014047581591719	1.0	-4.448872713560142	1.0	-5.04449473706074	1.0	-6.160655252120031	1.0
samp_31	-2.6148561364376537	-5.098825744621775	1.0	-2.4466445291492085	2.0		0.0	-4.679274244648374	1.0	-0.6135732348436602	1.0	-4.913947355759171	1.0	-4.847256882792744	1.0	-5.266103018624676	1.0	-1.7790602145217478	1.0		0.0		0.0		0.0	-4.762315580783842	1.0	-0.3097071358370308	3.0	-4.034802314954224	1.0		0.0	-5.0668967352659715	1.0	-6.184665392868133	3.0
samp_32	-2.5786804182808027	-5.113472288934375	1.0	-2.4524758459363456	1.0		0.0	-4.693385722273687	1.0		0.0	-4.928376977542082	1.0	-4.86158183261416	1.0		0.0	-1.7807046087986331	1.0	-4.1807181179244575	1.0	-4.688568627868248	2.0	-7.678625858664118	2.0	-4.776658483779559	2.0		0.0	-4.048335782682078	1.0	-4.484492519818696	1.0	-5.0815565555735756	2.0	-6.200424915258843	1.0
samp_33	-2.5609866883045003	-5.120638085137341	1.0		0.0	-4.977249136544241	2.0	-4.700290950446934	1.0	-0.6159915300561974	1.0	-4.9354357155551245	1.0	-4.868591639923659	1.0	-5.2882255924039	2.0		0.0	-4.187159773435512	1.0		0.0		0.0	-4.783676747293819	1.0	-0.3136973499636694	1.0	-4.054947309584695	4.0		0.0	-5.088730806620483	2.0		0.0
samp_34	-2.6553475025474524		0.0	-2.439871719900389	2.0		0.0	-4.663488117401819	1.0	-0.6115581051655488	2.0	-4.897817860950175	2.0	-4.831240190072834	1.0		0.0	-1.776893997765184	1.0	-4.15277822524897	1.0	-4.658794015689573	1.0	-7.638371280341734	1.0	-4.7462695724203385	2.0		0.0		0.0	-4.454668905528167	2.0	-5.050514532416933	2.0		0.0
samp_35	-2.911902236548959	-4.979681262759645	1.0	-2.3910165967658634	2.0		0.0		0.0	-0.5944813822423987	3.0	-4.796342560435158	2.0	-4.730397115035772	1.0		0.0	-1.755464811405173	2.0	-4.058927172877559	1.0	-4.559604882099096	2.0	-7.5089683312301805	1.0		0.0		0.0		0.0		0.0	-4.947619800767993	3.0		0.0
samp_36	-2.606551591154955		0.0		0.0	-4.959027127953892	2.0	-4.682512133308335	1.0	-0.6139692024653035	1.0	-4.917258652683455	2.0		0.0	-5.269510422168704	2.0		0.0	-4.170573883798139	2.0		0.0	-7.663912188454177	1.0	-4.76560679839125	2.0	-0.3103406795896793	1.0	-4.037909189186107	2.0	-4.473649581934265	1.0	-5.070258608767395	1.0		0.0
samp_37	-2.675571881815054	-5.074302585543869	1.0		0.0	-4.931473719145077	1.0	-4.655610380147387	2.0	-0.6104798379518658	2.0	-4.889776306972553	1.0	-4.823247958278344	1.0	-5.241241569763112	2.0	-1.7756877513137168	1.0		0.0		0.0	-7.627874469777359	2.0	-4.738264639195825	2.0	-0.3048604028631636	1.0	-4.012058007583972	2.0		0.0		0.0		0.0
samp_38	-2.827303552662332		0.0		0.0	-4.871199022375428	2.0	-4.5966283080653305	3.0		0.0		0.0	-4.76348790066303	1.0	-5.179544437744806	3.0	-1.7639588272414148	1.0	-4.089880101533638	1.0	-4.59219522689277	1.0	-7.550717676160451	4.0	-4.6784079950046715	1.0		0.0	-3.9551069903947735	1.0		0.0		0.0		0.0
samp_39	-2.853993697321471	-5.002715481345309	1.0	-2.402870724851471	2.0		0.0	-4.586293933911876	1.0	-0.5989262201324885	1.0	-4.819096898155014	2.0		0.0	-5.168770377678005	2.0	-1.761433911060118	2.0		0.0		0.0	-7.53744740283466	1.0		0.0	-0.28836961515268017	3.0		0.0	-4.377589515947527	1.0		0.0	-6.082095540162698	2.0
samp_40	-2.8448639706123147	-5.006355185589387	1.0		0.0	-4.864256658743414	2.0		0.0		0.0		0.0	-4.756604148502099	2.0		0.0	-1.7623112180797282	3.0	-4.083455292631156	1.0	-4.585414450853352	3.0	-7.541981439835274	1.0		0.0	-0.28929367468943673	1.0	-3.9485132300327264	1.0		0.0	-4.974326661262401	2.0	-6.085958184959001	1.0
samp_41	-2.5670673685833294	-5.11817209315282	1.0		0.0	-4.9748175046704155	1.0		0.0	-0.6157331515971676	2.0	-4.933011613873358	3.0	-4.866178046795128	2.0	-5.285724395724742	1.0		0.0	-4.1849466929980155	1.0		0.0	-7.68478788159739	1.0	-4.781260349341617	2.0		0.0	-4.052676981662721	1.0		0.0	-5.086263975202963	3.0		0.0
samp_42	-2.8112044043242195		0.0	-2.4113331262615523	2.0	-4.877567931311478	1.0		0.0	-0.6021114446012095	1.0	-4.8359854040025905	1.0	-4.769806129477251	2.0	-5.186057933287262	1.0	-1.7654201950341133	2.0	-4.095773118288622	1.0	-4.598406592232394	1.0		0.0		0.0	-0.29263311521649665	1.0	-3.961144868829317	1.0	-4.394144123220516	1.0	-4.987787272388963	2.0	-6.100229788094251	1.0
samp_43	-2.682705564762549	-5.07142396957963	1.0	-2.4351400666812695	1.0	-4.9286312316113	1.0	-4.652827612277089	2.0		0.0	-4.8869331414120065	2.0		0.0		0.0		0.0	-4.142782969920324	1.0	-4.648175115574381	2.0		0.0	-4.73544692420461	3.0	-0.304262171428461	2.0		0.0		0.0	-5.03946240285596	1.0	-6.155276777286131	2.0
samp_44	-2.3549704036767443	-5.204288019410702	1.0		0.0	-5.059756824895377	1.0	-4.780548086573743	1.0	-0.622725537721664	1.0	-5.017700587848406	1.0	-4.950199246749523	1.0	-5.373199133166222	1.0	-1.7848221976470233	1.0		0.0		0.0	-7.80008230487489	1.0		0.0		0.0		0.0	-4.571319881191643	3.0	-5.172449164203257	3.0	-6.298970038717038	3.0
samp_45	-2.737843236534181	-5.049220047815195	1.0		0.0	-4.906675405567621	3.0	-4.6313616975161285	1.0		0.0	-4.865028452534369	1.0	-4.798669022248267	1.0	-5.215836827147978	1.0	-1.7714292366151887	1.0		0.0	-4.626794281559087	2.0	-7.595844232688402	1.0	-4.713660515899728	4.0	-0.29949030506527247	1.0		0.0		0.0	-5.017239655427183	1.0		0.0
samp_46	-2.8521125352363486		0.0	-2.403251349910106	1.0		0.0	-4.587025960234131	1.0	-0.5991489583047973	1.0	-4.819845457981516	1.0	-4.753774331563128	2.0	-5.16952355654562	1.0	-1.7616087612838085	2.0	-4.080803382896706	1.0	-4.582625116128378	3.0	-7.538385237292118	1.0		0.0		0.0	-3.945793322515421	1.0	-4.378310806225032	1.0	-4.971424800202101	2.0		0.0
samp_47	-2.4481240993227424	-5.166432987512777	2.0		0.0	-5.022451035464388	1.0	-4.744306815313966	1.0	-0.6201527247845234	3.0		0.0		0.0	-5.334715917896133	1.0	-1.784379233270902	1.0		0.0		0.0	-7.74879889533972	1.0	-4.82846265507894	3.0	-0.32120517387163866	1.0	-4.096986944965415	1.0		0.0	-5.1345719750249135	2.0	-6.257715862573781	1.0
samp_48	-2.7309188871994463	-5.052007318247219	1.0	-2.4265088680312514	1.0	-4.909430792274576	3.0	-4.634057020708769	1.0		0.0		0.0		0.0	-5.218661356359055	2.0		0.0	-4.125156866146747	1.0	-4.629477756213762	1.0	-7.599392137834686	2.0		0.0	-0.30011155036422404	2.0	-3.9912854461281944	1.0	-4.42529204341598	2.0		0.0	-6.134523747051035	1.0
samp_49	-2.913316639837789		0.0	-2.3907241979937317	3.0	-4.837283617619691	1.0	-4.5633790050108365	3.0		0.0		0.0	-4.729841144113593	1.0	-5.1449073202126385	2.0		0.0	-4.058410485004762	2.0		0.0	-7.508278576897548	1.0		0.0	-0.28209803296607733	2.0		0.0		0.0	-4.947058641381745	2.0	-6.057137622410637	1.0
samp_50	-2.6895821660212635	-5.068655513208282	1.0		0.0		0.0	-4.650149796357388	1.0	-0.6097143819529263	2.0	-4.88420126297884	1.0	-4.817717437786619	2.0	-5.235525125819838	1.0		0.0	-4.1402741274018515	3.0	-4.645507855606207	1.0	-7.62062827159323	1.0		0.0		0.0	-4.0068009281654025	1.0		0.0	-5.036688736725523	2.0	-6.152312061456132	2.0
samp_51	-2.60627671711426		0.0	-2.448039512743502	1.0	-4.959138073567425	2.0		0.0		0.0		0.0	-4.850653426026224	2.0		0.0	-1.7794699209753753	2.0	-4.170677523971656	2.0		0.0		0.0	-4.765716878622721	3.0	-0.3103604921264091	1.0	-4.03801478715662	3.0		0.0	-5.070370337869261	2.0		0.0
samp_52	-2.9115129426381876	-4.979833214051651	1.0		0.0	-4.837996933883168	2.0	-4.564074837935375	1.0	-0.5945131217208854	1.0		0.0		0.0	-5.1456309376200196	4.0	-1.7555069669003005	1.0	-4.059069785710626	3.0	-4.5597546164839216	1.0		0.0	-4.645403298186626	2.0		0.0		0.0	-4.355372320486577	2.0		0.0		0.0
samp_53	-2.6445521828537872	-5.086822868366698	1.0	-2.4417074395518585	1.0	-4.943848579471522	2.0	-4.6676951347675	2.0		0.0	-4.902116686756687	1.0	-4.835508680073431	2.0		0.0		0.0	-4.1567179346484515	1.0		0.0	-7.643995270484105	2.0	-4.750550244214467	1.0	-0.30737991968996914	1.0	-4.023680517712265	1.0	-4.458866868525492	1.0	-5.054881109118121	1.0	-6.171777468674558	1.0
samp_54	-2.790682693683219	-5.028018682205309	1.0	-2.4153059636571355	2.0	-4.885698604179298	1.0		0.0		0.0	-4.844099063106257	1.0	-4.7778718103038464	1.0	-5.1943713830786535	2.0	-1.7672117165121946	1.0	-4.103286451519325	1.0		0.0	-7.569073739407214	2.0	-4.692817750343827	2.0	-0.29461735818315427	2.0		0.0	-4.402099280298832	1.0		0.0	-6.108967139675102	1.0
samp_55	-2.5988011144915313		0.0	-2.4492519467473417	1.0	-4.962126320108597	1.0		0.0	-0.6143260769060138	4.0	-4.920348884226865	2.0		0.0	-5.272691484617891	1.0	-1.779823233537987	1.0		0.0	-4.680751832717632	1.0	-7.667995739914791	1.0	-4.768680997411405	1.0	-0.3109252223821632	1.0	-4.040811046093304	1.0	-4.47666402307357	1.0	-5.073401038323607	1.0	-6.191652947516323	1.0
samp_56	-2.727071249113503	-5.053555883826767	2.0	-2.4272179746544422	3.0		0.0	-4.635562222520988	1.0	-0.6075507579498508	3.0	-4.869308283924738	1.0	-4.8029240573836525	1.0		0.0	-1.7722260030464536	1.0		0.0		0.0		0.0		0.0	-0.300446898701444	1.0	-3.992735443677139	1.0	-4.426789352788636	1.0	-5.021578644248066	2.0	-6.13617472882096	1.0
samp_57	-2.698242696845803	-5.065159182964529	1.0		0.0	-4.922435140453628	1.0	-4.646777455073403	2.0	-0.609234477937443	1.0	-4.880754087457961	1.0		0.0		0.0		0.0		0.0	-4.642149260586321	5.0	-7.61616290111029	1.0	-4.729300007885611	1.0	-0.3029525759343054	1.0	-4.003549803181746	2.0		0.0	-5.033196526343316	1.0	-6.148574546259445	1.0
samp_58	-3.03163560531695	-4.932452577902439	1.0		0.0	-4.79104445598726	4.0	-4.5179745156208275	1.0		0.0		0.0	-4.683939221814646	1.0	-5.0977543142355115	2.0	-1.7411945082302374	1.0	-4.015228949903133	3.0	-4.513798700454641	2.0		0.0		0.0	-0.2683575619348242	1.0	-3.878598764365969	1.0		0.0		0.0	-6.007989722541226	1.0
samp_59	-2.455400165000512		0.0		0.0	-5.019529714691262	2.0		0.0	-0.6199062123329817	1.0	-4.977593368574613	2.0	-4.910424538328872	1.0	-5.331706344303075	1.0		0.0		0.0	-4.73643334522077	1.0	-7.7448418106205095	1.0	-4.825564262995025	1.0	-0.32073784606897865	2.0		0.0	-4.532405921087669	3.0	-5.131605177050448	1.0	-6.254507692638879	2.0
samp_60	-2.577861743351858		0.0	-2.452588300657286	1.0	-4.970507832637199	1.0		0.0	-0.615267769002571	1.0		0.0	-4.861902873467903	2.0	-5.281291012175082	3.0	-1.7807287071593096	2.0		0.0		0.0		0.0	-4.776981056495425	2.0		0.0	-4.048646917374216	1.0	-4.484815219525292	1.0	-5.081882289203956	2.0	-6.200780003919903	2.0
samp_61	-2.6705555237529315		0.0	-2.437257992204866	3.0		0.0	-4.657560607175311	1.0		0.0	-4.891767740602417	1.0	-4.8252282421471175	2.0	-5.243294907003831	2.0	-1.77599099993901	1.0		0.0		0.0	-7.630471004250268	1.0	-4.740254755857082	3.0		0.0	-4.013932981966697	1.0	-4.448752699287968	1.0	-5.044373337260551	1.0	-6.160522213590661	1.0
samp_62	-3.138442911365639	-4.890859464568069	1.0		0.0		0.0	-4.477374130161362	1.0	-0.5726484444167073	1.0	-4.708432096490744	1.0		0.0	-5.055761654347864	2.0	-1.7263996768732395	4.0	-3.9764643438434004	2.0	-4.473342655960524	2.0	-7.401783400780938	1.0		0.0	-0.2545026797959639	2.0		0.0		0.0	-4.858690773964949	1.0		0.0
samp_63	-2.7337687506610804	-5.050870459953153	2.0		0.0	-4.908305099734538	2.0	-4.632946616976719	1.0		0.0	-4.866646234895946	1.0	-4.80028590377638	2.0	-5.217496387245833	1.0		0.0		0.0	-4.62838097106505	2.0	-7.5979430340089475	3.0	-4.715261640909608	1.0	-0.29985509410811956	1.0		0.0		0.0	-5.018877561324186	1.0	-6.133295985831367	1.0
samp_64	-2.598951157541206		0.0		0.0	-4.962065918384889	1.0		0.0	-0.6143128381276393	3.0		0.0	-4.853548220303836	2.0	-5.272627548534641	1.0	-1.7798264810023219	1.0	-4.1733455412791205	2.0	-4.680695875649247	1.0	-7.667918340735216	1.0		0.0		0.0	-4.0407610020286	2.0	-4.476603030687332	2.0	-5.073331172190979	2.0		0.0
samp_65	-2.6937647405432816	-5.066967024362064	2.0	-2.4331860868282025	1.0	-4.924222924929258	3.0	-4.6485233299283015	1.0		0.0		0.0	-4.81606639341123	1.0	-5.233819597867682	1.0	-1.7745304267402775	1.0		0.0	-4.643886513296311	1.0		0.0	-4.731077372155811	1.0	-0.303333379679752	1.0		0.0	-4.439730152177218	3.0	-5.035003753494005	2.0		0.0
samp_66	-2.7682114579314065	-5.0370265014896445	1.0	-2.419582548381037	2.0		0.0	-4.619562043145195	1.0	-0.6050033849235987	1.0		0.0	-4.786712542521213	1.0		0.0	-1.7690588493621557	1.0	-4.111515830985022	2.0	-4.615037579509158	2.0	-7.580425335353758	1.0		0.0	-0.2967245999702486	1.0		0.0	-4.410818925175883	1.0	-5.005033835035503	2.0	-6.118555359391083	2.0
