run	log_F	b1I8_log_P	b1I8_weight	b2F5_log_P	b2F5_weight	b2G8_log_P	b2G8_weight	b2B1_log_P	b2B1_weight	b2G4_log_P	b2G4_weight	b2H8_log_P	b2H8_weight	b2A5_log_P	b2A5_weight	b2G3_log_P	b2G3_weight	b2H3_log_P	b2H3_weight	b2F3_log_P	b2F3_weight	b2G7_log_P	b2G7_weight	b2A6_log_P	b2A6_weight	b2B6_log_P	b2B6_weight	b2B4_log_P	b2B4_weight	b2B5_log_P	b2B5_weight
samp_76	-1.397090578968568		0.0	-2.318376855883265	1.0		0.0	-4.590903511734329	2.0	-0.6302216518492937	1.0	-4.653371059850232	2.0	-4.769954204935733	1.0	-5.095886207630963	3.0	-1.6279609615169282	1.0	-4.132110923243075	1.0	-4.5452248577975425	1.0	-7.352270468477954	1.0		0.0		0.0	-4.953321186392818	1.0
samp_77	-1.2527765715325485	-5.006734298414845	1.0	-2.3124586485617664	1.0	-4.847381266466601	1.0		0.0		0.0		0.0	-4.816354127182805	2.0	-5.145573295916423	1.0	-1.6186285028260259	1.0	-4.168679232950577	1.0	-4.588883388883784	1.0	-7.418896838112519	1.0	-4.715872544478234	1.0	-0.35283038814684275	2.0	-5.0035395313890785	2.0
samp_78	-0.8884903241297385		0.0	-2.2902220634655666	2.0	-4.957191724479817	1.0		0.0		0.0	-4.808570278596217	2.0	-4.924162729765114	1.0		0.0	-1.5950674718435476	1.0		0.0	-4.688949543502881	1.0	-7.5836576891274	5.0		0.0	-0.35496965474485875	1.0	-5.121955545919976	1.0
samp_79	-1.0342259551654005		0.0	-2.3000260936918613	2.0	-4.914927021257142	1.0	-4.699246429579756	1.0		0.0	-4.766855697068489	1.0	-4.882731445687596	2.0		0.0		0.0		0.0		0.0	-7.518493032206587	2.0		0.0	-0.3543012656038728	4.0	-5.076122444991649	2.0
samp_80	-1.4626593444508877		0.0	-2.3202112527377863	1.0	-4.778251256253157	2.0	-4.569919450702374	1.0		0.0	-4.631535644135139	2.0	-4.748250798443079	1.0	-5.07276082560095	1.0	-1.6320674335121563	1.0	-4.114639436966075	2.0	-4.5247029413201565	1.0	-7.321859968279984	1.0	-4.6460456089300415	1.0	-0.350646036368314	1.0		0.0
samp_81	-1.6387036868951996	-4.87322474368696	2.0	-2.3224132218261153	2.0		0.0		0.0	-0.6341519637172914	2.0		0.0	-4.6882190652204745	2.0	-5.009162652690074	1.0	-1.6421787962839194	1.0	-4.065289849503617	1.0	-4.467651893209219	2.0	-7.239946640629399	1.0	-4.584656473885612	1.0		0.0		0.0
samp_82	-1.6351525833945704		0.0	-2.322416950630318	2.0	-4.71868677663684	2.0		0.0	-0.6340974474999794	2.0		0.0	-4.689455504265822	2.0		0.0		0.0	-4.066316352333408	2.0	-4.468827858803043	1.0	-7.241598987680253	2.0		0.0	-0.34812201314791696	2.0		0.0
samp_83	-0.905048069894161		0.0	-2.291366002211988	1.0		0.0		0.0	-0.6219236612815471	1.0	-4.803947320015137	5.0		0.0		0.0	-1.5961106090484156	2.0	-4.245507667633143	1.0		0.0		0.0	-4.822180550475721	3.0	-0.35490377866273326	1.0	-5.116864166179268	1.0
samp_84	-1.4076832895169202	-4.954569361947941	1.0	-2.3187191469772497	1.0	-4.796732749129272	1.0	-4.5875393702408385	3.0		0.0	-4.649866594132131	1.0	-4.7664695326580775	1.0		0.0	-1.628633605250878	2.0	-4.12931131997206	1.0	-4.541929792109279	1.0	-7.347373390504472	2.0	-4.664710520934547	1.0		0.0		0.0
samp_85	-1.2463799623808478	-5.008844562375481	2.0	-2.3121602832436325	2.0	-4.849425581256564	1.0	-4.637567067459587	3.0		0.0	-4.702072394906041	1.0		0.0	-5.1477385155225805	1.0	-1.6182147032060632	1.0		0.0		0.0	-7.421836099610488	1.0		0.0	-0.352875963776232	1.0	-5.005726834594926	2.0
samp_86	-1.0494121117413562		0.0	-2.3010174664869374	1.0		0.0		0.0		0.0	-4.762367682551497	2.0		0.0	-5.212509971653532	2.0	-1.6052980356825106	3.0		0.0		0.0	-7.511624596691218	1.0	-4.779586260042617	1.0	-0.3542112268133811	4.0	-5.071245812641543	1.0
samp_87	-1.2870370766352826		0.0	-2.314069871128278	2.0	-4.83636919078695	1.0		0.0		0.0	-4.689143919005353	2.0		0.0	-5.1339339349052	1.0	-1.6208744366368473	2.0	-4.16023515955164	1.0	-4.578712340504333	2.0	-7.403128834445663	4.0		0.0		0.0		0.0
samp_88	-1.0828964171262985	-5.061449784816278	1.0		0.0	-4.900299201023245	3.0		0.0	-0.6248220180814322	2.0	-4.752397556991613	1.0		0.0	-5.201750005006245	2.0	-1.6074906800948583	1.0		0.0		0.0	-7.49648897562255	2.0	-4.769374178010976	2.0	-0.35402488468186766	1.0		0.0
samp_89	-1.5624524419500383	-4.900505660708354	2.0	-2.322044234186306	2.0	-4.744072687599766	1.0	-4.537237954723462	1.0	-0.6329703370499783	1.0	-4.5976201885796355	1.0		0.0		0.0	-1.637977069767503	3.0	-4.087089779172929	1.0		0.0	-7.275450098993741	1.0	-4.611540276141987	1.0	-0.3492896350409034	1.0		0.0
samp_90	-1.3009307221147286		0.0	-2.314684641991029	2.0	-4.831871774287071	2.0	-4.620937096655549	1.0		0.0	-4.684687935152349	1.0	-4.8010879678163345	1.0	-5.129185192352188	1.0	-1.6217781116983654	1.0	-4.156766659839254	1.0	-4.574553105841074	1.0	-7.396724171981218	1.0	-4.7002017426584715	2.0		0.0	-4.986974191353089	1.0
samp_91	-1.3956333678578572	-4.958700174449531	2.0		0.0		0.0	-4.591366481796847	1.0	-0.6302018603095557	6.0	-4.653849897282621	2.0		0.0	-5.0963964149116565	1.0	-1.6278669162034356	1.0	-4.132487792172171	1.0		0.0	-7.352945401534427	1.0		0.0		0.0		0.0
samp_92	-1.1422149900611884		0.0	-2.306607987360278	1.0	-4.88214914811499	1.0	-4.668461794056324	1.0	-0.6258346228503321	3.0	-4.73445115468866	3.0		0.0		0.0	-1.611379739663357	2.0		0.0		0.0	-7.469521662449645	1.0	-4.7510129258920974	1.0	-0.35365127400954366	2.0		0.0
samp_93	-1.200513951190344		0.0	-2.309824249444723	1.0		0.0	-4.651312318861586	1.0		0.0	-4.716462536135077	2.0		0.0		0.0	-1.615203386907373	1.0	-4.181265354662301	4.0	-4.604158338361333	1.0	-7.442879611176551	1.0	-4.73262977698649	1.0		0.0	-5.021293109417729	3.0
samp_94	-1.5133842385069678		0.0	-2.321343401977022	1.0	-4.760976223354902	1.0	-4.553415006515514	1.0	-0.6321829990630367	1.0	-4.614399455478226	1.0	-4.731206520878278	2.0		0.0	-1.635116848637515	1.0	-4.100780992421578	2.0		0.0	-7.298280814174743	1.0	-4.628606893418988	1.0	-0.34999515657318847	3.0		0.0
samp_95	-1.423212981055413	-4.949228161096806	2.0	-2.3191902669057165	1.0		0.0		0.0	-0.6306744138135172	1.0	-4.644717562921043	2.0		0.0		0.0	-1.6296037160788996	1.0	-4.1252092065996395	3.0	-4.537101504939946	1.0		0.0		0.0	-0.35113470642450884	2.0	-4.94405129328903	2.0
samp_96	-1.4122935526038405		0.0	-2.318854567857511	1.0	-4.795190914689605	1.0		0.0	-0.6304912694095661	1.0	-4.6483352513965555	1.0	-4.764954853778717	1.0		0.0	-1.6289246268951094	3.0	-4.1281023636325225	3.0		0.0	-7.34522117254084	2.0	-4.6631540745037166	2.0		0.0		0.0
samp_97	-1.172601888895531	-5.032901640255741	3.0	-2.3083170567135296	1.0	-4.872712622754707	1.0	-4.659566235790863	1.0	-0.6263628064464151	2.0		0.0	-4.841268700566558	1.0	-5.172411176363782	2.0		0.0		0.0		0.0		0.0	-4.7414737189307425	2.0		0.0	-5.0306815575343835	2.0
samp_98	-1.395617877102634	-4.958704635445271	1.0	-2.318325482137494	1.0		0.0		0.0	-0.630204452023842	2.0		0.0	-4.77043658976878	1.0	-5.096400638865245	1.0	-1.6278670372061457	1.0	-4.132492979244064	1.0	-4.545680065905963	2.0	-7.352954906004718	1.0	-4.668772564447168	1.0	-0.35144751727601276	2.0	-4.953842060916486	1.0
samp_99	-1.069018456766735	-5.065798136186711	1.0		0.0		0.0	-4.689476146178228	2.0	-0.6245956463046866	1.0		0.0		0.0	-5.206222914761626	1.0	-1.6065880765808496	1.0	-4.211334566701084	1.0	-4.641253788104432	1.0	-7.502768483080913	1.0	-4.773603546307858	2.0	-0.35411002798396524	2.0	-5.06486814187713	2.0
