run	log_tbg	log_alphap	log_betap	b13H4_log_P	b13H4_weight	b13H5_log_P	b13H5_weight	b13H6_log_P	b13H6_weight	b13H7_log_P	b13H7_weight	b13H8_log_P	b13H8_weight	b13H9_log_P	b13H9_weight	b13I1_log_P	b13I1_weight	b13I3_log_P	b13I3_weight	b13I4_log_P	b13I4_weight	b13I5_log_P	b13I5_weight	b13I7_log_P	b13I7_weight	b13I8_log_P	b13I8_weight	b13I9_log_P	b13I9_weight	b14A1_log_P	b14A1_weight	b14A2_log_P	b14A2_weight	b14A4_log_P	b14A4_weight	b14A5_log_P	b14A5_weight	b14A6_log_P	b14A6_weight	b14A7_log_P	b14A7_weight	b3G7_log_P	b3G7_weight
samp_43	-6.9508858637978035	3.059251052970269	-0.29199411612334025		0.0	-6.861221218155129	1.0	-7.408096023560595	3.0	-9.869279497452931	3.0	-7.300572795477282	1.0	-7.72649920931721	1.0		0.0	-5.902905901119101	1.0	-2.910180956097828	3.0		0.0	-4.294105583209974	2.0		0.0	-11.86918955857749	2.0		0.0		0.0	-5.181234531006161	1.0	-4.336218783451283	1.0		0.0		0.0	-4.565362537208085	1.0
samp_44	-6.453790887075673	2.951000243478221	-0.12938534589205566		0.0		0.0	-7.487096916685047	1.0	-10.027212260437592	1.0	-7.358233141701785	1.0		0.0	-10.291984339734661	2.0		0.0	-2.9619877480534	1.0	-5.265480847020217	3.0	-4.333095075089312	2.0		0.0	-12.510172736745588	1.0	0.6285299287572118	1.0	-4.6551830610097324	1.0	-5.217580105696261	2.0		0.0		0.0	-8.99559283983362	3.0	-4.602233925745635	1.0
samp_45	-6.860172202948839	-12.22336542285888	14.918536871912632	-8.72068222253979	2.0	-6.83603013705029	1.0	-7.384187940893254	2.0	-9.835896677647986	3.0	-7.272382667320335	2.0	-7.696929660422388	2.0	-9.973198778140745	1.0		0.0		0.0	-5.244214417871877	1.0	-4.374541706213054	1.0		0.0	-11.874363644408778	1.0		0.0	-4.675117615364134	1.0		0.0		0.0	-7.267959154090022	2.0		0.0	-4.614614614538523	1.0
samp_46	-6.7819176762743085	3.151607409607394	-0.3171693853731393	-8.83472546714474	1.0		0.0	-7.45869552678965	1.0	-9.960006164522843	1.0	-7.344371500583628	1.0	-7.77629887579807	1.0		0.0	-5.93700827221472	2.0	-2.9155917472913235	2.0	-5.259089504617925	2.0	-4.318079949033236	2.0		0.0		0.0		0.0	-4.6425403250551405	2.0		0.0	-4.360681564548454	2.0	-7.339858879107144	2.0	-8.924218048871408	1.0		0.0
samp_47	-6.519696405471187	-10.945088197765193	13.640867295881705	-8.804060332753286	2.0	-6.847653706097193	2.0	-7.413992802963263	2.0	-9.914218433733751	1.0	-7.289688132764298	2.0		0.0	-10.136905856149825	2.0	-5.898185679196904	3.0		0.0		0.0		0.0		0.0	-12.278671972578321	2.0		0.0	-4.677072103604353	1.0		0.0	-4.411974525563106	2.0		0.0	-8.886874365365124	1.0		0.0
samp_48	-6.2072006479407715	2.9539262668496105	-0.1275769795042209	-9.00075539280738	1.0	-6.924573418660848	1.0	-7.523256039485437	2.0	-10.090905272835345	1.0	-7.379662216364559	2.0		0.0		0.0		0.0	-2.9639462539822867	1.0	-5.270907375658698	3.0		0.0	-11.210135434448729	1.0	-13.204852370782415	1.0	0.6279477576931745	2.0		0.0	-5.222723028375094	2.0	-4.378200710333561	1.0		0.0	-9.066381711274827	1.0	-4.605990134463283	1.0
samp_49	-7.423809720932932	2.919024708069726	-0.10557101290523856		0.0		0.0	-7.407313896482796	1.0	-9.800388531337445	2.0	-7.309673504166783	1.0	-7.727105842174061	1.0		0.0	-5.9252323979330015	2.0		0.0	-5.2557919874459245	1.0	-4.328963571131783	1.0		0.0		0.0	0.6236482662838325	5.0	-4.649329569636249	1.0	-5.208464745635059	2.0	-4.370384808674871	1.0	-7.3046288680995985	1.0	-8.79405231582904	1.0		0.0
samp_50	-6.462902379162028	2.9753415658520175	-0.09285793518348817	-8.963334337320786	1.0	-6.941777376671029	1.0	-7.52253376130033	1.0	-10.073419243301505	2.0	-7.391990799928621	1.0		0.0	-10.348160669301187	1.0	-5.971854829337052	1.0		0.0	-5.295349998798506	1.0	-4.361019909967584	2.0	-11.048209987645004	1.0	-12.551110233592437	3.0	0.6203536272033133	2.0		0.0		0.0		0.0	-7.38806445584873	1.0		0.0	-4.630835614839502	2.0
samp_51	-5.95953807959437	3.697847100449063	-0.624389007862129	-9.305278529833792	2.0		0.0		0.0	-10.35399808533977	1.0	-7.547881316447038	1.0	-8.023301046243269	3.0	-10.78974310314799	1.0	-6.062727953399738	1.0	-2.873850567143623	1.0	-5.355276273889917	2.0		0.0	-11.764744110751714	2.0	-25.70042175415222	1.0		0.0	-4.705346735708669	1.0	-5.306704853989087	1.0	-4.413644686331167	2.0	-7.5454230402226585	1.0		0.0		0.0
samp_52	-6.722513424443889	3.1676288384560496	-0.2924766482606585	-8.880498057656554	1.0	-6.92470099938795	2.0		0.0	-10.006026432074105	1.0		0.0	-7.804700204540619	1.0		0.0		0.0	-2.9283903131801425	3.0	-5.279368310202841	2.0		0.0		0.0	-12.188992599009348	3.0	0.6566094014503088	1.0	-4.661741865114149	1.0		0.0		0.0	-7.365531025974537	3.0	-8.967627732901924	1.0	-4.610956918159873	1.0
samp_53	-6.214654750631219	3.653687866912766	-0.5852058311995468		0.0	-7.050944263012064	1.0		0.0	-10.284230018918754	1.0	-7.51622837770862	1.0		0.0	-10.654439047251499	1.0		0.0	-2.8812644755624874	2.0	-5.351402045888182	1.0	-4.369745762026353	1.0	-11.483588547815831	2.0	-13.380458690857811	3.0		0.0	-4.706065265122733	1.0		0.0	-4.4155199198964405	2.0	-7.512947570737443	2.0	-9.262602129933775	1.0	-4.660212993695665	1.0
samp_54	-6.2572791315207805	3.1422663627224776	-0.29239640748109796		0.0	-6.9328981530526175	2.0	-7.528790238726226	2.0	-10.096965177653212	1.0	-7.387930053308699	2.0		0.0		0.0	-5.9552769760221125	1.0	-2.92529518088585	4.0		0.0		0.0	-11.189755970846479	1.0	-13.028298726378038	1.0	0.6572813742251792	1.0	-4.654602328531731	1.0	-5.225055160781191	2.0	-4.37170574663422	1.0		0.0		0.0	-4.603219154068457	1.0
