run	log_tbg	log_alphap	log_betap	b13H4_log_P	b13H4_weight	b13H5_log_P	b13H5_weight	b13H6_log_P	b13H6_weight	b13H7_log_P	b13H7_weight	b13H8_log_P	b13H8_weight	b13H9_log_P	b13H9_weight	b13I1_log_P	b13I1_weight	b13I3_log_P	b13I3_weight	b13I4_log_P	b13I4_weight	b13I5_log_P	b13I5_weight	b13I7_log_P	b13I7_weight	b13I8_log_P	b13I8_weight	b13I9_log_P	b13I9_weight	b14A1_log_P	b14A1_weight	b14A2_log_P	b14A2_weight	b14A4_log_P	b14A4_weight	b14A5_log_P	b14A5_weight	b14A6_log_P	b14A6_weight	b14A7_log_P	b14A7_weight	b3G7_log_P	b3G7_weight
samp_55	-6.299943350519558	3.178404986758066	-0.19547269664894373		0.0	-7.004000960219361	1.0		0.0		0.0		0.0	-7.915483377316325	1.0	-10.5278388726154	1.0	-6.022806899796287	2.0	-2.9714287549087826	1.0		0.0	-4.390619171001445	1.0	-11.307619834865662	1.0	-13.011590672163079	3.0	0.6386231327979631	1.0		0.0	-5.290467419203315	1.0	-4.433438612241709	3.0	-7.458240878641954	1.0	-9.166424940700002	1.0	-4.666083287935444	2.0
samp_56	-6.3015547747561005	3.5492400687764514	-0.5488479949503906	-9.114422330455143	1.0	-7.008555619545199	2.0		0.0	-10.20719545800535	1.0	-7.468448052514873	1.0	-7.923891149852811	1.0		0.0	-6.01921955581837	1.0	-2.882325806178695	2.0	-5.323437780012253	2.0	-4.351890796227786	1.0	-11.32652240897098	2.0	-13.022818441506935	4.0		0.0		0.0		0.0	-4.396922554059454	1.0	-7.464858514887904	1.0		0.0		0.0
samp_57	-6.719644684798673	2.820465848895549	-0.002005972503581257	-8.839948749205679	1.0		0.0	-7.458156727592792	2.0	-9.962246256372667	1.0		0.0	-7.773648261000983	2.0		0.0	-5.937592792594415	1.0		0.0		0.0	-4.341986907609113	1.0		0.0	-12.135998745229264	3.0	0.5978484030029964	1.0		0.0	-5.218990269120828	1.0	-4.382995596168867	2.0	-7.336636994943543	1.0		0.0	-4.607963827852346	4.0
samp_58	-6.455143446862527	2.876275945713843	-0.1436114586330414	-8.847896355921954	1.0	-6.861657095849575	1.0	-7.434375447339312	2.0	-9.957329807678418	2.0	-7.308475806972868	1.0	-7.746677801499389	1.0	-10.203774405963715	2.0		0.0	-2.9406730975680824	1.0	-5.2233666001900625	1.0		0.0	-10.870999760969713	1.0	-12.424341982282185	3.0	0.6326330105373419	1.0		0.0	-5.1755832941906235	2.0		0.0	-7.304424984630897	1.0		0.0		0.0
samp_59	-6.128862788073611	3.36657871136155	-0.35062841333651845		0.0	-7.031759129420322	1.0		0.0		0.0	-7.4965027396853	3.0		0.0	-10.644969545955515	4.0		0.0	-2.9337117909642787	3.0		0.0	-4.385283878125209	2.0	-11.507003478333127	1.0	-13.794548816567504	2.0	0.6588496283183896	1.0		0.0	-5.298777080637885	1.0	-4.4292356636531895	1.0		0.0		0.0	-4.666570459080284	1.0
samp_60	-5.905880837598126	2.8596775491365336	-0.0717293963413335	-9.071574096552322	2.0	-6.923226702304215	1.0	-7.550357307307278	3.0		0.0		0.0		0.0	-10.546886677726985	2.0	-5.939415778144605	3.0		0.0	-5.260094842386436	2.0		0.0		0.0		0.0	0.6150732703518037	1.0	-4.649941437390869	3.0		0.0		0.0	-7.382744314827623	1.0	-9.120954401640127	1.0	-4.595610110738164	1.0
samp_61	-6.147523969471214	3.3591980162588064	-0.438462458310858		0.0		0.0	-7.589031603074595	1.0		0.0	-7.437560124252226	2.0	-7.89541043986418	1.0		0.0	-5.988722774690075	1.0	-2.899333507991217	1.0	-5.298406741708266	2.0	-4.339578926406972	2.0	-11.37900342815104	2.0	-13.595998997553949	3.0		0.0	-4.6693862729069355	2.0	-5.25023107046352	1.0		0.0	-7.434307183911596	2.0		0.0		0.0
samp_62	-6.702970813981983	2.7150061748445893	-0.0846660731883072	-8.708373666941673	3.0		0.0	-7.352622280914836	2.0	-9.821955270637119	3.0		0.0	-7.667585303011458	1.0	-9.985046590968814	2.0	-5.843391147047389	1.0	-2.931367046882682	2.0	-5.175426278215133	1.0		0.0		0.0		0.0		0.0		0.0	-5.127905371830789	1.0	-4.297453043611043	1.0	-7.234900935774371	1.0	-8.798163872987756	1.0	-4.520519677477188	1.0
samp_63	-5.965566553887728	3.0594167498770957	-0.14561156223972796	-9.160368419252835	2.0	-6.989064106198573	1.0	-7.621582641716314	1.0		0.0		0.0	-7.919031242898499	1.0	-10.632253180135073	1.0	-5.999632824316948	2.0	-2.975521735724314	1.0		0.0		0.0	-11.579202006322422	2.0	-25.383314575538154	2.0	0.6304337327826517	1.0		0.0	-5.2664089256593085	1.0	-4.413807257915034	2.0		0.0		0.0	-4.644150891250742	3.0
samp_64	-6.7947274792353785	-10.284756260687892	13.05706403078295		0.0	-6.8788044913694915	1.0	-7.432818652483438	2.0	-9.909492477799898	2.0	-7.317266254507661	1.0	-7.745137811823928	1.0	-10.078048685229405	1.0	-5.933515597383707	2.0		0.0		0.0	-4.413977276093751	2.0		0.0	-12.013356787222495	1.0		0.0		0.0	-5.236091961976128	1.0	-4.449900643587383	2.0	-7.3129654594125135	1.0		0.0	-4.654048778501102	3.0
samp_65	-6.002187102492312	-11.748630328108428	14.508867559240274		0.0		0.0	-7.522606186108704	2.0		0.0		0.0	-7.818991562449203	1.0	-10.465144848201728	2.0	-5.943218265258783	1.0		0.0	-5.286873024982004	2.0	-4.4118248876206	1.0	-11.359144184776412	2.0	-64.28315319489457	2.0		0.0		0.0	-5.238232359068681	3.0	-4.447818423164067	1.0		0.0		0.0	-4.652584332051291	3.0
samp_66	-5.9364146745473265	3.1602876636010473	-0.1480232120903654	-9.259262902480238	2.0	-7.047420389677602	4.0	-7.694410943573573	1.0	-10.310915664685592	1.0	-7.517677130183328	2.0		0.0	-10.743541257136703	1.0	-6.0505417336631915	1.0		0.0	-5.361558415516886	1.0	-4.410200185902696	1.0	-11.7275093734374	1.0		0.0		0.0		0.0	-5.312644134538313	1.0	-4.452980461113874	1.0		0.0	-9.299984042643858	2.0	-4.685779424469728	1.0
samp_67	-6.6003244103490175	2.8350531323132913	-0.11595059328132715		0.0		0.0	-7.411727176236269	3.0		0.0	-7.292590204046432	2.0	-7.7259526284230535	2.0		0.0	-5.888068414492629	1.0	-2.9443111296669784	2.0	-5.216746292720761	1.0	-4.291786742793244	1.0		0.0	-12.18282283776567	1.0	0.6264229860268333	3.0		0.0		0.0	-4.332886860316579	1.0		0.0	-8.883223379894387	1.0	-4.558068938275135	2.0
samp_68	-6.238358141502659	3.0309824306144515	-0.10833737243542613		0.0		0.0	-7.578764095436098	1.0	-10.159863591688238	1.0	-7.432853987329217	1.0	-7.886233808134954	1.0		0.0	-5.996758722731021	1.0		0.0		0.0	-4.37685168310493	1.0	-11.292806211373676	1.0	-13.160324376288285	1.0	0.6233302748858731	2.0	-4.701495920741588	1.0	-5.268000579512876	4.0		0.0	-7.4294527197239155	1.0	-9.135279530445736	3.0	-4.64834205988339	1.0
samp_69	-6.006444293843443	3.8376722136194967	-0.7082458628621495		0.0	-7.099232516457254	1.0		0.0	-10.387352631304696	1.0	-7.575265336213512	2.0	-8.052195227520125	2.0	-10.819134989282027	2.0		0.0	-2.861468134596027	1.0	-5.370198153173408	2.0	-4.370941159574863	2.0	-11.76870373788069	1.0		0.0		0.0	-4.711449937475115	2.0	-5.321732574457805	1.0		0.0		0.0	-9.379039904891417	2.0	-4.6683784717691745	1.0
samp_70	-5.8194228222650075	3.5607402893261684	-0.5443769463810372	-9.304598812685395	3.0	-7.054911143291965	1.0	-7.719750325743534	1.0		0.0		0.0	-8.009638746603041	3.0	-10.8161922554274	1.0	-6.0438296142389385	1.0	-2.886492191774463	2.0	-5.340221447010033	2.0	-4.361959066298873	1.0		0.0		0.0		0.0		0.0	-5.291411045567855	3.0		0.0		0.0	-9.3374709727928	1.0	-4.649708676893677	1.0
samp_71	-5.90315666863651	3.338632071214959	-0.30854774238327154		0.0	-7.0586121655717475	1.0	-7.712584511570726	1.0	-10.33477229175529	1.0	-7.531500106361995	2.0	-8.005946929099808	3.0	-10.779613458540496	1.0		0.0	-2.9475227951394207	2.0		0.0	-4.397835284947025	1.0	-11.793533332291116	3.0	-26.06089174820327	1.0	0.653118807410859	1.0		0.0		0.0	-4.4416752151311885	1.0		0.0	-9.32496438794215	1.0	-4.678753556006255	1.0
samp_72	-5.835419636574971	3.5586642578108973	-0.5585293858978824	-9.283931082331831	1.0	-7.043824772303474	1.0	-7.704231267766553	1.0		0.0		0.0		0.0		0.0		0.0	-2.881436635365268	3.0	-5.331570004023182	2.0		0.0	-11.864422931069605	2.0	-27.972600462529957	1.0		0.0	-4.689313376338945	1.0	-5.28283345387099	1.0	-4.399469390185042	1.0	-7.5168954386742	3.0	-9.318699587544675	2.0	-4.641786147374654	1.0
samp_73	-6.267142296449965	2.9655759970495095	-0.08350973701374241		0.0	-6.951967323342133	1.0	-7.549216243701994	2.0	-10.120273224361581	2.0	-7.407030655661343	1.0	-7.857423362731431	2.0		0.0	-5.976315166030801	2.0		0.0	-5.29810584691033	1.0	-4.362862073626557	1.0	-11.218619001917196	1.0		0.0	0.6182429157430929	1.0		0.0	-5.249891362681137	1.0	-4.404568117472951	2.0		0.0	-9.09420003527954	3.0		0.0
samp_74	-5.985154298850995	3.001684412951927	-0.13741253761186203	-9.109881836486432	1.0		0.0	-7.585041220841029	2.0	-10.179141019972688	1.0		0.0		0.0		0.0	-5.974098604744732	1.0	-2.9690078502159767	1.0	-5.291842789282136	1.0		0.0	-11.498371400163593	1.0		0.0	0.6295112960017171	3.0	-4.676857460697623	1.0		0.0	-4.394409737476563	1.0	-7.41975253844774	4.0	-9.160774111538464	2.0	-4.62345023028908	1.0
samp_75	-6.4783678261813336	3.4718473695398666	-0.5203493264718007	-9.01285213755369	1.0	-6.972773010883887	2.0		0.0	-10.125000960823845	1.0	-7.42622400576262	1.0	-7.872410714856989	2.0	-10.409614256424234	2.0		0.0	-2.882952381369181	4.0	-5.301801652035807	1.0	-4.3380111189934185	2.0		0.0	-12.589682834389727	2.0		0.0		0.0		0.0	-4.382495369730344	1.0		0.0	-9.088825839691049	1.0		0.0
samp_76	-5.670702202071368	3.6994712246188417	-0.637834751661549	-9.399594526018888	1.0	-7.094921471329285	1.0	-7.790413317184877	1.0	-10.433052611973068	1.0		0.0		0.0		0.0	-6.069390110547297	2.0		0.0	-5.35648429515157	1.0		0.0	-12.26575339320227	3.0		0.0		0.0	-4.703720274122469	4.0		0.0	-4.411018855589733	1.0	-7.578577980974435	1.0	-9.420406448249263	2.0	-4.657726427939483	2.0
samp_77	-5.6930400315848155	3.2089425016070683	-0.14302578997634374		0.0		0.0		0.0		0.0	-7.584098504533189	2.0		0.0	-10.946618186742413	1.0	-6.088981987593224	3.0		0.0	-5.39312566780745	1.0	-4.434174145267228	1.0	-12.215779496445185	4.0	-28.792101005257972	1.0	0.6287849633811518	1.0		0.0	-5.343573251910588	2.0	-4.477292922042922	1.0	-7.582936033988235	1.0		0.0	-4.711818525483675	2.0
samp_78	-6.627265040407533	2.9800569443406797	-0.08371727337196709		0.0	-6.94183388390568	3.0	-7.511635248913307	1.0	-10.045535640646756	1.0	-7.388742084317885	1.0	-7.826725010437391	2.0	-10.281877235204318	1.0	-5.975755354315817	1.0		0.0	-5.300420396293434	2.0	-4.366690817358125	1.0		0.0	-12.319831086786419	2.0	0.6184437769979773	1.0		0.0	-5.2525461859311715	1.0	-4.408438623843232	1.0		0.0	-9.007487787705777	1.0	-4.6364969568582595	1.0
samp_79	-7.148676818771399	2.9562109238042606	-0.12131084868146967		0.0	-6.892520803602328	1.0	-7.43350444368721	1.0	-9.875804467825244	1.0		0.0	-7.752557082893672	2.0		0.0	-5.937707893041792	2.0	-2.9655929874540923	1.0	-5.26633920268621	2.0	-4.336735129483179	1.0		0.0		0.0	0.6269325525235917	3.0	-4.658015912484273	1.0		0.0	-4.3783397961667845	1.0	-7.324902793570651	1.0	-8.851037585528902	1.0	-4.605578096964996	2.0
samp_80	-6.0083039578791215	3.1138671510659943	-0.2032336735607873		0.0	-6.983482104093872	2.0	-7.610524440488145	1.0	-10.209446124768041	1.0		0.0		0.0		0.0	-5.995080803709002	2.0	-2.959144545424568	2.0	-5.309849975412444	2.0	-4.363932072304787	1.0	-11.521930212272908	1.0		0.0	0.6411360883410642	2.0	-4.690418106700826	2.0	-5.261296390267903	2.0	-4.4064370728200375	1.0		0.0	-9.192462534629007	1.0		0.0
samp_81	-5.755747835664965	3.1820059635132094	-0.17025288623986826	-9.324316342148032	1.0		0.0		0.0		0.0	-7.540278046364019	2.0		0.0	-10.852749365128206	2.0	-6.057220141007706	1.0		0.0		0.0		0.0	-12.021158839386327	4.0	-26.728877241663575	1.0	0.6339806141480719	1.0	-4.739122936165499	3.0	-5.31515000757717	1.0	-4.452295834491749	2.0		0.0	-9.353081392082123	2.0		0.0
samp_82	-6.1685214329202935	3.1236955708440224	-0.15723963258822585		0.0	-7.0038152264605	1.0	-7.617802738019375	1.0	-10.2125624870593	2.0	-7.4647077027295	2.0		0.0		0.0	-6.0193518223276286	1.0	-2.980072597740789	1.0	-5.335313659610337	1.0		0.0	-11.410649736683427	2.0	-13.510362876349255	1.0	0.6323535632598888	3.0		0.0	-5.286865055967315	1.0	-4.431978548007018	1.0	-7.46152029236836	3.0		0.0		0.0
samp_83	-6.5873010890043675	3.3089852894691836	-0.4306083121864799		0.0		0.0	-7.501905079756149	1.0	-10.040430740352027	1.0	-7.378747240914953	1.0	-7.818157643665019	3.0	-10.283052153206365	2.0		0.0	-2.894551498000673	2.0	-5.274174579888027	1.0	-4.322614103950499	1.0		0.0	-12.354311917732296	3.0		0.0	-4.650082180079932	1.0	-5.22654322823967	1.0		0.0	-7.374513381572334	2.0		0.0	-4.6009834275249295	1.0
samp_84	-6.149275099825701	3.0673738278533715	-0.18858528120405985	-9.064753948493749	2.0	-6.9562711747077985	2.0	-7.564814294493339	2.0	-10.147073486052868	2.0	-7.414811057686471	3.0		0.0	-10.500033806274638	1.0	-5.97522382996036	1.0	-2.957412484386615	1.0	-5.2933621161014015	1.0		0.0	-11.328977166694123	1.0		0.0	0.6392319914696146	1.0		0.0	-5.245077428870049	2.0		0.0	-7.411568901017183	1.0		0.0		0.0
samp_85	-5.881262704277949	3.052040087300205	-0.11598816686198961	-9.210551732553787	3.0	-7.008757845795922	2.0	-7.654541399021247	2.0	-10.265612512698405	1.0	-7.477561850275142	3.0	-7.947212484550133	1.0		0.0	-6.014720254048174	2.0		0.0		0.0	-4.3842436313627875	1.0	-11.721698472392811	1.0		0.0	0.624647923685031	1.0	-4.710483034184846	1.0		0.0	-4.426448888725107	1.0		0.0	-9.251381384790767	1.0		0.0
samp_86	-6.544246938062668	2.9124586732200726	-0.11616263167443183		0.0	-6.891945584317679	1.0	-7.462037312992322	2.0		0.0	-7.338332699176241	1.0		0.0		0.0	-5.927117759964021	1.0	-2.960305399354036	1.0	-5.253308796565071	3.0		0.0		0.0	-12.336415843732889	1.0	0.6259408514895958	1.0	-4.644808869866423	2.0		0.0	-4.365068055709249	1.0	-7.33419307141284	2.0	-8.953373616024331	2.0	-4.591761839141167	2.0
samp_87	-6.117358504134601	0.6176244903075537	2.1796522906072484	-9.00858097294246	1.0		0.0	-7.5265914820769915	2.0	-10.091447628115358	2.0	-7.375906154816552	1.0	-7.827057998193583	2.0		0.0		0.0		0.0		0.0	-4.418393676231523	1.0	-11.268524199057802	3.0	-13.722204671433527	2.0		0.0		0.0		0.0	-4.4549999522621135	3.0	-7.3728141344327	2.0		0.0	-4.662250290649093	1.0
samp_88	-5.687444712636082	3.2552588982947874	-0.2421561664317066		0.0	-7.070347922621966	2.0	-7.755116612009134	1.0		0.0	-7.550019731103026	1.0		0.0	-10.900837483591735	1.0	-6.058989140857871	2.0	-2.9646467183321	1.0	-5.362771844737919	2.0		0.0	-12.171969375309885	1.0		0.0	0.6447669808948778	1.0	-4.733494602682928	1.0	-5.313393255243609	3.0		0.0	-7.548694917293472	2.0	-9.374204549114458	1.0	-4.680939272324014	1.0
samp_89	-6.018272851816369	3.113276700502427	-0.1226247896516581		0.0	-7.028680508596566	1.0	-7.662516503245164	1.0	-10.271038365394702	1.0	-7.495141926844417	1.0	-7.961544862706667	1.0		0.0	-6.037288759247699	1.0		0.0	-5.351123648306927	1.0	-4.403867144310031	1.0	-11.600072874493675	1.0		0.0	0.6258224695451036	1.0		0.0	-5.30238683092574	2.0	-4.446374943355842	4.0	-7.492474503114673	2.0	-9.257077390131036	2.0		0.0
samp_90	-5.906556201643739	3.497459684288824	-0.5246277485321006	-9.233442111559294	2.0	-7.022500880312431	1.0	-7.669477279883478	1.0	-10.287415235123381	1.0		0.0	-7.965344065680182	1.0		0.0		0.0	-2.8859218629120624	2.0	-5.320371561541751	2.0	-4.348895773760715	2.0	-11.725266355314401	1.0		0.0		0.0	-4.682284635063353	3.0	-5.271805469259866	1.0		0.0	-7.491308357037571	1.0	-9.274326254830816	1.0	-4.6341572542044664	1.0
samp_91	-7.903956326550261	2.703200102024304	-0.10629625358548296	-8.513711843442461	1.0	-6.760206600885129	1.0	-7.278083304522613	3.0	-9.573459732702467	3.0		0.0	-7.597713534248993	1.0		0.0	-5.817582310988259	1.0	-2.9174450462551462	2.0		0.0		0.0		0.0		0.0	0.6253424957545634	2.0	-4.554984446322728	2.0	-5.1068470995656465	3.0		0.0	-7.183240411510581	1.0		0.0		0.0
samp_92	-5.854319997856925	3.032095037066606	-0.10657143462865479	-9.210820165109954	1.0		0.0	-7.653308729511148	2.0		0.0	-7.474322772956361	1.0	-7.944583426993632	2.0	-10.70846129458319	1.0	-6.010602235187035	2.0		0.0	-5.324803824860403	1.0	-4.381263003390838	1.0		0.0		0.0	0.6227749159890861	2.0	-4.707185474998587	1.0	-5.275900802795298	2.0	-4.423370806412404	1.0	-7.472102677259785	2.0		0.0	-4.653343811031244	1.0
samp_93	-5.928778198317519	3.0191466574199928	-0.14261690585172535	-9.140599139797512	3.0		0.0	-7.60408191926582	1.0	-10.204653695103156	2.0	-7.43579725323473	1.0		0.0		0.0	-5.982065544055865	2.0	-2.969989466958721	1.0	-5.298447380084727	1.0		0.0	-11.586773154596926	2.0		0.0	0.6304048604738735	3.0	-4.682292261977722	2.0		0.0	-4.399359768449339	2.0		0.0		0.0		0.0
samp_94	-5.739727876111791	3.295178397664766	-0.27715275522261773	-9.335630691667555	2.0		0.0		0.0		0.0	-7.5456151607441315	1.0		0.0	-10.869282680785174	1.0	-6.05793073941224	1.0	-2.955295010033921	3.0	-5.3615095458284125	1.0	-4.3990985342490205	1.0	-12.06053056590218	1.0		0.0	0.6494874795233303	2.0	-4.730928221937037	1.0	-5.312260563288056	1.0		0.0	-7.544055458824903	1.0	-9.363031304485828	2.0	-4.678959475329747	2.0
samp_95	-6.919839633923163	3.0691307233316403	-0.17373024795667694	-8.844888233783022	1.0		0.0		0.0	-9.975433029275592	2.0	-7.371402693090836	3.0	-7.801015609694508	1.0		0.0	-5.968528606288176	4.0	-2.962674745321315	1.0		0.0		0.0		0.0	-12.02537515515643	1.0	0.636637474297627	2.0	-4.679894827469091	3.0		0.0		0.0	-7.366806895312502	2.0		0.0		0.0
samp_96	-6.723461009547279	2.9772019786394646	-0.09098761385621386		0.0	-6.932559364931066	2.0	-7.495814041871516	1.0	-10.014703323478637	2.0		0.0	-7.812012247372119	1.0	-10.22451677411707	1.0	-5.968967215147385	1.0		0.0	-5.294476011334613	2.0		0.0		0.0	-12.198950136061082	1.0	0.620070499004823	2.0		0.0	-5.246693036433704	1.0	-4.403258361441261	5.0		0.0	-8.975967388520255	1.0		0.0
samp_97	-6.011469045615824	3.1036886777651844	-0.11040851703198387		0.0		0.0	-7.665802758191341	1.0		0.0	-7.497582248463126	2.0	-7.9644152511209425	2.0		0.0	-6.039188609903136	2.0		0.0		0.0		0.0	-11.611101805472007	1.0	-15.897941619314189	1.0	0.6234626800896577	2.0		0.0	-5.304358977155754	1.0	-4.448744797342567	3.0	-7.494934604360287	1.0	-9.261360233327913	2.0	-4.6801391164682435	2.0
samp_98	-6.360378269629513	2.980157446484592	-0.1635379226020881		0.0	-6.9107545693290175	1.0	-7.495488639444858	2.0	-10.045609777128982	1.0	-7.361838995996691	2.0		0.0	-10.332967054055544	2.0		0.0	-2.9524096259178774	2.0	-5.262713747147837	2.0		0.0		0.0		0.0	0.6356230620902263	2.0	-4.651001410798037	1.0	-5.214743834582498	2.0	-4.370133033589271	2.0	-7.358034193410217	1.0		0.0		0.0
samp_99	-6.09789346693301	3.218358389259791	-0.2330771942659253	-9.175750453800283	1.0	-7.018388092577881	1.0		0.0	-10.245758590382168	1.0		0.0	-7.9452057806776	3.0	-10.630676406175214	3.0		0.0	-2.9618356500885357	1.0		0.0	-4.388626255183919	2.0	-11.504490276626754	2.0	-14.023680994339136	2.0	0.6444514594885705	1.0	-4.7173434268213335	1.0		0.0	-4.431696728794376	1.0	-7.479500653233265	1.0		0.0		0.0
