run	log_F	b1I8_log_P	b1I8_weight	b2F5_log_P	b2F5_weight	b2G8_log_P	b2G8_weight	b2B1_log_P	b2B1_weight	b2G4_log_P	b2G4_weight	b2H8_log_P	b2H8_weight	b2A5_log_P	b2A5_weight	b2G3_log_P	b2G3_weight	b2H3_log_P	b2H3_weight	b2F3_log_P	b2F3_weight	b2G7_log_P	b2G7_weight	b2A6_log_P	b2A6_weight	b2B6_log_P	b2B6_weight	b2B4_log_P	b2B4_weight	b2B2_log_P	b2B2_weight	b2B7_log_P	b2B7_weight	b2B5_log_P	b2B5_weight	b2A2_log_P	b2A2_weight
samp_09	-5.906896000014963		0.0	-2.332060057611502	2.0	-4.900518003010323	1.0	-4.7228369819494445	1.0		0.0		0.0	-4.862696656362108	4.0	-5.249255749285896	1.0	-1.7099531624647852	1.0		0.0		0.0		0.0		0.0	-0.305623043823455	3.0		0.0	-4.43465620260512	1.0	-5.021810983103818	2.0	-6.066759991925843	2.0
samp_10	-6.085822415055347	-5.094312491398612	2.0	-2.314590478774112	1.0	-4.882058746502651	1.0	-4.704387679357983	2.0		0.0	-4.87730647992575	3.0		0.0	-5.23065011020989	2.0		0.0		0.0	-4.567251714518226	1.0	-7.637791920145309	2.0	-4.635609865465302	3.0		0.0	-3.9373737030547193	1.0		0.0		0.0		0.0
samp_11	-7.192963941082484		0.0	-2.2484970457350864	3.0	-4.8133447946232	1.0	-4.635708863262436	1.0		0.0		0.0	-4.77543601954367	1.0	-5.16156791670461	2.0	-1.628595289553355	3.0	-4.033332523369954	2.0	-4.498644572257554	1.0		0.0	-4.56734978553134	3.0		0.0	-3.868745905820408	1.0		0.0		0.0		0.0
samp_12	-6.6505146811927585	-5.0509540810985065	2.0	-2.2732249468529373	3.0		0.0	-4.661222858840874	1.0		0.0	-4.834147766393101	1.0	-4.80097885122775	1.0	-5.187199932509617	3.0		0.0		0.0	-4.524130954194903	2.0		0.0		0.0	-0.2470852062255978	1.0	-3.8942735947603824	1.0	-4.373362232924363	2.0		0.0	-6.006815873779736	1.0
samp_13	-7.006194142943391	-5.032790846578178	1.0	-2.255700486180029	2.0	-4.820753679574191	1.0	-4.643117683950482	1.0	-0.2953933667253173	1.0	-4.816053890433578	1.0	-4.782854122852641	3.0	-5.169004756054013	1.0		0.0	-4.0407122662968025	1.0	-4.506046694356995	1.0	-7.579965351037232	1.0		0.0	-0.22888622801112224	2.0	-3.8761655726228614	1.0		0.0	-4.942876340367744	1.0		0.0
samp_14	-5.420487475792331		0.0	-2.3926025732408345	1.0	-4.965479550421702	3.0	-4.787678009077788	1.0	-0.44033658617493426	2.0	-4.960677431139803	1.0		0.0	-5.314799320064032	1.0	-1.7677734174523445	1.0		0.0		0.0	-7.721625154126726	1.0		0.0	-0.3615942554850143	2.0	-4.020136249872591	3.0		0.0	-5.0861538744791135	2.0		0.0
samp_15	-5.566102804629964	-5.156126531613355	1.0	-2.3723431707638336	2.0	-4.943562973071379	1.0	-4.765810538123776	1.0	-0.42017969741605765	2.0	-4.938777466407563	1.0		0.0	-5.292667041165018	1.0		0.0	-4.162523603846223	2.0		0.0		0.0	-4.696635139364765	1.0	-0.3433635562630247	1.0		0.0	-4.477347625145778	1.0	-5.06444084448462	2.0	-6.1090130663313404	2.0
samp_16	-5.551289761601886	-5.1582648657770065	1.0		0.0	-4.9456912905713555	2.0		0.0		0.0	-4.940903787518279	3.0	-4.9079027637599	1.0	-5.2948125241662405	1.0		0.0	-4.164623313518651	1.0	-4.630641324435645	2.0	-7.701206919180581	1.0		0.0		0.0	-4.000559298426447	1.0	-4.479456004358448	1.0		0.0	-6.111111955994249	4.0
samp_17	-5.991687118031263	-5.103738737294283	1.0	-2.3234824969955175	3.0		0.0		0.0	-0.36967362941464477	1.0	-4.886693043417067	2.0	-4.853613292156693	1.0		0.0	-1.7016757803170643	1.0	-4.110957993776671	3.0		0.0	-7.646971523998625	1.0	-4.644938628823739	1.0		0.0	-3.9467154236604105	1.0	-4.425647066984684	1.0	-5.012820540815948	2.0		0.0
samp_18	-6.254755597941252	-5.079111151398875	1.0	-2.3001623966560625	1.0	-4.866917402914551	2.0	-4.689268763100957	1.0		0.0	-4.862186007125731	1.0	-4.829065274982593	2.0	-5.215418690416587	1.0	-1.679101515544515	2.0	-4.08663112245284	1.0		0.0	-7.623218180472963	1.0		0.0	-0.2743796106167057	1.0	-3.9222883953534673	1.0	-4.401276672671126	2.0		0.0	-6.034008587345281	1.0
samp_19	-5.344585621610116	-5.190583138900808	1.0	-2.403925737255279	2.0		0.0		0.0	-0.45140062984028556	2.0	-4.972998955816266	1.0	-4.940041988766155	1.0	-5.327259300896843	1.0	-1.7784725827494887	1.0		0.0	-4.662593614411858	1.0	-7.734505227150106	2.0	-4.73056695743334	1.0		0.0		0.0	-4.511252826419608	1.0	-5.0983701052908375	2.0	-6.142865692762538	2.0
samp_20	-5.901965583954921	-5.113407276402999	1.0	-2.3325655728387584	1.0		0.0	-4.723383537756581	1.0	-0.37929542299250146	2.0	-4.896309059072216	2.0	-4.863244355583996	1.0	-5.249803471414592	4.0		0.0	-4.120494883906832	1.0		0.0		0.0		0.0		0.0	-3.956283884694755	1.0	-4.435200426137494	1.0	-5.022354690510312	2.0	-6.067292728264992	1.0
samp_21	-5.6323455011159576	-5.1468330415741645	2.0	-2.363743714064128	1.0	-4.93432251992431	2.0		0.0		0.0	-4.929542892492599	1.0	-4.89652759356281	1.0		0.0	-1.7403497970038815	1.0		0.0	-4.619319430776803	1.0		0.0		0.0	-0.33547460539025725	4.0		0.0	-4.4681854375602805	1.0	-5.055286392741046	1.0	-6.099912654753909	3.0
samp_22	-5.835876894042076		0.0	-2.339670109612015	1.0	-4.908598497823981	4.0		0.0		0.0		0.0		0.0	-5.2574008508868255	1.0	-1.7172768821053261	2.0	-4.127955223795787	2.0	-4.593697209829315	1.0	-7.663837153927498	2.0	-4.661955075737186	1.0		0.0		0.0	-4.442677736072605	2.0		0.0	-6.074663244057726	2.0
samp_23	-25.858124625550946		0.0	-2.2115317968484627	5.0	-4.7756402690051525	3.0	-4.597979931235839	1.0		0.0		0.0	-4.737682601623873	3.0	-5.123736443565245	2.0	-1.592076271265032	1.0	-3.9956959507436824	1.0	-4.4609397478804755	1.0		0.0		0.0		0.0		0.0	-4.31034000879641	1.0		0.0		0.0
samp_24	-21.724172850191806	-4.987572321383591	1.0	-2.211534208581676	2.0	-4.775637204751451	1.0	-4.597976315511248	1.0	-0.244358383506558	1.0	-4.7709667778163745	1.0	-4.737682252624575	2.0	-5.123731563239337	1.0	-1.5920800809124604	1.0	-3.995691965635378	1.0	-4.460936013004295	1.0		0.0		0.0	-0.18151151192817525	3.0	-3.8309092352708207	1.0		0.0		0.0	-5.94608410880894	1.0
samp_25	-5.903497702297057	-5.113235902477967	2.0	-2.332413714582234	1.0	-4.900892627119839	1.0	-4.723211722018799	1.0		0.0		0.0	-4.863073793260857	2.0	-5.249633366383635	3.0	-1.710297518012922	2.0		0.0		0.0		0.0		0.0		0.0		0.0	-4.435039060750389	1.0	-5.0221839502449575	2.0	-6.067127676095439	3.0
samp_26	-19.462036570403736	-4.987572289087506	3.0		0.0		0.0	-4.597970218652307	3.0		0.0		0.0	-4.737682499485721	1.0	-5.123729775095034	2.0	-1.5920827840996954	4.0	-3.9956934304613116	1.0	-4.460937166857332	1.0		0.0		0.0	-0.1814920001684873	1.0		0.0		0.0		0.0	-5.946080515216265	2.0
samp_27	-5.223439951741719	-5.211745891228101	2.0	-2.423102965470431	2.0	-4.998829723728476	1.0	-4.820936960567433	1.0		0.0	-4.994002858512905	1.0		0.0		0.0		0.0		0.0	-4.683486529163805	1.0	-7.756754774313003	1.0	-4.75137827419001	2.0	-0.38807482587746617	1.0	-4.053051416909875	4.0		0.0	-5.119205615337093	1.0	-6.163745528602658	1.0
samp_28	-6.178833597879352		0.0	-2.306409571756841	2.0	-4.873458822092146	1.0		0.0		0.0	-4.868723388818578	2.0		0.0	-5.222005068054565	3.0	-1.6851543393517947	2.0	-4.093128724713079	2.0		0.0		0.0	-4.627088952275351	2.0	-0.28058769428601216	1.0	-3.928812498506991	1.0	-4.407780942084387	1.0		0.0	-6.0403717173504825	1.0
samp_29	-6.399039873102759	-5.067722156654666	1.0	-2.289294007892625	1.0		0.0	-4.677928069689347	2.0	-0.33282684416117286	1.0	-4.850850290791241	1.0	-4.817705955607007	3.0	-5.204000912066464	1.0		0.0	-4.075364529796597	1.0	-4.540814254690858	2.0		0.0	-4.609317834778211	2.0	-0.2634911209106734	1.0		0.0		0.0	-4.977320281680473	2.0		0.0
samp_30	-5.582106424303095		0.0	-2.3702241132495976	1.0		0.0	-4.763538734919072	2.0	-0.41805578685413614	1.0		0.0	-4.903498029224246	1.0	-5.290375045409917	1.0		0.0	-4.160278937199645	2.0	-4.626256867451496	1.0	-7.696717141192285	2.0		0.0	-0.34146189999036103	2.0	-3.996199915607551	4.0		0.0		0.0	-6.106768881986758	1.0
samp_31	-6.671080834999052	-5.049736334187022	3.0	-2.2720526327629083	2.0	-4.83764713639749	2.0	-4.660015133065445	1.0	-0.3137684850484306	1.0		0.0	-4.7997690132868565	1.0	-5.185986774183807	2.0		0.0		0.0	-4.522926211382515	1.0		0.0		0.0	-0.24588391236447787	2.0		0.0	-4.372161233044441	1.0	-4.959591565038688	1.0	-6.005646705447205	1.0
samp_32	-5.551116057582445		0.0	-2.374347205876079	1.0	-4.945715385309069	1.0		0.0	-0.42219451384051243	1.0	-4.940926083442225	2.0	-4.907925455509718	2.0		0.0		0.0		0.0	-4.630683591074281	3.0		0.0	-4.698765570612084	2.0	-0.3451822306687228	2.0	-4.000592632746689	1.0	-4.479474740258246	2.0	-5.0665779528016	1.0		0.0
samp_33	-6.689833216711528	-5.048648972608074	2.0		0.0	-4.8365627016846915	2.0	-4.658929417062778	1.0	-0.3125950347902471	1.0	-4.8318523120778325	2.0	-4.798682460049171	1.0	-5.1848920854892295	2.0		0.0	-4.056466253385448	1.0	-4.52184225064196	1.0	-7.594571122172234	1.0		0.0	-0.24481179746123982	2.0		0.0	-4.37107677963653	1.0	-4.95851785027608	1.0		0.0
samp_34	-5.535533223582706	-5.160568875974106	1.0	-2.3764383284770645	1.0		0.0		0.0	-0.4242898190959844	2.0	-4.943189988136366	1.0	-4.9101930424999845	2.0		0.0		0.0	-4.166883051929544	1.0	-4.632918401522775	1.0	-7.703558092121767	3.0	-4.701014156443764	3.0	-0.3470955319848833	2.0	-4.0028242784953525	1.0		0.0		0.0		0.0
samp_35	-4.878804534460508		0.0	-2.4851780011429425	2.0	-5.068119948008057	1.0	-4.889974893014018	1.0	-0.5264429607640438	3.0		0.0		0.0		0.0		0.0		0.0		0.0	-7.832681649701899	2.0	-4.819900006117918	2.0	-0.4382150595573641	2.0	-4.121124235659058	1.0	-4.600403311475491	2.0	-5.1879127122158	1.0	-6.23312250811472	1.0
samp_36	-5.13081824220104	-5.22908893982962	1.0		0.0		0.0	-4.838098732636265	2.0	-0.4844580439593678	1.0		0.0		0.0		0.0	-1.8110818116296783	1.0		0.0	-4.700592158779455	2.0	-7.775252449401629	2.0		0.0	-0.40114826634807765	2.0	-4.070004649059209	2.0	-4.549044221985019	4.0	-5.136272149647799	1.0		0.0
samp_37	-6.178293849596447		0.0	-2.3064574056921856	1.0		0.0	-4.695856697223862	3.0		0.0	-4.868774543388879	3.0	-4.835665128249702	1.0	-5.222053270879712	2.0	-1.6852064154466482	1.0		0.0		0.0	-7.629544235929561	2.0	-4.627134666306386	1.0	-0.280631010346524	2.0		0.0		0.0	-4.995075413335242	1.0	-6.040414183220507	1.0
samp_38	-22.455350277028177	-4.987576658314466	4.0	-2.21154044592893	2.0	-4.7756382255122425	1.0	-4.597971773507116	2.0	-0.2443536904554052	3.0	-4.77096787676627	1.0	-4.7376772738710695	2.0		0.0	-1.5920922590218685	1.0	-3.9956908433410585	1.0		0.0		0.0	-4.52983488651327	1.0		0.0		0.0		0.0		0.0		0.0
samp_39	-6.255299791352772	-5.07906564758331	2.0	-2.300119480584369	2.0	-4.86687117676656	1.0	-4.689222971973535	1.0		0.0		0.0	-4.8290189990470616	1.0	-5.215373260884058	1.0		0.0	-4.0865857760898106	2.0	-4.552093803348629	1.0	-7.62317491433989	1.0		0.0	-0.2743396852158949	2.0	-3.9222424983108652	1.0	-4.401230793028929	1.0	-4.988503869761317	1.0	-6.033959176261484	1.0
samp_40	-5.583272262739259	-5.153673155917025	2.0	-2.3700796386233725	2.0		0.0	-4.763376237458694	1.0	-0.4179004576503713	1.0		0.0		0.0	-5.290206007455485	1.0		0.0	-4.160111719919573	1.0	-4.62609410237434	1.0		0.0	-4.694219636504445	2.0	-0.3412886006538715	3.0	-3.996035067343272	1.0	-4.47493035115088	1.0	-5.062025937301003	1.0	-6.106614472804671	1.0
samp_41	-6.099940831252468		0.0	-2.313302726378134	1.0	-4.880711137713374	1.0	-4.703051316345925	1.0	-0.35885746614380465	1.0		0.0	-4.8428704732284835	3.0		0.0	-1.6918437348916358	2.0	-4.100320558973935	1.0	-4.565898239633385	2.0		0.0	-4.634285245016473	2.0	-0.28737555115625024	1.0	-3.9360336477510294	1.0	-4.414985220099682	2.0		0.0		0.0
samp_42	-5.605277063108079	-5.1505779190747765	2.0	-2.367214050179868	1.0	-4.938045304977376	1.0	-4.760303696129379	1.0	-0.4150046560341298	1.0	-4.933263863343839	1.0	-4.90025252761502	1.0		0.0	-1.7436497132814444	2.0		0.0		0.0	-7.693427951415712	1.0		0.0	-0.33866689463114624	2.0		0.0	-4.471880194911898	1.0	-5.058973942221273	3.0	-6.10357939361564	1.0
samp_43	-5.9826570295749875	-5.104681170288988	1.0	-2.3243703399185742	2.0		0.0	-4.714708582371203	1.0	-0.3706335302295176	5.0		0.0		0.0	-5.241055208560006	1.0	-1.7025402809005301	2.0		0.0	-4.577535086896993	1.0	-7.647856539516419	2.0		0.0	-0.2981983566982619	1.0	-3.9476480439373094	1.0		0.0		0.0	-6.058808605233103	1.0
samp_44	-7.201093468611533	-5.025067103284787	1.0	-2.2482022461024935	3.0	-4.813046485243741	2.0	-4.635414723701281	2.0	-0.28688379720881524	1.0		0.0		0.0	-5.161271367662248	5.0		0.0		0.0		0.0	-7.5729382850976865	2.0		0.0		0.0		0.0	-4.347657529712121	1.0		0.0	-5.9819355706950965	1.0
samp_45	-5.871820634466318		0.0		0.0	-4.904453183518194	1.0	-4.726766394214397	2.0		0.0	-4.899695989681753	1.0	-4.866634860248573	1.0	-5.253218479159961	2.0	-1.713507283005723	1.0		0.0	-4.589569181257824	3.0	-7.6597410580822345	1.0	-4.657849181877154	2.0	-0.3091790629049446	1.0		0.0		0.0	-5.02570685727082	2.0	-6.070600622270102	1.0
samp_46	-6.6745008331608755	-5.049538529563273	2.0	-2.2718637538488395	1.0	-4.837449369226791	2.0		0.0		0.0	-4.832737917040874	2.0	-4.799567981996993	2.0		0.0	-1.651518696578486	1.0		0.0	-4.522726352262337	3.0	-7.595396855049861	3.0	-4.591313137441266	1.0		0.0		0.0	-4.371960331563332	1.0		0.0		0.0
samp_47	-5.69376892209427	-5.1386102803609495	2.0		0.0	-4.926143744822841	3.0	-4.748423296212204	2.0		0.0		0.0		0.0	-5.275083833056617	1.0	-1.7330525706314297	1.0		0.0	-4.611178007083779	2.0	-7.681341043359656	1.0	-4.679364695511998	2.0		0.0		0.0		0.0	-5.047183662483269	4.0		0.0
samp_48	-5.849593189263205	-5.119371861492162	1.0	-2.3381690556505017	1.0	-4.907002276266347	1.0	-4.729312585915945	1.0		0.0		0.0	-4.86918599652184	1.0	-5.255788530383927	3.0	-1.7158344441596496	1.0		0.0	-4.592109881639572	1.0	-7.662254117791663	4.0	-4.660378373998516	1.0		0.0	-3.962185501009129	1.0	-4.441093742018808	1.0		0.0	-6.073103337491293	1.0
samp_49	-5.540139323186396	-5.159892365693577	1.0	-2.3758171641948755	2.0		0.0	-4.769547830435337	1.0	-0.423667036175484	3.0	-4.9425193251509025	1.0		0.0		0.0	-1.7518549189118	1.0	-4.1662213197377795	1.0	-4.632250525020643	1.0	-7.702869887797014	1.0	-4.700346631401761	1.0	-0.34652271579305305	1.0		0.0	-4.481057170665917	2.0		0.0	-6.1127033072967	2.0
samp_50	-5.788942817578458	-5.12658949478079	2.0	-2.344920473528547	3.0		0.0		0.0	-0.3921970394404807	1.0		0.0	-4.876370708484868	2.0		0.0	-1.7223200769178153	1.0	-4.133489972110503	1.0	-4.5992588633432225	1.0		0.0		0.0	-0.31784860025129513	1.0	-3.969313689554227	1.0	-4.448219779098893	2.0	-5.035343211694846	2.0	-6.080147882196331	1.0
samp_51	-5.353510417394126		0.0	-2.4025675926663017	1.0	-4.9763257605560405	1.0		0.0	-0.45007981446447703	1.0		0.0	-4.938557211513416	1.0	-5.325761130866295	1.0	-1.7771903319293023	2.0	-4.194832027603088	1.0	-4.6611178036666745	1.0	-7.73295283857905	2.0		0.0	-0.3703743294611576	1.0	-4.030852564324613	1.0	-4.509784904163177	1.0	-5.0969023059306915	1.0	-6.141395317682751	3.0
samp_52	-5.520317055388263		0.0	-2.3785117341984297	1.0	-4.950214854162053	1.0		0.0	-0.42636065615342517	3.0		0.0	-4.912429185295221	2.0	-5.299380855464223	1.0	-1.7543952850800637	1.0		0.0	-4.635143506384839	2.0	-7.70584936539718	1.0	-4.703228319218123	1.0	-0.34896350534935133	1.0	-4.0050370245910605	3.0		0.0	-5.071030561971705	1.0		0.0
samp_53	-6.352102254903616		0.0	-2.292696513356112	2.0	-4.8591112310307425	1.0	-4.681467727373148	1.0		0.0	-4.854385662338087	3.0	-4.821251355964083	1.0	-5.2075655296155645	1.0	-1.6718417820285791	1.0	-4.0788781563125855	2.0	-4.544350340985731	1.0		0.0		0.0	-0.26689618759217204	1.0	-3.9145030267170813	1.0		0.0	-4.980825151782187	1.0	-6.026428456864633	2.0
samp_54	-5.603815076023511	-5.15078010528778	2.0	-2.3674036898210904	1.0	-4.93824849179805	2.0	-4.760505390040808	1.0		0.0		0.0	-4.900455157077769	1.0	-5.287300274931285	1.0		0.0	-4.1572725153195424	2.0		0.0	-7.693620834872584	2.0		0.0		0.0	-3.993186770523181	1.0	-4.472082497064028	1.0	-5.059174592124179	2.0	-6.1037785564411955	2.0
samp_55	-5.718620861889686	-5.135387047358501	2.0	-2.3531200725216816	1.0		0.0		0.0	-0.4006289949148789	1.0	-4.9181662312383265	1.0		0.0		0.0	-1.7301806310245964	2.0	-4.14214174012059	2.0	-4.607985132307851	1.0	-7.6781474811410275	1.0	-4.676183728279607	2.0	-0.325595346022799	2.0	-3.9780060617864903	1.0		0.0	-5.044010333325453	1.0	-6.088723881269974	1.0
samp_56	-6.772633263265341	-5.04405273431995	2.0	-2.2665831963704726	1.0	-4.8319814896209206	2.0	-4.654345433280682	1.0	-0.30764761461045753	1.0	-4.827275150753133	2.0	-4.794092967384886	2.0	-5.180288020801084	2.0	-1.6463471210710476	2.0		0.0		0.0		0.0		0.0		0.0	-3.887400999393196	2.0		0.0		0.0	-6.000173518864683	1.0
samp_57	-5.521484300219013	-5.162641803321237	2.0		0.0	-4.9500419813504575	2.0	-4.772276163337139	1.0	-0.4262037870948896	2.0		0.0	-4.912257315066081	1.0		0.0	-1.7542529699019116	2.0		0.0		0.0	-7.705678319444318	1.0	-4.703057012193745	2.0	-0.34881880986885117	2.0	-4.004867152083559	3.0		0.0		0.0		0.0
samp_58	-5.147926826684544	-5.225809393494559	2.0	-2.4357436172399702	1.0	-5.012789801150139	2.0		0.0	-0.4817122464899899	1.0	-5.007952071011711	2.0		0.0	-5.362637755841538	1.0		0.0		0.0		0.0	-7.7717424241736435	1.0	-4.76518382491815	1.0		0.0	-4.066800524044659	2.0	-4.545827947913121	2.0	-5.133043493786328	2.0	-6.177653851253822	1.0
samp_59	-5.360746847924326	-5.1878811882496	1.0		0.0		0.0	-4.797305435595241	2.0	-0.4490153477662429	1.0	-4.970321328253213	1.0		0.0	-5.324551670432793	3.0		0.0	-4.193654389014253	2.0		0.0		0.0	-4.72791593280946	1.0		0.0	-4.029673891733414	1.0	-4.508602904367999	2.0	-5.095718094084499	1.0	-6.14021048420146	3.0
samp_60	-5.613608272897267		0.0		0.0		0.0	-4.7591508057546195	2.0	-0.41391620762328013	5.0	-4.932110663869221	1.0	-4.899096739403794	2.0	-5.285933336680481	1.0		0.0	-4.155933070114954	1.0	-4.621880740744271	1.0	-7.6922426877062815	1.0		0.0		0.0	-3.991842542957583	3.0	-4.470735781891975	1.0		0.0		0.0
samp_61	-6.59353399962464	-5.054436706292829	3.0	-2.276575087149502	3.0	-4.842332010006105	2.0	-4.664695701065159	2.0		0.0	-4.837617007635828	1.0		0.0	-5.190690878437506	1.0		0.0	-4.062197724791845	1.0	-4.527600062536454	1.0		0.0		0.0		0.0	-3.897748364019487	1.0		0.0	-4.96422068747298	1.0	-6.010173995697445	2.0
samp_62	-6.666609856877574		0.0	-2.2723094354724385	2.0	-4.837909827400896	2.0		0.0	-0.3140472745959186	1.0	-4.833198996636152	1.0	-4.800028529481651	1.0	-5.186247001962315	1.0	-1.6519543671261276	2.0	-4.05779683013706	3.0		0.0	-7.59582407502481	1.0	-4.591769155275715	1.0	-0.24614280719305037	1.0		0.0	-4.372416776365217	1.0		0.0	-6.005898860066163	1.0
samp_63	-5.609831044578065	-5.149944245523217	2.0	-2.3666312338326563	1.0		0.0	-4.759675693794099	2.0	-0.4144136078032101	1.0		0.0	-4.899619695586736	1.0	-5.286457562220717	1.0	-1.7430905131554508	2.0	-4.156450250681863	1.0		0.0		0.0	-4.69053976549471	1.0		0.0	-3.992361731828359	1.0	-4.471251505914708	2.0	-5.058349073903587	1.0	-6.102955098790435	2.0
samp_64	-5.654670543970784		0.0	-2.3609376051697706	1.0		0.0		0.0	-0.40862793455968827	2.0	-4.926528403599384	1.0	-4.893507495713309	1.0	-5.280297207681787	2.0		0.0	-4.15041466501962	1.0	-4.61631971867633	4.0		0.0	-4.684484054439995	1.0		0.0	-3.986307397117152	1.0	-4.465200817019778	1.0	-5.052299851739092	1.0	-6.096947861252036	2.0
samp_65	-6.780907214323226	-5.043611713387387	2.0		0.0	-4.831541290919357	2.0		0.0		0.0	-4.826833649781645	1.0	-4.793651605976166	1.0		0.0	-1.645930960516814	3.0	-4.051459556935621	2.0		0.0	-7.589911966911237	1.0		0.0	-0.23978412471387997	4.0	-3.8869628116326873	2.0		0.0		0.0		0.0
samp_66	-6.585185647723263	-5.054962104288156	1.0	-2.2770785662829325	2.0		0.0	-4.665217651431475	1.0	-0.3193548086780248	1.0	-4.838141420018849	3.0	-4.804978463759505	1.0	-5.1912162038761025	1.0	-1.656617125041497	1.0		0.0		0.0	-7.6004473218119735	3.0		0.0	-0.2510374497592184	3.0		0.0	-4.3773408668115	1.0		0.0		0.0
