run	log_tsat	log_tbg_c60r18.10	log_tbg_c61r18	log_tbg_c62r18.10	log_tbg_c63r18.10	log_tbg_c64r18.10	log_tbg_c65r18.10	log_tbg_c66r18.10	log_tbg_c71r18	log_tbg_c72r18.10	log_tbg_c76r18.10	log_tbg_c81r18.10	log_tbg_c82r18.10	log_alphap_c60r18.10	log_alphap_c61r18	log_alphap_c62r18.10	log_alphap_c63r18.10	log_alphap_c64r18.10	log_alphap_c65r18.10	log_alphap_c66r18.10	log_alphap_c71r18	log_alphap_c72r18.10	log_alphap_c76r18.10	log_alphap_c81r18.10	log_alphap_c82r18.10	b3C7_log_P	b3C7_weight	b7D8_log_P	b7D8_weight	b7D9_log_P	b7D9_weight	b7E1_log_P	b7E1_weight	b7E2_log_P	b7E2_weight	b7E3_log_P	b7E3_weight	b7E4_log_P	b7E4_weight	b7E5_log_P	b7E5_weight	b7E6_log_P	b7E6_weight	b7E7_log_P	b7E7_weight	b7E8_log_P	b7E8_weight	b7E9_log_P	b7E9_weight	b7F1_log_P	b7F1_weight	b7F2_log_P	b7F2_weight	b7F3_log_P	b7F3_weight	b7F6_log_P	b7F6_weight	b7F7_log_P	b7F7_weight	b7F8_log_P	b7F8_weight	b7G1_log_P	b7G1_weight	b7G2_log_P	b7G2_weight	b7G3_log_P	b7G3_weight	b1A1_log_P	b1A1_weight	b2C6_log_P	b2C6_weight	b2C7_log_P	b2C7_weight	b2C8_log_P	b2C8_weight	b2C9_log_P	b2C9_weight	b2D1_log_P	b2D1_weight	b2D2_log_P	b2D2_weight	b2D3_log_P	b2D3_weight	b2D4_log_P	b2D4_weight	b2D5_log_P	b2D5_weight	b2D6_log_P	b2D6_weight	b2D7_log_P	b2D7_weight	b2D8_log_P	b2D8_weight	b2D9_log_P	b2D9_weight	b2E1_log_P	b2E1_weight	b2E3_log_P	b2E3_weight	b2E6_log_P	b2E6_weight	b2E7_log_P	b2E7_weight	b2E8_log_P	b2E8_weight	b2E9_log_P	b2E9_weight	b2F1_log_P	b2F1_weight	b2F2_log_P	b2F2_weight	b1B8_log_P	b1B8_weight	b1B9_log_P	b1B9_weight	b1C1_log_P	b1C1_weight	b1C2_log_P	b1C2_weight	b1C3_log_P	b1C3_weight	b1C4_log_P	b1C4_weight	b1C5_log_P	b1C5_weight	b1C6_log_P	b1C6_weight	b1C7_log_P	b1C7_weight	b1C8_log_P	b1C8_weight	b1C9_log_P	b1C9_weight	b1D1_log_P	b1D1_weight	b1D2_log_P	b1D2_weight	b1D3_log_P	b1D3_weight	b1D4_log_P	b1D4_weight	b1D5_log_P	b1D5_weight	b1D6_log_P	b1D6_weight	b1D7_log_P	b1D7_weight	b1D8_log_P	b1D8_weight	b1D9_log_P	b1D9_weight	b1E1_log_P	b1E1_weight	b1E2_log_P	b1E2_weight	b3D3_log_P	b3D3_weight	b7G5_log_P	b7G5_weight	b7G6_log_P	b7G6_weight	b7G7_log_P	b7G7_weight	b7G8_log_P	b7G8_weight	b7G9_log_P	b7G9_weight	b7H1_log_P	b7H1_weight	b7H2_log_P	b7H2_weight	b7H3_log_P	b7H3_weight	b7H4_log_P	b7H4_weight	b7H5_log_P	b7H5_weight	b7H6_log_P	b7H6_weight	b7H7_log_P	b7H7_weight	b7H8_log_P	b7H8_weight	b7H9_log_P	b7H9_weight	b7I1_log_P	b7I1_weight	b7I2_log_P	b7I2_weight	b7I3_log_P	b7I3_weight	b7I4_log_P	b7I4_weight	b7I5_log_P	b7I5_weight	b7I7_log_P	b7I7_weight	b7I8_log_P	b7I8_weight	b7I9_log_P	b7I9_weight	b9D1_log_P	b9D1_weight	b9D2_log_P	b9D2_weight	b9D3_log_P	b9D3_weight	b9D4_log_P	b9D4_weight	b9D6_log_P	b9D6_weight	b9D8_log_P	b9D8_weight	b9D9_log_P	b9D9_weight	b9E1_log_P	b9E1_weight	b9E2_log_P	b9E2_weight	b9E3_log_P	b9E3_weight	b18A8_log_P	b18A8_weight	b18A9_log_P	b18A9_weight	b18B2_log_P	b18B2_weight	b18B5_log_P	b18B5_weight	b18B6_log_P	b18B6_weight	b18B7_log_P	b18B7_weight	b18B8_log_P	b18B8_weight	b18C1_log_P	b18C1_weight	b18C6_log_P	b18C6_weight	b18C7_log_P	b18C7_weight	b9E5_log_P	b9E5_weight	b9E8_log_P	b9E8_weight	b9F3_log_P	b9F3_weight	b9F4_log_P	b9F4_weight	b9F5_log_P	b9F5_weight	b9F6_log_P	b9F6_weight	b18F3_log_P	b18F3_weight	b18F8_log_P	b18F8_weight	b18F9_log_P	b18F9_weight	b18G1_log_P	b18G1_weight	b18G2_log_P	b18G2_weight	b18G6_log_P	b18G6_weight	b18G7_log_P	b18G7_weight	b18G9_log_P	b18G9_weight	b18H1_log_P	b18H1_weight	b18H3_log_P	b18H3_weight	b17E2_log_P	b17E2_weight	b9F9_log_P	b9F9_weight	b9G1_log_P	b9G1_weight	b9G2_log_P	b9G2_weight	b9G3_log_P	b9G3_weight	b9G5_log_P	b9G5_weight	b9G6_log_P	b9G6_weight	b9G8_log_P	b9G8_weight	b9H1_log_P	b9H1_weight	b9H3_log_P	b9H3_weight	b9H4_log_P	b9H4_weight	b9H5_log_P	b9H5_weight	b9H6_log_P	b9H6_weight	b9H7_log_P	b9H7_weight	b9H9_log_P	b9H9_weight	b9I1_log_P	b9I1_weight	b9I2_log_P	b9I2_weight	b17E6_log_P	b17E6_weight	b3D6_log_P	b3D6_weight	b10F8_log_P	b10F8_weight	b10F9_log_P	b10F9_weight	b10G1_log_P	b10G1_weight	b10G2_log_P	b10G2_weight	b10G4_log_P	b10G4_weight	b10G5_log_P	b10G5_weight	b10G6_log_P	b10G6_weight	b10G7_log_P	b10G7_weight	b10G8_log_P	b10G8_weight	b10G9_log_P	b10G9_weight	b10H2_log_P	b10H2_weight	b10H3_log_P	b10H3_weight	b10H4_log_P	b10H4_weight	b10H5_log_P	b10H5_weight	b10H7_log_P	b10H7_weight	b10H8_log_P	b10H8_weight	b10H9_log_P	b10H9_weight	b10I1_log_P	b10I1_weight	b2F3_log_P	b2F3_weight	b2F5_log_P	b2F5_weight	b2F6_log_P	b2F6_weight	b2F7_log_P	b2F7_weight	b2F8_log_P	b2F8_weight	b2F9_log_P	b2F9_weight	b2G2_log_P	b2G2_weight	b2G3_log_P	b2G3_weight	b2G4_log_P	b2G4_weight	b2G5_log_P	b2G5_weight	b2G6_log_P	b2G6_weight	b2G7_log_P	b2G7_weight	b2G8_log_P	b2G8_weight	b2H1_log_P	b2H1_weight	b2H3_log_P	b2H3_weight	b2H4_log_P	b2H4_weight	b2H5_log_P	b2H5_weight	b2H7_log_P	b2H7_weight	b2H8_log_P	b2H8_weight	b1I8_log_P	b1I8_weight	b2A1_log_P	b2A1_weight	b2A2_log_P	b2A2_weight	b2A4_log_P	b2A4_weight	b2A5_log_P	b2A5_weight	b2A6_log_P	b2A6_weight	b2A7_log_P	b2A7_weight	b2A8_log_P	b2A8_weight	b2A9_log_P	b2A9_weight	b2B1_log_P	b2B1_weight	b2B2_log_P	b2B2_weight	b2B4_log_P	b2B4_weight	b2B5_log_P	b2B5_weight	b2B6_log_P	b2B6_weight	b2B7_log_P	b2B7_weight	b2B9_log_P	b2B9_weight	b14A8_log_P	b14A8_weight	b14A9_log_P	b14A9_weight	b14B1_log_P	b14B1_weight	b14B2_log_P	b14B2_weight	b14B3_log_P	b14B3_weight	b14B4_log_P	b14B4_weight	b14B5_log_P	b14B5_weight	b14B6_log_P	b14B6_weight	b14B7_log_P	b14B7_weight	b14B8_log_P	b14B8_weight	b14B9_log_P	b14B9_weight	b14C1_log_P	b14C1_weight	b14C2_log_P	b14C2_weight	b14C3_log_P	b14C3_weight	b14C4_log_P	b14C4_weight	b14C5_log_P	b14C5_weight	b14C6_log_P	b14C6_weight	b14C7_log_P	b14C7_weight	b14C8_log_P	b14C8_weight	b3E5_log_P	b3E5_weight	b3F4_log_P	b3F4_weight	b10I5_log_P	b10I5_weight	b10I6_log_P	b10I6_weight	b10I7_log_P	b10I7_weight	b10I8_log_P	b10I8_weight	b10I9_log_P	b10I9_weight	b11A1_log_P	b11A1_weight	b11A3_log_P	b11A3_weight	b11A4_log_P	b11A4_weight	b11A6_log_P	b11A6_weight	b11A8_log_P	b11A8_weight	b11B1_log_P	b11B1_weight	b11B3_log_P	b11B3_weight	b11B4_log_P	b11B4_weight	b11B6_log_P	b11B6_weight	b11B8_log_P	b11B8_weight	b3G3_log_P	b3G3_weight	b8A2_log_P	b8A2_weight	b8A3_log_P	b8A3_weight	b8A4_log_P	b8A4_weight	b8A5_log_P	b8A5_weight	b8A6_log_P	b8A6_weight	b8A7_log_P	b8A7_weight	b8A8_log_P	b8A8_weight	b8A9_log_P	b8A9_weight	b8B1_log_P	b8B1_weight	b8B2_log_P	b8B2_weight	b8B3_log_P	b8B3_weight	b8B5_log_P	b8B5_weight	b8B6_log_P	b8B6_weight	b8B7_log_P	b8B7_weight	b8B8_log_P	b8B8_weight	b8B9_log_P	b8B9_weight	b8C1_log_P	b8C1_weight	b8C2_log_P	b8C2_weight	b8C3_log_P	b8C3_weight	b8C6_log_P	b8C6_weight	b8C7_log_P	b8C7_weight	b18H6_log_P	b18H6_weight	b18H7_log_P	b18H7_weight	b18H9_log_P	b18H9_weight	b18I4_log_P	b18I4_weight	b18I6_log_P	b18I6_weight	b18I7_log_P	b18I7_weight	b19A3_log_P	b19A3_weight	b19A4_log_P	b19A4_weight	b19A5_log_P	b19A5_weight	b19A8_log_P	b19A8_weight	b13H4_log_P	b13H4_weight	b13H5_log_P	b13H5_weight	b13H6_log_P	b13H6_weight	b13H7_log_P	b13H7_weight	b13H8_log_P	b13H8_weight	b13H9_log_P	b13H9_weight	b13I1_log_P	b13I1_weight	b13I3_log_P	b13I3_weight	b13I4_log_P	b13I4_weight	b13I5_log_P	b13I5_weight	b13I7_log_P	b13I7_weight	b13I8_log_P	b13I8_weight	b13I9_log_P	b13I9_weight	b14A1_log_P	b14A1_weight	b14A2_log_P	b14A2_weight	b14A4_log_P	b14A4_weight	b14A5_log_P	b14A5_weight	b14A6_log_P	b14A6_weight	b14A7_log_P	b14A7_weight	b3G7_log_P	b3G7_weight
fit	2.7225903079094023	-7.061982889818202	-5.531573918949388	-6.633144131403616	-17.2510497335588	-7.0248422300329825	-15.508052582577296	-9.778545476779573	-5.607955879307336	-5.890348521690227	-5.733608222340598	-5.863086572295293	-6.185635865418331	3.3036571086152406	6.600876753830461	3.8543167076919933	1.392693769164473	1.7171868568841073	0.7484333408655285	0.020629447535397645	4.621041096895335	4.387226371653212	0.245137981691714	2.431671310696437	2.8775352375278618	-4.345524144527638	1.0	-2.9412646881931352	1.0	-5.482713935990027	1.0	-8.520596874809685	1.0	-4.73105135457155	1.0	-5.8520751564443385	1.0	-9.75409666111088	1.0	-2.050136600442426	1.0	-10.640458244010265	1.0	-4.4905107415754015	1.0	-8.912670301065997	1.0	-10.416311709827399	1.0	-4.397770650724036	1.0	-3.260751243515188	1.0	-11.334588580950827	1.0	-8.432851234444062	1.0	-6.018019555056718	1.0	-2.387640569001679	1.0	-5.270597287657535	1.0	-7.288529407953973	1.0	-9.311865944167383	1.0	-4.3687390513918585	1.0	-8.11561029455708	1.0	-1.537875471106574	1.0	-5.251282140006672	1.0	-4.940357752660795	1.0	-4.752051454990048	1.0	-7.78266313042205	1.0	-4.495855315798064	1.0	-5.59153816746383	1.0	-3.7244079070942346	1.0	-11.102338549054608	1.0	-12.015852701591129	1.0	-5.956282460845945	1.0	-10.939499567948655	1.0	-4.849974053148819	1.0	-10.610030291739694	1.0	-5.896550276045133	1.0	-6.0976946039871756	1.0	-4.017860390639236	1.0	-5.42131153920938	1.0	-11.848135544258042	1.0	-1.9592371981594137	1.0	-10.898055562164199	1.0	-8.820728406670272	1.0	-10.423464209293757	1.0	-5.846892136629298	1.0	-3.6201343903118812	1.0	-8.078943140041966	1.0	-10.597305512372817	1.0	-11.55058343886148	1.0	-9.695522239077802	1.0	-10.885610418713274	1.0	-10.101589323662948	1.0	-7.8200841055086965	1.0	-7.954026720746129	1.0	-3.1800383623264774	1.0	-11.595225369122558	1.0	-6.270216696000412	1.0	-6.800101933337874	1.0	-10.70406076967087	1.0	-8.551962729106565	1.0	-4.4353527483848225	1.0	-10.89240226167946	1.0	-3.8155210230797185	1.0	-4.5962101451856725	1.0	-10.00302306226455	1.0	-9.050329982448075	1.0	-5.145297659125376	1.0	-5.012237625449035	1.0	-2.4057994284520605	1.0	-3.087185773247123	1.0	-4.871573715442813	1.0	-0.06424676064612053	1.0	-4.057589786768726	1.0	-2.5645368866626814	1.0	-4.05135793488979	1.0	-6.406822577282455	1.0	-5.790257101867346	1.0	-5.3701710235553115	1.0	-11.309264180355216	1.0	-3.849113737735236	1.0	-1.5886008002036307	1.0	-7.969728283461212	1.0	-3.9967899274290195	1.0	-8.556842429974186	1.0	-10.97148705309564	1.0	-7.559165461349047	1.0	-6.492453813075875	1.0	-6.965484318161822	1.0	-1.5148206002607323	1.0	-7.891917817124787	1.0	-7.893278016184867	1.0	-5.558837104030898	1.0	-9.380245984099458	1.0	-8.980490189287446	1.0	-8.325582972663208	1.0	-8.308040311413109	1.0	-2.315430268859089	1.0	-3.280292355613809	1.0	-6.737267382843169	1.0	-5.981892745837166	1.0	-7.130033288110024	1.0	-4.5331311238114145	1.0	-4.348706231291101	1.0	-3.9044185765718544	1.0	-6.3081715836163355	1.0	-5.753087750071146	1.0	-0.5556976170218804	1.0	-9.74640601129253	1.0	-8.843772607554826	1.0	-9.60554949836947	1.0	-9.038166509322432	1.0	-7.133432674957364	1.0	-6.313855595093752	1.0	-7.9498747095053695	1.0	-3.1153652745185685	1.0	-7.329851035713005	1.0	-3.6227596106852844	1.0	-1.2284916002889694	1.0	-6.415744051424046	1.0	-5.135348372809514	1.0	-4.6570049831795135	1.0	-3.6763815794609496	1.0	-5.523605766255367	1.0	-3.21324568243061	1.0	-5.653755024434499	1.0	-5.9044747667842845	1.0	-3.3896846914020418	1.0	-7.886706013099069	1.0	-5.823862013962608	1.0	-5.856393062461108	1.0	-7.5860737234212	1.0	-8.779121215597872	1.0	-8.391035769970461	1.0	-7.698728577784845	1.0	-1.666337625685096	1.0	-1.1465010881715654	1.0	-6.483921936108441	1.0	-7.035035635940408	1.0	-6.315450673048119	1.0	-5.7281163899528185	1.0	-5.139600890017099	1.0	-7.722497310901007	1.0	-7.871675441479144	1.0	-7.3646812991577155	1.0	-7.9274857995949715	1.0	-7.645756510146104	1.0	-4.7699621832188	1.0	-7.725697868829449	1.0	-7.184140533491447	1.0	-5.707209119097991	1.0	-6.387783563940852	1.0	-8.968836935871572	1.0	-0.31418724614535465	1.0	-5.176266576460654	1.0	-0.14031305687223403	1.0	-4.701423535531776	1.0	-5.661393426618316	1.0	-6.103194906477148	1.0	-4.116897270396724	1.0	-3.964123477975567	1.0	-2.100943511951085	1.0	-12.269737203862737	1.0	-5.04876353146575	1.0	-4.98281314273523	1.0	-11.67027441803233	1.0	-10.551562888928952	1.0	-5.049717487346764	1.0	-0.5876860818511271	1.0	-6.67680900910936	1.0	-5.1125780457216905	1.0	-4.45164783478203	1.0	-4.762235622559427	1.0	-6.6403430684169935	1.0	-1.4821956717527967	1.0	-6.898329249164432	1.0	-7.768779568691087	1.0	-6.880506548325099	1.0	-4.7089704749149055	1.0	-4.891614009970203	1.0	-7.380304198802088	1.0	-6.435980431212663	1.0	-5.365329275520324	1.0	-4.67803460104785	1.0	-7.9534117510486295	1.0	-10.349369097192088	1.0	-10.49703657375754	1.0	-7.3094636283212076	1.0	-4.510122498006979	1.0	-4.305459948055441	1.0	-0.34991437639819284	1.0	-5.32169197488594	1.0	-5.005237718036915	1.0	-4.708103931524127	1.0	-10.122572073753672	1.0	-10.309657603148166	1.0	-12.252431592433734	1.0	-5.949057451500873	1.0	-10.989227494869883	1.0	-10.126002595427138	1.0	-5.384010669339719	1.0	-11.092489585969785	1.0	-6.37579895344444	1.0	-7.200276080497732	1.0	-3.542390876798526	1.0	-11.758855056889574	1.0	-9.941861670802021	1.0	-3.4717854856375436	1.0	-5.755678808196282	1.0	-9.122737849470722	1.0	-3.691093203818546	1.0	-5.377732859975164	1.0	-5.205607134184859	1.0	-5.119536581617021	1.0	-4.5105730996361295	1.0	-5.0440966052761835	1.0	-2.9907264293036073	1.0	-9.867589211058682	1.0	-4.513580536780007	1.0	-1.9518921674249263	1.0	-6.1652868185360425	1.0	-7.533633300016563	1.0	-5.800771675819918	1.0	-16.122938444399406	1.0	-4.914297586500335	1.0	-6.26345836176546	1.0	-3.5600940556168466	1.0	-4.2297474467451375	1.0	-5.446514262976663	1.0	-7.572368091145819	1.0	-8.809524580833218	1.0	-4.611358780530924	1.0	-5.6847183967220465	1.0	-9.431876193684833	1.0	-6.578561286231783	1.0	-5.739471519343305	1.0	-1.450143361521821	1.0	-10.414109482453052	1.0	-9.447577766749973	1.0	-10.434339256971294	1.0	-9.788133672722694	1.0	-8.831253064788388	1.0	-9.59969622309102	1.0	-11.108683836920646	1.0	-4.910092031834119	1.0	-4.827175346133972	1.0	-5.55646437506393	1.0	-5.522365626221866	1.0	-4.9047201616361304	1.0	-6.519149572547756	1.0	-5.396840972222259	1.0	-5.650037330896221	1.0	-5.211174116122332	1.0	-5.198232764368874	1.0	-4.863051695497986	1.0	-0.6022772716928001	1.0	-5.381105104535186	1.0	-2.3723119892256666	1.0	-5.41197684927026	1.0	-5.287133816924007	1.0	-8.488578703094845	1.0	-1.9441272210664857	1.0	-3.9227039106378285	1.0	-9.052201383732065	1.0	-6.955783807773787	1.0	-7.560436589977477	1.0	-10.137652446629534	1.0	-7.412677084038012	1.0	-7.865991737304616	1.0	-10.480969989614646	1.0	-5.978750305039853	1.0	-3.0086990127400366	1.0	-5.30155854754817	1.0	-4.370058896265454	1.0	-11.291809211059714	1.0	-13.347983087260088	1.0	0.5953249351484258	1.0	-4.692131121845816	1.0	-5.253214382164733	1.0	-4.411366284569307	1.0	-7.409371744017194	1.0	-9.114662742505141	1.0	-4.63782729904607	1.0
samp_00	2.6762289823169145	-7.447643578340727	-5.286431835476283	-5.226413882082725	-17.251304857421598	-6.634974966655206	-15.508259050713466	-9.778584896564906	-5.693273952604071	-5.950601408839832	-5.740368471292938	-5.550148785580368	-6.26805457730652	3.107369080735289	7.046439739643029	3.9571576821114514	1.453209455139914	1.8053598519169245	0.7569454915460061	-0.02157095815777162	4.5440908818890025	4.327096237746819	0.3311149883566142	2.4885570695899397	2.9773860394654994	-4.217782051045667	1.0	-2.84243470449166	3.0	-5.342098868589228	1.0	-8.298977771843296	2.0		0.0		0.0	-9.476161917923639	1.0		0.0	-10.386515523160531	2.0		0.0	-8.672634927851325	2.0	-10.045943570195158	1.0		0.0	-3.156952317712168	1.0	-10.985440952730846	1.0	-8.229401032616012	1.0	-5.872969903130747	1.0	-2.3062601814576	2.0	-5.131887144739101	1.0		0.0	-9.034527186810784	1.0	-4.331594303578151	1.0	-8.454897507642958	4.0	-1.4818971043768905	1.0		0.0		0.0	-4.715988359826561	1.0	-8.07218650776242	1.0	-4.461165509026078	1.0	-5.572690059928227	2.0	-3.680620907383057	1.0		0.0	-12.441883995048011	1.0		0.0	-11.340350208110321	2.0		0.0	-10.985710044226144	1.0	-5.901956204068301	1.0		0.0	-3.9697661906694366	1.0	-5.404654198978376	3.0	-12.258537605924484	2.0	-1.9044258870307873	1.0	-11.298506071197975	1.0		0.0	-10.85003274231163	2.0		0.0	-3.5774753985217664	1.0	-8.442262780722416	1.0	-11.026815764573545	1.0		0.0	-10.11304591520305	1.0	-11.300112455160205	1.0		0.0		0.0	-8.29913920572827	1.0	-3.1329789096418796	1.0		0.0		0.0		0.0	-11.13695582051164	1.0	-8.987468195753204	1.0	-4.398951700445998	2.0	-11.330617215990749	6.0		0.0	-4.593959116766337	3.0		0.0	-9.38855563931734	1.0	-5.163557532559584	1.0	-5.024312889170769	1.0		0.0		0.0	-4.8788671307373255	2.0	0.028846927545571017	1.0	-4.040183711345833	1.0		0.0	-4.031310048011466	2.0	-6.486413051268655	1.0	-5.834696958871622	3.0		0.0		0.0	-3.8301650686071103	1.0	-1.5281798034122878	2.0		0.0		0.0	-8.759918235588227	1.0		0.0	-8.000583615311044	3.0	-6.476025404828472	1.0		0.0	-1.4687739167013156	3.0	-7.8757513731231725	3.0		0.0		0.0	-9.364142808727049	1.0		0.0	-8.309449928678022	1.0	-8.291898810737052	3.0	-2.2794422932873055	3.0	-3.255225094216589	1.0		0.0	-5.96518025472414	1.0		0.0	-4.514535059850183	1.0		0.0	-3.8839159697529775	1.0		0.0	-5.736242993011124	1.0	-0.4798768159539292	1.0		0.0	-8.938273520828444	2.0	-9.81321704224755	1.0		0.0	-7.150769379441504	2.0	-6.322303281349032	1.0	-8.01108886297575	1.0	-3.102755193358439	2.0	-7.362561855779838	1.0		0.0	-1.1624756733606245	1.0		0.0		0.0		0.0	-3.6661952037189494	3.0	-5.524961286004406	2.0		0.0	-5.611377529865738	2.0	-5.86214281359312	2.0		0.0	-7.844556588062703	1.0	-5.781515897947698	3.0	-5.814038809070925	1.0	-7.543926249311553	2.0	-8.736988892687297	1.0	-8.348896197113827	1.0	-7.656570310622636	1.0	-1.6101609356013007	1.0		0.0	-6.441680670354441	1.0	-6.992845085010804	1.0		0.0		0.0	-5.071894417554462	2.0	-7.654987460125664	1.0		0.0	-7.297194458823484	1.0		0.0	-7.578210186901511	2.0	-4.70209798325471	1.0	-7.658217092850986	1.0		0.0		0.0	-6.32024808716889	3.0		0.0	-0.20694898480141338	2.0		0.0	-0.02439476555659726	1.0	-4.633549361581292	2.0		0.0	-6.035626809930889	1.0	-4.048640684602116	2.0		0.0	-2.0445890661644763	3.0	-12.102306733908609	1.0		0.0	-4.904297492686283	1.0	-11.52361531088856	3.0	-10.409994367840028	4.0		0.0		0.0		0.0	-5.032700331464023	1.0	-4.379368547414988	2.0	-4.686276868968789	1.0		0.0	-1.422228097668065	2.0	-6.800469356156819	1.0		0.0	-6.781827678978677	1.0	-4.633706149739146	1.0	-4.814215325721915	1.0	-7.265009460615791	2.0	-6.342911991534561	1.0	-5.2819302758009155	1.0		0.0	-7.835643050547772	2.0		0.0	-10.356126118096533	1.0	-7.2021422846639185	1.0		0.0	-4.234872893138476	1.0		0.0	-5.239840302789066	1.0	-4.926372789132848	1.0	-4.6327942687644015	1.0	-9.976524792321863	1.0	-10.186291884773182	1.0		0.0	-5.870326576874476	2.0	-10.871367380026843	1.0	-10.007236899667054	3.0		0.0	-10.974352311003216	2.0	-6.294373999123689	2.0	-7.109951648665809	2.0	-3.479551784004938	2.0		0.0	-9.827888230965382	1.0		0.0		0.0	-9.007027611895303	1.0	-3.6270378477322756	2.0		0.0		0.0	-5.045047173274046	1.0		0.0		0.0	-2.983934902739493	1.0	-9.81472233129647	1.0		0.0	-1.9395430281135875	2.0	-6.162599880100651	2.0	-7.5319876571334365	2.0	-5.797560335100936	1.0	-16.123400173456705	1.0		0.0		0.0	-3.5548161970969896	2.0		0.0	-5.442869762727802	2.0	-7.568160148298946	2.0		0.0		0.0	-5.676719532829209	3.0	-9.588637023022963	1.0	-6.591541665059199	1.0	-5.732587875973503	1.0		0.0	-10.749998310222727	1.0	-9.653308003545414	1.0		0.0	-9.994676802955114	1.0	-8.947233185214216	1.0		0.0		0.0	-4.894156540279842	1.0	-4.810497949264119	2.0	-5.546709921504142	2.0		0.0		0.0	-6.528084062283951	2.0	-5.3857726102399415	2.0	-5.642481532519466	2.0	-5.198258792067702	2.0	-5.1848293969896195	1.0		0.0		0.0		0.0	-2.323140928739525	1.0	-5.401609356545201	2.0	-5.275285512528354	1.0	-8.597197718658867	2.0	-1.8815343369272863	2.0		0.0	-9.062359386412647	1.0	-6.9588620700526524	2.0	-7.563361437606436	1.0	-10.151235655188911	3.0		0.0	-7.871326143502138	1.0	-10.492266287986908	2.0	-5.979174918021865	1.0		0.0		0.0	-4.358861616573934	1.0	-11.283857656632309	1.0		0.0	0.7470910185626922	1.0		0.0		0.0		0.0	-7.413395896372759	1.0	-9.125888972632728	1.0	-4.630294604096913	4.0
