run	log_tbg	log_alphap	log_betap	b9D1_log_P	b9D1_weight	b9D2_log_P	b9D2_weight	b9D3_log_P	b9D3_weight	b9D4_log_P	b9D4_weight	b9D6_log_P	b9D6_weight	b9D8_log_P	b9D8_weight	b9D9_log_P	b9D9_weight	b9E1_log_P	b9E1_weight	b9E2_log_P	b9E2_weight	b9E3_log_P	b9E3_weight	b18A8_log_P	b18A8_weight	b18A9_log_P	b18A9_weight	b18B2_log_P	b18B2_weight	b18B5_log_P	b18B5_weight	b18B6_log_P	b18B6_weight	b18B7_log_P	b18B7_weight	b18B8_log_P	b18B8_weight	b18C1_log_P	b18C1_weight	b18C6_log_P	b18C6_weight	b18C7_log_P	b18C7_weight
samp_19	-22.242616089662956	1.5519197205674125	-0.04810162897728856	-6.5468379378954635	3.0		0.0	-1.536562853867466	2.0	-7.946665142064689	2.0		0.0		0.0	-9.435051435781755	1.0		0.0	-8.380363685901685	1.0	-8.362816824388688	1.0		0.0	-3.32291880474036	2.0		0.0	-6.035876845040792	3.0	-7.184727787310436	3.0	-4.584562096916103	1.0		0.0		0.0		0.0	-5.806888661989894	1.0
samp_20	-22.53717198482339	1.4192846362360703	0.03768220542880339		0.0	-6.996894269131807	2.0	-1.5427619897680933	2.0	-7.92332627251939	2.0	-7.924681898775805	2.0		0.0	-9.411642572822078	1.0		0.0	-8.35700202314196	1.0		0.0	-2.344650594843717	1.0		0.0	-6.768658320387667	1.0	-6.013248662649844	1.0	-7.161443694959487	2.0	-4.564287375201384	2.0	-4.379801358685867	2.0		0.0	-6.339542539004079	1.0		0.0
samp_21	-22.929852587958422	1.4835957709937364	-0.04291760829956942		0.0	-6.988608413940622	2.0	-1.5190536731879127	2.0	-7.915120859236251	4.0	-7.9164754661489205	2.0		0.0	-9.403487731113243	1.0	-9.003733978017923	1.0	-8.34882552632307	1.0		0.0	-2.3237698638408344	2.0		0.0		0.0	-6.004657613516464	2.0		0.0		0.0	-4.369679118132239	1.0	-3.924290190351551	1.0		0.0	-5.775765459585596	1.0
samp_22	-21.694384991682657	1.3260446823078391	0.04172071004020468		0.0	-6.952385509849096	2.0	-1.514884731141372	1.0	-7.878743122315832	2.0	-7.880136081993701	1.0		0.0	-9.367034302178217	1.0		0.0	-8.312380197595736	2.0	-8.294843553713008	2.0	-2.3125871460106318	1.0		0.0	-6.724240277469755	1.0	-5.96906121241054	2.0		0.0		0.0		0.0	-3.8935786827581955	1.0	-6.295280050015347	2.0	-5.740322882893174	2.0
samp_23	-23.462361438545244	2.277798588722667	-0.7157979534650176		0.0	-7.047058676341818	1.0	-1.4146486437343866	1.0		0.0		0.0	-5.633110532988536	1.0	-9.463969956006796	3.0		0.0	-8.40896375219866	1.0	-8.39139491051476	2.0	-2.203457319604208	2.0	-3.254450694224401	3.0		0.0		0.0	-7.212705609935104	2.0	-4.585233047517686	1.0	-4.395645084537893	2.0		0.0	-6.385482223491414	1.0		0.0
samp_24	-24.046326363751827	1.7350126384101576	-0.10104200102462475		0.0	-7.084795525662233	3.0	-1.5587423132441507	2.0	-8.01160475871707	2.0		0.0	-5.6762894894921425	1.0	-9.500096823739657	2.0	-9.100318260731115	1.0	-8.445364861428828	3.0		0.0		0.0	-3.371460322961204	1.0		0.0	-6.099794912613825	1.0	-7.249604949943525	2.0	-4.64503063858853	2.0		0.0		0.0		0.0		0.0
samp_25	-23.583539345253108	2.0991392006061336	-0.7213255870183649		0.0	-6.955580240464992	1.0		0.0	-7.88312195288502	1.0	-7.884277993652374	3.0	-5.543514795797429	1.0	-9.371931442317042	2.0	-8.972082405373932	1.0		0.0		0.0	-2.158899173003343	2.0		0.0	-6.726398691711933	1.0		0.0	-7.12099738451777	1.0	-4.50092775340013	2.0	-4.312701180154083	1.0	-3.8559945652711076	1.0	-6.294918231266612	2.0	-5.737519907845427	1.0
samp_26	-22.307213585740072	1.6172349696923587	-0.19890849842769479	-6.503770848853658	1.0	-6.977164203592128	1.0	-1.4771450469343153	1.0		0.0		0.0	-5.569199102816052	2.0	-9.392306835006671	1.0		0.0		0.0	-8.320043576939954	2.0	-2.2853862144391277	1.0	-3.2715937909975765	1.0	-6.748716527488014	1.0	-5.992511255335762	2.0	-7.1419164136229805	2.0		0.0	-4.354031404415609	1.0	-3.9065666646409674	1.0	-6.319058602345654	1.0	-5.763414299908547	2.0
samp_27	-23.678040269668116	1.2686138652510783	0.09879926451430522	-6.479447486895521	1.0		0.0	-1.527376955783997	3.0	-7.878627092289113	2.0	-7.880003424237198	2.0		0.0	-9.366889956254772	1.0		0.0	-8.312264527541048	1.0		0.0	-2.3219617422103194	3.0		0.0		0.0	-5.969190136695213	3.0	-7.116767458117039	1.0		0.0	-4.338385216668727	1.0		0.0		0.0	-5.74052049813774	2.0
samp_28	-23.515216410341065	2.1746351457956097	-0.808064012728422		0.0	-6.949684636196568	3.0		0.0		0.0	-7.878522822034535	4.0	-5.536806056699481	1.0		0.0	-8.966433719204527	2.0	-8.311338222136278	1.0		0.0	-2.1368063412376195	1.0		0.0	-6.7203148926440175	2.0		0.0		0.0	-4.491622342023696	3.0	-4.302844360069516	2.0		0.0		0.0	-5.730718005340301	1.0
samp_29	-23.421726065441323	1.123703006769746	0.19842107091308708	-6.457128588848619	1.0	-6.929843375019232	1.0	-1.5327224973163627	2.0		0.0	-7.857445100241987	2.0		0.0	-9.344267799927911	1.0	-8.944534035273902	1.0	-8.289651844696555	1.0	-8.27211185986469	1.0	-2.3195895569557665	1.0	-3.2631102067901967	1.0	-6.701821522640396	1.0		0.0		0.0	-4.502302104150084	1.0	-4.318739997114464	1.0	-3.8773379274724857	2.0		0.0	-5.718658003193053	3.0
samp_30	-22.48696224924989	1.2282911462799895	0.20247312107409282		0.0		0.0	-1.571987008569022	1.0	-7.910350723716363	1.0	-7.911732374020094	2.0	-5.578281249209554	2.0	-9.39857598481181	1.0	-8.998850733387899	2.0	-8.343971203779276	1.0	-8.326453166890026	3.0		0.0		0.0	-6.756017941347104	1.0	-6.001185323993331	1.0		0.0	-4.555283150385098	1.0	-4.371485234122715	2.0		0.0		0.0	-5.772570979745633	2.0
samp_31	-22.163952364209553	1.9042840684778803	-0.5531048439321565		0.0	-6.942852544241894	2.0	-1.388263983755003	1.0	-7.870014310571329	2.0	-7.871260586816576	1.0	-5.532642464860152	2.0		0.0		0.0		0.0	-8.286272124112191	1.0	-2.1891329770493897	1.0	-3.202852820330462	6.0	-6.713994820074514	1.0		0.0		0.0	-4.4957084567182415	1.0	-4.308733445639235	1.0	-3.856063721885667	1.0		0.0		0.0
samp_32	-22.03909734082984	2.9455424886227264	-1.253319756487473	-6.6301540875908485	1.0	-7.108304630560022	1.0		0.0	-8.038626216321843	1.0		0.0		0.0	-9.528757452033002	2.0	-9.128679403511427	2.0	-8.473164486628626	1.0	-8.455553094235501	1.0	-2.1047065261234663	2.0	-3.1737124023514895	2.0	-6.876924524858833	1.0		0.0	-7.275623032952661	3.0	-4.600965551527122	1.0	-4.404071290426351	1.0	-3.921008667872697	1.0		0.0		0.0
samp_33	-22.483938965409255	1.4419007994984505	-0.04925073065126059		0.0		0.0	-1.502728798453549	1.0		0.0	-7.892497157477574	2.0	-5.557736412409629	1.0	-9.379484057040045	1.0	-8.979729341642356	1.0	-8.324830332270851	1.0	-8.30728534630835	1.0	-2.305617937265708	1.0		0.0	-6.736391064771974	1.0	-5.980840826611586	1.0	-7.129243585873032	2.0	-4.5311710137891	1.0	-4.346546149313822	1.0	-3.901590504312752	2.0	-6.307174030357381	2.0	-5.751975196830943	1.0
samp_34	-22.199584706234106	1.3326255328148469	0.10070227616933643		0.0	-6.985204344065927	3.0	-1.549780998059466	1.0	-7.91155060832015	3.0	-7.912930707540499	1.0		0.0		0.0		0.0	-8.34520282482862	2.0	-8.327663983925213	2.0		0.0		0.0		0.0		0.0		0.0	-4.55434337010051	2.0	-4.370178702475283	1.0	-3.92677295467881	2.0	-6.328113203838181	1.0	-5.773178639599555	2.0
samp_35	-22.517069632832374	1.240232572854084	0.16260284461711294		0.0	-6.970138824541057	2.0	-1.5535172579797079	2.0		0.0		0.0	-5.5641930269639	1.0	-9.384607922586481	2.0	-8.984854934616948	2.0		0.0		0.0		0.0	-3.2970579640450843	1.0	-6.741953886172346	2.0	-5.987083449262238	1.0	-7.134528043568216	1.0	-4.54088898488884	3.0	-4.357016847918962	2.0	-3.9146189020943942	1.0		0.0		0.0
samp_36	-23.67038827631962	1.9215514505114206	-0.32547924117092836	-6.59141252037322	1.0	-7.065358654322419	1.0	-1.4956989446229445	2.0		0.0	-7.9937433104998	1.0		0.0	-9.481110825783736	6.0	-9.081321917752271	1.0		0.0	-8.408754235552893	2.0	-2.3103419506734317	2.0	-3.32812701520727	1.0		0.0		0.0	-7.230403233194978	1.0	-4.619147757129732	1.0		0.0	-3.979651263426331	1.0		0.0		0.0
samp_37	-23.63458466870765	1.36669947579302	0.03203735889075777		0.0	-6.967835501429866	1.0	-1.522951193586986	2.0		0.0	-7.895612208694679	1.0	-5.56132684716082	3.0		0.0	-8.982787361712013	2.0	-8.327909327442644	1.0		0.0	-2.3224172358893758	2.0		0.0	-6.7396433944828145	1.0	-5.9843590259679305	2.0	-7.132360528052645	1.0	-4.536063217955954	1.0		0.0	-3.907804799021183	1.0		0.0	-5.755585524096599	2.0
samp_38	-22.971187323287545	1.6112710632879785	-0.13720469817276496	-6.531710700594944	2.0	-7.005061518930256	2.0	-1.507057240129568	1.0		0.0	-7.933064265114527	1.0		0.0	-9.420170073498353	2.0		0.0		0.0	-8.34790804242723	4.0	-2.3164001108405805	1.0		0.0	-6.776648219577193	2.0	-6.020525635476051	2.0	-7.1697999138806265	1.0	-4.567823903437783	1.0		0.0	-3.9352966194331493	1.0		0.0		0.0
samp_39	-23.555918641670253	1.1861555838596867	0.19393387239024257	-6.486011805337805	2.0	-6.958775036960262	1.0	-1.5525274549166896	2.0	-7.885010182065348	1.0	-7.886401287861454	2.0	-5.553100076242793	2.0	-9.37324128782713	2.0		0.0	-8.3186296385759	1.0	-8.30109058351615	1.0	-2.341963612177199	1.0		0.0		0.0		0.0		0.0	-4.530460408788474	1.0		0.0	-3.9048862302747347	2.0	-6.302056620311788	2.0		0.0
samp_40	-24.813880656153202	2.3090161088341143	-0.8694219588636665		0.0	-6.9856784518124915	3.0		0.0	-7.913702341902318	1.0	-7.914805634918046	2.0	-5.571211586090115	1.0		0.0	-9.002867538847983	3.0	-8.347723565018642	1.0	-8.330151396119074	1.0	-2.1401929562458673	1.0		0.0		0.0		0.0	-7.151459904710696	1.0	-4.5214674398927555	2.0		0.0		0.0	-6.323603981229061	2.0	-5.765166326754329	2.0
samp_41	-21.37945565801072	2.732190915031164	-1.077292978069314	-6.614276192113264	3.0	-7.09118675639928	3.0		0.0	-8.020549232621365	2.0		0.0	-5.670137388874177	1.0		0.0		0.0	-8.45477273693999	1.0	-8.437286195813543	2.0	-2.1344238482423017	1.0		0.0	-6.860586139468942	1.0		0.0	-7.257825719327198	3.0		0.0		0.0	-3.932125352776835	2.0		0.0	-5.864276882543935	1.0
samp_42	-23.385153278735853	2.4552763594517053	-0.9618201657291957		0.0	-7.011958886511412	2.0		0.0	-7.940386735576381	1.0	-7.941426898354626	1.0		0.0	-9.42964581925677	1.0		0.0	-8.374490680325184	1.0	-8.35692715969542	2.0	-2.130885227346389	3.0	-3.1863925685281296	2.0		0.0	-6.020416580143163	1.0	-7.17804013786375	1.0		0.0	-4.348780807896267	1.0	-3.882909853532375	1.0		0.0	-5.789438288491391	3.0
samp_43	-21.01977906070441	1.6702246492323158	-0.1937811716169772	-6.532656000127599	3.0		0.0	-1.4947970903522243	2.0	-7.932865357615286	1.0		0.0	-5.597880345190627	2.0		0.0	-9.021547771024267	1.0		0.0		0.0	-2.3052869365107207	2.0	-3.2963009692143297	1.0		0.0		0.0	-7.170921744463562	3.0	-4.5672457229472325	3.0	-4.381651385996135	1.0		0.0	-6.347866900336107	1.0		0.0
samp_44	-23.312151670673874	1.187998425438588	0.14523035493664357	-6.462544756481194	1.0		0.0	-1.5255196549026675	1.0	-7.861575007110124	1.0	-7.862963391924607	1.0		0.0	-9.34980172694138	1.0	-8.9500676680714	1.0		0.0		0.0		0.0	-3.264476864839557	1.0	-6.707265128279994	2.0	-5.9524616060251345	3.0	-7.099731844730367	2.0		0.0	-4.322957651439847	2.0	-3.8809141492137433	2.0	-6.27855951210417	1.0	-5.723864569988008	1.0
samp_45	-20.96551587884963	2.560706109142669	-1.0919555015497828	-6.522794223051419	2.0		0.0		0.0	-7.927885350894486	1.0	-7.9288261959527855	2.0	-5.581087309141707	1.0		0.0	-9.017401125387012	1.0	-8.362140812717517	2.0	-8.344454716921321	1.0	-2.098705371214115	1.0	-3.153277479877777	1.0		0.0	-6.006171322252041	1.0	-7.165474782624367	2.0	-4.520291762463936	2.0		0.0		0.0	-6.33480821869906	1.0	-5.774686618275518	2.0
samp_46	-22.468284327030254	1.3416337130006903	-0.0680380101224714		0.0		0.0	-1.4597932345389277	1.0	-7.831664411378275	2.0	-7.8330245041872955	1.0	-5.498715897759495	1.0	-9.319966802652445	2.0		0.0	-8.265318693403753	1.0		0.0	-2.25881201077415	3.0		0.0	-6.677048800768259	1.0	-5.921731625127451	3.0		0.0	-4.4733050229129265	2.0	-4.28896275735195	1.0		0.0	-6.2479807826938245	2.0		0.0
samp_47	-21.40767763650507	3.336243915615426	-1.7475651055155905	-6.571245860674787	1.0	-7.0526814641894955	1.0		0.0	-7.985412155914282	1.0		0.0	-5.615964301305206	4.0		0.0	-9.076359428651374	1.0	-8.420492946821323	1.0	-8.402833178619902	1.0		0.0	-3.035390702417887	1.0	-6.8191717521511555	1.0		0.0	-7.22194117949006	2.0		0.0	-4.302013272988114	1.0	-3.808968134780913	2.0	-6.37705384596193	1.0	-5.8090185027087236	2.0
samp_48	-20.44774494485473	3.4247337473911967	-1.830842590874988	-6.571861822222587	3.0	-7.054244503884348	1.0		0.0	-7.987560468210449	3.0		0.0		0.0		0.0	-9.078835124057164	3.0		0.0		0.0		0.0	-3.0186435917344627	2.0	-6.820131325155993	1.0	-6.043367815773761	2.0	-7.223978296712038	3.0	-4.4938858103793535	1.0		0.0		0.0		0.0	-5.807255112763094	1.0
samp_49	-22.78139706735268	1.2388166538721193	0.19057672795026734		0.0		0.0	-1.568823614019488	4.0	-7.909636897140071	4.0	-7.911015756229465	1.0	-5.577501974782662	1.0	-9.397860754903336	2.0	-8.998120448733653	2.0		0.0	-8.32570735886288	1.0	-2.3606257519752827	1.0	-3.3109369482682434	1.0		0.0		0.0		0.0		0.0		0.0		0.0	-6.326544995394714	2.0	-5.771797560108878	1.0
samp_50	-20.99285538913118	0.7091463939453336	0.5650100292023935	-6.4339360816152364	3.0	-6.9062852857381465	1.0	-1.5836379278723935	1.0		0.0	-7.833674413529326	1.0	-5.502128227189987	2.0		0.0		0.0		0.0	-8.248240138565574	1.0		0.0		0.0	-6.678520455691116	2.0	-5.924738208533078	2.0		0.0	-4.484291010911575	2.0	-4.301723844575474	2.0	-3.8637020863703313	3.0		0.0		0.0
samp_51	-21.38518208239907	3.0071854152681046	-1.4167410591848777		0.0	-7.056869464117297	1.0		0.0	-7.987536759266601	1.0	-7.988261523361779	1.0		0.0		0.0	-9.077725161663647	1.0	-8.422146573900148	2.0	-8.404532943515864	2.0	-2.0625960284681923	1.0	-3.1117890830511796	3.0	-6.825111055248555	1.0		0.0	-7.224559175947916	2.0	-4.5432515069348405	2.0		0.0	-3.8620225885316164	1.0		0.0	-5.823355043122568	2.0
samp_52	-21.274558982399306	2.323003396851125	-0.8871823006576312		0.0	-6.983731206363409	3.0		0.0	-7.911803757123339	1.0	-7.912892252213174	1.0	-5.569088527807406	2.0		0.0		0.0	-8.345835510609936	1.0		0.0	-2.135383541202107	2.0	-3.1818624987561805	1.0	-6.754105913429948	3.0		0.0	-7.1495536672099576	1.0		0.0	-4.328815104824926	3.0	-3.8666772065199533	1.0	-6.321539184905032	1.0		0.0
samp_53	-23.07012879720075	2.547123343872452	-1.108269318657373		0.0		0.0		0.0	-7.912916479757142	1.0	-7.913892643125799	1.0	-5.566271039270367	1.0	-9.402297612938355	3.0	-9.00234562535665	1.0	-8.347087314353848	2.0		0.0	-2.089295273643723	1.0	-3.141140201143332	2.0	-6.753945291784188	2.0		0.0		0.0		0.0		0.0	-3.8459555490496546	3.0	-6.319937481017916	1.0	-5.760030353586587	2.0
samp_54	-23.206162213598862	1.4089220374030151	0.02043823485822785		0.0	-6.983097886832213	1.0	-1.530157256422875	1.0	-7.909531883677789	1.0	-7.910879937515655	2.0		0.0		0.0	-8.998096491130719	2.0	-8.343192492100014	1.0	-8.325651098564096	1.0		0.0	-3.2972399693448913	1.0	-6.754860545058323	2.0	-5.99947496713511	1.0	-7.147645848384342	2.0	-4.550578151232266	1.0		0.0		0.0		0.0	-5.770643205457514	4.0
samp_55	-22.19247317597797	2.5676080476581693	-0.9379756144234894	-6.6033892428184044	1.0	-7.079511998515593	1.0		0.0	-8.008277099844218	2.0		0.0	-5.6614072617731805	1.0	-9.497674976965422	1.0		0.0	-8.44245454675952	2.0		0.0	-2.1618530637877944	3.0		0.0		0.0	-6.086858535137218	1.0	-7.245745737613816	4.0	-4.601334652861154	1.0	-4.409009067998878	1.0		0.0	-6.415561601051479	2.0		0.0
samp_56	-21.935098686223846	2.5687518718535696	-1.0158053799744728	-6.5649416712884685	2.0		0.0		0.0		0.0	-7.970923815872887	1.0	-5.622947266422241	2.0	-9.459324075013544	1.0	-9.059387760733237	1.0	-8.40410887999756	1.0	-8.386528493368735	2.0	-2.130360868569009	3.0	-3.193296526817864	2.0		0.0		0.0	-7.2074306297864545	2.0	-4.562361111250789	1.0	-4.370065725978164	1.0		0.0	-6.376987032150531	1.0		0.0
samp_57	-23.903627093348373	2.456653870392961	-1.1083501176455417	-6.463505110138727	1.0		0.0		0.0	-7.867812688652199	1.0		0.0	-5.5228030977708595	2.0	-9.357055710295	1.0	-8.957140132913112	2.0		0.0		0.0	-2.070427089703475	1.0	-3.1137418494679867	4.0	-6.709313958587681	2.0	-5.947469312327803	2.0		0.0		0.0	-4.2754514344918215	1.0	-3.810110249242076	1.0		0.0	-5.716478791369138	2.0
samp_58	-23.493492533982423	2.5401184732667974	-1.0909027473160393	-6.513256265421037	1.0	-6.989390605796215	1.0		0.0	-7.918105338328236	1.0	-7.919090839867578	1.0	-5.571606585278169	1.0	-9.40747013948463	3.0		0.0	-8.352278239530923	1.0	-8.33469175710626	1.0	-2.09479622844491	1.0	-3.1476522645014327	1.0	-6.759199555973864	3.0		0.0		0.0	-4.511899095514171	1.0	-4.319990978410473	3.0		0.0		0.0	-5.765395929042591	1.0
samp_59	-24.37969777761854	2.4129700180609834	-0.950255592279206		0.0	-6.996777530260686	1.0		0.0		0.0	-7.92614783954592	1.0	-5.58090817143294	2.0	-9.414272344016283	2.0	-9.014352491035424	1.0	-8.359173757424244	1.0	-8.341595198753549	1.0	-2.127156638106203	1.0		0.0		0.0	-6.005697731882344	3.0	-7.1627716793353455	1.0		0.0	-4.336281515564974	2.0	-3.871684092801146	2.0		0.0	-5.774840844148574	2.0
samp_60	-22.990055074745413	1.3877250662350418	0.07620022304590159	-6.527419751883165	1.0	-7.000414716148789	1.0	-1.5539248432965853	3.0	-7.926824405557242	2.0	-7.9281925298936775	2.0		0.0	-9.415124675982721	2.0	-9.015382031953811	1.0		0.0	-8.342940556842942	1.0	-2.3541242790077033	1.0	-3.317140881256222	1.0	-6.772226623472558	2.0	-6.016929521606607	1.0	-7.1649394705167255	1.0		0.0	-4.384221836439695	1.0		0.0		0.0		0.0
samp_61	-23.564722852802795	1.8167170088751692	-0.364769871605404	-6.519755877666225	2.0		0.0	-1.4509796386558538	1.0		0.0	-7.921810085170303	2.0	-5.584150825254084	2.0	-9.409071261332027	2.0		0.0	-8.354318491669808	2.0	-8.336766170846797	2.0	-2.2602559441432333	3.0		0.0		0.0		0.0		0.0	-4.549971772988331	3.0		0.0		0.0		0.0	-5.778311104155227	1.0
samp_62	-24.334511502275614	1.7590872593978863	-0.2980154596298124	-6.524577327425603	1.0	-6.998230636474608	1.0	-1.4674744566904578	1.0	-7.925117654830433	1.0	-7.926399279218648	1.0		0.0	-9.413645950557774	1.0	-9.013865745659748	2.0	-8.35890071493498	2.0	-8.341329099884668	1.0	-2.2778671050324912	2.0		0.0		0.0		0.0	-7.1631379997853815	1.0	-4.556611524599383	1.0	-4.370522415340475	2.0		0.0	-6.339556473385195	1.0	-5.783512851629898	2.0
samp_63	-24.229958865414957	3.7790866276562283	-2.2603492234007407	-6.524350041299015	1.0	-7.0112484423319295	1.0		0.0		0.0	-7.94771309278209	1.0	-5.557204605732987	1.0	-9.441161336655819	2.0	-9.040522105789403	2.0	-8.383994489307337	2.0	-8.366257460168436	2.0		0.0		0.0	-6.774143964348353	2.0	-5.987034619894437	2.0		0.0	-4.403814142121421	1.0	-4.199983504956407	2.0		0.0		0.0	-5.747877371385711	1.0
samp_64	-22.79590484549047	1.5307008603989234	-0.1320545407288312	-6.494228977264219	2.0	-6.967485953391459	1.0	-1.4861026858051805	2.0		0.0		0.0	-5.560053031549448	1.0		0.0	-8.982716451468793	1.0	-8.327777229004397	2.0	-8.310237781887459	1.0	-2.292071989477349	2.0	-3.2700268743002767	2.0		0.0		0.0	-7.132165266403993	1.0	-4.531892875515258	1.0	-4.346893657739933	1.0	-3.9007001518072104	1.0	-6.309691276187609	1.0	-5.754273841485154	1.0
samp_65	-21.738818362474902	3.573169718653497	-1.969163355161868		0.0	-7.05723124640111	1.0		0.0	-7.991894639343172	2.0	-7.992008442630236	2.0		0.0	-9.48406479278658	1.0	-9.083626501480408	1.0	-8.427417463963396	2.0	-8.409720232801511	3.0		0.0	-2.993005069162084	1.0		0.0	-6.0415106909132925	2.0	-7.227902942744723	2.0	-4.477101329093399	1.0	-4.273022809286047	1.0		0.0	-6.37597010362994	1.0		0.0
samp_66	-24.22851665068372	1.2220459485842345	0.22906684561445026	-6.5214852186554	1.0	-6.994265389995572	1.0	-1.5848907592168855	3.0	-7.920515115980196	1.0	-7.921900202843533	1.0	-5.588525166536455	4.0	-9.408744358212335	1.0		0.0	-8.354138186306013	1.0	-8.336603138479251	2.0		0.0	-3.3235499170359626	1.0	-6.766206980063221	1.0		0.0		0.0	-4.56568742754323	1.0		0.0		0.0		0.0	-5.782814679850231	2.0
samp_67	-22.76409836173051	2.8453168378589195	-1.1245899542717404	-6.645845072987686	2.0	-7.1233397104384695	1.0		0.0	-8.053171228910472	1.0	-8.054052959778362	1.0		0.0	-9.543076432004412	2.0	-9.14304245046681	1.0	-8.487597313156376	1.0		0.0	-2.1341403208606797	2.0	-3.2124827806209573	1.0	-6.8923828089284855	1.0		0.0	-7.290287096614783	5.0	-4.6250345206979455	1.0		0.0		0.0		0.0	-5.894197058481662	1.0
samp_68	-24.416122653960752	1.2408586482983628	0.18271557555699186	-6.507640976554967	1.0	-6.98045149882584	2.0	-1.565088692429302	3.0		0.0		0.0	-5.574593615220567	2.0	-9.394974791402817	2.0		0.0	-8.3403522057765	1.0	-8.322813091742036	1.0		0.0	-3.307775890538365	2.0	-6.752375648786804	1.0	-5.997505966688283	1.0	-7.144876058326549	1.0		0.0	-4.3675304995940145	1.0		0.0	-6.3236213567353365	1.0	-5.768875299881896	1.0
samp_69	-23.161779952588113	1.6438650425411865	-0.21504216728537168	-6.50891528276069	2.0	-6.98235578819448	1.0	-1.476607452803713	1.0	-7.90908181886053	2.0		0.0	-5.574228965706252	1.0	-9.397534245402033	2.0	-8.99774794599021	2.0		0.0	-8.325277465590293	1.0	-2.2854671562278397	1.0	-3.274257940990653	1.0		0.0	-5.997564862379768	1.0	-7.147141817305867	1.0	-4.543930286793631	1.0	-4.358428129497121	1.0		0.0	-6.324156391330718	2.0		0.0
samp_70	-23.100877786268097	0.754775299592054	0.5439814965062447		0.0		0.0	-1.5903215191599966	2.0	-7.844508823890408	2.0	-7.845952596149504	2.0		0.0		0.0	-8.93291180414893	1.0	-8.27804367331234	1.0	-8.26052327032389	2.0		0.0		0.0	-6.69074525988275	1.0		0.0		0.0	-4.496167277032404	2.0	-4.31353056856046	2.0	-3.8752812677800215	1.0	-6.262716610324915	2.0	-5.708657813551331	2.0
samp_71	-22.42246647320425	1.3217917325832949	0.11282913679654666	-6.512949976806895	2.0		0.0	-1.5529609279320868	1.0	-7.9122116684598955	1.0		0.0	-5.579625682469413	3.0		0.0		0.0	-8.34586202028393	1.0	-8.328306749569903	3.0		0.0		0.0		0.0	-6.002606401034598	1.0	-7.150333721680452	1.0	-4.555220811836827	1.0	-4.3711222978570055	2.0	-3.9278516328386313	2.0	-6.328805004079284	1.0	-5.773890240836456	1.0
samp_72	-22.900971830088245	1.0003792998348533	0.31699725782375254	-6.455040378198604	1.0		0.0	-1.555146308285213	2.0	-7.853720872540726	1.0	-7.855140782425992	2.0	-5.522608781272672	2.0	-9.341896780622458	1.0	-8.942168450605813	1.0		0.0	-8.269774254396285	1.0	-2.334188895424778	1.0		0.0		0.0		0.0		0.0	-4.502032699156217	1.0	-4.318820190937242	1.0	-3.878626097780514	2.0	-6.271302766024097	1.0	-5.71693936504789	3.0
samp_73	-23.846651690149066	1.1776674091588497	0.1752321764523213	-6.472429414824527	2.0	-6.945192252634033	1.0	-1.5389491900796632	1.0	-7.871435129179417	1.0		0.0	-5.539515604706453	1.0		0.0	-8.95990870121558	1.0	-8.305040279693378	2.0		0.0		0.0	-3.2754649715857354	1.0	-6.717149933142974	3.0	-5.962389552551529	1.0	-7.10959659673298	1.0		0.0	-4.3331655262089654	1.0		0.0	-6.288465208818951	1.0	-5.7337836599501495	3.0
samp_74	-23.7341485755399	0.7043495704094136	0.5706771131680833		0.0	-6.90671965978663	1.0	-1.5849423691210593	3.0		0.0	-7.834106344140195	2.0	-5.502557325741915	1.0	-9.320761780469361	2.0		0.0		0.0	-8.24868994368957	1.0		0.0	-3.2618994646509956	1.0	-6.6789512764736605	1.0		0.0		0.0	-4.48479099919357	2.0	-4.302230686034392	1.0	-3.8642547975958403	1.0	-6.250953045695631	1.0	-5.696932509782875	3.0
samp_75	-23.090652283812474	1.5935209495849307	-0.13938453898093864	-6.521801782922589	2.0		0.0	-1.5008816570133676	2.0		0.0	-7.9231091813853105	2.0	-5.587378540423093	1.0	-9.410205949006658	2.0	-9.010426823529867	1.0	-8.355497211927702	2.0		0.0	-2.3093591897664076	2.0	-3.2927610970927277	1.0		0.0		0.0	-7.159851818090222	1.0		0.0	-4.373009150739831	1.0	-3.9260110419061856	1.0		0.0	-5.781605092043416	2.0
