run	log_tbg	log_alphap	log_betap	b14D6_log_P	b14D6_weight	b14D7_log_P	b14D7_weight	b14D8_log_P	b14D8_weight	b15A2_log_P	b15A2_weight	b15A3_log_P	b15A3_weight	b15A5_log_P	b15A5_weight	b15A6_log_P	b15A6_weight	b15A7_log_P	b15A7_weight	b15A9_log_P	b15A9_weight	b15B1_log_P	b15B1_weight	b15B2_log_P	b15B2_weight	b15B3_log_P	b15B3_weight	b15B4_log_P	b15B4_weight	b15B5_log_P	b15B5_weight	b15B6_log_P	b15B6_weight	b15B7_log_P	b15B7_weight	b15B8_log_P	b15B8_weight	b15B9_log_P	b15B9_weight	b15C1_log_P	b15C1_weight	b15C2_log_P	b15C2_weight	b15C5_log_P	b15C5_weight
fit	-5.821839388393955	5.170730745017421	0.14505619331286007	-5.160280957414528	1.0	-5.155268868891449	1.0	-5.191616942939099	1.0	-6.585699570877866	1.0	-5.619319952847294	1.0	-4.1725471338464	1.0	-3.232805892162332	1.0	-3.6816615705190197	1.0	-6.470975992898256	1.0	-10.607563906588675	1.0	-8.121031080532395	1.0	-6.878558363849575	1.0	-2.5495711931987857	1.0	-4.10115238815314	1.0	-10.25006807519845	1.0	-4.074638291987468	1.0	-6.838087134422718	1.0	-10.226729824748638	1.0	-5.676486399341106	1.0	-7.0890999715685155	1.0	-5.191243222026622	1.0
samp_00	-5.685275355297824	4.9387249340028925	0.27954285785131494	-5.162731437918936	1.0	-5.160692952747956	1.0	-5.19559265727721	1.0	-6.5610264441217145	2.0	-5.618664324326591	2.0	-4.186583065826038	4.0	-3.253089774522429	1.0		0.0		0.0		0.0	-8.08177005975835	2.0	-6.860157251025774	2.0		0.0	-4.1278977581352825	2.0		0.0		0.0	-6.812275411511936	1.0		0.0	-5.680486376382398	1.0	-7.062371675475181	1.0		0.0
samp_01	-5.808832830413747	5.174219978891123	0.16500396107813922		0.0	-5.164700644003726	1.0	-5.201158475705139	1.0		0.0	-5.63052322927824	3.0		0.0	-3.2356118530272653	1.0	-3.685685781049343	1.0	-6.484437889373585	2.0	-10.630412320133578	1.0	-8.141233907763851	3.0		0.0		0.0		0.0	-10.27825383771869	1.0	-4.079897756465246	1.0		0.0	-10.251813305554364	1.0	-5.688162879094764	1.0	-7.105073191320326	2.0	-5.200534220951741	2.0
samp_02	-6.521333494769743	5.183554623706607	0.1361843216635792	-5.147250477017707	2.0	-5.141568642453223	1.0	-5.177768565578781	2.0	-6.550583846058977	2.0		0.0	-4.16590559876798	1.0		0.0	-3.675465082428807	2.0	-6.437614714721738	1.0	-10.525361173531238	2.0		0.0	-6.814412351518487	1.0	-2.547369959501785	1.0		0.0		0.0		0.0	-6.791153258487035	1.0		0.0	-5.652668907843266	1.0	-7.026838897019402	2.0	-5.17950336036627	2.0
samp_03	-5.389016696164424	5.341814848318862	0.02084910942026425	-5.162153219296444	1.0		0.0	-5.19281716966586	1.0	-6.631357426766196	2.0	-5.629207268126452	4.0		0.0	-3.222013856017604	1.0	-3.6626726092341637	1.0		0.0		0.0	-8.23952418775808	2.0	-6.954728162161575	2.0	-2.5423038825048963	1.0		0.0	-10.384914047560228	2.0		0.0	-6.897928757090078	1.0	-10.32723542627813	1.0	-5.685881284250199	1.0	-7.166567436794838	1.0		0.0
samp_04	-5.811163379692936	5.106665166356901	0.1282415306752066	-5.138252519887746	1.0		0.0		0.0	-6.547499268041426	2.0	-5.592572577235137	2.0	-4.161555396245978	2.0	-3.229868070687333	1.0	-3.6786983447650403	2.0	-6.433979474378183	2.0		0.0	-8.065154454431692	1.0	-6.837152821358369	3.0	-2.548316250609736	1.0		0.0		0.0	-4.064494005357422	1.0		0.0	-10.14977947872539	3.0		0.0		0.0		0.0
samp_05	-5.855313657577167	5.199188584923917	0.08491515684582511	-5.141670259438393	1.0	-5.1360633373961635	2.0		0.0	-6.56306133761319	1.0	-5.597479722859628	3.0		0.0	-3.2248872285895027	2.0	-3.6695481374135133	1.0	-6.448341669945582	1.0	-10.575273224811495	3.0	-8.089715038877955	1.0	-6.851266610002493	1.0		0.0		0.0	-10.207237392548286	3.0		0.0	-6.813872067956797	1.0		0.0		0.0	-7.063066939270856	1.0		0.0
samp_06	-5.734187420511732	5.504354218324962	-0.03576791828997147		0.0		0.0		0.0	-6.640860205321133	3.0		0.0		0.0	-3.2160242920311326	2.0	-3.650057964998329	2.0	-6.520431515741916	2.0		0.0	-8.243710796295112	4.0		0.0	-2.538332644892956	1.0	-4.0760124666348	2.0		0.0		0.0		0.0	-10.387976234850795	2.0	-5.676651051835484	2.0		0.0	-5.202978547609087	1.0
samp_07	-6.20244654648257	4.858565719089992	0.3432562172986445	-5.158218555792643	1.0		0.0	-5.190924000562135	1.0		0.0	-5.606876221404259	2.0	-4.191341820636071	2.0		0.0		0.0	-6.419253065228419	1.0	-10.464290928643742	1.0	-7.983066328191349	1.0	-6.80451066033169	1.0		0.0	-4.136974037279649	3.0		0.0	-4.093987328816551	1.0	-6.770032952827103	3.0	-10.03614737078406	1.0		0.0	-7.006922703798911	1.0	-5.181296241490952	2.0
samp_08	-5.486701446608033	5.2700375304254665	0.13307723740613858	-5.188050903756164	1.0		0.0		0.0	-6.653528860738073	2.0	-5.658219282079415	1.0	-4.183502040708756	1.0	-3.2340447258381335	1.0	-3.6817370371466263	1.0	-6.535776032170957	1.0		0.0	-8.255552929552662	4.0	-6.974280803024341	2.0		0.0	-4.107349086044429	1.0	-10.41055342587578	1.0	-4.084547626992317	1.0	-6.918455325765165	2.0	-10.356282385380654	1.0		0.0		0.0	-5.220837484738708	1.0
samp_09	-6.253763505607174	4.849670119228994	0.2665086077993604		0.0	-5.119591872892807	1.0	-5.153613342956155	1.0	-6.482105004594703	1.0	-5.565319175485285	2.0		0.0		0.0	-3.7081339335175705	1.0		0.0	-10.378075062128666	3.0	-7.918979136774454	1.0	-6.752248171849778	1.0		0.0	-4.111617987698489	1.0		0.0	-4.070031953924343	1.0		0.0	-9.937589162018396	3.0		0.0	-6.9545976657229405	4.0	-5.145071869703431	1.0
samp_10	-5.878161079232267	4.967836091125669	0.17880238127395792		0.0		0.0	-5.154218375104775	1.0		0.0	-5.5713965885104475	2.0	-4.1584139640386715	1.0	-3.235471250878238	1.0	-3.6893011554631054	1.0		0.0	-10.447159135980531	1.0	-7.993990630352103	2.0	-6.790890746122107	1.0	-2.5528818365842296	1.0	-4.097495773128541	1.0	-10.05559673136931	1.0	-4.062055156053536	2.0	-6.75232911617534	1.0	-10.052869569441075	1.0	-5.630000241482823	1.0	-6.995355409809549	3.0		0.0
samp_11	-5.595935125482758	5.194345808164798	0.14993466321072338	-5.174082541980116	1.0	-5.16911468725836	1.0		0.0		0.0	-5.6386060071318855	1.0		0.0	-3.2349954903932527	1.0		0.0	-6.500967596755787	3.0	-10.650289003367803	1.0		0.0	-6.9258916711850445	1.0	-2.550638384531794	2.0		0.0	-10.330478951042059	2.0	-4.080563382095939	1.0	-6.875971243834702	3.0		0.0	-5.697428873839998	1.0	-7.135262909018332	2.0	-5.205110937823316	1.0
samp_12	-5.864564612690415	4.571698875528787	0.6088018585860245		0.0	-5.204019657462485	2.0		0.0	-6.553963242160549	2.0	-5.649228185216443	2.0	-4.249082259656768	1.0		0.0		0.0	-6.445736127417867	1.0	-10.480606010267847	1.0	-8.031110408285732	4.0	-6.846202621114623	1.0		0.0		0.0	-10.09799150152532	1.0		0.0	-6.7986068552497425	1.0	-10.090224313095796	2.0		0.0	-7.040797710495114	2.0	-5.217076024147203	1.0
samp_13	-5.80650638062969	5.351102000109927	0.008651155097569706		0.0	-5.138997893583176	1.0		0.0	-6.592348622972829	3.0	-5.605235876457384	2.0		0.0	-3.218022969576657	1.0	-3.6563042698680013	1.0	-6.475132295568354	2.0	-10.649029853452223	1.0	-8.150030713099651	3.0	-6.884365809970636	1.0		0.0	-4.077610496830031	4.0	-10.299302809759409	1.0		0.0		0.0		0.0		0.0	-7.101717638046497	1.0		0.0
samp_14	-6.4472226579535254	5.069909533927551	0.20167822695578325	-5.148419198093903	1.0		0.0		0.0	-6.53879362574336	1.0		0.0	-4.171939922137289	2.0	-3.2377048783217544	2.0		0.0	-6.427092518212369	2.0	-10.493081199788243	5.0	-7.986192440986005	1.0		0.0		0.0	-4.105482040548566	2.0		0.0	-4.074550934927027	1.0	-6.778761782230683	2.0	-10.033192622762483	1.0		0.0	-7.013972127106327	1.0		0.0
samp_15	-5.797906327515219	5.2956586530633185	0.08356327258777464	-5.1640807612277815	2.0		0.0		0.0	-6.610034554995382	2.0		0.0		0.0	-3.226144661565605	2.0	-3.669354509201733	1.0	-6.493311409281254	1.0	-10.668108739760925	1.0	-8.169196398874318	2.0		0.0	-2.54497466751074	1.0		0.0	-10.322512777147242	1.0		0.0		0.0	-10.29207649954127	1.0	-5.681035159703701	2.0	-7.120613954225325	3.0	-5.198556026029294	2.0
samp_16	-6.136359348740402	4.968939457986007	0.13530156639477253	-5.099873734976011	1.0	-5.096457673505256	1.0	-5.131065602672107	2.0	-6.471497570833796	1.0	-5.543688162819154	2.0		0.0	-3.2273639538200527	1.0	-3.67747896512182	2.0		0.0	-10.381703033824031	2.0		0.0	-6.74272930052866	3.0	-2.548098995523176	1.0		0.0	-9.920313445834118	1.0	-4.048477629371635	1.0	-6.711715136923126	1.0		0.0	-5.600295479763725	2.0		0.0		0.0
samp_17	-5.463725926403362	5.310890009930503	0.07875742331123127		0.0	-5.169392681416937	3.0	-5.206856453528448	2.0		0.0		0.0		0.0		0.0	-3.6718431629064288	2.0	-6.525095004640269	2.0		0.0	-8.247710764949922	2.0	-6.963716313484586	2.0		0.0	-4.096462676159093	1.0	-10.400412234869284	1.0	-4.0760454193344255	1.0	-6.908628684616868	2.0	-10.34553425698999	1.0	-5.701966644075786	1.0		0.0	-5.209914354351414	1.0
samp_18	-4.917060773610408	5.586195008057565	-0.10427879856085008		0.0		0.0	-5.218330904764049	1.0	-6.73614121927726	2.0	-5.671791582707705	1.0		0.0	-3.217913596364296	1.0	-3.6517081401200837	2.0	-6.611627451896207	1.0		0.0		0.0	-7.1196667292684985	2.0		0.0		0.0		0.0		0.0	-7.027111091636791	2.0		0.0	-5.729261690843158	6.0	-7.323607721405994	2.0	-5.2292511836269675	1.0
samp_19	-5.11362972091027	5.624889067661084	0.020897412695541857		0.0	-5.221668932579815	2.0	-5.262038493577598	1.0	-6.808564941539098	2.0	-5.724801135389736	2.0		0.0	-3.227663148968559	1.0	-3.665044144790466	1.0		0.0		0.0		0.0		0.0	-2.544582367023226	1.0	-4.101853366547938	1.0	-10.705974081622342	2.0		0.0	-7.102822459723319	3.0		0.0	-5.782623687509592	1.0	-7.402918465998371	1.0	-5.273775182592465	3.0
samp_20	-5.341365660141616	5.59904197028904	0.060215577638848876	-5.229885423804214	2.0	-5.220188563002794	1.0		0.0	-6.78637535126943	1.0	-5.7180579767522195	3.0	-4.194962375621159	1.0	-3.228948835151074	3.0	-3.6672871789067636	1.0		0.0		0.0	-8.493129827394885	1.0		0.0	-2.5454144099291325	1.0		0.0	-10.691335615489487	2.0	-4.09462309754317	1.0	-7.071663031022683	1.0	-10.617311004885519	1.0		0.0		0.0	-5.2719883893740604	2.0
samp_21	-6.138940797661542	5.143145012463892	0.17886214139198348	-5.161055981907028	2.0	-5.156196102648843	1.0		0.0	-6.572639715568029	2.0		0.0		0.0	-3.235823043786905	1.0		0.0		0.0	-10.583332972014329	1.0	-8.066558206187203	1.0	-6.850872736956367	1.0	-2.5515835911238467	3.0	-4.105345513778754	1.0		0.0	-4.0775527127424285	2.0	-6.818748730705548	1.0	-10.170224039394284	1.0		0.0	-7.061631659125838	2.0	-5.191619805124843	2.0
samp_22	-4.998418528040546	5.547990572096643	0.07655353572707117	-5.24664919344652	1.0		0.0	-5.278537548439597	1.0		0.0	-5.745895657355236	1.0	-4.202951124305577	2.0	-3.2338249845948734	1.0	-3.675988543360718	2.0	-6.698927569759343	1.0		0.0		0.0	-7.220911569260884	1.0	-2.5482218530841685	2.0	-4.114008958136539	1.0	-10.698814990670284	1.0	-4.101973820363097	1.0		0.0		0.0	-5.8084512537896025	1.0	-7.423792489387554	1.0	-5.285875256350149	4.0
samp_23	-5.865150760309967	4.756687365108762	0.39184875327942126	-5.157360373111749	1.0	-5.157108452072532	1.0		0.0	-6.52434797044433	1.0	-5.606036825073862	1.0	-4.1973116541741256	2.0	-3.273191209084553	1.0		0.0		0.0	-10.45071010934803	1.0	-8.003685753461507	2.0	-6.812701650629956	3.0		0.0	-4.149257094977374	1.0	-10.06284467294172	1.0	-4.100312845221379	1.0	-6.769138941861364	2.0		0.0		0.0	-7.011411449493551	1.0	-5.177510778083956	2.0
samp_24	-5.788499185040577	5.0887613086509225	0.24684190976721032	-5.184356808463573	3.0		0.0		0.0	-6.607034946210258	1.0	-5.646034548511232	1.0	-4.191943355160576	3.0		0.0	-3.704251235182205	1.0		0.0		0.0	-8.145708775731803	3.0		0.0		0.0		0.0		0.0		0.0	-6.860342158400921	4.0	-10.251983955434874	2.0	-5.705954257404452	2.0		0.0	-5.212524186910864	1.0
samp_25	-5.218903302253072	5.460108944904167	0.0829392459065769		0.0	-5.211597502041249	1.0	-5.250657837966603	3.0		0.0	-5.704558664503197	1.0	-4.192579828166634	1.0	-3.2316156114576184	1.0		0.0	-6.625788495927747	2.0		0.0	-8.422393832838251	2.0		0.0	-2.547299627617515	1.0	-4.10755095398623	2.0	-10.590843282645695	2.0	-4.092541841002066	1.0	-7.030834730322143	2.0		0.0	-5.764155365463264	1.0	-7.317431793116228	1.0		0.0
samp_26	-6.050829415293639	5.160651595917307	0.1636833464413264	-5.160542579658308	1.0	-5.155508754744399	1.0		0.0		0.0		0.0		0.0	-3.234182491640935	1.0	-3.6836835003851425	1.0	-6.463076846598035	1.0	-10.59496453398778	1.0		0.0	-6.858870287991842	1.0	-2.550488720084245	1.0	-4.103021627935997	2.0		0.0	-4.076102066482052	2.0	-6.824885511874008	2.0	-10.192250627333973	2.0	-5.673595130642359	1.0	-7.070031115628974	1.0	-5.1915207191080555	3.0
samp_27	-5.467425746190308	5.024673358926261	0.3085276658612682	-5.2052439535546196	1.0		0.0		0.0	-6.638010667158729	1.0	-5.672596559739771	1.0	-4.207816474110163	2.0		0.0		0.0	-6.523618620049264	2.0		0.0		0.0	-6.959185242186038	1.0	-2.5660979438769047	1.0		0.0	-10.34372026029921	2.0	-4.108376741060364	2.0	-6.89911635804308	1.0	-10.292245857632532	2.0	-5.736702216082621	2.0	-7.161056032803804	1.0	-5.2305972190369125	2.0
samp_28	-6.288740850648422	5.297510179515098	0.07268427193854578	-5.1502112270715665	1.0	-5.143185664136469	1.0		0.0	-6.575187470815607	1.0		0.0	-4.162825728097323	1.0	-3.222762001316303	1.0	-3.664096511479869	3.0	-6.460079249567812	1.0	-10.609578596228149	2.0		0.0	-6.846172654590516	1.0		0.0	-4.085068027278664	1.0		0.0		0.0	-6.820781565195288	3.0	-10.179473756040931	1.0		0.0	-7.062704641198257	1.0	-5.1854937788187305	3.0
samp_29	-6.192260225573303	5.07375483823591	0.1203429483850683		0.0	-5.115147191242909	1.0	-5.150502906680871	1.0		0.0	-5.567434345798782	2.0		0.0		0.0	-3.674335776016991	3.0		0.0	-10.45761353124926	1.0	-7.972293308595545	2.0	-6.779175564396764	1.0	-2.5467027752778826	2.0		0.0		0.0	-4.055935087186063	3.0	-6.749802523289497	1.0	-10.029665467084637	1.0	-5.62285762170002	1.0	-6.987890616387915	1.0	-5.149033595617577	1.0
samp_30	-5.457708770578876	5.14820225903349	0.18925638374085343	-5.184336182323149	1.0	-5.180230733578142	1.0		0.0	-6.62994961746485	2.0	-5.651632988634679	1.0	-4.186868301679883	2.0	-3.241178069739732	1.0		0.0	-6.514116344596553	2.0		0.0	-8.212447640177182	1.0	-6.949937074417384	2.0	-2.554513408443816	1.0	-4.116951514855012	1.0	-10.349070217335656	1.0		0.0		0.0	-10.296793474434057	1.0	-5.712852536942644	1.0	-7.155708856558055	2.0	-5.2135590476085465	1.0
samp_31	-6.068813818353743	5.195550616480372	0.13876228088484358	-5.158015763795978	1.0		0.0		0.0	-6.577990745054678	1.0		0.0	-4.170914936898575	1.0		0.0	-3.678300568282393	1.0	-6.463641903928837	2.0	-10.602317944191517	3.0	-8.085976564983108	1.0		0.0	-2.548382197745954	1.0	-4.098144335043346	2.0	-10.196885777205615	1.0	-4.073076443259258	1.0	-6.8259694163684514	1.0	-10.198101620722955	2.0		0.0	-7.071198785001971	2.0	-5.190036468256698	1.0
samp_32	-6.066434183152585	5.304150830410031	0.08055140950701084		0.0	-5.151678816692699	2.0		0.0	-6.5941609635358915	1.0		0.0		0.0		0.0	-3.6667349548965467	1.0		0.0	-10.649488164508911	2.0		0.0		0.0	-2.544068845101354	4.0	-4.088988486647066	1.0	-10.252335577712294	1.0	-4.069149445026927	1.0	-6.844174727794953	4.0		0.0	-5.670299099122684	1.0	-7.091710572695752	1.0	-5.193724906689221	2.0
samp_33	-5.450843747988518	5.511159516008809	-0.010044458511122603	-5.1825884675891665	4.0	-5.1735562951144995	2.0		0.0	-6.686920794627111	1.0	-5.655164206183032	3.0		0.0		0.0	-3.656698952938811	2.0	-6.564822497803477	1.0		0.0	-8.33481610182291	2.0	-7.013786883384855	1.0	-2.540871614829178	1.0	-4.0854810733816995	1.0	-10.515152631428766	1.0		0.0		0.0	-10.453616070670876	1.0	-5.708714513472078	1.0		0.0		0.0
samp_34	-5.81527353344211	5.17928990991843	0.17719348523384448	-5.175710664281056	2.0	-5.170767783202111	1.0		0.0	-6.60813978711477	3.0	-5.63767688218332	1.0	-4.181715688047369	1.0	-3.2372651466445963	2.0		0.0	-6.493014349546998	1.0	-10.645967076906775	1.0	-8.15284819859025	2.0		0.0		0.0	-4.109918789594538	1.0	-10.294952694629801	1.0	-4.083227481197403	1.0	-6.862011294537	1.0		0.0	-5.6955040237223225	1.0	-7.1146908275325575	2.0		0.0
samp_35	-5.177432257988909	5.364278488486163	0.16368614009734483		0.0	-5.229100717374226	1.0	-5.267726169365409	1.0	-6.756588095993919	1.0	-5.723064008643679	1.0		0.0	-3.2407885287172924	1.0	-3.690056063284668	1.0	-6.635264639827448	2.0		0.0	-8.420952358028702	1.0	-7.119874538155843	1.0	-2.5529094250421145	1.0		0.0	-10.58157645577679	1.0	-4.104027055114954	5.0	-7.038743301966153	1.0		0.0	-5.786262117375182	1.0		0.0	-5.269182653345156	2.0
samp_36	-5.661500114130501	5.359732465881298	0.21034835302349075	-5.232656098018521	1.0	-5.226086260026328	1.0	-5.2644751992157515	4.0		0.0		0.0	-4.206526500974999	4.0		0.0		0.0	-6.605259843821427	3.0		0.0	-8.350415516194865	2.0		0.0	-2.553899620077568	1.0	-4.125671607223777	1.0		0.0		0.0		0.0	-10.498286715244255	1.0		0.0		0.0	-5.267743479989468	3.0
samp_37	-6.534856713965175	4.981333253252827	0.23180195840578818	-5.13804750431553	1.0	-5.134719591924812	1.0	-5.169607954826672	2.0	-6.512756669649714	1.0	-5.5849815197349395	1.0	-4.170160143406208	1.0	-3.2416787599740373	1.0	-3.697496825597693	1.0		0.0	-10.422627252962583	3.0	-7.9402488937614795	3.0	-6.776215065267119	1.0	-2.5565348829691574	1.0		0.0		0.0	-4.073243848102094	1.0		0.0		0.0	-5.641699014919694	1.0		0.0	-5.164954365062907	2.0
samp_38	-6.504764357196459	5.113724783394436	0.2537313642385067	-5.17956925438766	2.0	-5.175118507707897	1.0		0.0	-6.583051584176307	1.0	-5.635183410369304	2.0	-4.189955670608595	1.0		0.0		0.0	-6.470610773870693	1.0	-10.574243417215751	1.0		0.0		0.0	-2.55735486619672	2.0		0.0		0.0	-4.091358852133089	2.0	-6.824422058133967	1.0		0.0	-5.69149976349425	2.0	-7.060903339618803	1.0	-5.20931716202622	4.0
samp_39	-5.947518123767187	5.14114293075822	0.16878450131291653	-5.160227454809756	1.0	-5.15550440376062	1.0		0.0	-6.577133950205602	3.0	-5.617514787412733	1.0	-4.174394038050235	2.0	-3.235235072959244	2.0		0.0		0.0	-10.591526631007342	3.0		0.0	-6.863555146159561	1.0		0.0	-4.104447195776667	2.0	-10.209261464965428	2.0		0.0	-6.826514503522366	1.0	-10.198919549280832	2.0		0.0		0.0		0.0
