run	log_F	b5H1_log_P	b5H1_weight	b5F2_log_P	b5F2_weight	b5G4_log_P	b5G4_weight	b5H3_log_P	b5H3_weight	b5H7_log_P	b5H7_weight	b5H2_log_P	b5H2_weight	b5H6_log_P	b5H6_weight	b5G9_log_P	b5G9_weight
samp_45	-19.478109036234084		0.0	-0.9809828605824139	1.0	-4.302073648800507	1.0		0.0	-1.9597034068150598	4.0	-2.5464580895210256	1.0	-1.0222622060147417	1.0		0.0
samp_46	-17.97388478490125	-2.3239985895792663	1.0	-0.9809543439121554	1.0		0.0	-4.955449842576	1.0		0.0	-2.5464519785798596	2.0		0.0	-4.70871603396706	3.0
samp_47	-18.59102016059041	-2.3240064981227024	1.0	-0.9809745958787203	1.0		0.0		0.0	-1.9597064014237138	2.0	-2.546433798776401	1.0	-1.0222920644904652	1.0	-4.708703433878695	2.0
samp_48	-18.936510059414665		0.0	-0.9809658565141024	2.0	-4.302067867429108	1.0	-4.955463723840307	1.0		0.0	-2.5464689708262243	2.0		0.0	-4.708714592246861	2.0
samp_49	-2.0067252967898384	-2.2593242989132083	2.0		0.0	-4.238953434655907	1.0	-4.891754796526203	2.0	-1.89350538158659	2.0		0.0	-0.9533220509514314	1.0		0.0
samp_50	-18.31592911106508	-2.3239906091257705	1.0	-0.9809746975252034	1.0	-4.302066548189313	2.0	-4.955462880687143	1.0		0.0	-2.5464672114099947	1.0	-1.0222854112518167	1.0	-4.708714833476424	1.0
samp_51	-19.41057604916704	-2.3239947488008585	1.0	-0.9809648048895689	2.0	-4.3020685806187275	1.0		0.0		0.0	-2.5464692698909115	1.0	-1.022276102477415	3.0		0.0
samp_52	-19.178259777762907		0.0		0.0		0.0	-4.955470351228777	1.0	-1.9597069916610876	3.0	-2.546469319511879	1.0	-1.0222808519491238	2.0	-4.708716392690181	1.0
samp_53	-17.63711403931216		0.0	-0.9809568152387977	2.0	-4.302069605872738	3.0	-4.9554635723976554	1.0		0.0		0.0	-1.0222467874002916	1.0	-4.70870531692711	1.0
samp_54	-1.528660931512581		0.0	-0.8738352661187481	1.0		0.0	-4.856404803187082	2.0		0.0	-2.4460345307133706	2.0	-0.9135855995327155	2.0	-4.610916529135828	1.0
samp_55	-18.16167605513191	-2.3239953456589735	1.0	-0.9809650323092086	1.0	-4.302068470834368	3.0		0.0	-1.9597010002520934	1.0	-2.5464716501974514	2.0		0.0		0.0
samp_56	-0.024864225762621178		0.0	-0.5728865710749217	1.0	-3.9610655549514604	1.0	-4.61351491568078	4.0		0.0	-2.1888498361457946	1.0		0.0	-4.37041050363681	1.0
samp_57	-19.887149967930114	-2.3239941560017483	1.0		0.0	-4.302068018957375	2.0		0.0	-1.9597079547234268	1.0	-2.5464705251662214	1.0	-1.02227888339007	1.0	-4.708714953745189	2.0
samp_58	-16.688540192325732	-2.3240151013825856	3.0		0.0	-4.302093955378309	1.0	-4.955416364606248	1.0		0.0	-2.546499983125807	1.0	-1.022356114130318	1.0	-4.708761376856444	1.0
samp_59	-17.13305281299532	-2.3239938936327733	1.0	-0.9809627048474862	1.0	-4.302068853111568	1.0	-4.955465210022718	1.0	-1.9597049853851387	1.0	-2.546467958906465	1.0	-1.0222742477911708	1.0	-4.708717277038485	1.0
samp_60	-19.12233228518405		0.0	-0.9808330874113144	1.0	-4.302098168900086	1.0		0.0	-1.9597554745206427	2.0	-2.546461542582948	2.0		0.0	-4.70870311059743	2.0
samp_61	-17.946783291224857		0.0		0.0	-4.302068279084432	3.0	-4.955461728340671	1.0	-1.9597066941763788	2.0	-2.5464694136617303	1.0	-1.0222809060026843	1.0		0.0
samp_62	-17.259439681855646		0.0		0.0	-4.302115131129782	1.0	-4.955457894114879	1.0	-1.9597247019935244	2.0	-2.5464374303233535	1.0	-1.0222927582863224	1.0	-4.708717654142035	2.0
samp_63	-0.06913095907186077	-1.9738852796622186	1.0		0.0		0.0	-4.624298696251869	4.0		0.0	-2.200617738620915	2.0		0.0	-4.381108316420212	1.0
samp_64	-18.451121551465008	-2.3239934842337124	4.0	-0.98096230795521	1.0	-4.302063734303617	1.0		0.0	-1.9597110172426606	1.0		0.0		0.0	-4.708712363908775	1.0
samp_65	0.03869524714784758		0.0	-0.551084169261452	1.0	-3.945071379839596	1.0	-4.597613727959998	4.0	-1.5648666734540473	1.0	-2.1714299556859933	1.0		0.0		0.0
samp_66	-16.949887433661427	-2.3239897384160138	2.0	-0.980970363564205	3.0	-4.3020635150119295	1.0	-4.955465594700084	1.0		0.0	-2.5464712028385037	1.0		0.0		0.0
samp_67	-19.95801619563111	-2.3239943435487267	1.0	-0.980966164306896	1.0	-4.302067023353264	2.0		0.0		0.0	-2.5464675421348897	2.0		0.0	-4.70871616955831	2.0
samp_68	-16.23068426317972	-2.3240103038484254	1.0	-0.9809611721674777	2.0	-4.302081193250021	1.0	-4.955441161526322	1.0	-1.959698897252219	1.0	-2.546470024871876	2.0		0.0		0.0
samp_69	-17.81846252470735		0.0	-0.9809656722883867	1.0	-4.3020675037399085	1.0	-4.95546414550774	1.0		0.0	-2.5464698090818207	3.0	-1.0222773717324258	1.0	-4.708716394415065	1.0
samp_70	-19.055805217887432	-2.3240195366772283	2.0	-0.9810603596675472	1.0		0.0	-4.955424898250417	1.0	-1.9597188505627245	3.0	-2.5465251156263933	1.0		0.0		0.0
samp_71	-1.3122670457263585	-2.200866241649207	2.0	-0.849768876851261	1.0		0.0	-4.835181913171129	2.0		0.0	-2.4241936022741064	1.0	-0.8892027705840461	2.0		0.0
samp_72	-1.9850738211349208	-2.257983457039533	1.0		0.0	-4.237659087690862	2.0	-4.890445428591378	2.0	-1.8921309599958824	1.0	-2.4808279259444848	1.0	-0.951874491897311	1.0		0.0
samp_73	-20.03159649984105	-2.323985627497022	1.0	-0.9809712289160241	1.0	-4.302050325255097	2.0		0.0	-1.9596686629271054	2.0	-2.546476021108385	1.0	-1.0222799993968317	1.0		0.0
samp_74	-18.839680972538304	-2.3239920151623727	1.0	-0.9809628761252206	2.0	-4.302068108502243	2.0		0.0	-1.959705443945236	1.0		0.0		0.0	-4.708716139710404	2.0
samp_75	-2.4242733443360254	-2.2806096709987953	1.0	-0.9356323738988859	1.0		0.0	-4.912591239874368	2.0	-1.9153422289409134	2.0		0.0		0.0	-4.666408817467966	2.0
samp_76	-18.62359915529347	-2.324026139900996	4.0	-0.980862660399446	2.0	-4.30216773211628	1.0		0.0		0.0		0.0	-1.0222370977931625	1.0		0.0
samp_77	-16.65586803688335		0.0	-0.9809635199801248	3.0	-4.302062761527603	1.0	-4.955463785442369	1.0	-1.9597174954454095	1.0	-2.5464602614748744	1.0	-1.0222871590129803	1.0		0.0
samp_78	-17.926256406868912		0.0	-0.9809796516545851	1.0		0.0		0.0		0.0	-2.5465169828152296	2.0		0.0	-4.708725725265541	5.0
samp_79	-2.235714559983806	-2.271996855252098	1.0		0.0	-4.251245008350878	1.0	-4.904139734538813	2.0	-1.9065101276114145	1.0	-2.494746818083958	2.0		0.0	-4.658066637005785	1.0
samp_80	-18.24217524495092		0.0	-0.9809692166092757	3.0	-4.302067322237804	1.0		0.0	-1.9597140981692465	1.0	-2.5464714008647165	1.0	-1.022274875094885	2.0		0.0
samp_81	-19.887149967930114	-2.3239941560017483	1.0		0.0	-4.302068018957375	2.0		0.0	-1.9597079547234268	1.0	-2.5464705251662214	1.0	-1.02227888339007	1.0	-4.708714953745189	2.0
samp_82	-2.2346342734892968		0.0	-0.9264765365657287	1.0	-4.251190523812594	2.0	-4.904086459382736	2.0		0.0		0.0	-0.9669250111858984	1.0	-4.658014428936954	2.0
samp_83	-16.825961322020728	-2.3239963096774625	2.0	-0.9809274949030292	1.0		0.0	-4.95550318415299	1.0		0.0	-2.5464459269456747	2.0	-1.022280945028837	1.0	-4.708685222619418	1.0
samp_84	-20.928349138323846	-2.3239905724184737	1.0	-0.9809697543549569	2.0	-4.302076948785374	2.0		0.0	-1.9597122836824776	1.0	-2.5464667147011504	2.0		0.0		0.0
samp_85	-19.71232521844466	-2.3239871754663963	1.0		0.0	-4.302069851844191	2.0		0.0	-1.959732636143701	2.0	-2.5464668656345975	1.0	-1.022276097325952	1.0	-4.708727472404019	1.0
samp_86	-0.6961281587978301		0.0	-0.7511569374139224	1.0		0.0	-4.7517346038174475	3.0	-1.7420131139701525	2.0	-2.337177058944581	1.0		0.0	-4.507386128904915	1.0
samp_87	-18.31592911106508	-2.3239906091257705	1.0	-0.9809746975252034	1.0	-4.302066548189313	2.0	-4.955462880687143	1.0		0.0	-2.5464672114099947	1.0	-1.0222854112518167	1.0	-4.708714833476424	1.0
samp_88	-18.711203345499502	-2.3239937538089386	1.0	-0.9809662506480344	2.0		0.0		0.0	-1.9597098273943248	1.0	-2.546469642574818	2.0	-1.0222705473254687	1.0	-4.708714524905882	1.0
samp_89	-20.341094770600527	-2.3239941218451152	1.0	-0.9809642135430651	1.0	-4.302067960171918	2.0		0.0	-1.95970843204387	1.0		0.0	-1.0222765387392645	2.0	-4.708714658559292	1.0
samp_90	-19.362979272034504		0.0		0.0		0.0		0.0	-1.9597062122435032	1.0	-2.5464696943401397	5.0	-1.0222768625780918	1.0	-4.708715082485019	1.0
samp_91	-18.624619057831975	-2.3239944108496555	1.0		0.0	-4.3020604285895105	1.0	-4.95546221441254	1.0	-1.9597072839695113	2.0		0.0		0.0	-4.708709558883521	3.0
samp_92	-19.431645139488637	-2.3239945909721667	2.0	-0.9809704192585516	1.0		0.0		0.0	-1.9597083129900694	1.0	-2.546467452572121	1.0	-1.022276982177727	2.0	-4.7087162024036955	1.0
samp_93	-17.257523472460793		0.0	-0.9808559621322983	1.0	-4.302148617018327	2.0		0.0	-1.9599154156972525	1.0	-2.5464306282095355	3.0		0.0	-4.708643859843732	1.0
samp_94	-17.223992083646422	-2.324005248568559	1.0	-0.9810271905276885	2.0		0.0	-4.955423016349835	1.0		0.0	-2.5464076775020112	1.0	-1.0222787647823812	1.0	-4.708737717420488	2.0
samp_95	-17.73576851563445	-2.323969812145324	1.0	-0.9809455156119556	2.0	-4.302076330546848	2.0	-4.9554600568769445	1.0		0.0	-2.5464698379125745	1.0		0.0	-4.708695890087373	1.0
samp_96	-18.186415998707595	-2.323995554104489	2.0		0.0		0.0	-4.955467468565978	1.0	-1.9597153733270771	2.0	-2.5464712012699815	1.0	-1.0222576384077915	1.0	-4.708712073531109	1.0
samp_97	-18.337948939316725	-2.3239502147235256	1.0		0.0		0.0		0.0		0.0	-2.5464529577549535	1.0	-1.022281609793518	1.0	-4.7087166751529805	5.0
samp_98	-18.14216470250037	-2.3239149413814992	1.0	-0.9809264487210498	1.0	-4.302031834367954	1.0	-4.95544410070699	1.0		0.0	-2.546424528779816	1.0	-1.0222650458665787	2.0	-4.708699216648751	1.0
samp_99	-0.62806118410116	-2.100370169730374	1.0		0.0	-4.087970821450529	1.0	-4.740113128858604	3.0	-1.729060853593861	1.0	-2.324914498288862	1.0	-0.7749985058960494	1.0		0.0
