run	log_tbg	log_alphap	log_betap	b14A8_log_P	b14A8_weight	b14A9_log_P	b14A9_weight	b14B1_log_P	b14B1_weight	b14B2_log_P	b14B2_weight	b14B3_log_P	b14B3_weight	b14B4_log_P	b14B4_weight	b14B5_log_P	b14B5_weight	b14B6_log_P	b14B6_weight	b14B7_log_P	b14B7_weight	b14B8_log_P	b14B8_weight	b14B9_log_P	b14B9_weight	b14C1_log_P	b14C1_weight	b14C2_log_P	b14C2_weight	b14C3_log_P	b14C3_weight	b14C4_log_P	b14C4_weight	b14C5_log_P	b14C5_weight	b14C6_log_P	b14C6_weight	b14C7_log_P	b14C7_weight	b14C8_log_P	b14C8_weight	b3E5_log_P	b3E5_weight
samp_29	-5.860669231720536	4.2746478920948014	0.04316773202866663	-10.24667724772167	3.0	-12.198509023671381	1.0	-5.921562663949405	1.0	-10.927566098215081	1.0		0.0	-5.363316547701268	3.0	-11.031086456317862	1.0		0.0	-7.164148593646845	2.0	-3.547331779113847	1.0		0.0	-9.882679279957776	1.0	-3.473975702907291	2.0	-5.731270840287978	1.0	-9.068582494208679	1.0		0.0	-5.356554004182045	1.0		0.0		0.0	-4.5007525411416	1.0
samp_30	-5.968532418239377	4.573917461160405	-0.13774054325389626		0.0	-12.2613987971799	1.0	-5.95484858502167	1.0	-11.019559195902271	1.0	-10.154685021482672	2.0	-5.379360609800446	1.0	-11.122372481149998	2.0	-6.3850432395380645	2.0	-7.212057499964667	1.0	-3.5135550383582075	3.0		0.0	-9.971005296392597	1.0		0.0		0.0	-9.143319698305902	2.0		0.0	-5.374338922920428	1.0		0.0	-5.112345771003706	2.0		0.0
samp_31	-5.85205434918366	4.492744265317749	-0.1405833545520425	-10.282895345269889	1.0	-12.237332057027013	3.0		0.0		0.0	-10.09929739946582	2.0		0.0	-11.066051772015292	1.0	-6.350894150348561	1.0	-7.177777718107559	1.0	-3.5084027915014833	1.0	-11.736996454780737	2.0	-9.915302264134406	1.0		0.0	-5.725933580604386	2.0	-9.099581999241574	2.0	-3.6544058302892615	1.0		0.0	-5.172501754589446	1.0	-5.0875702992463445	1.0		0.0
samp_32	-5.960626915345591	4.039235442055246	0.19345862656002685		0.0	-12.061942712147966	1.0	-5.889445710219808	3.0		0.0	-9.959987886857771	1.0	-5.344223226957954	1.0	-10.926316755458634	1.0		0.0	-7.108589677603157	6.0		0.0		0.0		0.0	-3.498439271959143	2.0	-5.704833461546196	4.0		0.0		0.0	-5.336572570366735	1.0		0.0		0.0		0.0
samp_33	-5.946767069005507	4.257512719812267	0.0341239394648361		0.0	-12.127586420977904	1.0		0.0	-10.88338307373571	2.0		0.0	-5.350239674716664	3.0	-10.986469158090264	2.0		0.0	-7.138724738891045	1.0	-3.542538393507638	1.0	-11.64083129965138	2.0	-9.84187423260414	1.0	-3.4691451826404425	3.0		0.0	-9.023430208745681	3.0		0.0		0.0		0.0	-5.0894379202381135	1.0		0.0
samp_34	-5.720031720124403	4.657440176345681	-0.16784037572061772	-10.45197434443008	1.0	-12.453020480052464	1.0		0.0		0.0		0.0	-5.399855392077766	2.0		0.0		0.0		0.0	-3.5121008425711677	1.0	-11.927851646899354	2.0		0.0		0.0	-5.7824582694369875	4.0		0.0	-3.6585664578711494	2.0	-5.394969000460974	1.0	-5.214878686938994	2.0	-5.129181540230694	1.0	-4.502671139587269	3.0
samp_35	-5.965217669820057	4.436835401758356	-0.020597345791699608		0.0	-12.243089579269036	1.0		0.0		0.0	-10.13635794505837	2.0		0.0	-11.103751297206317	3.0	-6.383890491089914	1.0	-7.20633517973463	1.0		0.0	-11.760768380696744	1.0	-9.953477475257895	1.0	-3.468677312997005	3.0	-5.761931117107786	1.0		0.0	-3.6864973974601183	1.0	-5.3832066406815215	2.0		0.0	-5.123915115597418	2.0	-4.51172770199538	1.0
samp_36	-5.8449903752122845	4.7548589085156445	-0.17112253030448943	-10.518511829879426	1.0	-12.471590498267027	2.0		0.0		0.0	-10.32630543456064	1.0	-5.426397590207031	1.0		0.0	-6.459397883662391	1.0		0.0	-3.514945261172751	2.0	-11.972919472011148	1.0	-10.133025214787322	2.0		0.0	-5.812703864016399	1.0		0.0		0.0	-5.422109521225219	1.0	-5.238780393880518	1.0	-5.153102096749706	3.0	-4.518158962532172	3.0
samp_37	-5.937945053590908	4.436598305943551	-0.016086151170787988	-10.330301702356035	1.0	-12.260641893667477	2.0		0.0	-11.010832578969612	1.0		0.0	-5.392007735316964	2.0	-11.113788644485206	1.0	-6.387650505405883	2.0	-7.212361068875238	1.0	-3.5394047075512374	1.0		0.0	-9.962908431834888	1.0		0.0		0.0	-9.138845108665274	1.0		0.0	-5.3859958967684785	3.0	-5.212523383176806	2.0	-5.1264989645732	1.0	-4.513895838672952	1.0
samp_38	-5.788752056872151	4.706013776119919	-0.1519856048971717	-10.501332558691981	1.0		0.0		0.0	-11.172040665392151	1.0	-10.308555095122939	2.0	-5.421738575037495	1.0		0.0		0.0		0.0		0.0	-11.96448896309959	4.0	-10.114749007888793	2.0	-3.455520389752296	1.0	-5.806654273904301	1.0		0.0	-3.66477076932523	1.0	-5.417078195714073	2.0	-5.235227415783445	2.0		0.0	-4.517286584629192	2.0
samp_39	-5.876952677069464	4.459439494602901	-0.07792674116282705	-10.306355457943445	2.0	-12.253056909639863	2.0	-5.939782586915765	1.0	-10.985706496383333	2.0		0.0	-5.370932053917065	2.0		0.0	-6.367924398474798	1.0	-7.194574878160797	2.0	-3.523418270520674	1.0		0.0		0.0	-3.4555349424491326	2.0		0.0		0.0	-3.670743715854766	2.0	-5.365166762257188	2.0		0.0		0.0	-4.494106238720606	1.0
samp_40	-5.9184233016490975	4.275913347578488	0.05708773266437794	-10.246875419476723	1.0	-12.183125503792708	1.0	-5.927493788846227	1.0	-10.929809888966973	2.0	-10.06646777017782	1.0	-5.369433981477891	1.0		0.0		0.0	-7.166689316105149	2.0	-3.5515454998466147	1.0	-11.693051478773892	1.0	-9.885683692627659	2.0		0.0	-5.7371804722613495	2.0		0.0		0.0	-5.362687501709106	1.0	-5.193502746329376	2.0		0.0	-4.506452795677455	2.0
samp_41	-5.83083160030578	4.589553766846464	-0.12337407635256854		0.0	-12.36250248134277	1.0	-5.974193087964	2.0	-11.077743129800204	1.0	-10.214498466067537	2.0		0.0		0.0	-6.408091531570653	1.0	-7.248563399759555	1.0	-3.5190035972148155	2.0	-11.859945382869084	2.0	-10.025195970710062	1.0	-3.4541885384695385	1.0	-5.774414849201825	1.0	-9.207554958129387	2.0		0.0	-5.390241890462702	2.0	-5.212358189087799	1.0		0.0		0.0
samp_42	-5.924397333095299	4.7247895432396145	-0.19022145158172585		0.0	-12.381151680852149	1.0	-5.9926150076777	2.0	-11.125027798107345	2.0	-10.261173752506654	3.0	-5.4050366180217875	1.0		0.0	-6.429605056008701	2.0		0.0	-3.5086764760215337	2.0		0.0	-10.07198808189657	1.0	-3.447413660995407	2.0		0.0	-9.244113745681553	1.0	-3.654649406098823	2.0		0.0	-5.2189798826287	1.0		0.0		0.0
samp_43	-5.763351154883775	4.513358613771292	-0.09376737602164507	-10.372281393581977	2.0		0.0	-5.959432394976894	1.0	-11.047029461054818	1.0		0.0		0.0		0.0	-6.391780680734266	2.0	-7.231713147247041	2.0	-3.5230975987927895	2.0	-11.839791371258524	1.0	-9.993662306173407	1.0		0.0	-5.762157421256734	2.0	-9.18266346859002	2.0		0.0	-5.37975740583049	3.0		0.0		0.0	-4.501299440398178	1.0
samp_44	-5.866602972737263	4.589756416014724	-0.08394406495589382	-10.434709111635547	1.0		0.0	-5.993598123540787	1.0	-11.108960428310251	1.0	-10.245806736980656	1.0	-5.414116519814848	3.0	-11.212244715474421	1.0	-6.427981074489972	1.0		0.0	-3.5290686640735354	1.0	-11.886504406587525	1.0	-10.056062962728701	1.0	-3.4636373619825696	2.0	-5.793820917537087	1.0	-9.234634338615177	1.0		0.0	-5.408803653457324	3.0		0.0		0.0	-4.5202081727195464	1.0
samp_45	-5.957442122075578	4.158367820370248	0.16527478622369576	-10.227094437087525	2.0	-12.15435095374808	1.0	-5.929554078510768	1.0	-10.912371146797406	3.0		0.0	-5.377600822012027	3.0	-11.015354999411565	2.0		0.0		0.0		0.0		0.0		0.0	-3.5012523162042695	1.0	-5.742248181845948	2.0	-9.049421632397374	2.0		0.0		0.0	-5.2038606067064626	1.0		0.0	-4.5229832013121065	2.0
samp_46	-5.732325742538135	4.477369979861962	-0.03837669958021016	-10.398982803388899	3.0	-12.394961627603882	2.0	-5.9742125687589525	1.0		0.0		0.0		0.0		0.0	-6.407074623910783	2.0	-7.250485190029293	1.0	-3.5367269931349137	1.0		0.0		0.0	-3.468338791590449	4.0		0.0		0.0		0.0	-5.395183186129239	1.0	-5.2201706009101425	4.0	-5.133602011941843	1.0		0.0
samp_47	-5.892540983583709	4.620953012720168	-0.1338781177349325	-10.409214747632387	1.0	-12.349983443974839	2.0	-5.979666121061297	1.0	-11.085203027577945	1.0	-10.221717469347702	2.0	-5.3992420910572925	1.0	-11.188336911133236	1.0		0.0		0.0		0.0	-11.858123741095152	1.0	-10.033478408063148	1.0	-3.4535149561644403	1.0	-5.778848458019736	3.0		0.0	-3.6645122950456215	1.0	-5.394291652746127	2.0	-5.215556912847023	1.0	-5.130060699914213	1.0		0.0
samp_48	-5.963846635931434	4.252071511309347	0.016579308801960686		0.0	-12.096211469981398	1.0	-5.894286910142331	1.0	-10.857256050906937	1.0	-9.993330757583617	2.0		0.0	-10.960296124677074	1.0	-6.314780412817099	1.0	-7.123064983225169	4.0	-3.5363261758206272	1.0		0.0		0.0	-3.4631955705325543	1.0	-5.704569993382784	1.0	-8.998975159671879	1.0	-3.6838062962567037	1.0	-5.332421018593545	1.0	-5.164146374517196	1.0	-5.078789799668328	2.0		0.0
samp_49	-5.749795300730058	4.633110207234678	-0.10505980173182201	-10.484043700715887	3.0	-12.472036240186842	3.0	-6.006167554213244	3.0		0.0	-10.290996758463603	1.0		0.0		0.0		0.0		0.0	-3.526437559074143	1.0	-11.954025753811688	2.0		0.0	-3.462064709173289	2.0	-5.804821898824788	1.0		0.0		0.0		0.0	-5.2369838243000375	3.0		0.0	-4.52219914101146	1.0
samp_50	-5.961230410960673	4.830827671541808	-0.2065911922445893		0.0	-12.452948680482828	2.0		0.0	-11.205658604066215	2.0	-10.341660161956638	1.0		0.0	-11.308213075530247	2.0	-6.467612250356734	1.0		0.0	-3.5093086007229317	3.0	-11.972981450201253	1.0		0.0	-3.4501758690158897	1.0		0.0		0.0	-3.6550924575028865	1.0	-5.425782592714208	1.0	-5.240236944261926	1.0	-5.155208113643554	1.0	-4.516569807290164	3.0
samp_51	-5.875961300322916	4.556244009222151	-0.05254239838389876		0.0	-12.375260861813745	2.0	-5.995316386662292	1.0		0.0	-10.241857328294467	1.0		0.0		0.0	-6.428750244829422	1.0	-7.267936223367234	1.0	-3.5358056616644293	1.0	-11.880966314062933	2.0	-10.052485690564456	3.0	-3.4692462579986643	4.0		0.0		0.0		0.0		0.0		0.0	-5.148802567748159	2.0	-4.525884231483842	2.0
samp_52	-5.998156336183381	-12.903392930970172	16.965921218889132	-9.954701505570602	2.0	-11.873849824457618	1.0		0.0	-10.651043785860255	3.0	-9.791018685238244	1.0	-5.373015710361262	1.0	-10.754083544278517	2.0		0.0	-7.033990369139079	1.0		0.0		0.0		0.0		0.0	-5.7039256291386415	4.0	-8.824815846940362	3.0		0.0	-5.361178372917878	1.0		0.0	-5.139332048846858	1.0		0.0
samp_53	-5.987648892129771	4.006724017394032	0.27027413027104946		0.0	-12.093225574358584	1.0	-5.913708677823356	1.0	-10.860457336696726	1.0		0.0		0.0	-10.963358321660648	2.0	-6.330392219191684	1.0	-7.133531308436141	3.0		0.0	-11.611531504466235	1.0	-9.820777356219908	1.0	-3.522053964037796	1.0	-5.729852308203542	1.0	-9.001707326469239	1.0		0.0	-5.3615173694401905	2.0	-5.198540119570366	1.0	-5.112184221481094	1.0	-4.527639147308898	2.0
samp_54	-5.932176495736293	3.905910810182213	0.21944713414330047	-10.03461442102294	5.0	-11.96912051018767	1.0		0.0	-10.72584795541899	3.0		0.0		0.0	-10.82915220445866	3.0		0.0	-7.050602871141106	1.0		0.0		0.0		0.0	-3.4913196079658855	2.0	-5.659897185348363	1.0	-8.886799277705059	2.0		0.0	-5.295266296180988	1.0	-5.134545332761411	1.0		0.0		0.0
samp_55	-5.877925694771238	4.606728198373014	-0.16084615747468525	-10.370931964594766	1.0	-12.316565066334599	3.0	-5.9600718417149	1.0	-11.048032875735041	1.0	-10.184551118140595	1.0	-5.381503443116504	1.0	-11.151342714919082	1.0	-6.392804935273746	1.0	-7.228213655777148	1.0	-3.5100360571178912	1.0	-11.821819055803955	1.0		0.0		0.0	-5.759744796113037	1.0	-9.176461240129866	1.0	-3.656229721734278	2.0		0.0		0.0	-5.113471390608437	2.0	-4.492831240023146	1.0
samp_56	-5.841852698531246	4.680358509290554	-0.16753177048623002		0.0		0.0	-5.989245507296164	2.0		0.0	-10.257539037293549	4.0		0.0	-11.224301572929058	1.0	-6.426246990163908	1.0		0.0		0.0		0.0		0.0	-3.4500140443948077	1.0	-5.786278907172623	2.0	-9.246813004930083	2.0	-3.6589207770774603	2.0	-5.3993335871349695	2.0	-5.218699129037229	2.0		0.0	-4.505565940642918	1.0
samp_57	-5.861978647788457	4.305588303538864	0.04383635184098409	-10.278159070987906	1.0	-12.229249509408731	1.0		0.0	-10.957925073464619	1.0	-10.095060544130465	1.0	-5.37540243792533	2.0	-11.061394555637019	1.0		0.0	-7.182583014914214	2.0		0.0	-11.730596217976347	2.0	-9.911583343878863	1.0		0.0		0.0	-9.096132062734961	1.0	-3.6987621757530396	1.0	-5.368715858362883	4.0	-5.198681420801048	1.0		0.0	-4.508920641843733	1.0
samp_58	-5.960264926122008	4.408903419710169	-0.015290153555429491	-10.296976594421483	1.0	-12.222872176543873	1.0	-5.947450859552683	1.0	-10.979834490119984	1.0	-10.11541789395177	2.0		0.0	-11.082734425132738	2.0	-6.373572765608276	2.0	-7.194058887635202	1.0		0.0		0.0	-9.933387190413436	2.0		0.0	-5.753438228481558	1.0	-9.108825881826895	1.0	-3.6862880676291137	1.0		0.0	-5.203140112448327	1.0	-5.117324072085815	1.0	-4.507521736891418	2.0
samp_59	-5.9299896581905305	4.477175100774312	-0.010015840104053403		0.0		0.0		0.0	-11.058131115596096	2.0		0.0	-5.409861451440529	1.0	-11.161062574946243	1.0	-6.411031562414669	2.0		0.0	-3.5434357934417915	1.0	-11.82470618746115	1.0		0.0		0.0	-5.785142047080319	1.0	-9.182993550237335	2.0		0.0		0.0	-5.229138877642768	1.0	-5.142811139125893	4.0	-4.525739030383689	4.0
samp_60	-5.941001122967798	4.464182102230394	-0.028709575581787265		0.0	-12.274088853336865	1.0	-5.965334441504975	2.0	-11.024804209691395	1.0	-10.160767293699877	1.0		0.0	-11.127714412337367	3.0		0.0		0.0	-3.537305020871677	1.0	-11.788700653417322	1.0	-9.976249713000318	1.0	-3.4686687926625193	1.0	-5.769648272956282	1.0	-9.151294219702812	4.0		0.0	-5.389683319627152	1.0		0.0	-5.1294364939329995	1.0	-4.514835438265004	1.0
samp_61	-5.819517755758985	4.701425131444554	-0.17680393793582186	-10.464559452056745	1.0	-12.426982100017778	1.0	-5.994202603469794	2.0	-11.136932386084036	1.0	-10.273606785705297	3.0		0.0		0.0	-6.43250572677749	1.0	-7.282340412250863	1.0	-3.511410483089991	1.0		0.0		0.0		0.0		0.0	-9.263389124179735	1.0	-3.6577357205128354	1.0	-5.40247851701457	3.0	-5.221124834331905	2.0	-5.135683658406456	2.0		0.0
samp_62	-6.010884195304201	4.571376024246574	-0.15981063336819684		0.0	-12.2169913938164	1.0	-5.940919498900926	3.0		0.0		0.0	-5.366687367266908	3.0	-11.08914530999624	1.0		0.0	-7.191826519529925	3.0	-3.5074420211638513	2.0		0.0	-9.93917160139045	1.0		0.0		0.0		0.0	-3.6533569619391058	2.0	-5.361787330970372	2.0	-5.18514945522462	2.0		0.0		0.0
samp_63	-5.965640455845939	4.325025075080114	0.036483867056262255		0.0	-12.188174168895792	1.0		0.0	-10.947390787948343	1.0	-10.082991657747549	1.0		0.0	-11.050312236223538	1.0	-6.360961287046021	3.0	-7.176959995433698	2.0	-3.5481533417824975	1.0	-11.705061336616295	1.0	-9.90261600009594	2.0	-3.4758547165714613	1.0	-5.745543894664906	1.0		0.0		0.0		0.0	-5.199668230732018	1.0	-5.113720020894808	1.0	-4.509327215041484	3.0
samp_64	-5.934006388294271	4.758427782777144	-0.20703546829181022		0.0	-12.393211898232892	2.0	-5.99737370379114	1.0	-11.139525736659472	1.0	-10.275564493699884	3.0		0.0	-11.242345068039661	2.0	-6.435443680102553	1.0		0.0		0.0	-11.908446668418	1.0	-10.085989283075076	1.0	-3.4458789260146623	1.0	-5.791566195290864	1.0		0.0	-3.651966231632617	2.0		0.0	-5.220486031030513	2.0	-5.135641222294776	2.0		0.0
samp_65	-5.9255845907939975	4.779834907144232	-0.21515401639203452	-10.47981172094267	2.0	-12.410625099568646	2.0	-6.002267901849761	1.0	-11.154253858833618	1.0		0.0		0.0	-11.257102570321235	2.0	-6.441408240341399	1.0		0.0	-3.5054904705722265	3.0		0.0	-10.10012957171636	1.0	-3.44555399810066	1.0	-5.7956206407689965	1.0		0.0	-3.65102505431067	2.0	-5.4065269737912	1.0		0.0	-5.1381202699921555	1.0	-4.504950291959004	1.0
samp_66	-5.778951408083843	4.424448056524062	0.030790688581630334	-10.404730081542423	3.0		0.0	-5.985433007542507	1.0		0.0		0.0	-5.415522229020781	1.0	-11.182438037434155	2.0	-6.4167986267145185	1.0		0.0		0.0	-11.86928605752163	1.0		0.0	-3.483100811753463	1.0	-5.790921411546646	1.0	-9.212110174006224	1.0		0.0	-5.409079706844276	2.0	-5.235407965346405	3.0	-5.148432169401562	1.0	-4.533174738699503	2.0
samp_67	-5.951861259239568	4.698752978153269	-0.1501116162250947		0.0	-12.381824347895298	3.0		0.0	-11.133284876719042	2.0	-10.26909995538856	1.0		0.0	-11.236011966139468	1.0	-6.437990366037651	2.0		0.0	-3.516850467612814	1.0	-11.89956167681888	1.0	-10.080179869621656	1.0	-3.454526143077713	2.0		0.0		0.0	-3.663704084737502	1.0	-5.41104578570404	1.0	-5.229796916491684	2.0	-5.144385807145175	1.0	-4.514393527217093	1.0
samp_68	-5.79962415844032	4.74730469858961	-0.2050562879627799	-10.486825384149249	3.0	-12.455926452174413	2.0	-5.99945911800994	1.0	-11.15822636421458	1.0	-10.294702000585874	2.0		0.0	-11.262068452077097	1.0		0.0		0.0	-3.507094059290219	2.0	-11.94838119725726	2.0		0.0	-3.4463761557106376	1.0	-5.793960694170897	1.0		0.0	-3.652905203554711	2.0	-5.404433365900591	1.0		0.0		0.0	-4.504517940629668	1.0
samp_69	-5.813131309069425	4.663250625188684	-0.11735115894898486	-10.487702147735112	2.0		0.0	-6.009711756163955	2.0		0.0	-10.295889190139357	1.0		0.0	-11.262788485380172	1.0		0.0		0.0	-3.5242043630466386	1.0	-11.946905608918213	2.0	-10.10309223946783	3.0	-3.460645139907475	1.0	-5.807314314458005	2.0	-9.285224249503038	1.0		0.0		0.0	-5.238476573475425	1.0	-5.152288737034595	1.0	-4.52230730617661	2.0
samp_70	-5.939516620217908	4.42661781670636	-0.027544980032296894	-10.308056448508571	2.0	-12.238442344359507	2.0		0.0	-10.989566693902242	3.0		0.0	-5.382621806407433	2.0	-11.09254412590801	1.0	-6.3764700787486595	1.0	-7.19921489587258	1.0		0.0		0.0		0.0	-3.4661083975340112	1.0	-5.75499327391361	1.0		0.0	-3.6837535528811753	1.0	-5.3766278633349085	2.0	-5.203535309046815	1.0	-5.117716436165607	2.0		0.0
samp_71	-5.81569849833005	4.325156347034234	0.04024614285784806		0.0		0.0		0.0		0.0	-10.12051544599798	2.0		0.0	-11.087234008043726	1.0	-6.370819188816959	1.0	-7.197787720911673	1.0	-3.5503357081544933	1.0	-11.7645133916276	1.0		0.0	-3.47784166271275	2.0	-5.752751137650891	1.0	-9.122074492939445	4.0		0.0		0.0	-5.204861185397417	1.0	-5.1184646462310495	2.0	-4.512863170289394	3.0
samp_72	-5.980660130205282	0.9160192958521663	3.1786040202647152	-9.991904927124482	1.0		0.0	-5.878277877871589	1.0	-10.686035201167686	1.0		0.0	-5.384127335130379	3.0	-10.789106637272345	1.0	-6.27631071680679	1.0	-7.053017083689728	4.0		0.0		0.0		0.0		0.0	-5.716921563824654	4.0	-8.855074639024883	1.0		0.0	-5.372428832541571	1.0		0.0	-5.1488718102209905	1.0	-4.6552220182939115	1.0
samp_73	-5.813793200668781	4.526318582361961	-0.09789690548450891	-10.369227534864683	1.0	-12.334727462264862	1.0	-5.960898074547985	1.0		0.0		0.0	-5.386532249215883	1.0	-11.14852254880554	2.0	-6.392759698397399	1.0	-7.229700724221918	1.0	-3.522371910125616	1.0	-11.828515933823292	2.0		0.0	-3.455970222156971	1.0		0.0	-9.177968495343526	4.0	-3.669760827022386	1.0	-5.38098064233248	2.0		0.0	-5.11921171015534	1.0		0.0
samp_74	-5.854584335827502	4.34926237764779	0.0018842939678418702	-10.281652719038506	3.0	-12.23498715384978	3.0		0.0		0.0	-10.098230336758292	3.0		0.0	-11.064673991293104	1.0	-6.359419832496126	1.0	-7.182897391230675	1.0	-3.5397898621892363	1.0		0.0	-9.914415588912831	1.0	-3.468487265520086	1.0	-5.741306063279606	2.0		0.0		0.0	-5.364508313268772	2.0		0.0		0.0	-4.501769149440817	1.0
samp_75	-6.039914853740154	4.588059967243523	-0.05900933775134984		0.0	-12.321971686222223	1.0	-5.9993949577117	5.0	-11.096151082477629	3.0	-10.229572612466269	1.0	-5.421376661579084	1.0	-11.198558877884201	2.0	-6.431148334902783	1.0		0.0		0.0		0.0	-10.044177841139973	1.0		0.0	-5.799797574888664	2.0		0.0		0.0		0.0	-5.238226641821059	1.0	-5.152252531985086	1.0	-4.527760029189501	1.0
samp_76	-6.100383700245954	4.707494853894986	-0.16927823003020862		0.0		0.0	-5.989948738908577	2.0	-11.092562655173891	3.0		0.0	-5.405267812913184	1.0	-11.194867944069301	4.0	-6.423463003789964	1.0		0.0	-3.5118283820032783	1.0		0.0	-10.03932507727068	1.0	-3.4500456270837394	1.0	-5.786184783161765	2.0		0.0	-3.6581041575148032	1.0	-5.401057027733662	1.0		0.0	-5.135216978788225	1.0	-4.506909237842479	1.0
samp_77	-5.92089057092071	4.43805158961937	-0.08287891470840798		0.0	-12.203922537099753	3.0	-5.926335200633648	1.0		0.0	-10.086941042133708	2.0		0.0	-11.053799593426158	2.0		0.0	-7.173659010889867	1.0	-3.520329393237631	1.0	-11.714503360702828	1.0		0.0	-3.452177328337694	2.0	-5.731437231886978	2.0	-9.084834568971493	1.0	-3.6673026954315042	2.0	-5.3539294547685365	1.0		0.0		0.0	-4.486563771782415	1.0
