run	log_F	b1I8_log_P	b1I8_weight	b2F5_log_P	b2F5_weight	b2G8_log_P	b2G8_weight	b2B1_log_P	b2B1_weight	b2G4_log_P	b2G4_weight	b2H8_log_P	b2H8_weight	b2A5_log_P	b2A5_weight	b2G3_log_P	b2G3_weight	b2H3_log_P	b2H3_weight	b2F3_log_P	b2F3_weight	b2G7_log_P	b2G7_weight	b2A6_log_P	b2A6_weight	b2B6_log_P	b2B6_weight	b2B4_log_P	b2B4_weight	b2B2_log_P	b2B2_weight	b2B7_log_P	b2B7_weight	b2B5_log_P	b2B5_weight	b2A2_log_P	b2A2_weight	b2B9_log_P	b2B9_weight	b2H4_log_P	b2H4_weight	b2H1_log_P	b2H1_weight	b2H5_log_P	b2H5_weight	b2H7_log_P	b2H7_weight	b2F8_log_P	b2F8_weight	b2F6_log_P	b2F6_weight	b2G5_log_P	b2G5_weight	b2F9_log_P	b2F9_weight	b2F7_log_P	b2F7_weight	b2G2_log_P	b2G2_weight	b2G6_log_P	b2G6_weight	b2A7_log_P	b2A7_weight	b2A1_log_P	b2A1_weight	b2A9_log_P	b2A9_weight	b2A4_log_P	b2A4_weight	b2A8_log_P	b2A8_weight
samp_34	2.7070992894688826		0.0	-2.100577054253802	1.0	-4.75396366670977	2.0	-4.503050892620195	1.0	-0.5865356133177597	1.0	-4.700366534556082	2.0		0.0		0.0	-1.481640824964513	1.0	-3.9609075852924875	1.0	-4.445498564078227	1.0	-7.9294746171381325	1.0	-4.996041236025664	3.0	-0.348575235257772	1.0		0.0	-4.699911896614779	3.0	-5.310415908400363	1.0	-6.419895064392422	1.0	-10.08937872904605	2.0	-6.880379439435808	1.0	-6.623381075297412	1.0		0.0		0.0		0.0	-12.233760014115939	3.0	-6.659540603416043	2.0	-11.63758745961319	2.0		0.0		0.0		0.0		0.0	-7.358001530342721	2.0	-7.288911316057308	1.0		0.0	-10.464832799460655	1.0
samp_35	2.892036499301082	-4.885439008290056	1.0	-2.1003743585771453	2.0	-4.756546666585206	1.0		0.0	-0.5865884187434278	1.0	-4.7030858541666705	1.0	-4.672757452979831	1.0		0.0	-1.481495547332832	1.0	-3.9616963856619036	1.0		0.0	-7.9369990600325275	2.0		0.0		0.0	-4.301336620141788	1.0	-4.702479982360842	2.0	-5.314039439142138	2.0	-6.425089904625244	1.0	-10.100047129632868	2.0	-6.886162675313362	2.0	-6.628843092197628	1.0		0.0	-6.868253048786651	2.0		0.0		0.0		0.0	-11.647830111463286	2.0		0.0	-10.529707307094837	1.0	-5.105728085423041	2.0	-10.327457516894443	1.0	-7.364872531405738	2.0		0.0	-5.357993949354555	2.0	-10.475289337872967	1.0
samp_36	17.182868555492547	-4.899604872357428	2.0		0.0	-4.769360527319433	2.0		0.0	-0.5867921116227411	1.0		0.0	-4.684388042975963	2.0	-5.058307582101437	1.0		0.0		0.0	-4.4562715382855576	1.0		0.0	-5.013290582060578	3.0	-0.3490330316886866	1.0		0.0	-4.715176237427744	1.0	-5.332257881571673	1.0		0.0	-10.154368533955104	1.0	-6.91564655543639	2.0	-6.656651480140193	3.0	-7.789737558710983	1.0	-6.89774567763169	3.0	-4.991004389629471	2.0	-12.297565887780355	1.0		0.0	-11.699940744113427	2.0		0.0	-10.583116312257317	2.0	-5.121679998608669	1.0		0.0		0.0	-7.328553904117107	1.0		0.0	-10.528510298758997	1.0
samp_37	18.00698865115319		0.0	-2.099349403800808	2.0	-4.769360145690244	1.0		0.0	-0.5867825170400999	3.0	-4.716601479650667	4.0		0.0	-5.058307654703993	1.0	-1.480820211818455	1.0	-3.9653899912168966	1.0		0.0	-7.975549601149302	1.0		0.0		0.0	-4.309863657777769	1.0	-4.715202910648268	2.0	-5.332258344701989	1.0	-6.451493926558446	2.0	-10.154371220836136	1.0		0.0		0.0	-7.789738463004621	1.0	-6.897748964386419	1.0	-4.990995138253771	3.0	-12.297573235254502	3.0		0.0	-11.699942650167497	2.0	-5.057121835805674	2.0		0.0		0.0	-10.38092082651199	1.0		0.0		0.0	-5.374859417041019	1.0		0.0
samp_38	16.885193975459284		0.0	-2.0993494213983928	2.0	-4.769360749138298	4.0	-4.515919076551808	1.0	-0.5867907129629616	2.0		0.0	-4.684393223641923	3.0		0.0	-1.4807864579297927	1.0		0.0	-4.456271519704229	1.0	-7.975549021315773	1.0		0.0	-0.34898693405700265	1.0		0.0	-4.715176174783859	1.0	-5.332258361669909	1.0	-6.451503420830334	2.0	-10.154364562469892	1.0	-6.915648280277579	1.0		0.0	-7.789740348440751	4.0	-6.897748348957263	1.0		0.0		0.0		0.0		0.0	-5.057096035898691	1.0	-10.583118015804812	4.0	-5.1216801216291366	1.0		0.0	-7.400023212783125	1.0	-7.328553916060249	1.0		0.0		0.0
samp_39	4.1316094457496835		0.0	-2.099660385374498	1.0		0.0	-4.5128200077946135	1.0	-0.5867274758380371	4.0		0.0		0.0		0.0		0.0	-3.964355371773733	1.0		0.0	-7.96411984144603	1.0	-5.00910622613383	1.0	-0.34892946724458057	3.0	-4.307403971992369	2.0		0.0		0.0	-6.443706849821723	3.0		0.0	-6.9069324206552825	2.0	-6.6484372608563165	1.0	-7.779064066267149	1.0	-6.889028129513877	2.0		0.0	-12.281837519159154	3.0	-6.684886587959393	1.0		0.0		0.0		0.0	-5.117018995224886	2.0	-10.365128500251783	2.0	-7.38960537213915	1.0	-7.318737224366381	2.0	-5.369927703390798	1.0		0.0
samp_40	2.30269207295855		0.0	-2.101159538878645	1.0	-4.746388278593832	1.0	-4.4966648202267026	1.0		0.0	-4.692408592783276	3.0		0.0	-5.031213881241637	2.0	-1.4820599501225757	3.0	-3.9585125802549217	3.0	-4.440093563497741	3.0		0.0	-4.987601720479354	2.0	-0.3483582452865882	1.0	-4.294438214174112	1.0		0.0		0.0		0.0		0.0	-6.863683342423832	1.0		0.0		0.0	-6.845766433274257	1.0	-4.9650190577812205	1.0		0.0		0.0	-11.608011855438386	3.0		0.0		0.0	-5.09322138202931	4.0		0.0	-7.3382372146966235	2.0	-7.270218965359653	1.0		0.0	-10.434615747998388	1.0
samp_41	1.5841353988730373		0.0	-2.1029053554947277	1.0		0.0	-4.476680392834458	1.0	-0.5860619073438704	1.0		0.0	-4.641902953378335	3.0		0.0		0.0	-3.9503494127868044	1.0	-4.422898433268342	1.0	-7.844381552809643	1.0	-4.96159585604942	1.0		0.0		0.0	-4.669166180648788	1.0	-5.267835194524108	1.0	-6.36021496528044	1.0	-9.967202894667174	3.0		0.0		0.0		0.0	-6.796379027083682	1.0		0.0	-12.113459790648626	2.0	-6.596248467155915	2.0	-11.520269891377444	1.0	-5.003927286457779	3.0	-10.39893606526994	1.0	-5.064726497904541	2.0	-10.19666668388911	1.0	-7.280201311942315	2.0	-7.2152069085591855	1.0	-5.314796074701944	2.0	-10.345036033550329	1.0
samp_42	2.7856932903702725	-4.883866923624335	1.0	-2.1004879508153333	1.0	-4.755120789827839	2.0		0.0	-0.5865674581416207	1.0	-4.701582791874228	1.0		0.0	-5.041463017990678	2.0		0.0		0.0		0.0		0.0		0.0	-0.3486274799501811	1.0	-4.3003749092083146	1.0		0.0	-5.312036441128292	2.0	-6.42221508019634	3.0	-10.094135255955354	2.0	-6.882960183556101	1.0	-6.625818770350603	1.0	-7.749821000198451	3.0	-6.865049069162117	1.0	-4.974858780525903	1.0	-12.238445916177714	2.0	-6.661994628800225	1.0		0.0		0.0	-10.523899911619628	1.0	-5.103964296839529	1.0		0.0	-7.361069981441235	4.0	-7.291804510293159	2.0		0.0		0.0
samp_43	6.3970061826458675		0.0	-2.0993815307439077	1.0	-4.7689721794641	1.0		0.0	-0.5867862129163688	1.0	-4.716209676161377	2.0	-4.684039609135595	2.0	-5.05784633152596	1.0	-1.4808075173476336	1.0	-3.96528375685942	1.0	-4.456004067658873	1.0		0.0		0.0		0.0	-4.309605481485183	5.0		0.0	-5.331701545723355	1.0	-6.450678223333187	2.0	-10.152691129483214	1.0	-6.914736745307208	1.0	-6.655792195199556	1.0		0.0	-6.896836707766219	1.0	-4.990560822051653	1.0	-12.295929955784333	3.0		0.0		0.0	-5.056646113554108	1.0	-10.581466255409419	1.0	-5.12119169159217	2.0		0.0		0.0	-7.3275088956644785	3.0	-5.374344364738268	1.0		0.0
samp_44	2.2310870714671527		0.0	-2.101290712853115	2.0		0.0		0.0	-0.5863910350358529	1.0	-4.690632710900036	1.0	-4.661947249007755	4.0	-5.029245471970264	1.0	-1.4821583805790712	1.0		0.0	-4.438875848021916	2.0	-7.903100099260933	1.0	-4.985727249814384	1.0		0.0	-4.293286327239076	2.0	-4.690745261456675	1.0	-5.297531712778251	3.0	-6.401581014681043	1.0		0.0	-6.860033329278559	2.0		0.0		0.0	-6.842115120929022	1.0		0.0		0.0	-6.640067656621326	1.0		0.0		0.0		0.0	-5.091156335914211	1.0	-10.279996870899367	1.0	-7.333927120281806	2.0	-7.266143231053621	3.0	-5.342624497474501	3.0		0.0
samp_45	3.9545945594960727	-4.894678108440344	2.0		0.0	-4.764912638660798	1.0		0.0	-0.5867307054942636	1.0	-4.711914668678302	2.0	-4.680360371383318	2.0	-5.053027108846698	1.0	-1.4810233132092596	1.0	-3.9641499584426736	1.0		0.0	-7.961933099402696	2.0	-5.008297208834013	1.0	-0.34890372047087465	1.0	-4.306926817653597	2.0	-4.710769084069381	1.0	-5.325891628238657	1.0	-6.442212072335826	2.0	-10.1352454097164	1.0	-6.905261416797834	2.0	-6.646863180118155	2.0		0.0		0.0	-4.985947124449836	1.0		0.0	-6.68329367229292	3.0		0.0		0.0		0.0	-5.116119965387113	1.0	-10.362099039914769	1.0	-7.387613740089127	1.0		0.0	-5.368977004516409	2.0		0.0
samp_46	3.03828380847595		0.0		0.0	-4.758279983025463	1.0	-4.506668375956916	3.0	-0.5866175611896141	2.0		0.0		0.0	-5.0451845076136115	1.0		0.0	-3.9622175304957032	1.0	-4.448549895219388	1.0		0.0	-5.0008648028127425	2.0	-0.3487043950831509	1.0	-4.302501640570881	1.0	-4.704199779265485	3.0	-5.316483576124688	2.0	-6.428600151273166	1.0	-10.107255645756803	2.0		0.0		0.0	-7.758479237244366	1.0		0.0	-4.978428585934012	2.0	-12.251348072415615	1.0	-6.668791127159471	1.0	-11.65475140460052	3.0	-5.044286585185953	2.0	-10.536804605843491	1.0		0.0	-10.334563029543808	1.0	-7.369521370205526	1.0	-7.299785842788343	1.0		0.0		0.0
samp_47	7.165385869466904	-4.89941307126456	3.0	-2.099363200644372	2.0	-4.769180877749655	1.0	-4.515771575719659	2.0		0.0	-4.716433183347103	4.0	-4.68422607119477	2.0		0.0		0.0		0.0	-4.456148603131848	1.0	-7.97499920115581	2.0	-5.01308939257275	1.0		0.0	-4.3097450188392115	1.0		0.0	-5.332001880002669	3.0	-6.451122218959717	1.0		0.0		0.0		0.0		0.0		0.0	-4.990798638135847	1.0		0.0	-6.69280144202264	1.0		0.0	-5.056882211277167	3.0	-10.582351179390924	1.0	-5.121455600290115	1.0		0.0		0.0	-7.3280849423078305	2.0	-5.374625212400683	2.0	-10.527752399419061	1.0
samp_48	15.424494920820077	-4.899603450196964	1.0	-2.0993512521270263	1.0		0.0		0.0		0.0	-4.716615024921036	2.0	-4.684368552695411	3.0		0.0	-1.4807772521901372	4.0		0.0	-4.4562709452483835	1.0		0.0	-5.0132939993787655	2.0	-0.34906686148031024	1.0	-4.309876009294661	2.0	-4.715175805226009	1.0	-5.332257205694307	1.0		0.0		0.0	-6.915647303247834	1.0	-6.656649987290411	1.0	-7.789724121879458	2.0	-6.897747439902468	1.0	-4.991001760620664	1.0		0.0	-6.693201080825869	1.0		0.0	-5.0570965248235815	2.0	-10.583121761265321	1.0	-5.121679424913252	1.0	-10.380912468823423	2.0		0.0	-7.328552780320062	1.0	-5.374858810576087	1.0	-10.52851682403446	1.0
samp_49	4.15627338670837	-4.895574643280738	2.0		0.0		0.0	-4.512893633313362	2.0	-0.5867267388022261	3.0	-4.712772627447315	2.0		0.0	-5.053989232149031	1.0	-1.4809913108045174	1.0	-3.9643798674390287	1.0	-4.4537562759112665	1.0		0.0	-5.0092073996437705	1.0		0.0	-4.307463912796563	2.0	-4.711572950960093	2.0		0.0	-6.443896260316694	1.0		0.0	-6.9071440349648565	1.0	-6.648637674670962	1.0	-7.779323031900631	1.0		0.0	-4.98686761396767	2.0	-12.28221667590986	1.0		0.0		0.0	-5.0528846817957636	2.0	-10.567718723306037	1.0	-5.117132320357311	3.0	-10.365505128656768	1.0	-7.389859795816377	1.0	-7.318975033363451	1.0	-5.3700479944733965	1.0		0.0
samp_50	16.448358367256922	-4.899598096369213	1.0		0.0	-4.769354720325709	1.0	-4.515914726828824	1.0	-0.5867825552389687	2.0	-4.716613541827202	1.0	-4.684383208353886	1.0	-5.058301939981211	1.0	-1.480772756873032	3.0	-3.9653979809727877	2.0	-4.45626819782204	1.0		0.0		0.0	-0.349033696380952	3.0		0.0	-4.715157408244151	3.0		0.0	-6.4515059621053075	1.0	-10.154403772320602	1.0	-6.915654110547248	1.0	-6.6566416992573805	2.0		0.0	-6.897754814490033	1.0		0.0	-12.297594474210705	1.0	-6.6932093154712335	1.0	-11.69992791258705	2.0		0.0		0.0	-5.121674301589067	1.0		0.0		0.0	-7.328557989949154	2.0	-5.374855756353986	1.0	-10.528558234864551	1.0
samp_51	2.391997604441528	-4.87639688084276	2.0		0.0		0.0	-4.498303741243516	1.0		0.0		0.0		0.0		0.0	-1.4819541899804272	1.0	-3.9591367548967997	2.0	-4.441478654292625	1.0	-7.913308427329217	3.0	-4.989760969205382	2.0	-0.3484256081879698	3.0	-4.29576624025516	2.0		0.0		0.0		0.0	-10.066374843213609	2.0		0.0		0.0	-7.731546411822534	1.0		0.0	-4.967200297165608	2.0	-12.211161481747746	2.0	-6.647614545619388	3.0	-11.615520873957559	1.0	-5.032857421023966	2.0	-10.496586518849988	3.0		0.0		0.0		0.0		0.0		0.0	-10.442289507483173	2.0
samp_52	15.055784431168526	-4.89960228812276	1.0	-2.099349472779152	1.0		0.0	-4.515906598144294	2.0	-0.5867982119388442	1.0	-4.716609019819326	3.0		0.0		0.0	-1.48079009698908	1.0	-3.9653915040005825	2.0	-4.456265342926318	2.0	-7.975543163638255	1.0	-5.013288219397424	1.0	-0.34900438586033045	1.0		0.0	-4.715174968925668	1.0		0.0	-6.451496481638746	1.0		0.0	-6.915643914478355	1.0	-6.656646847768119	1.0	-7.789732361357402	1.0	-6.897744214370995	1.0		0.0		0.0	-6.693187880644994	2.0	-11.69993682099778	3.0	-5.057094034462231	1.0	-10.583115111823872	3.0		0.0		0.0	-7.400018346341908	1.0		0.0		0.0	-10.528489068476146	3.0
samp_53	2.782648954575629	-4.883819220364215	1.0	-2.1004946317280115	1.0	-4.755076467270225	3.0		0.0		0.0	-4.7015437873288	3.0	-4.671418998872523	2.0	-5.041410182455963	1.0	-1.4815532948332322	1.0		0.0	-4.446287704250891	2.0	-7.932705992157185	2.0	-4.9972881717409585	1.0	-0.34864335228231996	2.0		0.0	-4.701023510865278	1.0		0.0	-6.422125647221399	1.0	-10.093960729930716	3.0	-6.882861984632658	1.0	-6.625725990116095	1.0		0.0		0.0	-4.974809671874234	1.0		0.0		0.0	-11.641990747320127	2.0	-5.040603814387316	1.0	-10.523724039345622	1.0		0.0		0.0	-7.3609540107854095	2.0	-7.291694188955616	1.0		0.0	-10.469331303321441	1.0
samp_54	4.205927064237401	-4.895767114393219	2.0	-2.099632167554296	1.0	-4.765897749515853	2.0	-4.513039273331053	3.0		0.0	-4.71295716166079	1.0		0.0	-5.054196707981978	2.0	-1.4809699376025525	3.0		0.0	-4.453877826606866	1.0	-7.964930209459502	1.0	-5.009406924791435	2.0	-0.34892145305330996	1.0	-4.307580139403748	1.0	-4.711746777432961	1.0	-5.327299617278265	1.0	-6.444259135620198	1.0		0.0	-6.907548128260618	2.0	-6.649020014998781	1.0		0.0	-6.889647054088026	1.0	-4.987067389182472	1.0		0.0		0.0		0.0		0.0		0.0		0.0	-10.366248539110481	2.0	-7.39034542178665	1.0	-7.319432010558192	2.0	-5.370279246813066	1.0	-10.513902058004467	1.0
samp_55	14.738553036027875	-4.899606428913515	1.0	-2.099348731768315	2.0	-4.769361600717339	1.0	-4.515920035477943	1.0	-0.5867803455998687	1.0	-4.716623844564444	1.0	-4.6843885273409915	1.0		0.0		0.0	-3.9653783970409338	2.0		0.0	-7.975542610259752	6.0		0.0		0.0	-4.309867160188135	2.0	-4.715172908223577	2.0	-5.332261822763595	1.0		0.0	-10.15438304212979	2.0		0.0	-6.656649721030234	1.0	-7.789737773514996	1.0		0.0	-4.99100371177693	1.0		0.0		0.0	-11.699935247225941	1.0		0.0	-10.583123162670375	3.0	-5.12167331386121	2.0	-10.380910801673966	1.0		0.0	-7.3285546537377275	1.0		0.0	-10.528500895262622	1.0
samp_56	3.1528044580855803	-4.888666343629347	1.0		0.0	-4.759471854795826	2.0		0.0	-0.5866522230475083	1.0	-4.706170550881938	1.0	-4.6754192851143594	2.0	-5.046592164675671	1.0		0.0		0.0	-4.449388760862126	2.0	-7.945614419745056	2.0	-5.00220440324928	3.0	-0.34876241403305575	1.0	-4.303301612928596	1.0		0.0	-5.318168243772519	1.0		0.0	-10.112247935391558	1.0		0.0	-6.635097588367878	2.0	-7.761777303130635	1.0	-6.874871725098193	1.0	-4.979779240900161	2.0	-12.256223316578685	1.0		0.0		0.0	-5.045665375828155	1.0	-10.541708715106605	1.0	-5.109353140824823	1.0	-10.339466197523105	1.0	-7.372738161601012	1.0	-7.3028240802098265	1.0		0.0	-10.487242327788056	3.0
samp_57	17.225982748378932		0.0	-2.0993492281738146	2.0		0.0	-4.515918238915105	2.0	-0.586787267391415	2.0	-4.716646017560567	2.0	-4.684388122472614	1.0	-5.05833441194808	3.0	-1.48077735680162	1.0		0.0	-4.456254598858062	2.0		0.0	-5.013290522690113	1.0	-0.3490338856874326	3.0	-4.309863446530657	1.0		0.0	-5.332258278681444	1.0	-6.451501912931359	1.0		0.0		0.0	-6.656649485364928	2.0	-7.789738073787975	1.0	-6.897737814764796	2.0	-4.9910012260832755	2.0	-12.29759635587579	1.0	-6.693203135085622	1.0		0.0		0.0		0.0	-5.121680272775762	1.0	-10.380922676063264	2.0		0.0		0.0		0.0	-10.52850948704559	1.0
samp_58	18.080966275898003		0.0		0.0	-4.769359906031375	1.0	-4.515920105741777	2.0		0.0	-4.7166242437834205	2.0		0.0	-5.058307532955576	1.0		0.0	-3.965390343888015	2.0	-4.456269612764377	2.0		0.0	-5.0132929395336525	4.0	-0.34903769841126814	2.0		0.0	-4.715162663278935	3.0	-5.33225784153699	1.0	-6.45150013637886	1.0		0.0	-6.915647935650604	1.0	-6.6566505601209505	1.0		0.0	-6.89775782157943	3.0		0.0	-12.297577806586396	1.0	-6.6932016351667	1.0	-11.699919003846396	1.0		0.0	-10.583114134994117	1.0	-5.121686831843766	2.0	-10.380915634757903	2.0		0.0		0.0		0.0	-10.52850613189906	1.0
samp_59	17.49582155711328	-4.899603588865339	1.0		0.0	-4.769359789861235	1.0	-4.515918945126681	1.0		0.0		0.0	-4.684387692091603	1.0		0.0	-1.4807807942390137	1.0	-3.9653898570080504	1.0	-4.456271423391049	1.0	-7.975548581832934	1.0	-5.013289949788664	1.0	-0.34903314563577426	4.0		0.0	-4.715178998090407	2.0	-5.332257032423348	1.0	-6.451508066711818	2.0		0.0	-6.915650849841399	2.0		0.0	-7.789735862903665	1.0		0.0	-4.991002944373649	3.0	-12.297565683666525	2.0	-6.693201440395981	1.0	-11.69993062186085	1.0		0.0		0.0	-5.121679445881603	1.0	-10.380918914269856	2.0		0.0	-7.328552221447371	1.0	-5.374858948498846	1.0	-10.528509817508576	2.0
samp_60	2.535637201471023	-4.879459818497985	1.0	-2.100798356089219	1.0		0.0	-4.500653465008004	1.0	-0.5865116705557508	1.0	-4.697369607307131	1.0	-4.667804243062311	3.0	-5.0367543967708155	1.0	-1.4817990060089874	2.0	-3.96002144793548	1.0		0.0		0.0	-4.9928665954338	2.0		0.0		0.0	-4.6970980072567885	2.0		0.0	-6.414203660869925	1.0		0.0	-6.874049591019418	1.0	-6.617399509070074	1.0		0.0	-6.856135416331561	2.0	-4.9703400887709055	1.0	-12.222287348918936	1.0	-6.65347604596371	2.0		0.0		0.0	-10.50771737378954	2.0		0.0	-10.305449249476947	1.0	-7.350501222930359	1.0		0.0	-5.350917028530217	2.0	-10.453381773556975	4.0
samp_61	15.274587293102533	-4.899605816226978	1.0	-2.0993373856325834	1.0		0.0	-4.515895393557456	3.0	-0.5867616724411198	2.0		0.0	-4.684401352864602	2.0		0.0		0.0	-3.9653892957890946	1.0	-4.456276561370153	3.0	-7.975554774149127	1.0	-5.0132922039490575	1.0	-0.34903699282466544	2.0	-4.309864500632086	2.0	-4.715177965144315	1.0	-5.3322603613608575	1.0	-6.451473981474134	2.0	-10.154378262091242	2.0	-6.915652484150485	1.0	-6.656654813162102	1.0		0.0	-6.897752465134554	1.0	-4.9910042015477005	1.0		0.0		0.0	-11.69995200920842	2.0	-5.0570980625236075	1.0		0.0	-5.121682087414128	1.0		0.0		0.0		0.0		0.0	-10.528518480924983	2.0
samp_62	1.780210459069872	-4.857418085036834	1.0	-2.1023191345884515	1.0	-4.730983992923666	1.0		0.0	-0.5861951292551578	2.0	-4.676273835695533	1.0	-4.649346109840123	2.0	-5.013284049590352	1.0	-1.4829074464305885	2.0		0.0	-4.428874698950852	2.0		0.0	-4.970510786527496	1.0		0.0	-4.283760882847752	1.0	-4.677156539927123	1.0		0.0	-6.375273116587503	1.0		0.0	-6.8309182772683	1.0		0.0	-7.68685211785272	1.0	-6.8129912055359005	1.0		0.0	-12.143787404229865	1.0	-6.612183550125051	2.0	-11.54982345107672	1.0	-5.013071613702589	3.0		0.0		0.0	-10.226947886623392	1.0	-7.299651812673647	3.0	-7.233661854928784	2.0	-5.325038068848924	2.0		0.0
samp_63	2.4129929062690594	-4.876872111888185	1.0		0.0	-4.748760784051376	2.0	-4.498668334632697	2.0	-0.5864729657214045	1.0	-4.694894768043674	1.0	-4.665654146934278	2.0	-5.033993263984235	1.0		0.0	-3.9592743056692328	2.0	-4.441786943586673	3.0	-7.91453650709642	2.0		0.0	-0.3484389659135586	1.0	-4.296059508661662	1.0		0.0	-5.303150723790645	1.0	-6.40953952523396	2.0		0.0		0.0	-6.6125001994332315	1.0	-7.73269398375926	1.0		0.0	-4.967687648611877	1.0	-12.212878193601494	1.0		0.0	-11.617203198895236	1.0	-5.03335364471442	1.0		0.0	-5.096130733319959	1.0	-10.29603433494121	2.0	-7.344365182774922	1.0		0.0	-5.347863463527672	3.0		0.0
samp_64	2.246571935894786		0.0		0.0	-4.745081799193804	2.0		0.0	-0.5864230218089472	1.0	-4.691031224786594	1.0		0.0	-5.0296882419485405	2.0	-1.4821351542461476	1.0	-3.9580861723839234	2.0		0.0	-7.9041526365970975	2.0		0.0	-0.34834800734414456	2.0	-4.293541811740588	1.0		0.0		0.0		0.0	-10.053304318752922	2.0	-6.860844899403877	1.0	-6.604909884416984	3.0		0.0	-6.842926773341811	1.0	-4.963550105990003	2.0	-12.198289764770289	1.0	-6.640848655404098	2.0		0.0	-5.029141820997267	1.0	-10.483720029926943	3.0		0.0	-10.281448133735115	2.0	-7.33488148164555	1.0		0.0	-5.343106425113114	2.0		0.0
samp_65	4.902954170907006		0.0	-2.0994958319178694	1.0		0.0	-4.514484299454356	2.0	-0.5867396085092967	1.0	-4.714792768997217	2.0	-4.682826700187854	2.0		0.0	-1.4808708932387247	2.0		0.0		0.0	-7.970236199269916	3.0		0.0		0.0	-4.308725090727525	1.0	-4.713463837497115	1.0	-5.329779410713546	1.0	-6.447880772376443	2.0	-10.146926290634756	1.0	-6.911597564095324	1.0	-6.652835015530935	3.0		0.0	-6.893702607143184	3.0		0.0		0.0	-6.689331198133922	4.0		0.0		0.0		0.0	-5.119517345374825	1.0		0.0	-7.395184557762775	2.0	-7.323994339586494	1.0		0.0	-10.521210633457892	1.0
samp_66	19.33389012419002	-4.899607315547917	1.0		0.0	-4.769364438942843	2.0	-4.515886413463899	2.0		0.0	-4.716620598800424	3.0	-4.68436770006115	2.0		0.0		0.0	-3.965387723750501	1.0	-4.4562667906079785	2.0		0.0		0.0	-0.34904944226767826	3.0	-4.3098559769842995	2.0		0.0	-5.332270749459777	2.0	-6.451504225912662	1.0	-10.15436905811446	2.0	-6.915652577533457	1.0		0.0	-7.78974502861246	1.0		0.0		0.0	-12.29759210886712	1.0	-6.693206248455615	1.0	-11.699677150966613	1.0	-5.057093667204432	2.0	-10.583115800374534	2.0	-5.121683783675175	1.0	-10.380978563459148	1.0		0.0	-7.3285602383530595	1.0		0.0		0.0
samp_67	4.383271179576375	-4.896392086020306	1.0		0.0		0.0	-4.513507532925715	3.0	-0.5867460124873236	2.0	-4.71355160309025	2.0		0.0	-5.054863882137718	1.0	-1.4809399977764393	2.0		0.0	-4.454268166017805	1.0	-7.966643482498946	2.0	-5.010034698183187	1.0	-0.34893761705833704	1.0	-4.30795200352942	3.0	-4.712303848275876	2.0	-5.328103793284675	2.0	-6.445430628997572	2.0	-10.141871064811047	1.0		0.0		0.0		0.0	-6.8909567216511824	1.0	-4.987706095028865	1.0	-12.285314314805271	1.0	-6.686724735952122	2.0	-11.687954413588532	1.0		0.0		0.0		0.0		0.0	-7.391907093879397	1.0	-7.320906093681846	1.0	-5.371021631681723	1.0		0.0
samp_68	4.456033304111049		0.0	-2.0995706932447673	1.0	-4.766665011357312	1.0		0.0		0.0	-4.71376608602767	2.0	-4.681947661689364	3.0	-5.055104849063567	1.0	-1.4809301120395797	3.0	-3.9646440576535387	1.0		0.0		0.0	-5.010262802210258	2.0	-0.3489628310452252	2.0	-4.308086097577391	3.0		0.0	-5.328392723277218	1.0	-6.445853747668517	3.0	-10.142747311894563	1.0	-6.909330539536788	1.0		0.0	-7.782000598003113	4.0	-6.891428975335976	1.0		0.0		0.0		0.0	-11.688793577666933	1.0		0.0	-10.57168899115385	1.0		0.0		0.0	-7.392472774203354	2.0		0.0	-5.371289959592452	1.0		0.0
samp_69	2.861913283629221		0.0	-2.1004049973684773	2.0	-4.756157382786218	1.0	-4.504892525586208	1.0		0.0		0.0	-4.672402923025311	1.0	-5.042682913213555	1.0	-1.481496468009594	1.0		0.0	-4.447052363995999	1.0	-7.9358598929146735	1.0		0.0	-0.34864356952156955	3.0	-4.301074242974826	1.0	-4.702094256009343	1.0	-5.3134942850685825	1.0	-6.424307608972624	2.0	-10.098430885296482	3.0		0.0	-6.628014760027039	2.0	-7.752649141849631	1.0	-6.867377408320385	1.0	-4.9760318202405465	2.0		0.0	-6.664218879335474	2.0	-11.646274887947637	1.0		0.0	-10.528117152357847	2.0		0.0	-10.325866727902534	2.0	-7.3638331709541065	1.0		0.0	-5.357485802884897	1.0		0.0
samp_70	1.9633386857880646		0.0	-2.1018432239096594	1.0	-4.737282057572844	2.0	-4.488946638880743	2.0		0.0	-4.6828599262003605	1.0		0.0	-5.020592461397399	3.0		0.0	-3.9554742138224652	2.0	-4.433489230973396	2.0		0.0		0.0	-0.34810271968814094	1.0	-4.288157710216047	1.0	-4.683396222266844	1.0		0.0	-6.387227151545119	1.0		0.0		0.0		0.0	-7.702773434725259	1.0	-6.826209004745435	1.0		0.0		0.0		0.0		0.0	-5.020241532953927	1.0	-10.453306622702181	3.0	-5.0821030627235455	2.0	-10.251025900346187	3.0	-7.31517938329308	2.0	-7.248385247748805	3.0	-5.33307868994904	1.0	-10.399181658459856	1.0
